id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
74090,1197,The Birthday Party,0571160786,9780571160785,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1991,3,,eng,Faber & Faber,false,71685,27,15149,32895,8750,270,5:2349|4:3158|3:2282|2:711|1:250|total:8750,1957,,,3.76,8381,215,['1197'],['Harold Pinter'],['3.79'],[],[],[],"Stanley Webber is visited in his boarding house by strangers, Goldberg and McCann. An innocent-seeming birthday party for Stanley turns into a nightmare.<br /><br /><b>The Birthday Party</b> was first performed in 1958 and is now a modern classic. Produced and studied throughout the world."
535035,1197,"El Cuidador, Los Enanos,  La Coleccion / The Caretaker, The Dwarfs, The Collection: Los Enanos (Gran Teatro / Great Theater)",9500363062,9789500363068,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,6219916,1,16,18,5,0,5:0|4:3|3:2|2:0|1:0|total:5,2004,11,,3.60,5,0,['1197'],['Harold Pinter'],['3.79'],[],[],[],
21957188,1197,The Birthday Party and Other Plays,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470786716l/21957188._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470786716l/21957188._SX50_.jpg,1960,,,eng,Methuen & Co Ltd,false,41265393,1,8,18,5,1,5:1|4:2|3:1|2:1|1:0|total:5,1960,1,1,3.60,5,1,['1197'],['Harold Pinter'],['3.79'],[],[],[],A collection of Pinter's first three plays:<br /><br />The Birthday Party<br />The Room<br />The Dumb Waiter
21320304,1197,Mountain Language & Ashes to Ashes (Faber Plays),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,40631793,2,6,18,4,0,5:2|4:2|3:0|2:0|1:0|total:4,2013,11,28,4.50,4,0,['1197'],['Harold Pinter'],['3.79'],[],[],[],
1036564,1197,Dwarfs and Eight Review Sketches,0822203448,9780822203445,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1022908,2,18,18,7,1,5:0|4:3|3:0|2:2|1:2|total:7,1965,10,,2.57,4,1,['1197'],['Harold Pinter'],['3.79'],[],[],[],
7412475,1197,Kurds: Through the photographer's lens,1904563864,9781904563860,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356143023l/7412475._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356143023l/7412475._SX50_.jpg,2008,10,30,,Trolley,false,9341050,1,17,18,4,1,5:2|4:2|3:0|2:0|1:0|total:4,2008,,,4.50,4,1,"['132341', '4139035', '3264654', '207051', '118299', '1197', '3264655', '3264656', '5713334']","['Mark Muller', 'Kerim Yıldız', 'Olivia Heussler', 'Susan Meiselas', 'Ed Kashi', 'Harold Pinter', 'Olivia Arthur', 'Eddy van Wessel', 'Kurdish Human Rights Project and Delifna']","['4.33', '4.13', '4.00', '4.32', '4.08', '3.79', '3.70', '3.88', '4.50']",[],[],[],
2241053,1197,La Collection suivi de L'Amant et de Le Gardien,207025111X,9782070251117,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574229812l/2241053._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574229812l/2241053._SX50_.jpg,1967,5,31,fre,Gallimard,false,2246901,1,10,17,5,0,5:1|4:1|3:2|2:1|1:0|total:5,1967,5,31,3.40,5,0,"['1197', '6442318']","['Harold Pinter', 'Eric Kahane']","['3.79', '3.00']",[],[],[],"Dans ces trois œuvres, le propos de Pinter n'est ni social, ni politique, ni philosophique ; il est de montrer l'homme seul, face à face avec la société. Il traite du problème de la solitude, de la peur des autres, que l'on cache sous un masque ironique ou agressif. Dans ces pièces, une histoire ébauchée n'est jamais menée à terme, ou bien le spectateur y pénètre à mi-chemin et ne pourra jamais la comprendre ; les personnages qui doivent se rencontrer n'y parviennent qu'à contretemps, la lettre qui peut tout expliquer n'est jamais ouverte. Finalement, les personnages doivent s'accepter tels qu'ils sont, c'est-à-dire incapables de se comprendre et de se rejoindre."
22041929,1197,Silence,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,41365026,1,9,17,5,0,5:1|4:1|3:2|2:1|1:0|total:5,,,,3.40,5,0,['1197'],['Harold Pinter'],['3.79'],[],[],[],
1304707,1197,Collected Screenplays 2: The Go-Between / The Proust Screenplay / Victory / Turtle Diary / Reunion,0571203248,9780571203246,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,11,20,eng,Faber  Faber,false,1293945,1,17,15,4,0,5:0|4:3|3:1|2:0|1:0|total:4,2000,11,20,3.75,4,0,['1197'],['Harold Pinter'],['3.79'],[],[],[],"These collected screenplays include The Go-Between, The Proust Screenplay, Victory, Turtle Diary, and Reunion."
26819627,1197,"Complete Works, Volume III (Pinter, Harold)",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,46847934,1,20,15,3,0,5:3|4:0|3:0|2:0|1:0|total:3,2014,12,23,5.00,3,0,['1197'],['Harold Pinter'],['3.79'],[],[],[],
17883839,1197,"Пиеси, Том I",9548029618,9789548029612,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367752864l/17883839._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367752864l/17883839._SX50_.jpg,2006,,,bul,Еквус Арт,false,25046877,1,13,15,3,0,5:3|4:0|3:0|2:0|1:0|total:3,2006,1,1,5.00,3,0,"['1197', '15610677']","['Harold Pinter', 'Харолд Пинтър']","['3.79', '5.00']",[],[],[],В настоящето издание са събрани всички пиеси на английския писател Харолд Пинтър.<br />За пръв път на български език читателите могат да намерят на едно място цялото драматургично творчество на носителя на Нобеловата награда за литература за 2005 г.
18392163,1197,Teatru Englez Contemporan vol. 2,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377634704l/18392163._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377634704l/18392163._SY75_.jpg,1968,,,rum,Editura pentru literatura universala,false,26014292,1,5,14,3,0,5:2|4:1|3:0|2:0|1:0|total:3,1968,1,1,4.67,3,0,"['38911', '1197', '457554']","['John Arden', 'Harold Pinter', 'Arnold Wesker']","['3.54', '3.79', '3.51']",[],[],[],
35675369,1197,"Harold Pinter: Plays Four: ""Old Times"", ""No Man's Land"", ""Betrayal"", ""Monologue"", ""Family Voices"", ""Kind of Alaska"", ""Victoria Station"", ""Precisely"", ... Time"" Vol 4 (Faber Contemporary Classics)",0571178502,9780571178506,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,57145290,1,7,14,3,0,5:2|4:1|3:0|2:0|1:0|total:3,,,,4.67,3,0,['1197'],['Harold Pinter'],['3.79'],[],[],[],
1732650,1197,یادداشت کوئیلر,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,,,,,false,1730133,2,4,14,4,0,5:0|4:3|3:0|2:1|1:0|total:4,2007,,,3.50,3,0,['1197'],['Harold Pinter'],['3.79'],[],[],[],
40502643,1197,جشن و مدرسه‌ی شبانه,,9786001220241,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528596972l/40502643._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528596972l/40502643._SY75_.jpg,1393,,,per,انتشارات نیل‍ا,false,62831858,1,7,14,5,0,5:0|4:1|3:2|2:2|1:0|total:5,,,,2.80,5,0,['1197'],['Harold Pinter'],['3.79'],[],[],[],دو نمایش‌نامه از هرولد پینتر.
11808017,1197,Polvo eres. Luz de luna. Tiempo de fiesta. El lenguaje de la montaña,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308786398l/11808017._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308786398l/11808017._SY75_.jpg,2005,,,spa,Hiru,false,16761476,1,8,14,4,0,5:0|4:3|3:0|2:1|1:0|total:4,2005,,,3.50,4,0,['1197'],['Harold Pinter'],['3.79'],[],[],[],
3298117,1197,Poems,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442000189l/3298117._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442000189l/3298117._SX50_.jpg,1968,,,eng,Enitharmon Press,false,3334828,3,11,14,6,2,5:0|4:1|3:1|2:3|1:1|total:6,1968,1,1,2.33,4,1,['1197'],['Harold Pinter'],['3.79'],[],[],[],"The first selection of poems by Harold Pinter has been made from work published in little magazines during the nineteen fifties and includes ten poems previously unpublished in any form together with an early fragment of dialogue, KULLUS, which is also unpublished and dates from 1949."
1176919,1197,The Comfort of Strangers and Other Screenplays,0571144209,9780571144204,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409031171l/1176919._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409031171l/1176919._SY75_.jpg,1990,9,17,eng,Faber Faber Inc,false,1164709,2,10,13,3,1,5:1|4:2|3:0|2:0|1:0|total:3,1990,9,17,4.33,3,1,['1197'],['Harold Pinter'],['3.79'],[],[],[],"A collection of Harold Pinter's screenplays. ""The Comfort of Strangers"" is based on Ian McEwan's novel and the film of Pinter's screenplay is directed by Paul Schrader, and stars Helen Mirren and Christopher Walken. This collection also includes ""Reunion"", ""Turtle Diary"" and ""Victory""."
17860035,1197,Summer Days: Cricket Writing,0192813781,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430953563l/17860035._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430953563l/17860035._SX50_.jpg,1983,,,eng,Oxford University Press,false,25003303,2,10,13,4,1,5:0|4:1|3:3|2:0|1:0|total:4,1983,1,1,3.25,4,1,"['14239619', '13078', '7863309', '996', '3989', '1197', '53724']","['Michael  Meyer', 'Kingsley Amis', 'A.J. Ayer', 'Ted Hughes', 'V.S. Naipaul', 'Harold Pinter', 'Alec Waugh']","['3.89', '3.66', '3.96', '4.09', '3.70', '3.79', '3.44']",[],[],[],
2526264,1197,Mac,0835704858,9780835704854,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1979,1,1,,University Microfilms International,false,2533770,1,5,12,3,0,5:0|4:3|3:0|2:0|1:0|total:3,,,,4.00,3,0,['1197'],['Harold Pinter'],['3.79'],[],[],[],
20623633,1197,De huisbewaarder en andere stukken,9023419790,9789023419792,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390511242l/20623633._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390511242l/20623633._SY75_.jpg,,,,nl,De Bezige Bij,false,32365950,2,6,12,4,1,5:0|4:2|3:0|2:2|1:0|total:4,,,,3.00,3,1,['1197'],['Harold Pinter'],['3.79'],[],[],[],10 Theaterstukken<br /><br />-De kamer (The room)<br />-Het verjaardagsfeest (The Birthday Party)<br />-De dienstlift (The Dumb Waiter)<br />-Een beetje pijn (A slight Ache)<br />-De huisbewaarder (The Caretaker)<br />-De collectie (The Collection)<br />-De minnaar (The Lover)<br />-Theevisite (Tea Party)<br />-De thuiskomst (The Homecoming)<br />-Bedrog (Betrayal)
6943439,1197,Tolv gånger Pinter,9188858189,9789188858184,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,11,,swe,Ersatz,false,7176695,1,8,12,3,0,5:1|4:1|3:1|2:0|1:0|total:3,2005,,,4.00,3,0,['1197'],['Harold Pinter'],['3.79'],[],[],[],"Kontroversiell och älskad - Harold Pinter, en av 1900-talets största dramatiker, lämnar ingen oberörd. I mästerverk som <i>Födelsedagsfesten</i>, <i>Älskaren</i>, <i>Svek</i> och <i>Ingenmansland</i> har han skildrat spelet mellan man och kvinna och det anonyma hotet i människors vardag. Här finns även en skarp kritik av makten i olika former. Genom sitt fint utmejslade språk håller han både teaterpubliken och läsarna i stark spänning. Det har sagts att hans mästerskap består i att reducera, det vill säga ta bort all onödig bråte av psykologi, bakgrundsteckning och liknande. I det avseendet kan hans inflytande på det moderna dramat inte underskattas. Kvar finns i Pinters eget fall en paradoxal skönhet, en formens märkliga elegans. Det gör hans pjäser lika läsbara som spelbara. <br /><br />Harold Pinter tilldelades 2005 års Nobelpris i litteratur för att han i sina dramer ""frilägger avgrunden under vardagspratet och bryter sig in i förtryckets slutna rum""(Svenska Akademien).<br /><br />Tolv gånger Pinter är den första av tre volymer av Harold Pinters samlade dramatiska verk (med undantag för Victoria Station). Innehåll: <i>Födelsedagsfesten</i> (<i>
  <a href=""https://www.goodreads.com/search/search?q=%20The%20Birthday%20Party"" title="" The Birthday Party"" rel=""nofollow""> The Birthday Party</a>
</i> 1957), <i>I väntan på Wilson</i> (<i>
  <a href=""https://www.goodreads.com/search/search?q=%20The%20Dumb%20Waiter"" title="" The Dumb Waiter"" rel=""nofollow""> The Dumb Waiter</a>
</i> 1957), <i>Kollektionen</i> (<i>
  <a href=""https://www.goodreads.com/search/search?q=%20The%20Collection"" title="" The Collection"" rel=""nofollow""> The Collection</a>
</i> 1961), <i>Älskaren</i> (1962), <i>Natt</i> (1969), <i>Ingenmansland</i> (<i>
  <a href=""https://www.goodreads.com/search/search?q=%20No%20Man%27s%20Land"" title="" No Man's Land"" rel=""nofollow""> No Man's Land</a>
</i> 1974), <i>Svek</i> (<i>
  <a href=""https://www.goodreads.com/search/search?q=%20Betrayal"" title="" Betrayal"" rel=""nofollow""> Betrayal</a>
</i> 1978), <i>Vägs ände</i> (1984), <i>Den nya världsordningen</i> (1991), <i>Party Time</i> (1991), <i>Det ska vi fira</i> (1999), <i>Presskonferens</i> (<i>
  <a href=""https://www.goodreads.com/search/search?q=%20Press%20Conference"" title="" Press Conference"" rel=""nofollow""> Press Conference</a>
</i> 2002)."
37459141,1197,The Pres and an Officer,0571346715,9780571346714,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516248464l/37459141._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516248464l/37459141._SY75_.jpg,2018,2,8,,Faber  Faber,true,59080367,2,3,11,3,1,5:1|4:0|3:2|2:0|1:0|total:3,,,,3.67,2,0,['1197'],['Harold Pinter'],['3.79'],[],[],[],"'What would Harold have thought of Trump?' <br />People are always asking me that question. (He died in 2008, eight years before Trump's election.) Now we know. As it were.<br />- Antonia Fraser<br /><br />'The foremost representative of British drama in the second half of the twentieth century.' <br />From the Swedish Academy citation on awarding Harold Pinter the Nobel Prize for Literature, 2005<br /><br /><i>The Pres and an Officer</i> was discovered by Antonia Fraser in autumn 2017 on one of the yellow pads Harold Pinter used for writing."
29245427,1197,في مديح الأدب,,9789939434933,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456166755l/29245427._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456166755l/29245427._SY75_.jpg,2014,,,ara,دار كنعان,false,27357671,2,65,11,3,2,5:1|4:0|3:2|2:0|1:0|total:3,,,,3.67,1,0,"['6544934', '1285555', '1728', '65633', '1197', '134980', '22515']","['أحمد الويزي', 'José Saramago', 'Orhan Pamuk', 'J.M.G. Le Clézio', 'Harold Pinter', 'Herta Müller', 'Mario Vargas Llosa']","['3.68', '4.02', '3.76', '3.65', '3.79', '3.61', '3.97']",[],[],[],على هامش الاحتفالات الرسمية بالجوائز الأدبية التي تعقد في استوكهولم لتسلم جائزة نوبل العتيدة جرت العادة كتقليد في الأكاديمية الملكية، أن يلقي كل من ظفر بالجائزة الأكبر والأشهر، كلمة أدبية بالمناسبة، تعرف بصاحبها وبمشروعه الأدبي<br /><br />جوزيه ساراماغو، أورهان باموك، جان ماري غيستاف لوكليزيو، هارولد بينتر، هونتر مولر، ماريو فرغاس يوسا<br /><br />إن تلك الكلمات على روعتها، لا تحيل فقط على التقليد المتبع هناك، وليست مجرد استجابة له، بل تحيل بعمق على الفضاء الإبداعي الواسع، والإلتزام الأخلاقي الصارم، لأولئك المبدعين، بقضايا البشر، ومناهضة الظلم والاستبداد أينما كان
52824017,1197,A festa de aniversário e O monta-cargas,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,73143018,1,4,11,3,0,5:0|4:2|3:1|2:0|1:0|total:3,,,,3.67,3,0,['1197'],['Harold Pinter'],['3.79'],[],[],[],
16121105,1197,Dramaty 1. Komedie zagrożeń,8391282481,9788391282489,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351717621l/16121105._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351717621l/16121105._SX50_.jpg,2006,,,pol,Adit,false,21941541,1,7,11,4,0,5:0|4:0|3:3|2:1|1:0|total:4,2006,1,1,2.75,4,0,['1197'],['Harold Pinter'],['3.79'],"['5123391', '6569123', '6569124', '3191282', '2990482']","['Marek Kędzierski', 'Adam Tarn', 'Bolesław Taborski', 'Kazimierz Piotrowski', 'Bronisław Zieliński']","['3.90', '3.75', '4.26', '3.84', '4.22']","Tom ten zawiera następujące sztuki: ""Pokój"", ""Urodziny Stanleya"", ""Samoobsługa"", ""Cieplarnia"", ""Lekki ból"", ""Dozorca"" oraz informacje bibliograficzne."
13509678,1197,Poems For The retired Nihilist: Volume 2,0954773721,9780954773724,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330801765l/13509678._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330801765l/13509678._SY75_.jpg,1997,,,eng,Fortune Teller Press,false,19062545,1,6,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,1997,1,1,5.00,2,0,"['2031012', '5764337', '29676', '52060', '1197', '5764338']","['Graham Bendel', 'Patti Palladin', 'Stewart Home', 'Leonard Cohen', 'Harold Pinter', 'Umar Bin Hassan']","['4.50', '5.00', '3.71', '3.98', '3.79', '5.00']",[],[],[],"A second collection of poetry, song lyrics and writings from an astoundigly eclectic roster of writers ranging from the great Leonard Rossiter to Sir Walter Raleigh via Ken Kesey, The Mekons, Leonard Cohen, Stewart Home, Ken Nordine, Edward Bunker, Patti Smith, Harold Pinter, Patrick Fitzgerald and many more. In an edition of just 500 copies."
2118221,1197,The Heat Of The Day,0571140726,9780571140725,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369433349l/2118221._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369433349l/2118221._SY75_.jpg,1989,12,31,,Faber & Faber,false,523946,2,10,10,3,0,5:0|4:1|3:2|2:0|1:0|total:3,1989,9,18,3.33,3,0,['1197'],['Harold Pinter'],['3.79'],[],[],[],
18190304,1197,Poemas,8475227406,9788475227405,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373645299l/18190304._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373645299l/18190304._SY75_.jpg,2008,11,,spa,Visor de Poesía,false,46369672,1,5,10,3,1,5:0|4:2|3:0|2:1|1:0|total:3,,,,3.33,3,1,['1197'],['Harold Pinter'],['3.79'],[],[],[],"Conocido mundialmente por sus intensas obras de teatro en donde el silencio y la amenaza están a cada momento a punto de romper en violencia, Harold Pinter ha sido también un prodigioso poeta, a pesar de una producción relativamente modesta.<br />Este volumen bilingüe, que abre con un texto escrito en 1948 cuando el distinguido dramaturgo todavía cursaba l colegio, representa la selección más completa de una sorprendente obra poética."
30362829,1197,"Seven Plays of the Modern Theatre: Waiting for Godot, The Quare Fellow, A Taste of Honey, The Connection, The Balcony, Rhinoceros, The Birthday Party",0394476298,9780394476292,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,50872539,1,15,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,0,"['1433597', '41348', '41349', '41350', '29952', '7689', '1197', '85153']","['Samuel Beckett', 'Brendan Behan', 'Shelagh Delaney', 'Jack Gelber', 'Jean Genet', 'Eugène Ionesco', 'Harold Pinter', 'Harold Clurman']","['3.88', '3.92', '3.62', '3.66', '3.99', '3.91', '3.79', '4.08']",[],[],[],
22387620,1197,Nio gånger Pinter,9188858197,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401639825l/22387620._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401639825l/22387620._SY75_.jpg,2005,,,swe,Ersatz,false,41805368,1,7,9,3,1,5:0|4:1|3:1|2:1|1:0|total:3,2005,1,1,3.00,3,1,['1197'],['Harold Pinter'],['3.79'],"['777233', '1673449', '6440866', '8286579', '8286580', '8286581', '6520668', '8286582', '8286583']","['Sun Axelsson', 'Magnus Hedlund', 'Olov Jonason', 'Carl-Olof Lång', 'Sigbrit Lång', 'Peter Löfgren', 'Tora Palm', 'Peter Stormare', 'Ulla Åberg']","['3.71', '3.35', '3.50', '3.00', '3.00', '3.00', '3.79', '3.82', '3.00']","Harold Pinter: Nio gånger Pinter<br /><br />Kontroversiell och älskad Harold Pinter, en av 1900-talets största dramatiker, lämnar ingen oberörd. I mästerverk som Fastighetsskötaren, Hemkomsten och Aska har han skildrat spelet mellan man och kvinna och det anonyma hotet i människors vardag. Här finns även en skarp kritik av makten i olika former. Genom sitt fint utmejslade språk håller han både teaterpubliken och läsarna i stark spänning. Det har sagts att hans mästerskap består i att reducera, det vill säga ta bort all onödig bråte av psykologi, bakgrundsteckning och liknande. I det avseendet kan hans inflytande på det moderna dramat inte underskattas. Kvar finns i Pinters eget fall en paradoxal skönhet, en formens märkliga elegans. Det gör hans pjäser lika läsbara som spelbara.<br /><br />Harold Pinter tilldelades 2005 års Nobelpris i litteratur för att han i sina dramer »frilägger avgrunden under vardagspratet och bryter sig in i förtryckets slutna rum« (Svenska Akademien).<br /><br />Nio gånger Pinter är den andra av tre volymer av Harold Pinters samlade dramatik."
21087123,1197,"Harold Pinter Celebratory Boxed Set: The Birthday Party, No Man's Land, Mountain Language and Celebration",0571232272,9780571232277,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,40447940,1,5,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,2005,12,8,4.00,2,0,['1197'],['Harold Pinter'],['3.79'],[],[],[],
27828440,1197,A Kind of Alaska and Ashes to Ashes,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2015,11,15,eng,BBC Radio Productions,false,47809242,1,3,8,3,2,5:0|4:0|3:2|2:1|1:0|total:3,,,,2.67,3,2,['1197'],['Harold Pinter'],['3.79'],[],[],[],
46049504,1197,Trahisons / Hot-house /Un Pour la route et autres pièces,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559206933l/46049504._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559206933l/46049504._SX50_.jpg,1987,,,fre,,false,70958451,1,2,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,0,['1197'],['Harold Pinter'],['3.79'],[],[],[],"Ce recueil regroupe les dernières œuvres de Harold Pinter, dans l'ordre chronologique de leur création en France, plutôt que dans celui de leur conception. Ces neuf pièces et monologues de théâtre montrent toutes les facettes du talent de l'auteur du Gardien et du Retour: du théâtre de l'absurde et de la menace (hot-house, datant de 1958) à la parodie machiavélique des situations du vaudeville (trahisons et , enfin, à la trilogie majeure d 'Autres Horizons, réée en langue française au Festival d'Avignon en 1987."
36262856,1197,Revue Sketches,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,57915666,1,3,8,3,1,5:0|4:1|3:1|2:0|1:1|total:3,,,,2.67,3,1,['1197'],['Harold Pinter'],['3.79'],[],[],[],
30978672,1197,Il Guardiano,8806523082,9788806523084,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468092022l/30978672._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468092022l/30978672._SY75_.jpg,1991,,,ita,Einaudi,false,51599322,1,6,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,,,,4.00,2,0,"['1197', '4809125', '4809123']","['Harold Pinter', 'Romeo de Baggis', 'Elio Nissim']","['3.79', '4.00', '4.10']",[],[],[],
1783605,1197,Best Radio Plays of 1981 (Modern Plays),0413502902,9780413502902,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1782472,1,3,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,,,,4.00,2,0,"['8652', '1202632', '1197', '251741', '508460', '3340879']","['Peter Barnes', 'Don Haworth', 'Harold Pinter', 'David Pownall', 'Paul Thain', 'J.P. Rooney']","['4.06', '4.11', '3.79', '3.32', '4.11', '4.00']",[],[],[],"Methuen, in conjunction with the BBC, presents the Giles Cooper Award winning radio plays of 1981, featuring:<br /><br />""The Jumping Mimuses of Byzantium"" by Peter Barnes<br />""Talk of Love and War"" by Don Haworth<br />""Family Voices"" by Harold Pinter<br />""Beef"" by David Pownall<br />""The Dead Image"" by J.P. Rooney<br />""The Biggest Sandcastle in the World"" by Paul Thain"
