id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
30739104,7469,O Amante de Lady Chatterley,9896415986,9789896415983,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466708915l/30739104._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466708915l/30739104._SY75_.jpg,2016,5,,por,Relógio D'Água Editores,false,3249302,971,196162,334965,95675,4829,5:18073|4:30647|3:31811|2:11435|1:3709|total:95675,1928,,,3.50,11,1,"['17623', '7469', '3309212']","['D.H. Lawrence', 'Octavio Paz', 'António R. Salvador']","['3.59', '4.14', '3.57']",[],[],[],"A história da relação entre Constance Chatterley e Mellors, o guarda de caça do seu marido inválido, é o romance mais controverso de Lawrence e talvez o seu texto mais comovente sobre o amor. <br />Escrevendo para libertar as gerações que, a seu ver, consideravam o sexo um simples constrangimento ou ato mecânico, Lawrence disse sobre este livro: «Trabalhei sempre o mesmo tema, encarar a relação sexual não como algo vergonhoso, mas válido e precioso. Penso que neste romance fui mais longe do que em qualquer outro. Para mim, é uma obra bonita, terna e frágil, tal como a nudez.»<br /><br />«A sua religião foi a do começo, um começo que não é o dos antropólogos que estudam as sociedades primitivas; é o começo diário, esse primeiro dia que, cada dia, os amantes inventam.»<br />Octavio Paz em «A Religião Solar de D. H. Lawrence»<br /><br />«Na guerra interminável entre homens e mulheres, Lawrence luta em ambos os lados.»<br />Harold Bloom"
544795,7469,Certainty,0872203182,9780872203181,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420938699l/544795._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420938699l/544795._SY75_.jpg,1995,3,15,,"Hackett Publishing Company, Inc.",false,532082,2,47,24,6,0,5:2|4:2|3:2|2:0|1:0|total:6,1995,3,1,4.00,6,0,"['299508', '879', '7672', '193122', '113919', '642855', '951363', '7469', '6819578', '158904', '36556', '1340566', '45726', '17381', '180033', '7517040']","['Jonathan Westphal', 'Plato', 'Ludwig Wittgenstein', 'Hans Reichenbach', 'Norman Malcolm', 'O.K. Bouwsma', 'Raymond M. Smullyan', 'Octavio Paz', 'Augustine of Hippo', 'Thomas Aquinas', 'René Descartes', 'Gottfried Wilhelm Leibniz', 'David Hume', 'Thomas Reid', 'Edmund Husserl', 'G.E. Moore']","['3.66', '4.01', '4.13', '4.07', '3.96', '3.99', '4.17', '4.14', '3.95', '4.04', '3.72', '3.88', '3.95', '4.02', '4.00', '3.77']",[],[],[],"""The selections are well chosen . . . the Introduction and headnotes are extremely clear and well written . . . appropriately pegged for a very introductory audience."" --Steven Gerrard, Williams College"
244862,7469,In/Mediaciones,8432203548,9788432203541,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511384123l/244862._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511384123l/244862._SY75_.jpg,,,,spa,,false,237242,1,14,24,6,0,5:1|4:4|3:1|2:0|1:0|total:6,1979,,,4.00,6,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],"En <b>In/Mediaciones</b> se nos depara, desde la soberana madurez, de pensamiento y el iningualable y lúcido don de síntesis y visión de su autor, un panorama a al vez vario y unitario, profundamente revelador, de las cuestiones del arte, la literatura y la sociedad de hoy. Centrados no necesariamente en la actualidad más divulgada en los medios de publicidad, sino de la que vive al margen, lejos cuando no en contra de las corrientes en boga -el arte y la literatura desde las afueras, o, más exactamente, en las inmediaciones. <br /><br />Pero en esta zona se asienta la raíz de un examen en profundidad de temas centrales: la dinámica arte-artesanía, el examen de la identidad profunda de la literatura hispanoamericana, la experiencia de Castaneda y los alucinógenos, la indagación en el sentido último del erotismo, o la aproximación a obras y figuras concretas (de Michaux a Fuentes), tanto en contextos más amplios (del arte mexicano al surrealismo)."
18397694,7469,Signos em Rotação,,9788527300742,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377821643l/18397694._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377821643l/18397694._SY75_.jpg,1996,,,por,Editora Perspectiva,false,26025251,1,17,24,5,0,5:4|4:1|3:0|2:0|1:0|total:5,1996,1,1,4.80,5,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],"Volume 48 da coleção Debates, dirigida por J. Guinsburg. Tradução de Sebastião Uchoa Leite. <br />Ensaios sobre literatura<br />""Este volume reúne e apresenta pela primeira vez em português um seleção de ensaios de Octavio Paz, nome dos mais significativos da atual literatura hispano-americana e seu mais importante poeta-crítico."""
30282246,7469,Рассказы магов,5352001512,9785352001516,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464092478l/30282246._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464092478l/30282246._SY75_.jpg,2002,,,rus,Азбука,false,50757959,1,28,23,5,0,5:3|4:2|3:0|2:0|1:0|total:5,,,,4.60,5,0,"['500', '3424060', '25824', '39087', '13450', '12551', '2118587', '7469', '21778', '1367127', '22515', '140617', '277060', '4609862', '111215', '30195', '17500016', '25575', '528965', '17500018', '2420', '4997702', '254942', '39263', '119762', '111147', '102174', '39279', '837135', '692067', '36786', '4196022', '1008257', '17500030', '97436', '5620693', '5894938', '2956653', '14292109', '15281347', '5269656', '5608667', '15281358', '8306470', '7278712', '15281362', '5036076', '15281343', '15281352', '17500031', '15281348', '6880263', '15281357', '15281339', '15281359', '15281351', '15281349', '15281361', '17500032', '17500033', '15281353', '15281340', '17500035', '2739497', '17500036', '15281356', '17500039', '15281346', '15281345', '15281341', '15281344', '15281342', '17500040']","['Jorge Luis Borges', 'Adolfo Bioy Casares', 'Julio Cortázar', 'Miguel Ángel Asturias', 'Gabriel García Márquez', 'Alejo Carpentier', 'Juan José Arreola', 'Octavio Paz', 'Juan Rulfo', 'Carlos Fuentes', 'Mario Vargas Llosa', 'Gabriela Mistral', 'Ciro Alegría', 'José María Arguedas', 'Roberto Arlt', 'Mario Benedetti', 'Onelio Jorge Cardoso', 'Rubén Darío', 'Eliseo Diego', 'Sergio Galindo', 'Elena Garro', 'Efrén Hernández', 'Felisberto Hernández', 'Manuel Mujica Lainez', 'José Lezama Lima', 'Leopoldo Lugones', 'Eduardo Mallea', 'Juan Carlos Onetti', 'José Emilio Pacheco', 'Virgilio Piñera', 'Julio Ramón Ribeyro', 'Enrique Serpa', 'Julio Torri', 'Antonio Quiroga', 'César Vallejo', 'José Vasconcelos', 'Хорхе Луис Борхес', 'Адольфо Биой Касарес', 'Хулио Кортасар', 'Мигель Анхель Астуриас', 'Габриэль Гарсиа Маркес', 'Алехо Карпентьер', 'Хуан Хосе Арреола', 'Октавио Пас', 'Хуан Рульфо', 'Карлос Фуэнтес', 'Марио Варгас Льоса', 'Габриэла Мистраль', 'Сиро Алегрия', 'Хосе Мария Аргедас', 'Роберто Арльт', 'Марио Бенедетти', 'Онелио Хорхе Кардосо', 'Рубен Дарио', 'Элисео Диего', 'Эфрен Эрнандес', 'Фелисберто Эрнандес', 'Серхио Галиндо', 'Элена Гарро', 'Мануэль Мухика Лайнес', 'Хосе Лесама Лима', 'Леопольдо Лугонес', 'Эдуардо Мальэа', 'Хуан Карлос Онетти', 'Хосе Эмилио Пачеко', 'Вирхилио Пиньера', 'Хулио Рамон Рибейро', 'Энрике Серпа', 'Хулио Торри', 'Антонио Кирога', 'Сесар Вальехо', 'Хосе Васконселос', 'Виктор Андреев']","['4.30', '3.98', '4.22', '3.87', '3.97', '3.90', '3.99', '4.14', '4.10', '3.81', '3.97', '4.00', '3.91', '3.85', '3.86', '4.10', '4.60', '3.88', '4.06', '4.60', '4.14', '4.00', '4.05', '4.10', '4.11', '3.82', '3.40', '3.79', '4.10', '4.15', '4.26', '3.59', '4.08', '4.60', '4.22', '3.57', '4.22', '4.03', '4.16', '4.60', '4.18', '3.82', '4.60', '3.67', '3.89', '4.29', '4.05', '4.60', '4.60', '4.60', '4.60', '4.25', '4.60', '4.60', '4.60', '4.60', '4.60', '4.60', '4.60', '4.60', '4.60', '4.60', '4.60', '4.71', '4.60', '4.60', '4.60', '4.60', '4.60', '4.60', '4.60', '4.60', '4.60']",[],[],[],"В настоящее издание вошли лучшие рассказы, созданные в XX веке такими широко известными латиноамериканскими прозаиками, как Борхес, Гарсия Маркес, Астуриас, Карпентьер, Лугонес, Арреола, Лесама Лима, Мухика Лайнес, Рибейро и др. По разнообразию сюжетов, творческих манер, подбору авторов данный сборник является уникальным не только в нашей стране, но и в мире. Часть переводов публикуется впервые.<br />Содержание<br />О восприятии латиноамериканского рассказа. Предисловие. Автор: Виктор Андреев<br />О восприятии фантастического. Статья. Автор: Хулио Кортасар, Переводчик: Алла Борисова<br />Рубен Дарио.<br />Покрывало королевы Мэб. Рассказ. Автор: Рубен Дарио, Переводчик: Наталья Малиновская<br />Глухой сатир. Рассказ. Автор: Рубен Дарио, Переводчик: Наталья Малиновская<br />Таинственная смерть брата Педро. Рассказ. Автор: Рубен Дарио, Переводчик: Наталья Малиновская<br />Рождение капусты. Рассказ. Автор: Рубен Дарио, Переводчик: Наталья Малиновская<br />Леопольде Лугонес.<br />Два великих лунатика, или Полное несходство взглядов. Рассказ. Автор: Леопольдо Лугонес, Переводчик: Николай Игнатьев<br />Соляная фигура. Рассказ. Автор: Леопольдо Лугонес<br />Абдерские кони. Рассказ. Автор: Леопольдо Лугонес<br />Viola acherontia. Рассказ. Автор: Леопольдо Лугонес<br />Орасио Кирога.<br />Корабли-самоубийцы. Рассказ. Автор: Антонио Кирога<br />Хосе Васконселос.<br />Трагическая охота. Рассказ. Автор: Хосе Васконселос<br />Габриэла Мистраль.<br />Похвала песку. Рассказ. Автор: Габриела Мистраль<br />Огонь. Рассказ. Автор: Габриела Мистраль<br />Сесар Вальехо.<br />Дитя осоки. Рассказ. Автор: Сесар Вальехо<br />Из Священного Писания. Рассказ. Автор: Сесар Вальехо<br />Хулио Торри.<br />Была на свете одна ничем не примечательная страна. Рассказ. Автор: Хулио Торри<br />Мануэль Рохас.<br />Мужчина с розой. Рассказ. Автор: Мануэль Рохас<br />Энрике Серпа.<br />Страх. Рассказ. Автор: Энрике Серпа<br />Мигель Анхел Астуриас.<br />Легенда о Татуане. Рассказ. Автор: Мигель Анхель Астуриас<br />Хуан Круготвор. Рассказ. Автор: Мигель Анхель Астуриас, Переводчик: Маргарита Былинкина<br />Легенда о хрустальной маске. Рассказ. Автор: Мигель Анхель Астуриас<br />Хорхе Луис Борхес.<br />Пьер Менар, автор ""Дон Кихота"". Рассказ. Автор: Хорхе Луис Борхес<br />Сад, где ветвятся дорожки. Рассказ. Автор: Хорхе Луис Борхес, Переводчик: Маргарита Былинкина<br />Три версии содеянного Иудой. Рассказ. Автор: Хорхе Луис Борхес<br />Юг. Рассказ. Автор: Хорхе Луис Борхес, Переводчик: Маргарита Былинкина<br />Отголоски одного имени. Рассказ. Автор: Хорхе Луис Борхес<br />Дом Астериона. Рассказ. Автор: Хорхе Луис Борхес, Переводчик: Маргарита Былинкина<br />Встреча. Рассказ. Автор: Хорхе Луис Борхес, Переводчик: Маргарита Былинкина<br />Другой. Рассказ. Автор: Хорхе Луис Борхес, Переводчик: Маргарита Былинкина<br />Утопия усталого человека. Рассказ. Автор: Хорхе Луис Борхес, Переводчик: Маргарита Былинкина<br />Роза Парацельса. Рассказ. Автор: Хорхе Луис Борхес<br />Борхес и я. Рассказ. Автор: Хорхе Луис Борхес, Переводчик: Маргарита Былинкина<br />Тигр. Рассказ. Автор: Хорхе Луис Борхес<br />Долгие поиски. Рассказ. Автор: Хорхе Луис Борхес<br />Хорхе Луис Борхес, Адольфо Биой Касарес.<br />Ночи Голядкина. Рассказ. Авторы: Хорхе Луис Борхес, Адольфо Биой Касарес<br />По ту сторону добра и зла. Рассказ. Авторы: Хорхе Луис Борхес, Адольфо Биой Касарес<br />Адольфо Биой Касарес.<br />Последняя ночь Фауста. Рассказ. Автор: Адольфо Биой Касарес<br />Пассажирка первого класса. Рассказ. Автор: Адольфо Биой Касарес<br />Роберто Арльт.<br />Красная луна. Рассказ. Автор: Роберто Арльт<br />Фелисберто Эрнандес.<br />Капельдинер. Рассказ. Автор: Фелисберто Эрнандес<br />""А свет никто не зажигал..."". Рассказ. Автор: Фелисберто Эрнандес<br />Эдуарде Мальэа.<br />Картины Рембрандта. Рассказ. Автор: Эдуардо Мальэа<br />Эфрен Эрнандес.<br />Пятна. Рассказ. Автор: Эфрен Эрнандес<br />Алехо Карпентьер.<br />Богоизбранные. Рассказ. Автор: Алехо Карпентьер<br />Сиро Алегрия.<br />Камень. Рассказ. Автор: Сиро Алегрия<br />Хуан Карлос Онетти.<br />Эсбьерг, на самом берегу. Рассказ. Автор: Хуан Карлос Онетти<br />Хосе Лесама Лима.<br />Фроцесис. Рассказ. Автор: Хосе Лесама Лима<br />Мануэль Мухика Лайнес.<br />Расстроенное зеркало. Рассказ. Автор: Мануэль Мухика Лайнес<br />Хосе Мария Аргедас.<br />Последний танец Расу Ньити. Рассказ. Автор: Хосе Мариа Аргедас<br />Вирхилио Пиньера.<br />Тот, кто пришел меня спасти. Рассказ. Автор: Вирхилио Пиньера<br />Хулио Кортасар.<br />Захваченный дом. Рассказ. Автор: Хулио Кортасар<br />Дальняя. Рассказ. Автор: Хулио Кортасар<br />Автобус. Рассказ. Автор: Хулио Кортасар<br />Река. Рассказ. Автор: Хулио Кортасар<br />Менады. Рассказ. Автор: Хулио Кортасар<br />На десерт. Рассказ. Автор: Хулио Кортасар<br />Слюни дьявола. Рассказ. Автор: Хулио Кортасар<br />Другое небо. Рассказ. Автор: Хулио Кортасар<br />Там, но где, как?... Рассказ. Автор: Хулио Кортасар<br />Шея черного котенка. Рассказ. Автор: Хулио Кортасар<br />Собрание в кроваво-красных тонах. Рассказ. Автор: Хулио Кортасар<br />Инструкция, как правильно понимать три знаменитые картины. Рассказ. Автор: Хулио Кортасар<br />Кабинетная работа. Рассказ. Автор: Хулио Кортасар<br />Землеописания. Рассказ. Автор: Хулио Кортасар<br />Онелио Хорхе Кардосо.<br />Отец и сын. Рассказ. Автор: Онелио Хорхе Кардосо<br />Октавио Пас.<br />Моя жизнь с волной. Рассказ. Автор: Октавио Пас<br />Встреча. Рассказ. Автор: Октавио Пас<br />Хуан Рульфо.<br />Тальпа. Рассказ. Автор: Хуан Рульфо<br />Скажи, чтобы они не убивали меня!. Рассказ. Автор: Хуан Рульфо<br />Прислушайся, не лают собаки?. Рассказ. Автор: Хуан Рульфо<br />Хуан Хосе Арреола.<br />Parturient montes. Рассказ. Автор: Хуан Хосе Арреола<br />Истинно вам говорю. Рассказ. Автор: Хуан Хосе Арреола<br />Птицеед. Рассказ. Автор: Хуан Хосе Арреола<br />Репутация. Рассказ. Автор: Хуан Хосе Арреола<br />Стрелочник. Рассказ. Автор: Хуан Хосе Арреола<br />Сельская история. Рассказ. Автор: Хуан Хосе Арреола<br />Монолог непокорного. Рассказ. Автор: Хуан Хосе Арреола<br />Эпитафия. Рассказ. Автор: Хуан Хосе Арреола<br />Чудесный миллиграмм. Рассказ. Автор: Хуан Хосе Арреола<br />Лэ об Аристотеле. Рассказ. Автор: Хуан Хосе Арреола<br />Приговоренный. Рассказ. Автор: Хуан Хосе Арреола<br />Ты и я. Рассказ. Автор: Хуан Хосе Арреола<br />Притча о бартере. Рассказ. Автор: Хуан Хосе Арреола<br />Баллада. Рассказ. Автор: Хуан Хосе Арреола<br />Элисео Диего.<br />Лабиринт. Рассказ. Автор: Элисео Диего<br />Элена Гарро.<br />Во всем повинны тласкальтеки. Рассказ. Автор: Элена Гарро<br />Марио Бенедетти.<br />Идиллия. Рассказ. Автор: Марио Бенедетти<br />Серхио Галиндо.<br />Будущие жертвы. Рассказ. Автор: Серхио Галиндо<br />Карлос Фуэнтес.<br />Чак Мооль. Рассказ. Автор: Карлос Фуэнтес<br />Габриэль Гарсиа Маркес.<br />Третье смирение. Рассказ. Автор: Габриэль Гарсиа Маркес<br />Монолог Исабели, которая смотрит на дождь в Макондо. Рассказ. Автор: Габриэль Гарсиа Маркес<br />Сиеста во вторник. Рассказ. Автор: Габриэль Гарсиа Маркес<br />Похороны Великой Мамы. Рассказ. Автор: Габриэль Гарсиа Маркес<br />Море исчезающих времен. Рассказ. Автор: Габриэль Гарсиа Маркес<br />Старый-престарый сеньор с огромными крыльями. Рассказ. Автор: Габриэль Гарсиа Маркес<br />Последнее плавание корабля-призрака. Рассказ. Автор: Габриэль Гарсиа Маркес<br />Хулио Рамон Рибейро.<br />Двойничество. Рассказ. Автор: Хулио Рамон Рибейро<br />Риддер и пресс-папье. Рассказ. Автор: Хулио Рамон Рибейро<br />Марио Варгас Льоса.<br />Дедушка. Рассказ. Автор: Марио Варгас Льоса<br />Поединок. Рассказ. Автор: Марио Варгас Льоса<br />Хосе Эмилио Пачеко.<br />Возьмите и себя развлеките. Рассказ. Автор: Хосе Эмилио Пачеко<br />Примечания. Автор: Виктор Андреев"
6359391,7469,Correspondencia: Alfonso Reyes / Octavio Paz (1939-1959),9681655826,9789681655822,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,6546444,1,23,23,6,1,5:1|4:3|3:2|2:0|1:0|total:6,1999,1,1,3.83,6,1,"['480051', '7469', '1624230']","['Alfonso Reyes', 'Octavio Paz', 'Anthony Stanton']","['3.92', '4.14', '4.03']",[],[],[],
1814783,7469,Ideas Y Costumbres Ii/ Ideas And Customs II: Usos Y Simbolos (Obras Completas),9681639049,9789681639044,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,6,1,,Fondo de Cultura Economica USA,false,1814262,1,7,23,5,1,5:3|4:2|3:0|2:0|1:0|total:5,2006,1,,4.60,5,1,['7469'],['Octavio Paz'],['4.14'],[],[],[],
22732804,7469,"Poesía en movimiento (México 1915-1966), (Tomo II)",9682908396,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405521648l/22732804._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405521648l/22732804._SY75_.jpg,1985,,,spa,Siglo XXI,false,42269671,1,12,23,5,0,5:3|4:2|3:0|2:0|1:0|total:5,1985,1,1,4.60,5,0,"['7469', '832943', '26439', '837135']","['Octavio Paz', 'Alí Chumacero', 'Homero Aridjis', 'José Emilio Pacheco']","['4.14', '4.01', '3.78', '4.10']",[],[],[],"La presente selección no es, ni quiere ser, una ""antología"". Se limita a recoger el espíritu innovador que en ciertos momentos -desde el año 1915- ha prevalecido en la continuidad de la poesía mexicana. Sus páginas se proponen rescatar, con los poemas -en verso y en prosa- de las distintas generaciones aquí representadas, los instantes en que la poesía adquiere, además de franca expresión artística, una actitud remozadora tanto en la preferencia por los temas como en la manera de abordarlos. Tal empeño ha llevado a dejar fuera de su ámbito algunos nombres que vendrían a completar el panorama general y que, quizá, enriquecerían su variedad y aun su calidad literaria. Pero, de acuerdo con el criterio que ha presidido su preparación, su inclusión no aportaría nada al objeto de destacar el deseo de la aventura que ha propiciado la renovación de nuestra lírica. En otras palabras, no se trata de ""ejemplificar"" la totalidad de las corrientes que constituyen la poesía escrita en México durante los últimos lustros, sino de precisar la persistencia de una corriente definible, más que por sus caracteres artísticos comunes, por la búsqueda de la mutación frente al acto de aceptar pasivamente lo heredado. Por eso mismo, de la etapa modernista y posmodernista -última parte de la selección- aparecen sólo aquellos textos que revelan los gérmenes reflejados luego en la obra de escritores posteriores. Con similar punto de vista, se hallan incorporados los poetas que comúnmente, o en fases determinadas de su trabajo, han contribuido a esa tarea."
17233968,7469,Η Αναζήτηση της Αρχής: Δοκίμια για τον Υπερρεαλισμό,9603350125,9789603350125,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357933132l/17233968._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357933132l/17233968._SY75_.jpg,,,,gre,Ηριδανός,false,23751367,1,10,22,6,1,5:1|4:3|3:1|2:1|1:0|total:6,,,,3.67,6,1,"['7469', '6887200']","['Octavio Paz', 'Μάγια Μαρία Ρούσσου']","['4.14', '3.96']",[],[],[],"Η ""Αναζήτηση της αρχής"" είναι ένα αξιόλογο έργο του Οκτάβιο Πας για τον υπερρεαλισμό. Πρόκειται για δοκίμια που γράφτηκαν με την ευκαιρία μιας σειράς διαλέξεων που έδωσε στο πανεπιστήμιο του Μεξικού. Η γραφή του θα μαγνητίσει ένα ευρύτατο αναγνωστικό κοινό και όχι μόνο τους φίλους του σουρεαλιστικού ρεύματος στην τέχνη. Η ομορφιά του κειμένου συναγωνίζεται τον πλούτο των συνειρμών και την ξεκάθαρη διατύπωση."
31581341,7469,Fernando Pessoa Antología,8472227308,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471917669l/31581341._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471917669l/31581341._SX50_.jpg,1987,3,1,spa,Editorial Laia,false,52272505,1,7,22,5,0,5:3|4:1|3:1|2:0|1:0|total:5,,,,4.40,5,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
10417445,7469,20 poesie,880445427X,9788804454274,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352660059l/10417445._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352660059l/10417445._SX50_.jpg,1999,3,1,ita,A. Mondadori,false,15321701,1,16,22,6,0,5:1|4:2|3:3|2:0|1:0|total:6,1999,,,3.67,6,0,['7469'],['Octavio Paz'],['4.14'],['4513888'],['Franco Mogni'],['3.82'],"""L'attività poetica nasce dalla disperazione di fronte all'impotenza della parola e termina nel riconoscimento dell'onnipotenza del silenzio"". Questo breve estratto da un brano di critica poetica di Octavio Paz, esemplifica lo stile del poeta, che attraverso la circolarità del verso, crea spirali continue di parole che danno un ritmo fluido e ipnotico alla sua poesia. Quella di Paz è una poesia scritta all'interno del moto perpetuo di un tempo eternamente presente e fisico. <br />Octavio Paz (1914-1998) è un poeta e saggista messicano, premio Nobel per la letteratura nel 1990."
22029997,7469,"Itinerario crítico, Antología de textos políticos",,9786075164861,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398977521l/22029997._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398977521l/22029997._SX50_.jpg,2014,2,,spa,Dirección General de Publicaciones del Consejo Nacional para la Cultura y las Artes,false,41349808,1,10,21,6,1,5:2|4:1|3:2|2:0|1:1|total:6,2014,2,,3.50,6,1,"['7469', '4153850']","['Octavio Paz', 'Armando González Torres']","['4.14', '3.46']",[],[],[],"¿Por qué razones y circunstancias un poeta se vuelve referente político y moral de su tiempo? ¿Cómo se combina la vocación estética con la preocupación cívica? Esta antología busca responder a tales preguntas al ofrecer diversos textos políticos de Octavio Paz, escritos en distintos momentos de su vida. Desde su juventud, el poeta fundió vida creativa y vida activa, desplegó una amplia curiosidad intelectual y ejerció una precoz crítica de la cultura, la política y la sociedad. En su madurez, alcanzó una notoria y controvertida influencia en el debate público nacional e internacional, aunque sus argumentos fueron a menudo ensombrecidos por el fragor ideológico. Con esta antología del pensamiento político de Paz el lector podrá contrastar varios de sus textos más célebres y polémicos con otros casi desconocidos. Asimismo, podrá ponderar la solidez histórica y la profundidad filosófica de sus escritos de coyuntura política. Pero, sobre todo, podrá apreciar la evolución y la profunda continuidad entre el adolescente rebelde y el intelectual consagrado, que, con más de ochenta años, continuaba debatiendo con pasión el presente de su país y del mundo."
39851949,7469,Chuang-Tzu (Biblioteca de Ensayo / Serie menor nº 6),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,61630603,1,14,21,5,1,5:1|4:4|3:0|2:0|1:0|total:5,,,,4.20,5,1,['7469'],['Octavio Paz'],['4.14'],[],[],[],
30130324,7469,Ποιήματα  1935-1966,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462665201l/30130324._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462665201l/30130324._SY75_.jpg,1981,,,,Σπηλιώτη,false,50560296,1,6,20,5,1,5:1|4:3|3:1|2:0|1:0|total:5,,,,4.00,5,1,['7469'],['Octavio Paz'],['4.14'],[],[],[],"ΚΑΤΑΣΤΑΣΗ ΝΕΦΟΥΣ<br />ΛΙΟΤΡΟΠΙ<br />ΣΧΕΔΙΑ ΓΙΑ ΕΝΑΝ ΥΜΝΟ<br />ΣΑΛΑΜΑΝΔΡΑ<br />ΚΑΤΑΔΙΚΑΣΜΕΝΗ ΠΟΡΤΑ<br />ΑΝΑΤΟΛΙΚΗ ΠΛΑΓΙΑ<br />ΣΧΕΤΙΚΑ ΜΕ ΤΟΝ ΣΥΓΓΡΑΦΕΑ<br /><br /> Ο Οκτάβιο Λοσάνο Πας (Οctavio Lozano Paz, Πόλη του Μεξικού, 31 Μαρτίου 1914 - Πόλη του Μεξικού, 19 Απριλίου 1998), υπήρξε ποιητής, συγγραφέας και διπλωμάτης, κάτοχος Βραβείου Νόμπελ Λογοτεχνίας (1990). Θεωρείται από τους μεγαλύτερους συγγραφείς του 20ου αιώνα και τους μεγαλύτερους ισπανόφωνους ποιητές όλων των εποχών. Υπήρξε πολύ παραγωγικός συγγραφέας τού οποίου η δουλειά εκτείνεται σε πολλές γενιές και τα έργα του περιλαμβάνουν ποιητικά θέματα, δοκίμια και μεταφράσεις."
