id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
1078,704,"The Good Earth (House of Earth, #1)",1416500189,9781416500186,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312497600l/1078._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312497600l/1078._SY75_.jpg,2009,3,4,eng,Howard Publishing Co,false,2346070,263,332732,870086,218446,9612,5:81343|4:76129|3:42622|2:12637|1:5715|total:218446,1931,3,2,3.98,202222,7743,['704'],['Pearl S. Buck'],['3.98'],[],[],[],"This tells the poignant tale of a Chinese farmer and his family in old agrarian China. The humble Wang Lung glories in the soil he works, nurturing the land as it nurtures him and his family. Nearby, the nobles of the House of Hwang consider themselves above the land and its workers; but they will soon meet their own downfall.<br /><br />Hard times come upon Wang Lung and his family when flood and drought force them to seek work in the city. The working people riot, breaking into the homes of the rich and forcing them to flee. When Wang Lung shows mercy to one noble and is rewarded, he begins to rise in the world, even as the House of Hwang falls."
4464356,704,Nag Patiwad Num (The Young Revolutionist),9746901338,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,,,tha,,false,4512611,5,16,25,8,2,5:0|4:3|3:3|2:2|1:0|total:8,1932,,,3.12,5,2,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
13616558,704,A GRANDE TRAVESSIA,8577990206,9788577990207,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335362243l/13616558._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335362243l/13616558._SY75_.jpg,,,,,bestbolso,false,19218402,1,16,25,6,0,5:4|4:0|3:1|2:1|1:0|total:6,,,,4.17,6,0,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
13031157,704,Il segreto di Natale,8882125270,9788882125271,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397489464l/13031157._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397489464l/13031157._SX50_.jpg,2005,,,ita,Interlinea,false,18194491,1,12,24,7,2,5:2|4:1|3:3|2:0|1:1|total:7,2005,1,1,3.43,7,2,['704'],['Pearl S. Buck'],['3.98'],['5037204'],['Marina Vaggi'],['3.73'],
1556348,704,The Good Earth: 3700 Headwords (Oxford Progressive English Readers),0195854594,9780195854596,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1993,10,28,eng,Oxford University Press,false,56039011,2,19,23,7,0,5:0|4:3|3:3|2:1|1:0|total:7,,,,3.29,7,0,"['349916', '704']","['David Foulds', 'Pearl S. Buck']","['3.61', '3.98']",[],[],[],"<b> Vocabulary restricted to 3,700 headwords Illustrated in colour</b><br /><br />When Wang Lung goes to collect his new wife, a slave from the great House of Hwang, the gatekeeper laughs at him. However, it will not be long before even the gatekeeper treats Wang Lung with respect. One day, Wang Lung himself will be master of the House of Hwang.<br /><br />This is the story of a poor farmer from the north of China, who lives through famine and flood, war and revolution, to become the head of the greatest family in town."
1080781,704,Tell The People: Talks With James Yen About The Mass Educational Movement,0318145820,9780318145822,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1984,12,1,,International Institute of Rural Reconstruction,false,1067516,1,19,22,5,1,5:3|4:1|3:1|2:0|1:0|total:5,1984,12,1,4.40,5,1,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
1556390,704,Bright procession,0727806513,9780727806512,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1980,,,,Severn House,false,1548858,2,20,22,6,3,5:1|4:3|3:1|2:1|1:0|total:6,1952,,,3.67,1,0,"['2894599', '704']","['John Sedges', 'Pearl S. Buck']","['3.92', '3.98']",[],[],[],
29143072,704,The Good Deed,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540544488l/29143072._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540544488l/29143072._SY75_.jpg,,,,,,false,49392070,1,21,20,5,1,5:1|4:3|3:1|2:0|1:0|total:5,,,,4.00,5,1,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
18688438,704,අම්මා සහ නිල් කබාය,9956560033,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382186561l/18688438._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382186561l/18688438._SX50_.jpg,2005,,,sin,,false,26532612,1,19,20,5,1,5:2|4:1|3:2|2:0|1:0|total:5,2005,1,1,4.00,5,1,"['704', '5302772']","['Pearl S. Buck', 'අනුල ද සිල්වා']","['3.98', '3.91']",[],[],[],
737222,704,A Gift For The Children,0381996344,9780381996345,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1973,,,,"John Day Company, Incorporated",false,723401,1,19,20,5,0,5:1|4:3|3:1|2:0|1:0|total:5,1973,1,1,4.00,5,0,"['704', '6871904']","['Pearl S. Buck', 'Elaine Scull']","['3.98', '4.00']",[],[],[],Twenty-two stories recount the adventures of children at Christmas and other times of the year.
1556393,704,The Christmas Ghost,0416251706,9780416251708,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1962,,,,Methuen & Co. Ltd.,false,1548861,3,27,19,4,1,5:3|4:1|3:0|2:0|1:0|total:4,1960,,,4.75,2,0,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
8628122,704,قرمز کوچکه,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1279920784l/8628122.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1279920784l/8628122._SX50_.jpg,1997,,,per,کانون پرورش فکری کودکان و نوجوانان,false,1413042,2,19,19,6,1,5:1|4:2|3:0|2:3|1:0|total:6,1991,,,3.17,5,1,"['704', '848225']","['Pearl S. Buck', 'ناصر ایرانی']","['3.98', '3.47']",[],[],[],قرمز کوچکه و پدرش قرمز بزرگه چون همیشه کلاه و شالی قرمز رنگ به سر و گردن داشتند،‌ آنها را به این نامها صدا می زدند. آنان شاد و خوشبخت در دهکده شان زندگی می کردند تا اینکه ژاپنی ها آمدند و کشورشان را اشغال کردند.
3043099,704,Little Fox in the Middle,0027151409,9780027151404,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430150057l/3043099._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430150057l/3043099._SX50_.jpg,,,,eng,,false,3073744,1,26,19,5,1,5:0|4:4|3:1|2:0|1:0|total:5,1966,,,3.80,5,1,"['704', '72928']","['Pearl S. Buck', 'Robert Jones']","['3.98', '3.96']",[],[],[],"His sisters won't let him roll acorns with them, his brothers won't let him dig with them, what's the lonely little fox to do? Run away to go exploring, of course! His mom did say that chicken comes from where the two-legged animals with fur only on the top of their heads live; can little fox find chicken?"
15734666,704,How it happens : Talk about the German people 1914-1933 with Erna von Pustau,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1947,,,eng,John Day Co.,false,21416931,2,21,18,4,1,5:2|4:2|3:0|2:0|1:0|total:4,1947,,,4.50,3,1,"['704', '6434921']","['Pearl S. Buck', 'Erna von Pustau']","['3.98', '4.67']",[],[],[],
18135469,704,Le Sari Vert,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372414362l/18135469._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372414362l/18135469._SY75_.jpg,,,,fre,J'ai Lu,false,25476094,2,11,17,4,0,5:2|4:1|3:1|2:0|1:0|total:4,,,,4.25,4,0,['704'],['Pearl S. Buck'],['3.98'],[],[],[],"Une brève rencontre amoureuse tandis que l'aube se lève sur la plage de Bombay, la paix d'un village chinois épargné par la guerre, des cendres qui vont se dispersant sur les flots du Gange l'impossible dialogue entre un soldat américain et une jeune coréenne, la nostalgie d'une vieille orientale perdue dans les rues de New York...<br />De Pékin à Delhi, des Philippines à la Corée, - d'un récit à l'autre -- , Pearl Buck nous livre les multiples visages de cette Asie qui n'a cessé d'occuper son esprit et son coeur depuis plus de trente ans et dont elle connaît comme personne les rites et les couleurs, les raffinements et la misère, la sagesse, la permanence...<br />L'Orient pose encore à l'Occident de multiples énigmes. Pour les résoudre, Pearl Buck nous pro pose des clefs précieuses."
11156683,704,For Spacious Skies Journey in Dialogue,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1966,,,eng,The John Day Company New York,false,16080542,2,20,17,5,2,5:1|4:1|3:2|2:1|1:0|total:5,1966,,,3.40,4,2,"['704', '122489']","['Pearl S. Buck', 'Theodore F. Harris']","['3.98', '3.66']",[],[],[],"A warm, personal, and revealing account of the most recent period in Pearl S. Buck's remarkable career."
12062281,704,RD Condensed Books: A Place in the Woods; The Death Committee; The Man from Monticello: An Intimate Life of Thomas Jefferson; The Three Daughters of Madame Liang; Snatch,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1969,,,,Reader's Digest Condensed Books,false,17029576,1,8,16,4,0,5:2|4:0|3:2|2:0|1:0|total:4,1969,,,4.00,4,0,"['605206', '2934', '6525887', '704', '43586']","['Helen Hoover', 'Noah Gordon', 'Thomas Fleming', 'Pearl S. Buck', 'Rennie Airth']","['4.26', '4.16', '3.71', '3.98', '3.95']",[],[],[],
1556274,704,Joy of Children,0686966791,9780686966791,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1974,6,,,Bookworld Communications Corp,false,1548742,2,30,16,4,0,5:1|4:2|3:1|2:0|1:0|total:4,1964,1,1,4.00,4,0,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
25113816,704,Duh i telo,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426000135l/25113816._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426000135l/25113816._SY75_.jpg,,,,,,false,44808273,1,12,15,4,0,5:1|4:1|3:2|2:0|1:0|total:4,,,,3.75,4,0,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
21841924,704,All Men Are Brothers - volume 2,9810409257,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1999,,,eng,"CULTURED LOTUS, SINGAPORE",false,41109945,1,9,15,4,0,5:2|4:1|3:0|2:0|1:1|total:4,1933,,,3.75,4,0,['5058690'],"[""Shi Nai'an""]",['4.08'],['704'],['Pearl S. Buck'],['3.98'],this book is translated from the Chinese by Pearl S Buck. It consist of 2 volumes. This is the volume 2.
23509445,704,"Reader's Digest Great Biographies: Struggles And Triumphs Or The Life Of P T Barnum; The China I Knew; The Life And Death Of Adolf Hitler; An Exceptional Marriage, Louisa Catherine And John Quincy Adams",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1990,,,eng,Readers Digest,false,43113015,1,12,14,3,0,5:2|4:1|3:0|2:0|1:0|total:3,1990,1,1,4.67,3,0,"['201036', '704', '373688', '3328687']","['P.T. Barnum', 'Pearl S. Buck', 'Jack Shepherd', 'Pierre Stephen Robert Payne']","['3.76', '3.98', '3.90', '4.14']",[],[],[],
1476330,704,Chinese Story Teller,0381999203,9780381999209,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1971,6,,,Harpercollins,false,1467358,1,18,14,4,1,5:0|4:2|3:2|2:0|1:0|total:4,1971,6,,3.50,4,1,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
43604939,704,Stories of Faith for Christmas: Guideposts for the Spirit,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547781865l/43604939._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547781865l/43604939._SX50_.jpg,2010,9,23,eng,Oasis Audio,false,4813242,2,10,14,3,1,5:2|4:1|3:0|2:0|1:0|total:3,2007,10,,4.67,0,0,"['23800', '40328', '417021', '704', '8435', '389505', '11237', '2946652', '4393366', '3441338', '4796177']","['Richard H. Schneider', 'Billy Graham', 'Richard Crenna', 'Pearl S. Buck', 'Norman Vincent Peale', 'Dale Evans Rogers', 'Catherine Marshall', 'Jon Gauger', 'Lucille Cole', 'Sharilynn Dunn', 'Sharon Clausen']","['4.34', '4.28', '4.13', '3.98', '4.14', '4.12', '4.22', '3.89', '2.50', '2.67', '4.00']",[],[],[],"A collection of stories of faith. It includes stories about the true gifts of Christmas - answered prayers, real-life angels, and inexplicable miracles; and, of people who gained an understanding of the meaning of Christmas, some through a word or gesture from their fellow man, others through a miraculous event that could only have come from God."
7999274,704,Good Earth (SparkNotes Literature Guide),,2940000055465,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,22022387,5,18,13,3,1,5:1|4:2|3:0|2:0|1:0|total:3,,,,4.33,2,1,"['6460726', '704']","['SparkNotes', 'Pearl S. Buck']","['3.94', '3.98']",[],[],[],
170206,704,The Good Earth: Study Guide,0835910563,9780835910569,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432618736l/170206._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432618736l/170206._SY75_.jpg,1999,1,1,eng,,false,3299544,1,30,13,4,1,5:1|4:1|3:1|2:0|1:1|total:4,1931,,,3.25,4,1,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
2430488,704,The Saint Magazine Reader,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1966,,,eng,Published for the Crime Club by Doubleday,false,2437676,2,20,13,4,1,5:0|4:2|3:1|2:1|1:0|total:4,1963,1,1,3.25,3,1,"['36260', '302744', '80206', '50319', '247321', '4904127', '7508825', '171627', '264666', '271354', '834710', '2454', '1170789', '704', '3535', '11463936']","['Leslie Charteris', 'Robert L. Fish', 'R. Austin Freeman', 'Edward D. Hoch', 'William Irish', 'Veronica Parker Johns', 'Baynard H. Kendrick', 'Judith Merril', 'Arthur Moore', 'Hans Stefan Santesson', 'Lawrence G. Blochman', 'Anthony Boucher', 'Wenzell Brown', 'Pearl S. Buck', 'William Faulkner', 'David  Alexander']","['3.81', '3.82', '3.83', '4.20', '3.80', '3.57', '3.75', '4.12', '3.33', '3.46', '3.63', '4.00', '3.50', '3.98', '3.85', '3.93']",[],[],[],Conents:<blockquote>Something in the air / David Alexander<br />Toast to victory / Lawrence G. Blochman<br />Nine-finger Jack / Anthony Boucher<br />The man who ate oysters / Wenzell Brown<br />A man's foes / Pearl S. Buck<br />The arrow of God / Leslie Charteris<br />The liar / William Faulkner<br />Bed-time story / Robert L. Fish<br />The blue scarab / R. Ausin Freeman<br />The Wolfram hunters / Edward D. Hoch<br />The humming bird / William Irish<br />Webster and the Wienerwalz / Veronica Parker Johns<br />Jose Gaspar and the Princess / Baynard Kendrick<br />Muted hunger / Judith Merril<br />Wriggle room only / Arthur Moore</blockquote>Selected by Leslie Charteris and Hans Santesson.
40681562,704,The Refugees: Annotated,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,63260503,1,6,12,3,0,5:1|4:1|3:1|2:0|1:0|total:3,,,,4.00,3,0,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
6150224,704,"A Pearl Buck Reader, Vol. 2",0895771950,9780895771957,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,en-US,,false,6329361,1,25,12,3,0,5:0|4:3|3:0|2:0|1:0|total:3,1985,,,4.00,3,0,['704'],['Pearl S. Buck'],['3.98'],[],[],[],"Volume 2 of <a href=""https://www.goodreads.com/book/show/214086.A_Pearl_Buck_Reader"" title=""A Pearl Buck Reader"" rel=""nofollow"">A Pearl Buck Reader</a><br /><br />""selected and condensed by the editors of Reader's digest.""<br /><b>Contents:</b><blockquote>The promise<br />Pavilion of women<br />A bridge for passing<br />The three daughters of Madame Liang.</blockquote>"
36526676,704,ส้มจากซิซิลี,,9786167184753,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509701220l/36526676._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509701220l/36526676._SY75_.jpg,2017,9,,tha,นาคร,false,58250650,1,14,12,3,2,5:1|4:1|3:1|2:0|1:0|total:3,,,,4.00,3,2,"['7702', '39326', '48535', '6989', '1455', '704', '36913', '17292734', '14047178', '18317', '15431736', '38266', '1466']","['Luigi Pirandello', 'Heinrich Böll', 'Anatole France', 'Rudyard Kipling', 'Ernest Hemingway', 'Pearl S. Buck', 'Rabindranath Tagore', 'Bjørnstjerne Martinus Bjørnson', 'Władysław Stanisław Reymont', 'Knut Hamsun', 'Paul Johann Ludwig Heyse', 'Selma Lagerlöf', 'Jean-Paul Sartre']","['3.96', '3.87', '3.90', '3.93', '3.83', '3.98', '4.13', '4.00', '3.45', '4.00', '4.00', '3.85', '3.99']",[],[],[],รศ. ทองสุก เกตุโรจน์ แปลเรื่องสั้นคลาสสิกที่ถือเป็นต้นตำรับหรือต้นแบบของวรรณกรรมชั้นดีของโลกไว้หลายเรื่อง โดยจุดประสงค์เพื่อนำมาสอนในวิชา “การเขียนแบบสร้างสรรค์” และได้คัดสรร-ปรับปรุงเนื้อหาของตัวบทมาหลายครั้ง จนเรียกว่าไม่มีที่ติ เรื่องสั้นที่อาจารย์ทำด้วยความรักและเป็นการคัดสุดยอดเรื่องสั้น ในหลากหลายมุมมอง เทคนิคกลวิธี โครงเรื่อง ฉาก และสารัตถะ เป็นชุดเรื่องสั้นสมัยใหม่ที่น่าศึกษา น่าอ่านอย่างยิ่งชุดหนึ่ง หากจะปล่อยให้เป็นเพียงเอกสารการสอน เรื่องสั้นสร้างสรรค์เหล่านี้ก็จะรับรู้ในวงแคบ สังคมเราก็จะขาดโอกาสการเสพวรรณกรรมชั้นดีของโลก<br /><br />เรื่องที่คัดมาเป็นของนักเขียนโนเบลทั้งสิ้น เรียกว่าตัวนักเขียนได้รับการคัดสรรมาแล้วชั้นหนึ่ง ส่วนการคัดเรื่องเพื่อนำมากล่าวถึงอย่างพินิจพิเคราะห์สำหรับการศึกษาวรรณกรรมสมัยใหม่ในทางสร้างสรรค์ สำหรับสังคมไทยนั้นก็เป็นการคัดสรรอีกชั้นของตัวผู้แปลเอง<br /><br />สารบัญ<br /><br />- ส้มจากซิซิลี<br />- เหมือนฝันร้าย<br />- มาดาม เดอ ลูซี<br />- หนูน้อยโทบราห์<br />- ฆาตกร<br />- ปีศาจเฒ่า<br />- ศัตรู<br />- คุณหนู<br />- พ่อ<br />- มัจจุราช<br />- ผีหลอก<br />- เนื้อคู่<br />- เหมือนเงิน<br />- ก่อนถูกประหาร
16059898,704,The Gifts They Bring: Our Debt to the Mentally Retarded,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1965,,,eng,The John Day Company,false,21846815,1,25,12,3,1,5:1|4:1|3:1|2:0|1:0|total:3,1965,,,4.00,3,1,"['704', '6580831']","['Pearl S. Buck', 'Gweneth T. Zarfoss']","['3.98', '4.00']",[],[],[],
34730898,704,Το ψωμί των ανθρώπων,,9789602081822,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490820476l/34730898._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490820476l/34730898._SX50_.jpg,1991,12,,gre,Ζαχαρόπουλος Σ.Ι.,false,55914500,1,8,12,3,0,5:1|4:1|3:1|2:0|1:0|total:3,,,,4.00,3,0,['704'],['Pearl S. Buck'],['3.98'],['4800043'],['Νικηφόρος Βρεττάκος'],['4.22'],"Δημοσιεύτηκε το 1951 και σημείωσε παντού μεγάλη εκδοτική επιτυχία. Το πρόβλημα του ψωμιού για τον άνθρωπο είναι δυστυχώς επίκαιρο και ξαπλωμένο σ’ όλο τον κόσμο, αν και θα μπορούσε να λυθεί απλά, όπως θα γινόταν μεταξύ αδελφών που θα είχαν την ευαισθησία του ήρωα του μυθιστορήματος Κλεν. Η έλλειψη του ψωμιού είναι μια πολύπλευρη τραγικότητα. (ΑΠΟ ΤΗΝ ΠΑΡΟΥΣΙΑΣΗ ΣΤΟ ΟΠΙΣΘΟΦΥΛΛΟ ΤΟΥ ΒΙΒΛΙΟΥ)"
9144948,704,Die beiden Schwestern,3548237495,9783548237497,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397487296l/9144948._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397487296l/9144948._SY75_.jpg,1996,,,ger,Ullstein,false,14023801,2,11,11,3,1,5:1|4:1|3:0|2:1|1:0|total:3,1966,1,1,3.67,3,1,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
23921596,704,أكثر ما تقوله الكلمات,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525247848l/23921596._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525247848l/23921596._SX50_.jpg,,,,ara,,false,43527867,1,16,11,5,0,5:0|4:0|3:2|2:2|1:1|total:5,,,,2.20,5,0,"['704', '6563596']","['Pearl S. Buck', 'بيرل باك']","['3.98', '3.85']",[],[],[],
30336898,704,Berømte noveller,8270101206,9788270101207,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488398948l/30336898._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488398948l/30336898._SY75_.jpg,1982,,,nor,Det beste,false,50835048,1,14,11,3,0,5:1|4:0|3:2|2:0|1:0|total:3,1981,,,3.67,3,0,"['585', '16839', '3565', '18362', '302660', '7735', '1244', '3487', '704', '5031025', '4176632', '39326', '6878', '36913', '45712', '7728', '120374', '3535', '8993', '722688', '3345', '6076026', '51575', '2572', '8147', '273838', '4624490', '37848', '880695', '957894', '64199', '17623', '4273', '18317', '1455', '431149', '2995925', '8734', '5420035', '18791', '14041535', '55397', '24956', '15297505', '13388', '2533', '48535', '35258', '15297506', '128382']","['John Steinbeck', 'James Thurber', 'Oscar Wilde', 'Sholom Aleichem', 'Hjalmar Söderberg', 'Irwin Shaw', 'Mark Twain', 'Aldous Huxley', 'Pearl S. Buck', 'Anton Chekhov', 'W. Somerset Maugham', 'Heinrich Böll', 'John Updike', 'Rabindranath Tagore', 'Katherine Mansfield', 'Doris Lessing', 'Marcel Aymé', 'William Faulkner', 'O. Henry', 'Corrado Alvaro', 'Joseph Conrad', 'Saki', 'Colette', 'Rumer Godden', 'Karen Blixen', 'Ring Lardner', 'Edgar Allan Poe', 'Alberto Moravia', 'H.G. Wells', 'Albert Camus', ""Frank O'Connor"", 'D.H. Lawrence', 'Roald Dahl', 'Knut Hamsun', 'Ernest Hemingway', 'Truman Capote', 'M.R. James', 'Dorothy L. Sayers', 'Gregorio López y Fuentes', 'Guy de Maupassant', 'Maksim Gorkij', 'Nadine Gordimer', 'Dorothy Parker', 'Kathrine Anne Porter', 'Shirley Jackson', 'Graham Greene', 'Anatole France', 'Yukio Mishima', 'Lilika Nakos', 'Leo Tolstoy']","['3.93', '3.95', '4.10', '4.10', '3.80', '4.10', '3.86', '3.99', '3.98', '3.96', '4.04', '3.87', '3.80', '4.13', '3.78', '3.65', '3.88', '3.85', '4.08', '3.66', '3.50', '3.94', '3.80', '4.10', '4.00', '3.90', '4.17', '3.74', '3.83', '4.00', '4.04', '3.59', '4.13', '4.00', '3.83', '4.01', '3.96', '4.05', '3.73', '3.86', '3.91', '3.57', '4.08', '3.67', '3.95', '3.89', '3.90', '3.93', '3.67', '4.06']",[],[],[],as well as <br /><br />Alphonse Daudet<br />F. Scott Fitzgerald<br />Hernando Tellez<br />James Joyce<br />Damon Runyon<br />Machado de Assis<br />Gabrielle Roy
6346351,704,Die gute Erde / Das Mädchen Orchidee. Zwei Romane.,3548240941,9783548240947,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397487858l/6346351._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397487858l/6346351._SY75_.jpg,1996,,,ger,Ullstein,false,6532748,1,5,10,3,0,5:0|4:1|3:2|2:0|1:0|total:3,1996,1,1,3.33,3,0,['704'],['Pearl S. Buck'],['3.98'],[],[],[],"Ein Klassiker unseres Jahrhunderts, für den die Autorin 1932 den Pulitzerpreis und 1938 den Nobelpreis für Literatur erhielt. Kein Buch hat das Bild Chinas in der westlichen Welt so nachhaltig geprägt wie Pearl S. Bucks wohl berühmtester Roman. 'Die gute Erde', der erste Teil der Trilogie 'Das Haus der Erde', erzählt von dem Bauern Wang Lung, der sein Land über alles liebt, und von der Frau an seiner Seite, O-lan, die das harte Leben einer Bäuerin auf sich nimmt und auch dann nicht zerbricht, als Wang Lung, inzwischen zu Wohlstand gelangt, eine Konkubine, die junge schöne Lotos, ins Haus bringt."
30117480,704,Ransom,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542114305l/30117480._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542114305l/30117480._SX50_.jpg,,,,eng,,false,50542389,1,13,10,3,0,5:0|4:1|3:2|2:0|1:0|total:3,,,,3.33,3,0,['704'],['Pearl S. Buck'],['3.98'],[],[],[],A famous short story
