id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
1509544,54428,Bahnwärter Thiel,,9783150066171,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2003,,,ger,Reclam,false,2250130,80,5454,12675,3735,90,5:650|4:1084|3:1260|2:568|1:173|total:3735,1888,,,3.39,3390,67,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Die Novelle ""Bahnwärter Thiel"" entstand 1887 und gehört zu den herausragenden Werken des Naturalismus. Thiel ist ein in sich gekehrter Mensch, der nicht viele Worte macht, sich jedoch mit den Nachbarskindern abgibt und seinen Beruf mit Hingebung ausführt. Er gerät in einen wachsenden inneren Konflikt, als seine Frau Minna stirbt und er sich wieder verheiratet um die Versorgung seines Sohnes Tobias abzusichern. Er versucht trotz wachsender Spannungen sein Leben in den gewohnten Bahnen zu halten, sieht sich jedoch mehr und mehr unfähig dazu. (Zusammenfassung von Eva K.)"
39762089,54428,Soziale Dramen (Classic Reprint),0365572144,9780365572145,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523432664l/39762089._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523432664l/39762089._SX50_.jpg,2018,9,28,,Forgotten Books,false,61460317,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Excerpt from Soziale Dramen<br /><br />Qias biefet 21nf(c)auung�art ergeben fid) 8iei�en bon $olgewngen, bie Da� (c)ebiet be8 Sbcama� �ber Das bei bereichenben (R)ramatuegieen nach allen (c)eiten bin unenb lid) ermeitem, fo bafi nicbt8, ma� iid) Dem �u�eren ober inneren (R)inn Darbietet' bon biefei (R)enifoem, Die zur Runfiferm gemoiben iii, au69efcbioﬂ'en werben Farm.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
32558967,54428,Dramatic Works. Edited by Ludwig Lewisohn; Volume 5,1374608203,9781374608207,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2016,8,30,,Wentworth Press,false,53133151,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['54428', '398259']","['Gerhart Hauptmann', 'Ludwig Lewisohn']","['3.32', '4.16']",[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
36549130,54428,Einsichten und Ausblicke,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,58281058,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
32558970,54428,Dramatic Works. Edited by Ludwig Lewisohn; Volume 7,1374608262,9781374608269,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2016,8,30,,Wentworth Press,false,53133154,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['54428', '398259']","['Gerhart Hauptmann', 'Ludwig Lewisohn']","['3.32', '4.16']",[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
44121115,54428,Und Pippa Tanzt. Ein Glash�ttenm�rchen in Vier Akten,0274724596,9780274724598,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551208555l/44121115._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551208555l/44121115._SX50_.jpg,2018,8,2,,Wentworth Press,false,68613733,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
11199999,54428,Der Weisse Heiland: Dramatische Phantasie,0559980353,9780559980350,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336400194l/11199999._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336400194l/11199999._SX50_.jpg,2009,1,27,eng,BiblioBazaar,false,16125035,8,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2009,1,27,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
3272465,54428,Notiz Kalender 1889 Bis 1891,3549053460,9783549053461,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,3308651,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
44011670,54428,W iście berlińskim tempie... Listy,,9788379770571,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550173639l/44011670._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550173639l/44011670._SY75_.jpg,2012,,,pol,Oficyna Wydawnicza ATUT,false,68425582,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['54428', '18881538']","['Gerhart Hauptmann', 'Ivo Hauptmann']","['3.32', '0.0']",[],[],[],
36549141,54428,Um Volk und Geist,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,58281070,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
14788059,54428,Griechischer Frühling,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1942,,,ger,Reclam,false,20441199,10,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1907,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
32501092,54428,Große Erzählungen,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,Coron Verlag Zürich,false,53094259,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
3272473,54428,"Gerhart Hauptmann, Ludwig V. Hofmann, Briefwechsel 1894 1944",3416017145,9783416017145,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336399271l/3272473._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336399271l/3272473._SX50_.jpg,1983,1,1,,Bouvier Verlag,false,3308659,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
39126315,54428,M�rchendramen Und Fragmentarisches (Classic Reprint),0282031995,9780282031992,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550815031l/39126315._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550815031l/39126315._SX50_.jpg,2019,1,11,,Forgotten Books,false,60729974,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Excerpt from M�rchendramen und Fragmentarisches<br /><br />Eder %)iitter: (c)as 3immer iii Flein, aber bas %ett fcbeint gut. (R)0gar einen @amin baben wir.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
38535372,54428,M�rchendramen (Classic Reprint),0259332453,9780259332459,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,10,31,,Forgotten Books,false,60168568,4,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Excerpt from M�rchendramen<br /><br />C ulpe: (R)u haft noch gang andre (R)inge getrieben. Fiber - berr <br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
4837027,54428,Diarium 1917 Bis 1933,3549053584,9783549053584,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,4902264,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
35895868,54428,Gerhart Hauptmann - Gesammelte Werke,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,57415034,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
50441850,54428,Die Versunkene Glocke: Ein Deutsches M�rchendrama...,101208504X,9781012085049,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579072569l/50441850._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579072569l/50441850._SY75_.jpg,2019,4,3,,Wentworth Press,false,75412091,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
44106960,54428,"The Dramatic Works of Gerhart Hauptmann, Vol. 3 (Classic Reprint)",0365514497,9780365514497,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2019,2,17,,Forgotten Books,false,68598396,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Excerpt from The Dramatic Works of Gerhart Hauptmann, Vol. 3<br /><br />The first three plays in this volume belong to the years 1890, 1891 and 1892. They were produced in the early fervour of the naturalistic movement and hence deal, explicitly or implicitly, with the conceptions of modern science. To-day naturalism means probity of observation merely. In 1890 it meant the literary expression of sci entific positivism. Hence it was all but inevitable that The Reconciliation and Colleague Crampton should deal with heredity and alcoholism, and that Lonely Lives should present the struggle between dogmatic Christianity and the evolutionary monism of Ernst Haeckel translated into terms of indi vidual human experience.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
35950936,54428,"Gesammelte Werke, Vol. 3 of 6 (Classic Reprint)",0282653473,9780282653477,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1513463761l/35950936._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1513463761l/35950936._SX50_.jpg,2018,11,21,,Forgotten Books,false,57488000,4,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Excerpt from Gesammelte Werke, Vol. 3 of 6<br /><br />M Wei�e, lu�befonbm ba� bee �berfe�uug' uoebebalten. Deu ��bneu unb 8eretneu gegen�ber 02auuftrlpt. Snooﬂgbt 8ifd)tt' 8erlag, �ecltu.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
38022642,54428,"Gerhart Hauptmann Gesammelte Werke, Vol. 6 of 6 (Classic Reprint)",0428641881,9780428641887,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517824009l/38022642._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517824009l/38022642._SX50_.jpg,2018,10,22,,Forgotten Books,false,59728004,4,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Excerpt from Gerhart Hauptmann Gesammelte Werke, Vol. 6 of 6<br /><br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
44712017,54428,"The Dramatic Works of Gerhart Hauptmann, Volume Seven",0469329734,9780469329737,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2019,2,22,,Wentworth Press,false,69361800,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
44712018,54428,"The Dramatic Works of Gerhart Hauptmann, Volume Seven",0469329742,9780469329744,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2019,2,22,,Wentworth Press,false,69361801,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
41468547,54428,Dramatisches Gedicht,0270086528,9780270086522,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,7,25,,Wentworth Press,false,64743312,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
51019157,54428,Die Insel der großen Mutter: oder Das Wunder von Île des Dames,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,75862675,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
39360880,54428,"Gesammelte Werke, Vol. 7 of 12 (Classic Reprint)",0364722444,9780364722442,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522670544l/39360880._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522670544l/39360880._SX50_.jpg,2018,9,26,,Forgotten Books,false,61029269,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Excerpt from Gesammelte Werke, Vol. 7 of 12<br /><br />Ibie nennt man gleicb bat (R)tinf? {das {sing ift 932an tennt bie Gattung bieeeulanb niebl mebe. @twa 'nen mimifcbe - bbpbtbtft?<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
39525146,54428,"Gerhart Hauptmann Gesammelte Werke, Vol. 1 of 12 (Classic Reprint)",0364241330,9780364241332,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522649513l/39525146._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522649513l/39525146._SX50_.jpg,2018,12,26,,Forgotten Books,false,61149590,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Excerpt from Gerhart Hauptmann Gesammelte Werke, Vol. 1 of 12<br /><br />Sirb lnﬂ'e mir lagen, Da� et litb bier nicbt, wie �ngenfrbrin glauben macbt, nm eine 3nfei, fonbern nm eine Gruppe baubett: Die 3.1remiti. Der freunl Scbifftargt 'diofer ftibrt micb*in$ 3artmban8 nnb wei� mir Den vouti anf Der 6ebifi�tnrtt. 9lnf Den 31oemiti ballen Die 3taliener gemin'e Gefangene, Die im 3nfe�egirt bedingte 8reibeit genie�en.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
41894583,54428,"Gesammelte Werke, Vol. 6 of 8 (Classic Reprint)",1390310930,9781390310931,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,9,11,,Forgotten Books,false,65398937,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Excerpt from Gesammelte Werke, Vol. 6 of 8<br /><br />Wild im MM, Bean fie ufmmenfi�nen.seb iaﬂ'e init tagen, Da� es fieb biee uiebt, wie 9ingem bein glauben mecbt, um eine Sufei' fenban um eine Gruppe benbeii: Die Seemiii. Der feeunbiicbe 5ebiff�ant $iofa ftibti mid; in8 Sineienbau� und weifi init Deu 2iunii auf Der 8ebiff�iaete. 2iuf Deu Seemiti bauen Die Sintieuee gewiﬂ'e Gefangene, Die im Snfdbqid bebingie 8: eibeit ecnieben.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
33905219,54428,"The Dramatic Works of Gerhart Hauptmann, Vol. 5: Symbolic and Legendary Dramas",1479415162,9781479415168,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2013,9,1,,Wildside Press,false,54870938,6,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2015,9,27,0.00,0,0,"['54428', '398259', '15129397']","['Gerhart Hauptmann', 'Ludwig Lewisohn', 'Sarah Tracy Barrows']","['3.32', '4.16', '0.0']",[],[],[],"Gerhart Hauptmann (1862-1946) was a German dramatist and novelist who received the Nobel Prize in Literature in 1912, best known for his 1892 play, The Weavers (Die Weber) which sympathetically portrays a group of Silesian weavers who staged an uprising during the 1840s due to their concerns about the Industrial Revolution. This volume contains Schluck and Jau; And Pippa Dances (Un Pippa Tanzt!); and Charlemagne's Hostage (Kaiser Karls Geisel)."
