id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
16791832,128607,Die Enden der Parabel,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355551023l/16791832._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355551023l/16791832._SX50_.jpg,1989,,,,Rowohlt,false,866393,79,142351,138044,34481,3042,5:15871|4:9132|3:5094|2:2495|1:1889|total:34481,1973,2,28,4.00,0,0,['235'],['Thomas Pynchon'],['3.85'],"['128607', '665157']","['Elfriede Jelinek', 'Thomas Piltz']","['3.53', '3.41']","Winner of the 1973 National Book Award, Gravity's Rainbow is a postmodern epic, a work as exhaustively significant to the second half of the 20th century as Joyce's Ulysses was to the first. Its sprawling, encyclopedic narrative and penetrating analysis of the impact of technology on society make it an intellectual tour de force."
546520,128607,Einar,0942996585,9780942996586,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,1,1,,Post Apollo Press,false,533787,1,16,13,4,1,5:0|4:2|3:1|2:1|1:0|total:4,2006,10,30,3.25,4,1,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],"Cultural Writing. Drama. Translated from the German by P.J. Blumenthal. ""Elfriede Jelinek, who was born in 1946 in Murzzuschlag, Austria, is the most verbally powerful writer in present-day German-language literature. Her works and public statements continue to provoke disparate reactions. In 2004 Jelinek received the Nobel Prize for literature, and this decision also caused considerable controversy within the German-speaking sphere as well as internationally. In 1998, the German writer and director Einar Schleef staged Jelinek's most important drama Sportstuck for the Vienna City Theater. The production of an additional Jelinek piece was interrupted by Schleef's illness. To everyone's surprise, he died shortly thereafter. Subsequently Jelinek ventured to compose three portraits of Schleef, which P. J. Blumenthal has translated for this little volume. They show Jelinek at the height of her powers, with her inimitable, musically overflowing, irony-infected style of exaggeration, and will awaken curiosity about her work, as well as about the figure of Einar Schleef, who still remains completely unknown in the English-speaking world""--Hans-Ulrich Muller-Schwefe."
41223598,128607,Eine Partie Dame,,9783957323101,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534691553l/41223598._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534691553l/41223598._SX50_.jpg,2018,,,ger,Verbrecher Verlag Berlin,false,64431019,1,8,12,4,0,5:0|4:1|3:2|2:1|1:0|total:4,,,,3.00,4,0,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
10410323,128607,De contracten van de koopman,,9789021438399,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508344741l/10410323._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508344741l/10410323._SY75_.jpg,2009,1,30,nl,Querido,false,15314453,2,16,12,5,0,5:0|4:1|3:1|2:2|1:1|total:5,2009,1,30,2.40,5,0,['128607'],['Elfriede Jelinek'],['3.53'],['6532436'],['Inge Arteel'],['2.44'],"Vlak voor het uitbreken van de internationale kredietcrisis schreef Nobelprijswinnares Elfriede Jelinek een komedie over de hebzucht. Aan het woord komt niet de exorbitant hoge bonus opstrijkende bankdirecteur of de kleine belegger, die zijn geld als sneeuw voor de zon heeft zien verdwijnen, maar het geld zelf spreekt ons toe – en lacht ons uit. Het steekt de draak met onze inhaligheid: we wilden toch hogere rentes, steeds grotere hypotheken en nóg meer geld lenen? De bank trekt een lange neus: ‘Uw kapitaal leeft nog, het is slechts op reis naar een eiland in de Caraïben.’ Wij hebben het nakijken; het geld viert feest."
14638132,128607,Mamma Andersson: Dog Days,3866786565,9783866786561,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356017397l/14638132._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356017397l/14638132._SX50_.jpg,2012,8,31,,Kerber Verlag,false,20283168,1,5,12,3,0,5:0|4:3|3:0|2:0|1:0|total:3,2012,2,1,4.00,3,0,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],"The widely admired Swedish artist Mamma Andersson (born 1962) draws on a long and venerable tradition of northern European art for her painting, in particular that of Romantic landscape painting, whose moody horizons and ominous weather so acutely characterize her modest-seeming scenes. Of course, Andersson is equally apt to draw on photographs of forensics investigations or scenes from theatre programs, shifting fluidly from the heavy gravity of outdoor scenes to the meticulous detail of equally ominous interiors. This volume, published for an exhibition at the Kunstmuseen Krefeld, contextualizes Andersson's painting in relation to the works of painters such as Durer, Dick Bengtsson, Edvard Munch and Caspar David Friedrich, showing how she has likewise extrapolated larger meditations on the human condition from the genres of landscape and interior painting."
23365775,128607,Rechnitz and The Merchant's Contracts,0857422251,9780857422255,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2015,8,15,,Seagull Books,false,42925264,1,16,11,3,1,5:1|4:0|3:2|2:0|1:0|total:3,2015,2,15,3.67,3,1,"['128607', '609346']","['Elfriede Jelinek', 'Gottfried Honegger']","['3.53', '3.67']",[],[],[],"For much of her career, Elfriede Jelinek has been maligned in the press for both her unrelenting critique of Austrian complicity in the Holocaust and her provocative deconstructions of pornography. Despite this, her central role in shaping contemporary literature was finally recognized in 2004 with the award of the Nobel Prize in Literature. The committee acknowledged Jelinek’s groundbreaking work that offers a “musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society’s clichés and their subjugating power.” Although she is an internationally recognized playwright, Jelinek’s work is difficult to find in English, which makes this new volume, which includes <i>Rechnitz: The Exterminating Angel  </i>and <i>The Merchant’s Contracts</i>, all the more valuable. <br />             In <i>Rechnitz</i>, a chorus of messengers reports on the circumstances of the massacre of 180 Jews, an actual historical event that took place near the Austrian/Hungarian border town of Rechnitz. More than a docu-drama, this work explores the very transmission of historic memory and has been called Jelinek’s best performance text to date. In<i> The Merchant’s Contracts</i>, Jelinek brings us a comedy of economics, where the babble and media spin of spectators leave small investors alienated and bearing the brunt of the economic crisis. In the age of the global economy, Jelinek turns the story of a merchant of Vienna into a universal comedy of errors, making this her most accessible work.<br />             Along with an extensive introduction by the translator that both contextualizes and analyzes the two brilliant texts, a DVD of performances of both plays accompanies this volume. Available for the first time in English, this is a collection that testifies to the power and universality of Jelinek’s work."
6013641,128607,La Pianiste ;Les Exclus ; Lust ; Les Amantes ; Méfions Nous De La Nature Sauvage ; Totenauberg ; Bambiland,2742771646,9782742771646,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,6188886,1,4,10,2,1,5:2|4:0|3:0|2:0|1:0|total:2,2008,1,1,5.00,2,1,"['128607', '2752542']","['Elfriede Jelinek', 'Yasmine Hoffmann']","['3.53', '5.00']",[],[],[],
2480237,128607,Das Lebewohl: 3 Kl. Dramen,3827003903,9783827003904,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,2487438,2,11,10,3,0,5:0|4:2|3:0|2:1|1:0|total:3,2000,,,3.33,2,0,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
950582,128607,Xenia Hausner: Ladies First. Second Thoughts,3879098247,9783879098248,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,11,15,,Wienand Verlag,false,935506,1,8,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,2004,11,15,4.50,2,0,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],"""Fascinating photos of exciting women""-""Stern""""A charming look behind the curtain""-""Art Magazin""<br /><br />Xenia Hausner presents photographs as works in progress in this report on her artistic process. Photographs have previously been an interim step and means to an end for her, providing the subject matter and model for later paintings. Now the photographs themselves have become a constitutive element of her work; the ""photo models"" have been emancipated through her hand, so to speak, and compromise the starting point for further ventures. The original materials and their extensions are a kind of intimate diary of the mutual exploration of reality and the artistic experience."
35236389,128607,L'Entretien,,9782020892773,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,Seuil,false,56584908,1,5,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,0,"['128607', '16892638']","['Elfriede Jelinek', 'Christine Lecerf']","['3.53', '4.00']",[],[],[],
15733204,128607,Moja sztuka protestu,,9788377476529,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341267713l/15733204._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341267713l/15733204._SX50_.jpg,2012,,,pol,WAB,false,21414351,1,18,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,2012,1,1,4.00,2,0,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],"Moja sztuka protestu... Efriede Jelinek to zbiór najróżniejszych tekstów, od artykułów i przemówień wygłaszanych na uroczystościach przyznania nagród literackich po felietony. Za rozmaitością formy idzie wielość tematów. Są tu rozważania o pisarzach, teatrze i sporcie, są też o myśli o milczeniu, słuchaniu czy komentarze o wydarzeniach, które wywołały w Austrii ogromne kontrowersje, jak choćby sprawa przez lata więzionej i gwałconej Elisabeth Fritzl. Cechą wspólną tych tekstów jest język o niesamowitej sile i intensywności oraz styl pełen gier słownych i intertekstualnych nawiązań, który stał się znakiem rozpoznawczym autorki.<br />W swoich esejach Jelinek krytykuje i oskarża, by napiętnować zjawiska takie jak rasizm i nietolerancja, „zbydlęciałe społeczeństwo"" i „zapominalstwo"" historyczne, szkicując przy tym gorzki obraz świata. Należy do tych autorów, którzy nie pozostawiają czytelników ani krytyków obojętnymi, wywołują skrajne emocje, od euforii po odrazę. Dzieje się tak, ponieważ Jelinek wybiera trudną drogę mówienia o sprawach, które większość wolałaby przemilczeć, a jej teksty są dla odbiorców ciągłym wyzwaniem.<br /><br /><br />Proza Jelinek jest niepokojąca: rozedrgana, poszukująca wyjścia z systemu schematów językowych, równocześnie z nimi igrająca, ekspresywna, niejednoznaczna, eksperymentująca z możliwościami recepcyjnymi czytelnika. Przypuszczalnie taki właśnie język umożliwia zbliżenie się do kultury w jej współczesnym kształcie.<br />Magdalena Kempna, granice.pl<br /><br />[...] niezwykła, niedająca się wcisnąć w żadne ramy, radykalna i ekstremalna, a w konsekwencji nad wyraz kontrowersyjna pisarka.<br />Marcel Reich-Ranicki<br /><br />Eseje i przemówienia Jelinek są jak jej kolejna powieść, tyle że tym razem w czterdziestu i jeden odcinkach. Spory oddział i nieźle opancerzony. Poglądy, które manifestowała w dramatach i powieściach, powracają w tych krótkich, z założenia oficjalnych i w związku z tym bardziej podporządkowanych konwencjom formach. Źle, wróć! Nie w formach, nie ma tu form, nie ma formuł [...]: styl ujmuje wszystko w pięść i nie pozwala grzecznie się prezentować, miażdży kurtuazje, no i bije, bo umie i ma ku temu doskonałe warunki.<br />Marta Syrwid<br /><br /> <br /><br />Autorki antologii:<br /><br /> Monika Szczepaniak - literaturoznawczyni, pracuje w Katedrze Germanistyki Uniwersytetu Kazimierza Wielkiego w Bydgoszczy; zajmuje się literaturą niemieckojęzyczną XX i XXI wieku, problematyką płci kulturowej, szczególnie konstrukcjami męskości w literaturze i kulturze polskiej, niemieckiej i austriackiej, oraz kulturową historią I wojny światowej.<br /><br /> Agnieszka Jezierska - literaturoznawczyni, absolwentka germanistyki i polonistyki Uniwersytetu Warszawskiego, adiunkt w Zakładzie Literatury w Instytucie Germanistyki Uniwersytetu Warszawskiego; współpracuje z rocznikiem translatorskim „OderÜbersetzen"" (oderuebersetzen.eu), w wolnych chwilach pisze recenzje z literatury pięknej dla wydawnictw."
30343644,128607,Das schweigende Mädchen / Ulrike Maria Stuart: Zwei Theaterstücke,3499270560,9783499270567,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464965963l/30343644._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464965963l/30343644._SY75_.jpg,2015,5,30,ger,Rowohlt Taschenbuch Verlag,false,50844688,2,11,8,3,1,5:0|4:1|3:0|2:2|1:0|total:3,,,,2.67,3,1,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],"Zwei Königinnen kämpfen in «Ulrike Maria Stuart» um die Deutungshoheit des Diskurses. Als beredte Untote geistern sie durch das Gefängnis ihrer RAF-Vergangenheit: Kinder einer revolutionären Ideologie, die sie längst ausgespien hat.<br />Ganz gegenwärtig ist hingegen «Das schweigende Mädchen»: letzte Überlebende eines Neonazi-Trios, das eine Mordspur durch das Land zog. Als stumme Leerstelle steht sie vor Gericht, das sich zu einem Tribunal biblischen Ausmaßes weitet.<br /><br />In zwei großen, sprachmächtigen Stücken umkreist Elfriede Jelinek linken wie rechten Terrorismus – und schreibt zugleich deutsche Mentalitätsgeschichte."
24060224,128607,"Tage im Dämmer, Nächte im Rausch: Autobiographie",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,43657735,1,2,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,2011,5,12,3.50,2,0,"['1475199', '128607', '1127760']","['Werner Schroeter', 'Elfriede Jelinek', 'Claudia Lenssen']","['4.17', '3.53', '3.50']",[],[],[],
3220551,128607,Vokabelmischungen über Walter Serner,3927480037,9783927480032,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,3254576,1,1,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['1368154', '128607', '1123031']","['Neda Bei', 'Elfriede Jelinek', 'Helmut Eisendle']","['5.00', '3.53', '4.17']",[],[],[],
18240470,128607,bukolit,3833303182,9783833303180,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374654256l/18240470._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374654256l/18240470._SY75_.jpg,2005,,,ger,Berliner,false,25685120,1,8,5,4,1,5:0|4:0|3:0|2:1|1:3|total:4,1979,,,1.25,4,1,"['128607', '7189294']","['Elfriede Jelinek', 'Robert Zeppel-Sperl']","['3.53', '1.25']",[],[],[],"Ist der Romanheld bukolit das Traumbild frühreifer Mädchen oder der Inbegriff einer Monster-Sexmaschine? In jedem Fall eine Kunstfigur, die einmal in das Kostüm Tristans schlüpft, dann in das seines Thriller-Kollegen Tom Cilmore. bukolit ist eine literarische Multi-Media-Show aus den Mustern der Werbesprache und Kulturindustrie und Pop-Art der Zeit — von Roy Black über Patrice Lumumba bis zu den Beatles —, versetzt mit Elementen aus antiker Sagenwelt und dem Trivialroman, Trickfilmen, Comics und Horrortrips. Und in der Tradition der Wiener Gruppe ein Text, der seine Vollendung erst findet als hörroman."
26463954,128607,Reflecting Fashions. Kunst und Mode seit der Moderne,3863352130,9783863352134,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442144991l/26463954._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442144991l/26463954._SY75_.jpg,2012,7,,ger,Walther König,false,46463986,1,4,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2012,7,,4.00,1,0,"['1135642', '14320029', '1726358', '1203766', '343338', '128607', '625063', '3912381']","['Susanne Neuburger', 'Barbara Rüdiger', 'Hans-Georg von Arburg', 'Elena Esposito', 'Silvia Eiblmayr', 'Elfriede Jelinek', 'Angela Völker', 'Karola Kraus']","['4.00', '4.00', '4.00', '3.86', '4.43', '3.53', '4.00', '4.00']",[],[],[],"""Reflecting Fashion"" thematisiert Kleidung und Mode als Bezugspunkt und essentiellen Bestandteil von Kunst, der für Künstler von der Moderne bis zur Gegenwart immer wieder von wesentlicher Bedeutung ist. Die historisch angelegte Präsentation verfolgt das Thema anhand von Beispielen ab 1910 bis zum gehypten Crossover von Kunst und Mode ud illustriert die vielfältigen historischen Verflechtungen der beiden Disziplinen mit über 300 Gemälden, Zeichnungen, Skizzen, Textilien, Videoarbeiten und Photographien von Künstlern wie Giacomo Balla, Sonia Delaunay, Ellsworth Kelly, Joseph Beuys, Andy Warhol, Yayoi Kusama, Cindy Sherman, Stephen Willats u.a. Der Katalog widmet sich in drei Kapiteln - Mode und Moderne / Surrralismus / Anzug, Schnitt und Norm - verschiedenen thematischen Aspekten des Zusammenspiels von Kunst und Mode und illustriert diese anhand künstlerischer Positionen vom frühen 20. Jahrhundert bis zur Gegenwart."
43659478,128607,O zwierzętach. Chór sportowy,,9788392712404,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548063970l/43659478._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548063970l/43659478._SX50_.jpg,2008,,,,Teatr Polski Bydgoszcz,false,67928457,1,2,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,1,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
43632751,128607,Babel. Podróż zimowa,,9788360699195,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548020096l/43632751._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548020096l/43632751._SX50_.jpg,2013,,,,ADiT,false,67898554,1,2,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,1,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
44319008,128607,"Three Plays: Rechnitz, The Merchant’s Contracts, Charges (The Supplicants)",0857427121,9780857427120,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1569117108l/44319008._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1569117108l/44319008._SY75_.jpg,2019,11,15,,Seagull Books,false,68866496,1,5,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['128607', '53162']","['Elfriede Jelinek', 'Gitta Honegger']","['3.53', '3.45']",[],[],[],"For much of her career, Elfriede Jelinek has been maligned in the press for both her unrelenting critique of Austrian complicity in the Holocaust and her provocative deconstructions of pornography. Despite this, her central role in shaping contemporary literature was finally recognized in 2004 with the award of the Nobel Prize in Literature. Although she is an internationally recognized playwright, Jelinek’s plays are difficult to find in English, which makes this new volume, which includes “Rechnitz: The Exterminating Angel,” “The Merchant’s Contracts” and “Charges (The Supplicants)” all the more valuable.<br /> In “Rechnitz,” a chorus of messengers reports on the circumstances of the massacre of 180 Jews, an actual historical event that took place near the Austrian/Hungarian border town of Rechnitz. In “The Merchant’s Contracts,” Jelinek brings us a comedy of economics, where the babble and media spin of spectators leave small investors alienated and bearing the brunt of the economic crisis. In “Charges (The Supplicants),” Jelinek offers a powerful analysis of the plight of refugees, from ancient times to the present. She responds to the immeasurable suffering among those fleeing death, destruction, and political suppression in their home countries and, drawing on sources as widely separated in time and intent as up-to-the-minute blog postings and Aeschylus’s “The Supplicants,” Jelinek asks what refugees want, how we as a society view them, and what political, moral, and personal obligations they impose on us."
45420581,128607,Poesía,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556677004l/45420581._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556677004l/45420581._SY75_.jpg,,,,,Amargord,false,70169402,1,1,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,1,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
17185443,128607,Die Untersuchung oder Der Untergang Hauses Kohl,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356645153l/17185443._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356645153l/17185443._SX50_.jpg,2000,,,ger,die tageszeitung,false,23634474,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2000,1,1,3.00,1,0,"['661943', '1354735', '128607', '651229', '17384']","['Elke Schmitter', 'Georg M. Oswald', 'Elfriede Jelinek', 'Hanns-Josef Ortheil', 'Hans Magnus Enzensberger']","['3.46', '3.17', '3.53', '3.80', '4.08']",[],[],[],
38100633,128607,Ombre (Eurydice parle),2851819321,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516369283l/38100633._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516369283l/38100633._SY75_.jpg,2018,1,17,fre,L'Arché,false,59774707,1,5,3,2,1,5:0|4:0|3:0|2:1|1:1|total:2,,,,1.50,2,1,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],"Elfriede Jelinek poursuit dans «Ombre» son exploration des mythes féminins : différentes voix féminines de l’Antiquité jusqu’à nos jours viennent s’entremêler dans une forme chorale. Eurydice envisage son voyage au royaume des morts comme une échappatoire à l’aliénation subie sur Terre, seul moyen d’acquérir sa propre liberté et de se consacrer à l’écriture."
39919302,128607,Hebzucht,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,61785282,1,3,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,1,['128607'],['Elfriede Jelinek'],['3.53'],"['6532436', '247184']","['Inge Arteel', 'Dirk Van Hulle']","['2.44', '4.12']",
36503068,128607,Loro non come loro,8889416998,9788889416990,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509370111l/36503068._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509370111l/36503068._SY75_.jpg,2009,9,,ita,Effigie,false,58220952,1,5,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
18527188,128607,Désir & permis de conduire,,9782851814227,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379882703l/18527188._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379882703l/18527188._SY75_.jpg,1999,,,fre,L'Arche,false,26232600,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1999,1,1,3.00,1,0,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
30272023,128607,Εκ βαθέων,,9789607651747,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464071461l/30272023._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464071461l/30272023._SY75_.jpg,2009,7,,gre,Εκκρεμές,false,50749194,1,5,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2007,,,3.00,1,0,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
2480225,128607,"Die Endlose Unschuldigkeit: Prosa, HöRspiel, Essay",3922087558,9783922087557,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,2487426,1,6,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
17791531,128607,Kein Licht,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,12,21,ger,,false,24884536,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2011,12,21,3.00,1,0,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
49206465,128607,Die Schutzbefohlenen,3943157628,9783943157628,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,74658708,1,1,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
27803272,128607,Raststätte oder Sie machens alle,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,47782752,1,4,2,2,1,5:0|4:0|3:0|2:0|1:2|total:2,,,,1.00,2,1,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
13139010,128607,"Posokh, Palka I Palach",5170547722,9785170547722,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,18316007,1,3,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,2010,1,1,2.00,1,0,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
18594225,128607,Restoroute / Animaux,2864326787,9782864326786,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380472324l/18594225._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380472324l/18594225._SY75_.jpg,2013,4,13,fre,Verdier,false,26340518,1,1,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,2009,,,2.00,1,0,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
35713013,128607,Burgtheater,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,57213429,2,3,1,1,0,5:0|4:0|3:0|2:0|1:1|total:1,,,,1.00,1,0,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
2173662,128607,Brassiere Factory (Tr from Ger),091362313X,9780913623138,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1989,6,1,,Adler Pub Co,false,2179324,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1988,,,0.00,0,0,['128607'],['Elfriede Jelinek'],['3.53'],['751043'],['Jorn K. Bramann'],['3.50'],
51525230,128607,Ce qui arriva après le départ de Nora / Après Nora (Scène ouverte),2851819720,9782851819727,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,76171906,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['128607'],['Elfriede Jelinek'],['3.53'],"['3087176', '3087177']","['Magali Jourdan', 'Mathilde Sobottke']","['3.75', '3.75']",
