id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
10766861,570804,Le Rime Di Francesco Petrarca Di Su Gli Originali,1143306686,9781143306686,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,15501745,246,4983,11134,2824,126,5:1002|4:936|3:662|2:170|1:54|total:2824,1336,,,3.94,3,0,"['72460', '570804', '4459969']","['Francesco Petrarca', 'Giosuè Carducci', 'Severino Ferrari']","['3.93', '3.54', '3.00']",[],[],[],
37995608,570804,"Il Propugnatore, 1890, Vol. 3: Nuova Serie; Periodico Bimestrale; Parte I (Classic Reprint)",0428183018,9780428183011,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517819372l/37995608._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517819372l/37995608._SX50_.jpg,2018,5,14,,Forgotten Books,false,59717781,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from IL Propugnatore, 1890, Vol. 3: Nuova Serie; Periodico Bimestrale; Parte I<br /><br />Tutti i sancti fai gaudere, cum tanto amor permanere ke ciascun a 'l suo volere; di nullo ben e invidioso.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
11420279,570804,Come siamo entrati in Roma,,2940035971549,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,16353432,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['570804', '4772702']","['Giosuè Carducci', 'Ugo Pesci']","['3.54', '4.00']",[],[],[],
42053504,570804,"Il Propugnatore, 1889, Vol. 2: Periodico Bimestrale; Parte I (Classic Reprint)",036658006X,9780366580064,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,9,22,,Forgotten Books,false,65583004,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from IL Propugnatore, 1889, Vol. 2: Periodico Bimestrale; Parte I<br /><br />Pochi giorni dopo morto l'avv. Bilancioni in Ravenna, fu proposto a me l'acquisto della raccolta da lui fatta, in molti anni e con molte spese, delle rime antiche italiane (sec. XIII-XV), in copie manoscritte, di su i codici di moltissime biblioteche italiane e straniere, pubbliche e pri vate. Lo consigliai che l'offerta fosse fatta a uno Instituto 0 Biblioteca.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
41526680,570804,Delle Poesie Latine Edite E Inedite Di Ludovico Ariosto: Studi E Ricerche (Classic Reprint),1390702774,9781390702774,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535553255l/41526680._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535553255l/41526680._SX50_.jpg,2018,8,22,,Forgotten Books,false,64801180,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Delle Poesie Latine Edite e Inedite di Ludovico Ariosto: Studi e Ricerche<br /><br />Letti alla. Deputazione su gli studi di storia patria per le provincie di Romagna nelle tornate di aprile e maggio 1875.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
31914507,570804,Opere Di Vittorio Alfieri Ristampate Nel Primo Centenorio Della Sua Morte ...: Lettere,135993698X,9781359936981,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2016,6,22,,Palala Press,false,52567966,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['570804', '426611', '15744893']","['Giosuè Carducci', 'Vittorio Alfieri', 'Vittorio Terence']","['3.54', '3.59', '0.0']",[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
41260102,570804,"Poesie Di Giosu� Carducci, 1850-1900 (Classic Reprint)",1390036952,9781390036954,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535064082l/41260102._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535064082l/41260102._SX50_.jpg,2018,8,13,,Forgotten Books,false,64475555,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Poesie di Giosu� Carducci, 1850-1900<br /><br />Rimembranze di scuola Idillio di maggio Idillio maremmano. Xclassicismo e romanticismo Vendette della luna l'era un giorno di festa, e luglio *davanti San Guido Notte di maggio All' autore del Mago. Note.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
40440839,570804,A Proposito Di Un Codice Diplomatico Dantesco (Classic Reprint),0366232320,9780366232321,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528569640l/40440839._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528569640l/40440839._SX50_.jpg,2018,4,27,,Forgotten Books,false,62759844,3,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from A Proposito di un Codice Diplomatico Dantesco<br /><br />Cosi con ser Tuccio e Dante erano anche a fronte la rimeria vecchia con la grande poesia giovine. E forse il bravo notaio.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
21425972,570804,L'Aminta di Torquato Tasso,1478103396,9781478103394,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2012,6,21,,Createspace Independent Publishing Platform,false,40736421,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2012,6,21,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],
37014679,570804,Ceneri E Faville: S�rie Seconda; 1871-1876 (Classic Reprint),025977443X,9780259774433,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546389982l/37014679._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546389982l/37014679._SX50_.jpg,2018,12,30,,Forgotten Books,false,58865574,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Ceneri e Faville: Serie Seconda; 1871-1876<br /><br />Alla memoria dei cittadini bolognesi e degli italiani tutti caduti per la repubblica francese il XXI gennaio MDCCCLXXI.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
40482200,570804,"Il Propugnatore, Vol. 4: Periodico Bimestrale, Fasc. 19-20, Gennaio-Aprile 1891 (Classic Reprint)",1390061892,9781390061895,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528968714l/40482200._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528968714l/40482200._SX50_.jpg,2018,5,24,,Forgotten Books,false,62784167,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from IL Propugnatore, Vol. 4: Periodico Bimestrale, Fasc. 19-20, Gennaio-Aprile 1891<br /><br />(3) � chiaro dall' et� dei figli che monna Innocenzia era seconda mo glie di ser Bonaccorso. Essa � nominata ancora nelle Portate del 1430, e comparisce fra i creditori per la sua dote di 650 fiorini; dopo questo tempo non ne � pi� memoria.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
37454317,570804,"Raccolta Degli Storici Italiani Dal Cinquecento Al Millecinquecento, Vol. 24 (Classic Reprint)",0332283739,9780332283739,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516789357l/37454317._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516789357l/37454317._SX50_.jpg,2018,4,26,,Forgotten Books,false,59075495,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Raccolta Degli Storici Italiani dal Cinquecento al Millecinquecento, Vol. 24<br /><br />Oceani? T oto parz'ter domz'ncz�erc Mundo. Tanta sane digna dominatione, quae Imperatoriam institutionem ab Augustissimis Ge nitoribus habuisti, et quae movam Austriaci Sanguinis Principum seriem Orbi regendo estraditura. Impleat brevi Deus praesagia nostra, ut sincero ferventique animo pro ferimus. At interim serenissimi principes explete quamprimum Divali aspestu vestro nostrum atque Italiae universae desiderium, quae vobis ad movam in Etruriae populos dominationem venientibus ad Alpes usque Germanas 'est occursura. Restituite inte-rim Mediceos ablatos Principes, qui si minus longe lat-eque fuerint dominati, at bonarum artium cultu atque elegantia ceterorum Principum famam Sunt aemulati. Ab Italia nostra sit beneficentiae vestrae initium, ac patiantur Nationes ceterae inde Numinis vestri novum splendorem oriri, unde fons et origo Imperm manavit. Brunt iterum adventu vestro restitutae Artes, et Maiorum nostrorum virtutes in vestram proenl dubio et aliarum gentium utilitatem.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
23573493,570804,Primizie e reliquie,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1928,,,ita,Zanichelli,false,43172008,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1928,1,1,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],
34471722,570804,"Rerum Italicarum Scriptores, Vol. 11: Raccolta Degli Storici Italiani Dal Cinquecento Al Millecinquecento; Parte II (Classic Reprint)",024356919X,9780243569199,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488957192l/34471722._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488957192l/34471722._SX50_.jpg,2018,11,28,,Forgotten Books,false,55594922,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Rerum Italicarum Scriptores, Vol. 11: Raccolta Degli Storici Italiani dal Cinquecento al Millecinquecento; Parte II<br /><br />Stando al senso letterale pare che il poeta si limiti a lodare la singolare piet� di Betto, che, in mezzo a tanti affari politici, trattati tutti felicemente, trova il tempo di compiere in modo esemplare le pratiche reli giose obbligatorie per tutti i cristiani e di assistere per di pi� quotidianamente alla messa privata nel convento di santa Caterina; ma forse egli volle anche dire che la piet� � la virt� fondamentale per riuscire buoni e sapienti amministratori.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
39529926,570804,"Raccolta Degli Storici Italiani Dal Cinquecento Al Millecinquecento Ordinata Da L. A. Muratori, Vol. 22 (Classic Reprint)",0364536551,9780364536551,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522702193l/39529926._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522702193l/39529926._SX50_.jpg,2018,11,22,,Forgotten Books,false,61154221,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Raccolta Degli Storici Italiani dal Cinquecento al Millecinquecento Ordinata da L. A. Muratori, Vol. 22<br /><br />In XXII Tomo, quem hodie vulgamu�, albanum tuum, princeps emr, in dedicatione illins non sine ingenti gaudio celebratum ob gratam Sanctissimi Pontificis clementis XI Patrui Tui memoriam, quae nostrorum plures ad privatam debendi causam revocabat, universos vero ad publicam doctrinae ipsius, et Chri stianae morum severitatis laudationem excitabat. Et sane si quis alius ad hoc persol vendam aliquando debi_tum anelabat, ego qui supra ceteros Pontificem Optim. Max., dum in vivis esset, beneficum liberalemque sensi, vitio mihi tribuebam diuturnitatem silentii, tempusque nimis anxie expectabam, quo publicitus memoriae nominis eius grates referre possem humili debentis animi obsequio. Atque utinam vivo Sacratissimo Principe Patruo tuo opsus nostrum in vulgus exire potuisset: probasset utique studia nostra, et judiou sui splendidissima face viam ad altiora literatissimus h0mo ape ruisset! �at eo ad Superos evocato, ad Eminentiam Tuam convertitur officium nostrum, ad Te, inquam, in quem Patrui virtutes feliciter migrarunt, quique juvandis in dies Literator�um Hominum laboribus, liberalitate largitionum, et in edendis clemen tis XI non morituris umquam sacris operibus ea, quae par erat, elegantin, Opes larga manu in dies cfi'undis, quique in amplissimo S. R. E. Camerarii munere, quo fungeris, Romanae Curiae Majestatem servas, et, ut libere dicam, non semel ab astu mali tiaque perditorum hominum vindicasti. Sed neganti Tibi ob singularem modestiam.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
38579081,570804,"Il Propugnatore, 1893, Vol. 6: Periodico Bimestrale; Parte II (Classic Reprint)",0656178566,9780656178568,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,11,4,,Forgotten Books,false,60182703,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from IL Propugnatore, 1893, Vol. 6: Periodico Bimestrale; Parte II<br /><br />Nessun Codice attribuisce a maestro Antonio l'intero poemetto.<br /><br />Cosi cado anche l'ipotesi del Paganini; o si deve ricercare autor del lamento in ben altri, che non sia maestro Antonio da Ferrara.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
41202097,570804,"Lettere, 1864-1866, Vol. 4 (Classic Reprint)",1391028414,9781391028415,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540980025l/41202097._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540980025l/41202097._SX50_.jpg,2018,8,5,,Forgotten Books,false,64388528,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Lettere, 1864-1866, Vol. 4<br /><br />In quanto allo stampar gli Studi su Orazio nella collezione Romagnoli; sappi che il Ro magnoli � molto pentito d'aver stampato la Safio, perch� molti degli associati gli han fatto lagnan ze che sia uscito de' patti, e due ne ha perduti io ho tastato il terreno, e lo trovo difficile: dun que ti consiglierei a lasciar questo pensiero. Man dami, o fammi avere, ti prego, dell'anno passato della Rivista almeno i due fogli in cui entrarono gli ultimi due miei articoli (che non mi man daron mai) almeno quelli: bench� desidero tutta l' annata. E voglio a ogni modo seguitare quelli articoli: perch� anche il Zambrini me ne fa fretta.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
8418823,570804,Delle Poesie Latine Edite E Inedite Di Ludovico Ariosto,1110071132,9781110071135,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,5,13,,BiblioLife,false,13281459,7,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2009,4,23,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],This is a pre-1923 historical reproduction that was curated for quality. Quality assurance was conducted on each of these books in an attempt to remove books with imperfections introduced by the digitization process. Though we have made best efforts - the books may have occasional errors that do not impede the reading experience. We believe this work is culturally important and have elected to bring the book back into print as part of our continuing commitment to the preservation of printed works worldwide.
35472086,570804,"Odi Barbare, E Rime E Ritmi Di Giosu� Carducci (Classic Reprint)",0282162631,9780282162634,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497899616l/35472086._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497899616l/35472086._SX50_.jpg,2018,5,1,,Forgotten Books,false,56865974,2,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Odi Barbare, e Rime e Ritmi di Giosue Carducci<br /><br />Le ville e il verde piano d' argentei fiumi rigato contempla aerea, le messi ondeggianti ne' campi.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
41418400,570804,"Il Propugnatore, 1888, Vol. 1: Periodico Bimestrale; Parte I (Classic Reprint)",139022998X,9781390229981,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535032889l/41418400._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535032889l/41418400._SX50_.jpg,2018,8,18,,Forgotten Books,false,64637879,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from IL Propugnatore, 1888, Vol. 1: Periodico Bimestrale; Parte I<br /><br />Perch� opera del Propugnatore, che Francesco Zambrini iniziava or sono vent' anni e continuava fino a qui, possa proseguire col maggior profitto degli studi cui Egli la volle dedicata, questo periodico intender� d' ora innanzi sopra tutto a raccogliere.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
23960695,570804,Intermezzo,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,43564216,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2011,11,14,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],
23573511,570804,Prose scelte,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1943,,,ita,Zanichelli,false,43172026,2,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1943,1,1,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],
23573516,570804,Epistolario,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1939,,,ita,Le Monnier,false,43172029,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1939,1,1,0.00,0,0,"['570804', '3221282']","['Giosuè Carducci', 'Isidoro del Lungo']","['3.54', '3.00']",[],[],[],
35536648,570804,Alessandro Manzoni (Classic Reprint),0259755745,9780259755746,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498794756l/35536648._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498794756l/35536648._SX50_.jpg,2018,12,7,,Forgotten Books,false,56959936,2,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Alessandro Manzoni<br /><br />Ancor vivente il Manzoni, per lui e per l'opera di lui il Carducci ebbe sentimenti, espresse opinioni, lasci� ricordr che giovera rammentare avanti le Scheme del -873, quando il Minzoni (al 22 maggio) mori e se ne fece l' esaltazione letteraria e politica. In questi riferimenti, e nei successivi, si mantiene l'ordine cronologico, lasciando ai lettori il coordnarlr secondo gli argomenti ele occasioni, eil rilevarne un giudizio complessivo, in relazione agli scritti che forniscon la mrteria del testo.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
