id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
33126392,19405,Anna Karenina,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480103896l/33126392._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480103896l/33126392._SY75_.jpg,1980,,,ger,Bertelsmann,false,2507928,582,299521,2574374,635729,22735,5:263116|4:208420|3:113142|2:34637|1:16414|total:635729,1877,,,4.05,0,0,"['128382', '1227575', '19405']","['Leo Tolstoy', 'August Scholz', 'Thomas Mann']","['4.06', '3.80', '3.94']",[],[],[],"Wer liebt, hat recht – und wie in allen großen Liebesromanen der Weltliteratur führt dieses Recht auch in ›Anna Karenina‹ zum Ausbruch aus der Gesellschaft, zu Verzweiflung und tragischem Scheitern. Woran aber scheitert die große Liebe Anna Kareninas eigentlich? Scheitert sie an den Liebenden selbst, die irgendwann den Wunsch haben, »wieder etwas wünschen zu können«? Oder scheitert sie an der Macht der Gesellschaft, die nichts so sehr hasst wie ein Paar, das einfach nur dauerhaft glücklich sein will?"
51114346,19405,ManoyamaDai4kan,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,71756911,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['19405', '19310488']","['Thomas Mann', '上妻純一郎']","['3.94', '3.50']",['18987208'],['SatoKoichi'],['0.0'],
36392667,19405,Vorsatz zur Luxusausgabe von »Herr und Hund«: Text (Fischer Klassik Plus),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,58084719,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
17969589,19405,Художник и общество: Статьи и письма,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369193081l/17969589._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369193081l/17969589._SY75_.jpg,1986,,,rus,Радуга,false,25188205,1,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1986,1,1,0.00,0,0,"['19405', '4121828', '6434846', '7797640']","['Thomas Mann', 'Solomon Apt', 'Соломон Апт', 'Томас Манн']","['3.94', '4.17', '4.09', '4.12']",[],[],[],"Книга содержит избранные литературно-критические статьи и письма выдающегося немецкого писателя и публициста Томаса Манна (1875-1955). В ней читатель найдет интересные размышления автора о своем творчестве, о творчестве немецких и зарубежных писателей, в том числе русских классиков, об ответственности мастеров культуры перед своим временем. Многие статьи впервые переведены на русский язык. <br /><br />Книга рассчитана на широкий круг читателей."
2585976,19405,Essays 2. Große kommentierte Frankfurter Ausgabe. Textband 1914-26,3100483529,9783100483522,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,12,1,ger,S. Fischer (Frankfurt),false,2603115,3,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1926,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
5760923,19405,Briefwechsel mit seinem Verleger Gottfried Bermann Fischer 1932-55,3100481739,9783100481733,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514707502l/5760923._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514707502l/5760923._SY75_.jpg,1973,,,ger,S. Fischer,false,5932651,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1955,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
48552464,19405,BuddenburokukenohitobitoDai3kan,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,73875559,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['19405', '7393126']","['Thomas Mann', 'Kozuma Junichiro']","['3.94', '4.50']",['7419067'],['Saneyoshi Hayao'],['3.67'],
39701489,19405,"Sechzehn Jahre: Vorrede zur amerikanischen Ausgabe von ""Joseph und seine Brüder"" in einem Bande (Fischer Klassik Plus)",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,61342817,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
50532074,19405,Goethe,3596906997,9783596906994,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,75513696,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
37919026,19405,"[Über die Deutsche Frage für die Zeitschrift ""UN World""] (Fischer Klassik Plus)",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,59631454,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
24986951,19405,Ausgewählte Erzählungen,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1939,,,ger,Suhrkamp Verlag,false,44654430,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1939,1,1,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
50617528,19405,Goethe (Fischer Klassik),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,75615580,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['19405', '19954197', '18892977']","['Thomas Mann', 'Hanspeter Affolter', 'Yahya Elsaghe']","['3.94', '0.0', '0.0']",[],[],[],
41511300,19405,Friedrich Der Grosse; Ein Offener Brief an Thomas Mann,0274513048,9780274513048,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,8,1,,Wentworth Press,false,64784220,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['19405', '16479319']","['Thomas Mann', 'Arthur Trebitsch']","['3.94', '0.0']",[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
17229189,19405,Essays II. 1914-1926,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357739975l/17229189._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357739975l/17229189._SY75_.jpg,2002,,,,S. Fischer,false,23743324,3,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2002,1,1,0.00,0,0,"['19405', '50599']","['Thomas Mann', 'Hermann Kurzke']","['3.94', '3.68']",[],[],[],
39725246,19405,"[Über Will Durants Essay ""What is Civilization?""] (Fischer Klassik Plus)",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,61407580,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
25540869,19405,Tolstoi,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,por,,true,45332314,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2014,10,13,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],"<br />“O homem é um grande ensaio”, afirmou Thomas Mann<br /><p><br />Esse texto sobre o escritor Leon Tolstói é parte do livro <i>O escritor e sua missão</i>, da série <b>THOMAS MANN - Ensaios &amp; Escritos</b> , publicado pela Zahar, que resgata para o leitor brasileiro belos e importantes textos de não ficção, que impressionam pelo estilo primoroso, a diversidade temática e a argumentação refinada do escritor alemão.</p>"
31280444,19405,Rede und Antwort,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1922,,,ger,S. Fischer Verlag / Berlin,false,51937625,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
44115945,19405,Der kleine Herr Friedmann und andere Novellen,0274666073,9780274666072,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,8,2,,Wentworth Press,false,68608856,2,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
37918608,19405,Bruno Frank † (Fischer Klassik Plus),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,59630929,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
2486571,19405,مردان دریا,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,,,per,,false,2493776,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2008,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],=Sea Men
33302721,19405,Γράμματα,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481360326l/33302721._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481360326l/33302721._SX50_.jpg,1985,,,gre,Νεφέλη,false,54036813,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],['5248316'],['Νανά Ησαΐα'],['3.77'],"Τα γράμματα αυτά, καθώς αντανακλούν αρκετές από τις όψεις της ζωής και του έργου του Μαν, ενός από τους πιο σημαντικούς δημιουργούς αυτού του αιώνα, θέτουν από την αρχή, με τη μεγαλύτερη δυνατή οξύτητα, το θέμα ""τέχνη και πολιτική"". Ο δημιουργός εκπροσωπεί σ έναν τέτοιο βαθμό τις αντιθετικές τάσεις του συναισθήματος και του νου, ώστε να μην είναι δυνατή γι αυτόν η υποστήριξη μιας οποιασδήποτε πολιτικής δοξασίας εφ όσον από την ίδια της τη φύση κάθε τέτοιου τύπου θέση δεν μπορεί παρά να είναι μονοσήμαντη. Ο σκοπός του δημιουργού δεν μπορεί παρά να είναι η απόλυτη αλήθεια. Τι νόημα μπορεί να έχει η ένταξή μας σε μια οποιαδήποτε, καθορισμένη από άλλους ανθρώπιστική ιδεολογία, όταν στο βάθος της καρδιάς μας ξέρουμε τόσο καλά, ότι η ιδεολογία αυτή καθόλου δεν καλύπτει την αλήθεια;"
17229177,19405,Essays VI. 1945-1950,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357739469l/17229177._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357739469l/17229177._SY75_.jpg,2009,,,,S. Fischer,false,23743308,2,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2009,1,1,0.00,0,0,"['19405', '285977']","['Thomas Mann', 'Herbert Lehnert']","['3.94', '3.77']",[],[],[],
45711540,19405,ManoyamaDai2kan,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,70484298,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['19405', '19310488']","['Thomas Mann', '上妻純一郎']","['3.94', '3.50']",['18987208'],['SatoKoichi'],['0.0'],
48835178,19405,TonioGureegeru,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,74214217,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],['7419067'],['Saneyoshi Hayao'],['3.67'],
36633609,19405,"Deutsche Hörer [Rundfunkansprache über BBC, Ende 1945] (Fischer Klassik Plus)",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,58398793,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
6221165,19405,Briefe an Jonas Lesser und Siegfried Trebitsch 1939-1954,3465035003,9783465035008,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514630200l/6221165._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514630200l/6221165._SX50_.jpg,2006,9,1,ger,"Klostermann, Vittorio",false,6401864,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],"So wie Joseph, der Begünstigte, den ""Überschatteten und Untertretenen"" seine Schuldigkeit erwies, so fühlte sich auch Thomas Mann zur Konzilianz verpflichtet, wenn er es mit den unteren Rängen zu tun bekam. Nicht wenige waren es, die auf diese Weise seine Lebensbahn kreuzten. Und zu diesen minder Beglänzten zählen gewiß auch die beiden Wiener Schriftsteller Jonas Lesser (1895-1969) und Siegfried Trebitsch (1868-1956), mit denen Thomas Mann eine jahrzehntelange Freundschaft unterhielt. Diese läßt sich jetzt anhand einer stattlichen Zahl von Briefen dokumentieren, einläßlichen Schreiben über oft mehrere Seiten, die erstmals geschlossen publiziert werden können. 86 Briefe sind erhalten geblieben, verfaßt im amerikanischen Exil, als die Briefschulden täglich drückender wurden und Thomas Mann dennoch keinen Augenblick gezögert hat, die aufwendige Korrespondenz mit den beiden jüdischen, aus Österreich geflohenen Schriftstellern fortzusetzen. Mit Jonas Lesser, dem werkkundigen Interpreten in London, suchte er die Verbindung zu halten, um Auskünfte über Stoff- und Motivfragen einzuholen. Auch über entlegene Zitate, die ihm selber entfallen waren, wußte dieser Privatgelehrte auf Anhieb Bescheid. Siegfried Trebitsch war ein alter und treuer Freund des Hauses, der in Zürich zurückgeblieben war: die Briefe an ihn sind privaterer Natur und besitzen wegen einiger schrulliger Züge des Adressaten einen nicht unbeträchtlichen Unterhaltungswert."
50488879,19405,"[Brief an die Studentenbewegung ""Students for Federal World Government""] (Fischer Klassik Plus)",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,75460680,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
42734351,19405,El Joven Jose T. 2,8466602372,9788466602372,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,66453318,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
35574835,19405,Die Zukunft unserer Welt: Text (Fischer Klassik Plus),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,57006660,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
44097955,19405,Die Romane. Buddenbrooks. Königliche Hoheit. Lotte in Weimar. Der Zauberberg. Joseph und sein Brüder. Doktor Faustus. Der Erwählte. Bekenntnisse des Hochstaplers Felix Krull.,3100482425,9783100482426,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,68581444,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
40674999,19405,"Carl von Weber: ""Ehre ist Zwang genug"": Text (Fischer Klassik Plus)",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,63242308,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
8552767,19405,"My German Schools and Schoolmasters, An Autobiographical Narrative",1145349048,9781145349049,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,2,23,ger,Nabu Press,false,13420866,6,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1970,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book."
48662558,19405,"Über die Zeitschrift »Der Spiegel«: Text (Thomas Mann, Große kommentierte Frankfurter Ausgabe. Werke, Briefe, Tagebücher)",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,74006337,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
4414236,19405,Briefwechsel mit Autoren,3100481763,9783100481764,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514707249l/4414236._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514707249l/4414236._SY75_.jpg,1988,4,1,ger,S. Fischer,false,4462400,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],"Einer der hervorragendsten Erforscher und Kenner von Thomas Manns Werk und Leben hat aus den Beständen des von ihm geleiteten Thomas Mann-Archivs 24 in Umfang und Art sehr verschiedene Briefwechsel aus 61 Jahren (von 1894 bis 1955) ausgewählt. Er bietet sie in alphabetischer Folge und führt den Leser in jede dieser Korrespondenzen mit einer souveränen Charakteristik des Partners und der spezifischen Beziehung ein. Immer ist der Partner ein Schriftsteller, ein »Kollege«.<br />Eindringlich verdeutlichen die 24 Dialoge die Stellung des großen Autors: seinen Rang innerhalb der deutschen Literatur und literarischen Gesellschaft, sein Verhältnis zu eigenem wie fremdem Werk und zum Zeitgeschehen. Fast alle der sich an ihn wendenden Literaten ringen ihm Bewunderung entgegen, erhoffen und erbitten von ihm Rat oder auch Hilfe. Und er entzieht sich kaum je einer wohlbedachten Antwort, kaum je der Hilfe. Energisch und ironisch wehrt er sich gegen Torheit und politisch-moralisches Versagen. Neben dem Ernst und dem Pflichtbewußtsein steht der Humor, der auf das unfreiwillig Komische manchen Ansinnens eingeht.<br />»Thomas Manns Briefwerk hat neben seinem belletristischen und essayistischen einen eigenen Stellenwert. Aber alle drei müssen in einem gesehen werden: alle sind sie Selbstprüfung und Selbsterforschung. Alle sind sie auch Selbstvergleich und Selbstinszenierung. Und alle tendieren sie mit ihrem Zeitbewußtsein ins Soziale. In den Briefen mag es dabei am ehesten gelingen, den anderen zu erreichen, so daß aus dem Selbstgespräch fast ein Gespräch wird.<br />Die Briefpartner – sie alle haben mit ihrem Werk ihre Zeit erlebt und geprägt – bringen jedesmal einen neuen Ton in dieses Gespräch [...]. Die Schicksale, die da in augenblicksnahen Äußerungen wieder aufleben, sprechen für sich.« Hans Wysling"
52690429,19405,[Die Aufgabe des Schriftstellers] (Fischer Klassik Plus),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,73708863,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
29489506,19405,Sene fortællinger 1919-1953,,9788702134339,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486074781l/29489506._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486074781l/29489506._SX50_.jpg,2013,,,dan,Gyldendal,false,49772602,3,5,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],"I oktober 2012 udkom første bind af Thomas Manns samlede fortællinger, ""Tidlige fortællinger 1893-1912"" til fremragende anmeldelser. Nu kommer så andet bind, ""Sene fortællinger 1919-1953"", som bl.a. omfatter de store fortællinger ""De forbyttede hoveder"" (1940) og ""Loven"" (1943).En del af fortællingerne er for mange år siden udkommet på dansk, men det er først med disse to bind, at alle fortællingerne oversættes og udgives sammen. For opgaven står det rutinerede oversætterpar Judyta Preis og Jørgen Herman Monrad, som har roste oversættelser af bl.a. Franz Kafka og Joseph Roth bag sig.Thomas Manns fortællinger er formfuldendte, psykologisk skarpe og sprogligt gnistrende. Det vil glæde mange, at de nu alle bliver tilgængelige på dansk."
46023039,19405,[Fragment einer Stellungnahme zu Wilhelm Furtwänglers Verteidigungsschrift] (Fischer Klassik Plus),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,70908217,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
36546406,19405,Tidlige fortællinger: 1893-1912,,9788702259872,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509994928l/36546406._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509994928l/36546406._SY75_.jpg,2017,11,20,,Gyldendal,true,58277940,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['19405', '5237265', '16062071', '16062072']","['Thomas Mann', 'Hanne Lund', 'Judyta Preis', 'Jørgen Herman Monrad']","['3.94', '3.81', '3.95', '3.95']",[],[],[],"De fleste kender Thomas Manns store romaner Buddenbrooks og Dr. Faustus - og Døden i Venedig. Men den sidstnævnte er faktisk ikke en roman, men en fortælling.<br /><br /><br />Thomas Mann begyndte sin forfatterkarriere som attenårig i 1893 med en fortælling, og han skrev sin sidste fortælling kun to år før sin død i 1955. 33 publicerede fortællinger blev det til, hvoraf mange har opnået klassikerstatus - det gælder ikke mindst Døden i Venedig, men også historier som Tonio Kröger, De forbyttede hoveder og Loven.<br /><br /><br />Ca. halvdelen af fortællingerne er for mange år siden udkommet på dansk, men det er først nu, alle fortællingerne oversættes sammen. For opgaven står det rutinerede oversætterpar Judyta Preis og Jørgen Herman Monrad, som har roste oversættelser af bl.a. Frankz Kafka og Joseph Roth bag sig.<br /><br /><br />Døden i Venedig afslutter dette første bind, Tidlige fortællinger 1893-1912, som også byder på perler som Den lille Hr. Friedemann og Tonio Kröger. Andet bind, Sene fortællinger 1919-1953, udkommer i forsommeren 2013.<br /><br /><br />Thomas Manns fortællinger er formfuldendte, psykologisk skarpe og sprogligt gnistrende. Det vil glæde mange, at de nu alle bliver tilgængelige på dansk.<br /><br /><br />"
42525402,19405,Hermann Hesse zum siebzigsten Geburtstag (Fischer Klassik Plus),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,66242355,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
