id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
6217,4203,"Kristin Lavransdatter (Kristin Lavransdatter, #1-3)",0143039164,9780143039167,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,9,27,eng,Penguin Books,false,1370150,74,29959,36890,8612,1140,5:4511|4:2557|3:1122|2:319|1:103|total:8612,1920,,,4.28,7342,945,"['4203', '204796']","['Sigrid Undset', 'Brad Leithauser']","['4.17', '3.88']",['163203'],['Tiina Nunnally'],['3.79'],"In her great historical epic <i>Kristin Lavransdatter</i>, set in fourteenth-century Norway, Nobel laureate Sigrid Undset tells the life story of one passionate and headstrong woman. Painting a richly detailed backdrop, Undset immerses readers in the day-to-day life, social conventions, and political and religious undercurrents of the period. Now in one volume, Tiina Nunnally's award-winning definitive translation brings this remarkable work to life with clarity and lyrical beauty. <p> As a young girl, Kristin is deeply devoted to her father, a kind and courageous man. But when as a student in a convent school she meets the charming and impetuous Erlend Nikulaussøn, she defies her parents in pursuit of her own desires. Her saga continues through her marriage to Erlend, their tumultuous life together raising seven sons as Erlend seeks to strengthen his political influence, and finally their estrangement as the world around them tumbles into uncertainty. </p><p> With its captivating heroine and emotional potency, <i>Kristin Lavransdatter</i> is the masterwork of Norway's most beloved author, one of the twentieth century's most prodigious and engaged literary minds and, in Nunnally's exquisite translation, a story that continues to enthrall.</p>"
50226499,4203,Catarina de Siena: Biografia de uma Santa,,9788554875244,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577824493l/50226499._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577824493l/50226499._SX50_.jpg,2019,,,por,,false,75129886,1,11,13,3,2,5:1|4:2|3:0|2:0|1:0|total:3,,,,4.33,3,2,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
38336569,4203,Splinten av Troldspeilet,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1917,,,nor,Aschehoug,false,59995342,1,8,12,3,0,5:0|4:3|3:0|2:0|1:0|total:3,1917,,,4.00,3,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
6630230,4203,Kjære Dea,8202042399,9788202042394,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1979,,,nor,Cappelen,false,6824580,2,11,12,3,0,5:1|4:1|3:1|2:0|1:0|total:3,1979,,,4.00,3,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
6681314,4203,The Ten Commandments: Ten Short Novels of Hitler's War Against the Moral Code,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1944,,,eng,Simon and Schuster,false,6876548,1,37,11,3,1,5:0|4:2|3:1|2:0|1:0|total:3,1944,,,3.67,3,1,"['4765123', '112581', '102693', '4203', '129457', '8111', '57432', '143645', '1299499', '57921', '19405', '7022333']","['Armin L. Robinson', 'Jules Romains', 'André Maurois', 'Sigrid Undset', 'Louis Bromfield', 'Rebecca West', 'Franz Werfel', 'John Erskine', 'Bruno Frank', 'Hendrik Willem van Loon', 'Thomas Mann', 'Herman Rauschning']","['3.67', '3.68', '4.31', '4.17', '3.82', '3.86', '4.04', '3.71', '3.73', '3.48', '3.94', '3.67']",[],[],[],"Published near the end of WWII, this work is a compilation of Ten short stories that strove to show the world what<br />Nazism truly was."
2969844,4203,Longest Years,0527915009,9780527915001,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,3000021,3,24,11,3,0,5:0|4:2|3:1|2:0|1:0|total:3,1934,,,3.67,3,0,[],[],[],"['4203', '3245052']","['Sigrid Undset', 'A.G. Chater']","['4.17', '4.05']",
17971990,4203,Nordiske nobelpristagere,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369335340l/17971990._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369335340l/17971990._SY75_.jpg,,,,dan,Carit Andersens Forlag,false,25193597,1,4,9,3,1,5:0|4:1|3:1|2:1|1:0|total:3,,,,3.00,3,1,"['648081', '4551622', '18317', '599498', '1545124', '89330', '38266', '8875', '539149', '8440864', '4203']","['Bjørnstjerne Bjørnson', 'Karl Gjellerup', 'Knut Hamsun', 'Verner von Heidenstam', 'Johannes V. Jensen', 'Pär Lagerkvist', 'Selma Lagerlöf', 'Halldór Laxness', 'Henrik Pontoppidan', 'Frans Emil Sillanpää', 'Sigrid Undset']","['3.38', '3.88', '4.00', '3.16', '3.74', '3.80', '3.85', '3.97', '4.18', '3.42', '4.17']","['7103022', '3145564', '7103023', '278887']","['Christian Westergård-Nielsen', 'Per Lange', 'Kjel Elfelt', 'Bent Nielsen']","['3.00', '3.42', '3.00', '4.00']",
36298014,4203,Santa Sunniva e gli uomini di Selje,8874978324,9788874978328,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506288985l/36298014._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506288985l/36298014._SX50_.jpg,2015,1,,ita,Solfanelli,false,57964929,1,5,6,2,0,5:0|4:1|3:0|2:1|1:0|total:2,,,,3.00,2,0,['4203'],['Sigrid Undset'],['4.17'],['17179449'],['Marco Tornar'],['3.33'],"Dopo essere scampate per due volte all'incendio andarono perdute intorno al 1536 - come conseguenza della Riforma - le reliquie di Sunniva - unica santa della chiesa norvegese, di cui Sigrid Undset nel 1934 delineò un mirabile, struggente ritratto in prosa. Era innamorata di Gesù, la giovanissima regina irlandese del X secolo costretta a fuggire in Norvegia. Oggi la sede ufficiale del suo culto è Bergen, ma è l'affascinante isola di Selje il luogo dove lei approdò e lodò Dio fino al martirio. Pari per importanza ai più noti sant'Olav e sant'Halvard, questa santa che si nascose in una caverna all'arrivo dei pagani ha la grazia di giungere a noi per consegnarci il pathos immacolato di una trepidazione femminile che non conosce mode né epoche. Purezza per purezza, la cattolica novecentesca Undset doppiò la sua memoria, mirò alla quintessenza della descrizione del paesaggio nordico e di una parola fortemente pittorica pur di svelarci come in fondo la grande letteratura è la gemella oggi dimenticata dell'ascesi.<br />Se Kristin figlia di Lavrans è il capolavoro riconosciuto di Sigrid Undset, il successivo Santa Sunniva e gli uomini di Selje rappresenta la gemmazione di quell'affresco, il lucidissimo specchio di un alto medioevo – o di un'aurora boreale – dove ancora lampeggiano le nostre più vere emozioni."
24642,4203,"Sigrid Undset on Saints and Sinners: New Translations and Studies: Papers Presented at a Conference Sponsored by the Wethersfield Institute, New York",0898704839,9780898704839,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,25478,1,9,6,2,0,5:0|4:0|3:2|2:0|1:0|total:2,1994,3,,3.00,2,0,"['13863', '4203']","['Deal W. Hudson', 'Sigrid Undset']","['3.72', '4.17']",[],[],[],
46001798,4203,The Kristin Lavransdatter Trilogy (3 Book Series),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,70864292,1,5,5,1,1,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,1,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
28257960,4203,Olav Audunszoon op Hestviken,9070038056,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450695966l/28257960._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450695966l/28257960._SY75_.jpg,1975,,,nl,Meulenhoff,false,56985051,2,21,5,1,1,5:1|4:0|3:0|2:0|1:0|total:1,1926,,,5.00,0,0,"['4203', '4669940']","['Sigrid Undset', 'A. Snethlage']","['4.17', '3.92']",[],[],[],"De Noorse schrijfster Sigrid Undset kreeg in 1928 de Nobelprijs, met name voor haar historische romans. Van deze romans is die over Olav Audunszoon minder bekend, maar daarom niet minder boeiend dan die over Kristin Lavransdochter. Het feit dat het in 1982 honderd jaar geleden is dat Sigrid Undset geboren werd, heeft er waarschijnlijk toe bijgedragen dat de al in 1930 in het Nederlands verschenen vertaling van de roman over Olav Audunszoon, wel in een gewijzigde spelling, nu in de Scandinavische reeks van Meulenhoff is opgenomen. Het verhaal over Olav en zijn geliefde Ingunn en over hun strijd tussen het eigen ik en de door het middeleeuwse katholieke geloof opgelegde plicht zal vele lezers blijven boeien, mede doordat het realistisch is beschreven en een cultuur-historisch rijk en betrouwbaar beeld geeft van het 13e eeuwse Scandinavië.<br /><br />In Olav Audunszoon schildert Sigrid Unset de ontluikende liefde tussen Olav, zoon van Augun, en Ingunn Steinfinnsdochter, de bezwaren die tegen deze verbintenis worden ingebracht en het plotselinge vertrek van Olav wanneer hij naar Denemarken moet vluchten. Ingunn blijft alleen achter en is afhankelijk van haar familie. Dit was in die tijd een slechte situatie, bijna als van een in de steek gelaten meisje, een vrouw zonder rechten overgeleverd aan de welwillendheid van haar familie. Even voor Olav terugkeert - even plotseling als hij vertrokken is - wordt Ingunn verleid door een amoureuze IJslander. Op prachtige wijze verteld Sigrid Undset de moeite, die het Olav kost om dit kind van een ander als zijn zoon te accepteren, de moord op de IJslander die nooit wordt opgelost en ook Olavs eigen ontrouw met de vurige Thornhild Björnsdochter.<br /><br />In deze uitgave zijn de volgende delen te vinden: Olav Audunszoon treedt in het huwelijk ~ Ingunn Steinfinnsdochter ~ Olav Audunszoons geluk."
21792563,4203,Fred på jorden. Fortellinger-Beretninger-Betraktninger,8258808598,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1992,,,nor,Aventura Forlag A/S,false,41044776,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1992,,,5.00,1,0,"['4203', '1110550']","['Sigrid Undset', 'Carl Fredrik Engelstad']","['4.17', '3.85']",[],[],[],
18599956,4203,Undset (Nobel Prize Library 1928),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380558393l/18599956._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380558393l/18599956._SX50_.jpg,1971,,,eng,CRM,false,26366198,1,6,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1971,1,1,5.00,1,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],THE GARLAND<br />SIMONSEN
38461517,4203,Cuatro Mujeres,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518102252l/38461517._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518102252l/38461517._SY75_.jpg,1908,,,spa,,false,60087633,1,4,5,1,1,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,1,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
39718617,4203,Olav Audunssohn: Teil I,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,61389499,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['17758709'],['J. Sandmeier'],['4.25'],"['4203', '4114330']","['Sigrid Undset', 'Sophie Angermann']","['4.17', '3.85']",
36145311,4203,Perler i prosa,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504019293l/36145311._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504019293l/36145311._SY75_.jpg,1966,,,nor,Den Norske Bokklubben,false,57748585,1,-13,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1966,,,4.00,1,0,"['2071893', '4834621', '18317', '17129986', '238184', '4089555', '2713495', '203390', '919353', '4091639', '17129987', '59158', '260769', '8340370', '447493', '830979', '17129984', '1514437', '2793766', '342329', '123374', '438000', '2085629', '17548565', '738045', '592500', '17129988', '4203', '648081', '79875', '2886522', '3031500', '290267', '4695742', '3419158', '261012', '5456842', '1010312', '17129985', '4146949', '240748', '872431', '1575533']","['Edvard Beyer', 'Tryggve Andersen', 'Knut Hamsun', 'Mauritz Hansen', 'Nini Roll Anker', 'Finn Havrevold', 'Johannes Heggland', 'Sigurd Hoel', 'Ragnhild Jølsen', 'Alexander L. Kielland', 'Sigurd Kvåle', 'Jonas Lie', 'Olav Duun', 'Rasmus Løland', 'Agnar Mykle', 'Torborg Nedreaas', 'Engvald Bakkan', 'Sigbjørn Obstfelder', 'Arthur Omre', 'Nils Johan Rud', 'Cora Sandel', 'Aksel Sandemose', 'Per Sivle', 'Peter  Egge', 'Amalie Skram', 'Terje Stigen', 'Johannes Thrap-Meyer', 'Sigrid Undset', 'Bjørnstjerne Bjørnson', 'Tarjei Vesaas', 'Arnulf Øverland', 'Hans Aanrud', 'Johan Bojer', 'Øivind Bolstad', 'Kristian Elster', 'Johan Borgen', 'Oskar Braaten', 'Camilla Collett', 'Kristian Elster D.Y.', 'Torolf Elster', 'Johan Falkberget', 'Arne Garborg', 'Ingeborg Refling Hagen']","['3.55', '3.50', '4.00', '3.75', '3.53', '3.61', '4.15', '3.85', '4.15', '3.75', '4.00', '3.66', '3.65', '2.85', '4.06', '3.94', '4.00', '3.99', '3.66', '3.65', '3.95', '3.71', '3.70', '3.25', '3.69', '3.60', '4.00', '4.17', '3.38', '3.98', '3.77', '3.45', '3.98', '3.57', '3.67', '3.94', '3.63', '3.54', '4.50', '3.47', '4.05', '3.68', '3.33']",[],[],[],
33843311,4203,Elleve år,8252526594,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,,,,Den norske bokklubben,false,54780164,3,19,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
50280818,4203,Olav Audunssohn: Teil II,,9783596304530,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,75208640,2,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
36298059,4203,Vita di sant'Halvard,8874978022,9788874978021,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506289765l/36298059._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506289765l/36298059._SX50_.jpg,2013,1,,ita,Solfanelli,false,57965023,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['4203'],['Sigrid Undset'],['4.17'],['17179449'],['Marco Tornar'],['3.33'],"""Ritengo che la mia comprensione del tempo in cui viviamo provenga dal fatto che, sin dall'infanzia, ho avuto un ricordo vivo di tempi precedenti,"" scrisse la Undset a un'amica Infatti appare quasi incredibile: la ""Vita di sant'Halvard"", ambientata nella Norvegia dell'anno Mille, può schiudere una visione profondamente folgorante anche negli animi d'oggi Di colui che diverrà il santo patrono di Oslo ci vengono illustrate le prove a cui dovette sottoporsi la sua passionalità umana - prima fra tutte, quand'era bambino, quella offerta dal rapporto con il padre Vebjörn Impari la lotta contro l'ingiustizia e le sopraffazioni? Eppure lo spirito di una presenza divina, nella natura attorno, non resta certo indifferente...<br />È l'altro Novecento, quello della Undset – non mirante a laicizzare il linguaggio e a infrangere forme, secondo i dettami delle avanguardie, di James Joyce e Virginia Woolf. Al contrario, alla scrittrice riuscì di trasportare dai romanzi medioevali all'agiografia il pregnante stile della saga, come attestò l'indimenticabile studiosa Lodovica Koch.<br />Per la Undset, convertitasi al cattolicesimo nel 1924, anno precedente la pubblicazione di Sant'Halvard, lo spirito, il mondo di Dio, è essenzialmente realismo, percezione non dimidiata della complessità e della pienezza della vita, trepidante ascolto del mistero e intrepido rifiuto delle rimozioni. È bagnata da una luce di grazia, la scrittura vichinga della Undset: quella letteratura e quel popolo, finalmente sono redenti...<br />Perché infine è questo il messaggio che lancia sant'Halvard, dal Medioevo fino a noi: in un'Europa consumata dalle dissacrazioni, ancor di più arde la vita della Croce."
40179871,4203,Byla jsem nevěrná,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526801813l/40179871._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526801813l/40179871._SY75_.jpg,1976,,,cze,Lidové nakladatelství,false,62339437,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1949,,,4.00,1,0,['4203'],['Sigrid Undset'],['4.17'],['6548608'],['Jiřina Vrtišová'],['4.21'],"Tři novely (Paní Waagová, Cizinka, Gunvald a Emma) o ženách, zklamaných osobním životem, které hledají svůj citový vztah a touží nalézt opravdovou lásku a porozumění. Snaží se překlenout osamocenost, bojují se svými vnitřními představami, jsou nuceny se smiřovat se skutečností, přičemž jejich úsilí vede často ke kompromisům. Autorka zavádí své hrdinky do malebné severské přírody a obohacuje tak děj o citlivé a výstižné vylíčení přírodních krás."
36692736,4203,Ord av Sigrid Undset,8203174337,9788203174339,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512074188l/36692736._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512074188l/36692736._SX50_.jpg,1994,,,nor,Aschehoug,false,58490002,1,3,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1994,,,3.00,1,0,"['4203', '17380347']","['Sigrid Undset', 'Turid Ousland']","['4.17', '3.00']",[],[],[],Sitater fra Sigrid Undsets produksjon og uttalelser. Med henvisninger. Illustrert.
26244218,4203,Šťastný věk / Paní Hjeldová,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441638736l/26244218._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441638736l/26244218._SY75_.jpg,1970,,,cze,Československý spisovatel,false,46237768,1,3,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,1949,,,3.00,1,1,['4203'],['Sigrid Undset'],['4.17'],['6548608'],['Jiřina Vrtišová'],['4.21'],
36349198,4203,Omkring sedelighetsballet,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1912,,,nor,,true,58030740,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],"Frøken Granum er sydame, og hun elsker å sy vakre ballkjoler for de fine fruene. Det er bare det, at de fine fruene ikke er så nøye med å betale for seg. <br />Fra novellesamlingen ""Fattige skjebner""."
51173252,4203,Viga-Ljot und Vigdis,9783445006,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2019,,,ger,Hoffmann und Campe,false,75948206,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1919,,,3.00,1,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
39902098,4203,Wiosenne obłoki,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524241932l/39902098._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524241932l/39902098._SX50_.jpg,1965,,,pol,Instytut Wydawniczy PAX,false,61744051,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['4203'],['Sigrid Undset'],['4.17'],['4713647'],['Beata Hłasko'],['3.50'],"Sigrid Undset poruszała w swoich utworach problemy związane z moralnością, równouprawnieniem kobiet, odpowiedzialnością i religią katolicką. Powieści i opowiadania autorki są bardzo autentyczne, przepełnione psychologicznym realizmem. W prezentowanym tomie zamieszczono dziesięć opowiadań."
51913898,4203,Macierzyństwo,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73467244,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
36364994,4203,Норвежская новелла XIX-XX веков,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582854046l/36364994._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582854046l/36364994._SY75_.jpg,1974,,,rus,Художественная литература,false,58049638,1,3,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,"['17551426', '3031500', '17551593', '648081', '290267', '4695742', '6461580', '261012', '5456842', '260769', '17548565', '3419158', '1020903', '4146949', '1310058', '872431', '664489', '775290', '18317', '4089555', '203390', '296476', '4091639', '3068875', '59158', '447493', '830979', '1514437', '2793766', '2886522', '3012474', '17551605', '342329', '6563827', '123374', '438000', '2085629', '592500', '6424709', '4203', '79875', '17551612', '17551613', '14240694', '17551614', '17551618', '17551619', '17551620', '17551621', '17551625', '17551626', '17551627', '17551628', '17551633', '17551634', '17551635', '17551636', '17551638', '2967640', '17551639', '17551640', '16210134', '17551641', '17551642', '17551643', '17551647', '17551648', '17551649', '14141813', '17551652', '17551653', '17551654', '17551655', '17551657', '17551658', '17551659', '17551660', '17551664', '17551665', '17551666', '17551667']","['Валерий Берков', 'Hans Aanrud', 'Finn Bjørnseth', 'Bjørnstjerne Bjørnson', 'Johan Bojer', 'Øivind Bolstad', 'Ane Borgen', 'Johan Borgen', 'Oskar Braaten', 'Olav Duun', 'Peter  Egge', 'Kristian Elster', 'Tor Åge Bringsværd', 'Torolf Elster', 'Sigurd Evensmo', 'Arne Garborg', 'Espen Haavardsholm', 'Inger Hagerup', 'Knut Hamsun', 'Finn Havrevold', 'Sigurd Hoel', 'Kåre Holt', 'Alexander L. Kielland', 'Hans E. Kinck', 'Jonas Lie', 'Agnar Mykle', 'Torborg Nedreaas', 'Sigbjørn Obstfelder', 'Arthur Omre', 'Arnulf Øverland', 'Alf Prøysen', 'Svend Rønning', 'Nils Johan Rud', 'Jakob Sande', 'Cora Sandel', 'Aksel Sandemose', 'Per Sivle', 'Terje Stigen', 'Ingvald Svinsaas', 'Sigrid Undset', 'Tarjei Vesaas', 'Ханс Онрюд', 'Финн Бьёрнсет', 'Бьернстьерне Бьернсон', 'Юхан Бойер', 'Эйвин Болстад', 'Ане Борген', 'Юхан  Борген', 'Оскар Бротен', 'Тур Оге Брингсвярд', 'Улав Дуун', 'Петер Эгге', 'Кристиан Эльстер-младший', 'Туролф Эльстер', 'Сигурд Эвенсму', 'Арне Гарборг', 'Эспен Ховардсхолм', 'Ингер Хагеруп', 'Кнут Гамсун', 'Финн Хавревол', 'Сигурд Хуль', 'Коре Холт', 'Александер Хьелланн', 'Ханс Кинк', 'Юнас Ли', 'Ангнар Мюкле', 'Турборг Недреос', 'Сигбьерн Обстфельдер', 'Артур Омре', 'Арнульф Эверланн', 'Алф Прейсен', 'Свенн Рённинг', 'Нильс Юхан Рюд', 'Якоб Санде', 'Кора Сандель', 'Аксель Сандемусе', 'Пер Сивле', 'Терье Стиген', 'Ингвал Свинсос', 'Сигрид Унсет', 'Тарьей Весос']","['3.00', '3.45', '3.00', '3.38', '3.98', '3.57', '3.60', '3.94', '3.63', '3.65', '3.25', '3.67', '3.93', '3.47', '3.17', '3.68', '3.40', '4.08', '4.00', '3.61', '3.85', '3.85', '3.75', '3.60', '3.66', '4.06', '3.94', '3.99', '3.66', '3.77', '4.03', '3.50', '3.65', '4.14', '3.95', '3.71', '3.70', '3.60', '4.05', '4.17', '3.98', '3.00', '3.00', '4.00', '3.00', '3.00', '3.00', '3.00', '3.00', '4.00', '3.00', '3.00', '3.00', '3.00', '3.00', '3.00', '3.00', '3.00', '3.93', '3.00', '3.00', '3.75', '3.00', '3.00', '3.00', '3.00', '3.00', '3.00', '3.00', '3.00', '3.00', '3.00', '3.00', '3.00', '3.00', '3.00', '3.00', '3.00', '3.00', '3.00', '3.00']",[],[],[],"В сборнике представлены более чем тридцать норвежских писателей, в том числе крупнейшие — А. Хьелланн, К. Гамсун, С. Унсет. Читатель найдет в книге широкую картину жизни норвежского общества с середины XIX века до наших дней.<br />Большинство новелл переводится на русский язык впервые."
41557046,4203,Et kvinnesynspunkt,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1982,,,nor,Aschehoug,false,64839100,1,2,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
36190658,4203,Fru Marta Oulie / Den lykkelige alder,8203176380,9788203176388,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504691113l/36190658._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504691113l/36190658._SX50_.jpg,1996,,,nor,Aschehoug,false,57833018,1,13,1,1,0,5:0|4:0|3:0|2:0|1:1|total:1,,,,1.00,1,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],"I dagboksform følger vi den moderne, unge kvinnen Marta Benneche som mener at hun har funnet kjæligheten i Otto Oulie. Romanen begynner med den fatale bekjennelsen ""jeg har været min mann utro"". <i>Den lykkelige alder</i> består av to noveller og to kortromaner der vi også møter unge kvinner fra Kristiania."
40710021,4203,La orquídea blanca,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530638862l/40710021._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530638862l/40710021._SY75_.jpg,1963,,,spa,Aguilar,false,63314535,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],Literatura noruega. Novela representativa de costumbres y caracteres. Siglo XX.
