id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
52036,1113469,Siddhartha,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428715580l/52036._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428715580l/52036._SY75_.jpg,1981,12,1,eng,Bantam Books,false,4840290,1435,921821,2218671,551235,16356,5:220265|4:181593|3:105008|2:31581|1:12788|total:551235,1922,,,4.02,471821,11156,['1113469'],['Hermann Hesse'],['4.05'],['8463'],['Hilda Rosner'],['4.01'],"Herman Hesse's classic novel has delighted, inspired, and influenced generations of readers, writers, and thinkers. In this story of a wealthy Indian Brahmin who casts off a life of privilege to seek spiritual fulfillment. Hesse synthesizes disparate philosophies--Eastern religions, Jungian archetypes, Western individualism--into a unique vision of life as expressed through one man's search for true meaning."
42118892,1113469,"The Greatest Classics Ever Written: 120+ Beloved Books From All Over the World: The Poison Tree, Les Misérables, Hamlet, Jane Eyre, Ulysses, Huck Finn, ... Don Quixote, Arabian Nights, Bushido…",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,65710985,1,50,19,4,0,5:3|4:1|3:0|2:0|1:0|total:4,,,,4.75,4,0,"['1113469', '233619', '128382', '1938', '5031312', '2730977', '3137322', '15321', '3953', '45882', '11139', '11978', '1036615', '4191', '173', '239579', '15905', '2098', '947', '1265', '17623', '43220', '6988', '2448', '3345', '3565', '8164', '2041', '1069006', '30761', '880695', '4012', '7014283', '86404', '18540', '5144', '5217', '29963', '4345', '854076', '3843', '2413', '5255014', '1244', '1240', '1624', '7799', '1315', '881203', '16', '5132', '10264', '1438', '6466154', '26242', '18943', '9121', '159', '4624490', '9494', '16104262', '5350', '903', '879', '7929831', '17212', '285217', '9876', '1831', '2007', '17501', '22796', '696805', '13661', '1461', '9057', '228089', '1481537', '5754446', '13847', '4785', '4750', '410680', '5031025', '232932', '4037220', '25574', '227771', '29227', '16201', '36913', '1661565', '186034', '81373', '2622245', '1771', '5029521', '14348815', '79638', '25563', '16061597']","['Hermann Hesse', 'Marcel Proust', 'Leo Tolstoy', 'Friedrich Nietzsche', 'Dante Alighieri', 'Henrik Ibsen', 'Fyodor Dostoyevsky', 'Confucius', 'William Makepeace Thackeray', 'Percy Bysshe Shelley', 'Mary Wollstonecraft Shelley', 'John Keats', 'Charlotte Brontë', 'Emily Brontë', 'George Eliot', 'Charles Dickens', 'Thomas Hardy', 'Elizabeth von Arnim', 'William Shakespeare', 'Jane Austen', 'D.H. Lawrence', 'Ann Radcliffe', 'Bram Stoker', 'Arthur Conan Doyle', 'Joseph Conrad', 'Oscar Wilde', 'Lewis Carroll', 'Frances Hodgson Burnett', 'C.S. Lewis', 'Weedon Grossmith', 'H.G. Wells', 'Wilkie Collins', 'G.K. Chesterton', 'E.M. Forster', 'T.S. Eliot', 'James Joyce', 'George Bernard Shaw', 'W.B. Yeats', 'Walter Scott', 'Robert Louis Stevenson', 'Kenneth Grahame', 'George MacDonald', 'J.M. Barrie', 'Mark Twain', 'Jack London', 'Herman Melville', 'Nathaniel Hawthorne', 'Louisa May Alcott', 'Willa Cather', 'Edith Wharton', 'Kate Chopin', 'Henry David Thoreau', 'Walt Whitman', 'Kahlil Gibran', 'Harriet Beecher Stowe', 'Frederick Douglass', 'James Fenimore Cooper', 'Henry James', 'Edgar Allan Poe', 'H.P. Lovecraft', 'Lew Wallace', 'L.M. Montgomery', 'Homer', 'Plato', 'Apuleius', 'Marcus Aurelius', 'Johann Wolfgang von Goethe', 'John Milton', 'Jonathan Swift', 'Daniel Defoe', 'Henry Fielding', 'Laurence Sterne', 'Jules Verne', 'Victor Hugo', 'Gustave Flaubert', 'Gaston Leroux', 'Honoré de Balzac', 'Stendhal', 'Voltaire', 'Charles Baudelaire', 'Alexandre Dumas', 'Émile Zola', 'Ivan Turgenev', 'Anton Chekhov', 'Nikolai Gogol', 'Miguel de Cervantes Saavedra', 'Benito Pérez Galdós', 'Pedro Calderón de la Barca', 'Giovanni Boccaccio', 'Niccolò Machiavelli', 'Rabindranath Tagore', 'Bankim Chandra Chattopadhyay', 'Kālidāsa', 'Vālmīki', 'Lao Tzu', 'Sun Tzu', 'Xueqin Cao', 'Princess Der Ling', 'Inazō Nitobe', 'Kakuzō Okakura', 'Natsume Sōseki']","['4.05', '4.21', '4.06', '4.05', '4.02', '3.78', '4.18', '3.84', '3.78', '4.01', '3.80', '4.18', '4.10', '3.86', '3.84', '3.89', '3.84', '3.89', '3.87', '4.12', '3.59', '3.42', '3.98', '4.20', '3.50', '4.10', '4.06', '4.14', '4.15', '3.71', '3.83', '3.92', '3.97', '3.88', '4.16', '3.74', '3.91', '4.16', '3.74', '3.85', '3.99', '4.05', '4.10', '3.86', '3.96', '3.54', '3.45', '4.06', '3.83', '3.78', '3.71', '3.86', '4.13', '4.15', '3.87', '4.08', '3.70', '3.62', '4.17', '4.05', '4.03', '4.21', '3.81', '4.01', '3.92', '4.23', '3.80', '3.85', '3.67', '3.65', '3.65', '3.65', '3.89', '4.14', '3.69', '3.95', '3.80', '3.84', '3.77', '4.21', '4.17', '3.93', '3.92', '3.96', '4.04', '3.87', '3.74', '3.91', '3.85', '3.83', '4.13', '3.84', '3.91', '4.16', '4.30', '3.97', '4.19', '4.19', '3.93', '3.84', '3.84']","['25157', '72703', '13395658', '45586', '110984', '2795912', '2795913', '2795914', '1952489', '2795911', '91476', '828394', '3038637', '2874503', '518992', '2048494', '2766482', '403007', '5763210', '2776871', '132326', '929797', '21092', '69892', '235013', '72230', '618986', '539677', '18192379', '17681153', '125446', '3207705', '18393', '3372306', '726454', '16957681', '44486', '399312', '4520444', '18483501']","['Alexander Pope', 'Samuel Butler', 'Benjamin Jowett', 'William Adlington', 'Bayard Taylor', 'Gunther Olesch', 'Anke Dreher', 'Amy Coulter', 'Stefan Langer', 'Semyon Chaichenets', 'Helen Zimmern', 'Thomas Common', 'Lewis Page Mercier', 'Frederick Amadeus Malleson', 'C.K. Scott Moncrieff', 'Isabel Florence Hapgood', 'Eleanor Marx-Aveling', 'Ellen Marriage', 'Horace B. Samuel', 'William F. Fleming', 'Cyril Scott', 'William Robson', 'H. Havelock Ellis', 'Constance Garnett', 'Louise Maude', 'Aylmer Maude', 'C.J. Hogarth', 'Thomas Seltzer', 'Edward FitzGerald', 'H.W. Longfellow', 'John Payne', 'W.K. Marriott', 'Andrew Lang', 'Miriam S. Knight', 'Arthur W. Ryder', 'RALPH T. H. GRIFFITH', 'James Legge', 'Lionel Giles', 'Henry Bencraft Joly', 'Yasotarō Mōri']","['3.73', '3.67', '4.14', '3.72', '4.00', '3.96', '3.95', '3.91', '3.90', '4.07', '3.95', '3.99', '3.69', '3.72', '4.33', '4.16', '3.69', '4.11', '3.83', '3.89', '4.27', '4.20', '3.65', '4.03', '4.13', '4.09', '4.18', '3.94', '4.09', '4.36', '3.83', '3.90', '4.03', '4.27', '3.97', '4.83', '3.93', '3.87', '3.84', '4.83']",
35104541,1113469,سه قصه,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494349696l/35104541._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494349696l/35104541._SX50_.jpg,,,,per,,false,56411299,2,12,19,6,1,5:0|4:2|3:3|2:1|1:0|total:6,,,,3.17,6,1,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],
34200424,1113469,ปีเตอร์ คาเมนซินด์,9743414959,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486565639l/34200424._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486565639l/34200424._SX50_.jpg,2006,,,tha,สนพ. สร้างสรรค์,false,55243513,1,13,19,4,1,5:3|4:1|3:0|2:0|1:0|total:4,,,,4.75,4,1,"['1113469', '2855066']","['Hermann Hesse', 'สดใส']","['4.05', '4.33']",[],[],[],"นวนิยายเรื่องแรกของเฮอร์มานน์ เฮสเส<br />ซึ่งได้รับความสำเร็จท่วมท้น เป็นต้นแบบ<br />ของเรื่องแต่งที่พรรณนาด้วยภาษางดงาม<br />อันเป็นลักษณะเด่นที่มีอยู่ในผลงานทุก<br />เรื่องของนักเขียนผู้นี้ สารัตถะสำคัญของ<br />เรื่องนี้แสดงให้เห็นจิตสำนึกของคน ที่หยั่ง<br />รากลึกอยู่ธรรมชาติและความธรรมดากอปร<br />กับอุดมคติในการรับใช้เพื่อนมนุษย์ ความ<br />รักที่มีต่อตัวเองและผู้อื่นเป็นอันหนึ่งอัน<br />เดียวกัน และเป็นสิ่งที่นำจิตวิญญาณดิ้นรน<br />เร้าร้อนของเขาไปสู่ความสงบนิ่งภายใน<br /><br /><a target=""_blank"" href=""http://biblio.in.th/books/18191/%E0%B8%9B%E0%B8%B5%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C-%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%A1%E0%B8%99%E0%B8%8B%E0%B8%B4%E0%B8%99%E0%B8%94%E0%B9%8C"" rel=""nofollow"">http://biblio.in.th/books/18191/%E0%B...</a>"
27918103,1113469,The Dhammapada & 7 free Bonus Works,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,47933288,1,30,19,4,0,5:3|4:1|3:0|2:0|1:0|total:4,,,,4.75,4,0,"['2167493', '2622245', '1771', '25563', '1113469', '5790398', '1008842', '113378']","['Gautama Buddha', 'Lao Tzu', 'Sun Tzu', 'Kakuzō Okakura', 'Hermann Hesse', 'Mallanaga Vātsyāyana', 'Herbert Allen Giles', 'William Elliot Griffis']","['4.26', '4.30', '3.97', '3.84', '4.05', '3.53', '3.77', '3.64']",[],[],[],
16632,1113469,Steppenwolf (SparkNotes Literature Guide),1586634917,9781586634919,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328852993l/16632._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328852993l/16632._SY75_.jpg,2002,9,2,,SparkNotes,false,25938520,4,20,19,4,1,5:3|4:1|3:0|2:0|1:0|total:4,,,,4.75,4,1,"['6460726', '1113469']","['SparkNotes', 'Hermann Hesse']","['3.94', '4.05']",[],[],[],"<div>
  <div>
    <b>Literature Guides</b>
  </div>
  <div><b><br /></b>Created by Harvard students for students everywhere, SparkNotes is a new breed of study guide: smarter, better, faster.</div>
  <div> </div>
  <div>Geared to what today's students need to know, SparkNotes provides:</div>
  <div> </div>
  <div>*Chapter-by-chapter analysis<br />*Explanations of key themes, motifs, and symbols<br />*A review quiz and essay topics<br /></div>
  <div>Lively and accessible, these guides are perfect for late-night studying and writing papers</div>
</div>"
2596974,1113469,Éloge de la bêtise,2714304885,9782714304889,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331665552l/2596974._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331665552l/2596974._SX50_.jpg,2003,6,6,fre,José Corti,false,45345136,3,21,19,6,1,5:0|4:2|3:3|2:1|1:0|total:6,2003,6,6,3.17,0,0,"['3061175', '1113469', '716089']","['Jean Paul Friedrich Richter', 'Hermann Hesse', 'Philippe Barthelet']","['3.81', '4.05', '4.00']",['5774229'],['Nicolas Briand'],['0.0'],
45711481,1113469,El camino dificil y otros cuentos,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557501314l/45711481._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557501314l/45711481._SX50_.jpg,,,,spa,Ediciones Librerias Fausto,false,70484217,1,7,19,5,1,5:1|4:2|3:2|2:0|1:0|total:5,,,,3.80,5,1,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],"Este libro es una recopilació de ocho cuentos de Hermann Hesse: Augusto, El poeta, Sueño de flautas, Notícia curiosa de otra estrella, El camino dificil, Una sucesión de sueños, Faldum, Iris."
4449429,1113469,Der vierte Lebenslauf Josef Knechts. Zwei Fassungen,3518377612,9783518377611,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488472884l/4449429._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488472884l/4449429._SY75_.jpg,1986,1,1,ger,Suhrkamp Verlag,false,4497649,1,14,18,7,0,5:0|4:0|3:4|2:3|1:0|total:7,1986,1,1,2.57,7,0,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],
17286582,1113469,Regresso a Casa e outros contos,,9789722908108,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499378706l/17286582._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499378706l/17286582._SY75_.jpg,2006,,,por,Difel,false,23906593,1,10,18,4,0,5:2|4:2|3:0|2:0|1:0|total:4,2006,1,1,4.50,4,0,"['1113469', '896275', '4992026']","['Hermann Hesse', 'Pedro Dias', 'Luís Milheiro']","['4.05', '3.68', '4.07']",[],[],[],Nova antologia de contos inéditos de um dos autores alemães mais vendidos em todo o mundo!
17662609,1113469,Histórias Medievais,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,por,,false,24653845,2,11,18,5,0,5:1|4:2|3:1|2:1|1:0|total:5,1976,,,3.60,3,0,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],Translated to Portuguese by Lya Luft.
37680751,1113469,Die wunderbare Gesellschaft in der Neujahrsnacht,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514250205l/37680751._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514250205l/37680751._SY75_.jpg,1998,,,ger,Insel,false,27562535,4,16,18,4,4,5:2|4:2|3:0|2:0|1:0|total:4,1801,,,4.50,1,0,"['3061175', '1113469']","['Jean Paul Friedrich Richter', 'Hermann Hesse']","['3.81', '4.05']",[],[],[],"»Schnell eilten die künftigen Jahrhunderte, wie Fixsterne vor dem Sternrohr, vorbei, endlich kamen lange Jahrtausende... Während diesen Phantasien war mir einige Male gewesen, als hört' ich leise Worte... Ich tat die Hand vom Auge - die wunderbare Nachtgesellschaft war im Zimmer.«"
25727944,1113469,Fantaasiad,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434319052l/25727944._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434319052l/25727944._SX50_.jpg,1995,,,ger,Loomingu Raamatukogu,false,45564665,1,11,18,4,2,5:2|4:2|3:0|2:0|1:0|total:4,1995,1,1,4.50,4,2,"['1113469', '6543602']","['Hermann Hesse', 'Krista Läänemets']","['4.05', '4.13']",[],[],[],Kirjaniku eessõna oma valitud teostele (1921)<br />Fantaasiad (1918)<br />Vana muusika (1913)<br />Raamatute lugemisest (1920)<br />Keel (1917)<br />Kõnelus luuleuuendajatest (1920)<br />Kehvad luuletused (1918)<br />Dostojevskist (1925)<br />Mõeldes Dostojevski «Idioodile» (1919)<br />Hiina-mõtisklus (1921)
4909108,1113469,Gedenkblatter,351837463X,9783518374634,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348234726l/4909108._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348234726l/4909108._SY75_.jpg,1984,,,ger,Suhrkamp,false,4974640,2,15,17,5,0,5:0|4:2|3:3|2:0|1:0|total:5,1950,,,3.40,2,0,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],=Memorial Leaves
2212618,1113469,"Der Europäer (Gesammelte Erzählungen, Dritter Band 1909-18)",3518368842,9783518368848,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387457411l/2212618._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387457411l/2212618._SY75_.jpg,1997,5,5,ger,Suhrkamp,false,2218406,1,9,17,4,0,5:2|4:1|3:1|2:0|1:0|total:4,1997,5,5,4.25,4,0,"['1113469', '104613']","['Hermann Hesse', 'Volker Michels']","['4.05', '4.00']",[],[],[],"=The Europeans (The Collected Stories, Third Volume 1909-18)<br />[From back cover] ""Er kann, was nur wenige können. Er kann einen Sommerabend und ein erfrischendes Schwimmbad und die schlaffe Müdigkeit nach körperlicher Anstrengung nicht nur schildern - das wäre nicht schwer. Aber er kann machen, daß uns heiß und kühl und müde ums Herz wird."" -- Kurt Tucholsky. This is Volume 3 of the collected stories of Hermann Hesse, compiled by Volker Michels. Text in German. (Suhrkamp Taschenbuch No. 384)"
6365677,1113469,Walter Kömpff,3518376993,9783518376997,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348237243l/6365677._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348237243l/6365677._SY75_.jpg,1985,,,ger,Suhrkamp,false,6552999,1,12,17,4,1,5:2|4:1|3:1|2:0|1:0|total:4,1985,,,4.25,4,1,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],
24829193,1113469,Im Presselschen Gartenhaus Eine Geschichte aus dem alten Tübingen,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423051647l/24829193._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423051647l/24829193._SY75_.jpg,,,,ger,,false,44472027,1,5,17,4,3,5:1|4:3|3:0|2:0|1:0|total:4,,,,4.25,4,3,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],
18459826,1113469,High Tide with Piktor's Metamorphosis,0517501198,9780517501191,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378418323l/18459826._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378418323l/18459826._SX50_.jpg,1972,3,,eng,Crown Publishing Group,false,26112001,1,16,17,4,2,5:1|4:3|3:0|2:0|1:0|total:4,1972,3,1,4.25,4,2,"['4301590', '1113469', '7256749', '7256750']","['Brad Johannsen', 'Hermann Hesse', 'Bob Rockway', 'Karen Ghen']","['3.58', '4.05', '4.25', '4.25']",[],[],[],"Psychedelic rendering of Hermann Hesse's ""Piktor's Metamorphosis,"" together with poetry &amp; comics, adaptations of fables, &amp; beautifully illustrated verse, including work by Lao-tzu."
22838340,1113469,Noćni leptir,9531739668,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406633210l/22838340._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406633210l/22838340._SY75_.jpg,1998,,,scr,mozaik knjiga,false,42394165,2,11,17,5,0,5:1|4:1|3:2|2:1|1:0|total:5,1998,1,1,3.40,4,0,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],"Devet pripovijetki ovog njemačkog književnika klasika, objedinjenih zajedničkim naslovom ""Noćni leptir"", predstavljaju zapravo, kronologiju jednog odrastanja. Pripovjedajući o osjetljivu razdoblju prelaska iz djetinjstva u mladost te iz mladosti u zrelost, pisac pokušava iznijeti sve one ključne trenutke koji čovjeka odrede i obilježe pri kreiranju vlastite osobnosti."
39848967,1113469,Pozdní prózy,,9788025724019,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523723180l/39848967._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523723180l/39848967._SX50_.jpg,2018,,,cze,Argo,false,61620040,1,8,17,5,0,5:1|4:1|3:2|2:1|1:0|total:5,,,,3.40,5,0,['1113469'],['Hermann Hesse'],['4.05'],['6584942'],['Vladimír Tomeš'],['3.80'],"Patnáct drobnějších próz je tematicky i časově spjato s pozdním obdobím tvorby tohoto nositele Nobelovy ceny za literaturu. Svá nejzákladnější celoživotní témata v nich vybrousil v miniaturní slovesné klenoty. V črtě Štěstí Hesse přináší stručný, leč zásadní komentář k tomu nejdůležitějšímu ve svém životě a díle: na duchovním základě křesťanském i orientálním si vypěstoval odolnost vůči uhranutí takzvaným pokrokem nebo „smyslem dějin“ a objevil „smysl cykličnosti, jejíž osou je věčná vertikála“. V Přerušené vyučovací hodině se vyznává z pocitu, jako by mu všechny pokusy o smysluplné vyprávění protekly mezi prsty, ale právě na této hranici začíná moderní literární tvorba. Žebrák vypráví o samotě plné obrazů, o hře s nimi. Ukradený kufr je povídka, za niž by se nemusel stydět ani Čechov, tématem je lidské pinožení se za majetkem – na čem všem jsou lidičkové schopni lpět. Broskvoň je podobenstvím o životě a smrti, vepsané do osudu plodného ovocného stromu."
23214061,1113469,Červnec,8085769905,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410817604l/23214061._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410817604l/23214061._SX50_.jpg,1996,,,cze,Volvox Globator,false,42756447,1,6,17,5,1,5:0|4:2|3:3|2:0|1:0|total:5,1996,1,1,3.40,5,1,['1113469'],['Hermann Hesse'],['4.05'],['3463274'],['Radovan Charvát'],['4.00'],
10887141,1113469,Emil Kolb,3518377027,9783518377024,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411768454l/10887141._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411768454l/10887141._SY75_.jpg,1985,,,ger,Suhrkamp,false,15802868,1,21,17,5,0,5:0|4:2|3:3|2:0|1:0|total:5,1985,1,1,3.40,5,0,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],
40489600,1113469,Shadow Play,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1906,,,,,false,62793069,1,10,17,4,0,5:1|4:3|3:0|2:0|1:0|total:4,,,,4.25,4,0,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],
1536044,1113469,Une Petite Ville D'autrefois: Nouvelles,2253036757,9782253036753,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348234362l/1536044._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348234362l/1536044._SY75_.jpg,1994,,,,,true,1528170,1,11,17,5,0,5:0|4:2|3:3|2:0|1:0|total:5,1979,,,3.40,5,0,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],"""Une petite ville d'autrefois"" est un recueil de nouvelles. Chaque texte peint à la fois un personnage et une petite bourgade, avec ses moeurs, ses travers, ses habitudes... Les deux dernières nouvelles sont assez ironiques et plongent le lecteur dans un univers absurde, dominé par la logique de la guerre et des lois eugéniques... Un univers qui annonce la société nazie..."
36533814,1113469,Στα Λουτρά,9600327319,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509806931l/36533814._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509806931l/36533814._SX50_.jpg,2000,,,gre,Εκδόσεις Καστανιώτη,false,58259677,1,7,16,5,0,5:0|4:2|3:2|2:1|1:0|total:5,,,,3.20,5,0,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],"Στο σύντομο αυτό βιογραφικό έργο του Έσσε παρουσιάζονται με μοναδικό τρόπο οι εβδομάδες που πέρασε ο συγγραφέας στη λουτρόπολη Μπάντεν της Ελβετίας. Η κωμικοτραγική καθημερινότητα δίνει στο συγγραφέα την ευκαιρία να σκιαγραφήσει, με χιούμορ και ειρωνεία, την όχι πάντα αρμονική συμβίωση του με τους άλλους επισκέπτες των λουτρών. Μέσα από τα σωματικά και ψυχικά σκαμπανεβάσματα του Έσσε αναδεικνύονται οι κοσμοθεωρίες και οι φιλοσοφικοί του στοχασμοί για τη ζωή γενικότερα. Υπήρξε ένα από τα πλέον αγαπημένα αναγνώσματα του επίσης νομπελίστα Τόμας Μάν."
1918475,1113469,"Cuentos, 4",8420616966,9788420616964,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348511937l/1918475._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348511937l/1918475._SY75_.jpg,,,,spa,,false,1920550,1,22,16,4,0,5:2|4:0|3:2|2:0|1:0|total:4,1993,3,,4.00,4,0,"['1113469', '872130']","['Hermann Hesse', 'Manuel Olasagasti']","['4.05', '3.83']",[],[],[],"Si bien la celebridad de Hermann Hesse descansaba fundamentalmente sobre sus grandes novelas, sólo factores extrínsecos explican la menor atención prestada hasta hace pocos años al resto de la obra narrativa del Premio Nobel de Literatura de 1946. Mientras sus relatos breves se encontraran diseminados en volúmenes colectivos de difícil acceso, resultaba imposible valorar debidamente su importancia como conjunto significativamente articulado; publicados a lo largo de cincuenta años (de 1903 a 1953), muestran la evolución de un escritor a quien apenas le interesa la fábula y el suspense en el relato, pero cuyos personajes, en su mayoría antihéroes, reflejan, en un sinfín de escorzos, la entera variedad de comportamientos y psicologías humanas."
21932197,1113469,Рассказы,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397580436l/21932197._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397580436l/21932197._SX50_.jpg,2012,,,rus,Нигде не купишь,false,41231600,1,11,16,4,0,5:1|4:2|3:1|2:0|1:0|total:4,2012,1,1,4.00,4,0,"['1113469', '8476447']","['Hermann Hesse', 'Герман Гессе']","['4.05', '4.21']",[],[],[],"Аудиокнига Германа Гессе ""Рассказы"" познакомит слушателей с творчеством одного из самых известных швейцарских писателей. Первые произведения автора принадлежали к популярному в XIX веке стилю романтизма. Влияние этого направления сохранилось и в более поздних произведениях, правда они уже были серьезно подвержены увлечению Гессе психоанализом. Большинство главных героев писателя перенимали очень многие черты своего автора, многие из важных событий в своей жизни Гессе перенес на страницы своих творений. Не смотря на бурные изменения, войны и конфликты пришедшиеся на жизнь писателя, он не уделял им практически никакого внимания и ни как не упоминал о них в творчестве."
22878474,1113469,Últimos poemas,,9788475221151,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494576934l/22878474._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494576934l/22878474._SY75_.jpg,2008,,,spa,Visor,false,42444603,1,11,16,4,0,5:1|4:2|3:1|2:0|1:0|total:4,2003,1,1,4.00,4,0,"['36913', '1113469', '78251']","['Rabindranath Tagore', 'Hermann Hesse', 'Yehudi Menuhin']","['4.13', '4.05', '4.32']","['623570', '524098']","['Aurobindo Bose', 'Mariano Antolín Rato']","['4.09', '3.67']","En este volumen se recoge, por primera vez en castellano (como se recogía en inglés, de donde se traduce), una selección de los últimos poemas de Tagore, que van desde la gran potencia lírica que expresa el goce ante lo creado hasta los aspectos más sombríos de su fe y la gran resolución con la que encaró las dictaduras europeas de los años treinta. Y siempre a partir de una visión singular enraizada en las ricas tradiciones de la filosofía de la antigua India, válidas hoy como simpre y llenas de sugerencias. Un estudio de la obra de Tagore, realizado por Aurobindo Bose, y breves prólogos de Hermann Hesse y Yehudi Menuhin completan este libro y sitúan al poeta bengalí, tanto dentro de la tradición de la que parte como de la occidental, su universo de adopción. Traducidos del bengalí y prologados por Aurobindo Bose. Versión castellana de M. Antolín Rato."
