id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
12116,7702,The Late Mattia Pascal,1590171152,9781590171158,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,11,30,eng,NYRB Classics,false,3102727,119,26895,58727,14570,406,5:4992|4:5954|3:2852|2:623|1:149|total:14570,1904,,,4.03,6331,111,"['7702', '25415']","['Luigi Pirandello', 'Charles Simic']","['3.96', '4.05']",['6921'],['William Weaver'],['4.00'],"Mattia Pascal endures a life of drudgery in a provincial town. Then, providentially, he discovers that he has been declared dead. Realizing he has a chance to start over, to do it right this time, he moves to a new city, adopts a new name, and a new course of life—only to find that this new existence is as insufferable as the old one. But when he returns to the world he left behind, it's too late: his job is gone, his wife has remarried. Mattia Pascal's fate is to live on as the ghost of the man he once was.<br /><br />An explorer of identity and its mysteries, a connoisseur of black humor, Nobel Prize winner Luigi Pirandello is among the most teasing and profound of modern masters. <i>The Late Mattia Pascal</i>, here rendered into English by the outstanding translator William Weaver, offers an irresistible introduction to this great writer's work"
</div>"
18803146,7702,O homem da flor na boca seguido de Sonho (mas talvez não),9728023128,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,Edill,false,26731205,1,4,13,3,0,5:2|4:0|3:1|2:0|1:0|total:3,,,,4.33,3,0,['7702'],['Luigi Pirandello'],['3.96'],[],[],[],
23353895,7702,La verdad,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413000033l/23353895._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413000033l/23353895._SX50_.jpg,,,,spa,,true,42910966,1,8,13,4,0,5:0|4:1|3:3|2:0|1:0|total:4,1922,,,3.25,4,0,['7702'],['Luigi Pirandello'],['3.96'],[],[],[],"Saru Argentu, llamado Tarará, apenas introducido en la pequeña habitación del escuálido tribunal, lo primero que hizo fue sacar del bolsillo un gran pañuelo rojo de algodón con flores amarillas y lo extendió cuidadosamente sobre uno de los escalones para no ensuciar, al sentarse, el traje de los domingos, de pesado paño azul. Traje nuevo, pañuelo nuevo."
42456232,7702,Elegie Romane,1724245309,9781724245304,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,7,24,,Createspace Independent Publishing Platform,false,66187842,5,8,13,3,1,5:1|4:2|3:0|2:0|1:0|total:3,,,,4.33,3,1,"['285217', '7702']","['Johann Wolfgang von Goethe', 'Luigi Pirandello']","['3.80', '3.96']",[],[],[],"Quando a la boreal nebbia che stese, lunga stagion, sui miei pi� caldi amori sua grigia notte, ai nordici rigori volsi le spalle, e alfin del mio paese il chiaro ciel rividi e gli splendori, nel sorriso d'April, diletto mese; da la dolcezza che nel cor mi scese sbocci�r gli affetti, come tanti fiori. E Roma salutai con la possente voce del Vate, che oblio pi� non teme, teco volgendo l'Elegia ridente."
28514154,7702,Reader in Comedy: An Anthology of Theory and Criticism,147424789X,9781474247894,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1484896624l/28514154._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1484896624l/28514154._SX50_.jpg,2016,12,29,eng,Bloomsbury Methuen Drama,false,54155351,3,19,13,4,0,5:1|4:0|3:2|2:1|1:0|total:4,2016,11,17,3.25,1,0,"['5865500', '4750499', '879', '2192', '3341504', '17620879', '18445399', '13845216', '6637806', '5031312', '1853558', '80890', '524479', '2765859', '18445400', '706620', '7503116', '1679170', '487348', '229146', '435242', '955282', '13836', '22583', '2130553', '72703', '29837', '98646', '8124', '28778', '596812', '14944910', '7568799', '17501', '22191', '65124', '11038', '17372952', '52629', '6237', '6172', '3953', '13847', '12222', '5217', '1244', '67070', '10017', '7702', '6765', '224782', '23657', '15260522', '20842', '58765', '4132', '3858028', '193536', '90258', '20759', '5564891', '46659', '21885', '57674', '7975812', '214066', '10850110']","['Magda Romanska', 'Alan Ackerman', 'Plato', 'Aristotle', 'Horace', 'Quintilian', 'Evanthius', 'Donatus', 'Hrotsvita', 'Dante Alighieri', 'John of Garland', 'John Lydgate', 'John of Salisbury', 'Pope Honorius III', 'Liuprand of Cremona', 'Erasmus', 'Gian Giorgio Trissino', 'Thomas Elyot', 'Nicholas Udall', 'Thomas Wilson', 'George Gascoigne', 'Stephen Gosson', 'Philip Sidney', 'Ben Jonson', 'Battista Guarini', 'Samuel Butler', 'Molière', 'William Congreve', 'John Dryden', 'Aphra Behn', 'Jeremy Collier', 'Anthony Ashley Cooper Shaftesbury', 'Richard Blackmore', 'Henry Fielding', 'Samuel Johnson', 'Oliver Goldsmith', 'Immanuel Kant', 'Jean-Paul Richter', 'William Hazlitt', 'Charles Lamb', 'Søren Kierkegaard', 'William Makepeace Thackeray', 'Charles Baudelaire', 'George Meredith', 'George Bernard Shaw', 'Mark Twain', 'Henri Bergson', 'Sigmund Freud', 'Luigi Pirandello', 'Virginia Woolf', 'Constance Rourke', 'Kenneth Burke', 'Susanne Langer', 'Georges Bataille', 'Northrop Frye', 'Jacques Derrida', 'Mikhail Bakhtin', 'René Girard', 'Gerald Mast', 'Stanley Cavell', 'Mahadev L. Apte', 'Linda Hutcheon', 'Henry Jenkins', 'Simon Critchley', 'Glenda R. Carpio', 'Michael North', 'Ruth Wisse']","['3.60', '2.78', '4.01', '3.96', '3.97', '4.00', '3.00', '3.50', '3.00', '4.02', '3.00', '3.31', '3.72', '4.00', '3.00', '3.86', '3.20', '2.62', '3.54', '3.09', '3.72', '2.89', '3.67', '3.54', '3.46', '3.67', '3.72', '3.37', '3.91', '3.15', '3.91', '3.67', '3.50', '3.65', '3.63', '3.59', '3.91', '2.50', '3.91', '3.95', '4.07', '3.78', '4.21', '3.75', '3.91', '3.86', '3.96', '3.82', '3.96', '3.88', '3.42', '4.00', '3.50', '3.83', '4.10', '3.98', '4.19', '4.19', '3.87', '4.09', '3.00', '3.75', '3.86', '3.74', '4.00', '4.10', '4.07']",[],[],[],"This unique anthology presents a selection of over seventy of the most important historical essays on comedy, ranging from antiquity to the present, divided into historical periods and arranged chronologically. Across its span it traces the development of comic theory, highlighting the relationships between comedy, politics, economics, philosophy, religion, and other arts and genres. Students of literature and theatre will find this collection an invaluable and accessible guide to writing from Plato and Aristotle through to the twenty-first century, in which special attention has been paid to writings since the start of the twentieth century.<br /><br /><i>Reader in Comedy</i> is arranged in five sections, each featuring an introduction providing concise and informed historical and theoretical frameworks for the texts from the period:<br />* Antiquity and the Middle Ages<br />* The Renaissance<br />* Restoration to Romanticism<br />* The Industrial Age<br />* The Twentieth and Early Twenty-First Centuries<br /><br />Among the many authors included are: Plato, Aristotle, Horace, Donatus, Dante Alighieri, Erasmus, Trissino, Sir Thomas Elyot, Thomas Wilson, Sir Philip Sidney, Ben Jonson, Battista Guarini, Molière, William Congreve, John Dryden, Henry Fielding, Samuel Johnson, Oliver Goldsmith, Jean Paul Richter, William Hazlitt, Charles Lamb, Søren Kierkegaard, Charles Baudelaire, Bernard Shaw, Mark Twain, Henri Bergson, Constance Rourke, Northrop Frye, Jacques Derrida, Mikhail Bakhtin, Georges Bataille, Simon Critchley and Michael North.<br /><br />As the selection demonstrates, from Plato and Aristotle to Henri Bergson and Sigmund Freud, comedy has attracted the attention of serious thinkers. Bringing together diverse theories of comedy from across the ages, the <i>Reader </i>reveals that, far from being peripheral, comedy speaks to the most pragmatic aspects of human life."
15980358,7702,Nobel Prize Reader,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371461541l/15980358._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371461541l/15980358._SX50_.jpg,1965,,,eng,Eagle Books,false,21732415,1,23,13,3,0,5:1|4:2|3:0|2:0|1:0|total:3,1965,1,1,4.33,3,0,"['125974', '7136212', '48535', '29963', '14047178', '5217', '1709', '19405', '7330', '14167341', '7702', '46466', '354530', '1545124', '1113469', '1466', '89330', '61023', '7136214', '957894', '7902', '648081', '6989', '38266', '142051', '54428', '36913', '18317']","['Leo Hamalian', 'Edmond L. Volfe', 'Anatole France', 'W.B. Yeats', 'Władysław Stanisław Reymont', 'George Bernard Shaw', 'Grazia Deledda', 'Thomas Mann', 'Sinclair Lewis', 'Ivan Alekseyevich Bunin', 'Luigi Pirandello', 'Roger Martin du Gard', 'Robert J. Clements', 'Johannes V. Jensen', 'Hermann Hesse', 'Jean-Paul Sartre', 'Pär Lagerkvist', 'François Mauriac', 'Haldor Laxness', 'Albert Camus', 'Boris Pasternak', 'Bjørnstjerne Bjørnson', 'Rudyard Kipling', 'Selma Lagerlöf', 'Maurice Maeterlinck', 'Gerhart Hauptmann', 'Rabindranath Tagore', 'Knut Hamsun']","['4.03', '4.33', '3.90', '4.16', '3.45', '3.91', '3.64', '3.94', '3.76', '4.05', '3.96', '4.07', '3.69', '3.74', '4.05', '3.99', '3.80', '4.32', '4.33', '4.00', '4.03', '3.38', '3.93', '3.85', '3.79', '3.32', '4.13', '4.00']",[],[],[],
44777602,7702,Quando si è qualcuno,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554305929l/44777602._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554305929l/44777602._SY75_.jpg,,,,ita,Createspace Independent Pub,true,69417835,1,4,13,3,2,5:1|4:2|3:0|2:0|1:0|total:3,,,,4.33,3,2,['7702'],['Luigi Pirandello'],['3.96'],[],[],[],"""Quando si è qualcuno"" è un'opera teatrale in tre atti di Luigi Pirandello. Venne rappresentata per la prima volta al Teatro Odeon di Buenos Aires il 20 settembre 1933.<br />L'opera, di forte sapore autobiografico, racconta del dramma interiore di un uomo anziano, un poeta oramai affermato, che si trova combattuto se vivere la passione e il sentimento che nutre per la giovane Verroccia, e con esso gioire della forza vitale che solo l'amore può dare, o rimanere imprigionato nella sua figura di uomo distinto ed affermato, che l'ha tuttavia reso ""qualcuno"".<br />Nelle due figure si ravvisano quelle di Pirandello stesso e dell'attrice Marta Abba, attrice con la quale, per lungo tempo,intrattenne una relazione epistolare, ma alla quale non fu mai legato, nonostante nutrisse profondi sentimenti. Marta Abba fu interprete della prima italiana dell'opera."
29626509,7702,Racconti erotici,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,49974203,1,3,12,3,0,5:1|4:1|3:1|2:0|1:0|total:3,,,,4.00,3,0,['7702'],['Luigi Pirandello'],['3.96'],[],[],[],
22882901,7702,Διηγήματα και μονόπρακτα,9608636728,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407418395l/22882901._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407418395l/22882901._SX50_.jpg,2005,11,,gre,Γκόνη,false,42451616,1,7,12,3,0,5:1|4:1|3:1|2:0|1:0|total:3,2005,11,1,4.00,3,0,['7702'],['Luigi Pirandello'],['3.96'],[],[],[],"""...Είναι φανερό ότι στα πρώτα χρόνια της θεατρικής του δημιουργίας, ο Πιραντέλο βασίζεται και αντλεί την έμπνευσή του από τα αφηγηματικά του έργα και συγκεκριμένα από τα διηγήματα. Αυτός ακριβώς ο δεσμός διηγήματος-μονόπρακτου μας οδήγησε στην παρούσα έκδοση όπου παρουσιάζονται παράλληλα εννιά μονόπρακτα μαζί με τα αντίστοιχα διηγήματα του μεγάλου δημιουργού. Προσφέρεται κατ' αυτόν τον τρόπο μια σημαντική ευκαιρία συσχετισμού, που αποκαλύπτει την ικανότητα του συγγραφέα να μεταμορφώνει τον αφηγηματικό λόγο σε ζωντανό θέατρο..."""
21717319,7702,Arte e mistero: Dieci inquietanti racconti,8857213978,9788857213972,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443210144l/21717319._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443210144l/21717319._SX50_.jpg,2012,,,ita,Skira,false,40997050,1,6,12,3,0,5:0|4:3|3:0|2:0|1:0|total:3,2012,,,4.00,3,0,"['4906110', '7799', '113010', '26930', '4624490', '1883722', '4976126', '239579', '7935185', '2995925', '1425669', '7702']","['Enrico Badellino', 'Nathaniel Hawthorne', 'Prosper Mérimée', 'J. Sheridan Le Fanu', 'Edgar Allan Poe', 'Émile Erckmann', 'Erckmann-Chatrian', 'Charles Dickens', 'E. Nesbit', 'M.R. James', 'Luigi Capuana', 'Luigi Pirandello']","['3.64', '3.45', '3.59', '3.83', '4.17', '3.86', '3.69', '3.89', '3.95', '3.96', '3.67', '3.96']",[],[],[],"Statue assasine, disegni, dipinti, e incisioni che prefigurano orrendi delitti, ritratti di persone defunte che si animano e scendono dalla cornice intrecciando inquietanti <i>liaisons</i> con i viventi: grandi scrittori come Hawthorne, Mérimée, Dickens o Pirandello — accanto a maestri riconosciuti della <i>ghost story</i> come Le Fanu e M. R. James — hanno affrontato il rapporto tra l'opera d'arte e il mondo degli spiriti, schiudendo strane e curiose prospettive sulla contaminazione tra l'aldiqua e l'<i>aldilà</i> della tela, tra questo e l'altro mondo."
540798,7702,"Henry Iv, The Rules Of The Game, Right You Are (If You Think So)",0140480854,9780140480856,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,528172,1,7,12,3,1,5:0|4:3|3:0|2:0|1:0|total:3,,,,4.00,3,1,['7702'],['Luigi Pirandello'],['3.96'],[],[],[],
540817,7702,Novelle: La Giara Il Viaggio,8840369414,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1993,,,,Fratelli Melita,false,528191,1,6,12,3,0,5:1|4:1|3:1|2:0|1:0|total:3,1993,,,4.00,3,0,['7702'],['Luigi Pirandello'],['3.96'],[],[],[],
22455237,7702,Избрани творби,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403786242l/22455237._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403786242l/22455237._SX50_.jpg,1975,,,bul,Народна култура,false,41888071,1,20,12,3,0,5:1|4:1|3:1|2:0|1:0|total:3,1975,1,1,4.00,3,0,"['7702', '7151840']","['Luigi Pirandello', 'Луиджи Пирандело']","['3.96', '3.77']",[],[],[],Новели за една година;<br />Покойният Матиа Паскал;<br />Шест лица търсят автор;<br />Хенрих IV
25827121,7702,Angst vor dem Glück: Erzählungen,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,45685861,2,8,12,3,1,5:1|4:1|3:1|2:0|1:0|total:3,2015,3,16,4.00,3,1,"['7702', '4885995']","['Luigi Pirandello', 'Matthias Weichelt']","['3.96', '4.00']",['2686055'],['Hans Hinterhäuser'],['4.33'],
36532304,7702,"Sogno, ma forse no",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ita,,false,58257796,1,7,12,3,0,5:1|4:1|3:1|2:0|1:0|total:3,1931,,,4.00,3,0,['7702'],['Luigi Pirandello'],['3.96'],[],[],[],
25166541,7702,حكمة الآخرين,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ara,,false,44871342,4,12,12,4,0,5:0|4:1|3:2|2:1|1:0|total:4,2015,5,13,3.00,3,0,['7702'],['Luigi Pirandello'],['3.96'],[],[],[],
34118662,7702,La patente - Il viaggio - La morta e la viva (Audio-eBook),,9788868160227,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,55151275,1,6,12,3,0,5:1|4:1|3:1|2:0|1:0|total:3,,,,4.00,3,0,['7702'],['Luigi Pirandello'],['3.96'],[],[],[],"In queste novelle, dal carattere pessimistico e dallo stile verista verghiano, Pirandello espone il suo 'gioco delle maschere'. Ne 'La patente'' un atto grottesco di ribellione vince una finta giustizia su una reale ingiustizia, in 'Il viaggio' la terribile soggezione della donna all'uomo sono descritti con una asprezza cruda e una polemica implicita che anticipa il femminismo, 'La morta e la viva' è invece una tipica novella coniugale dagli accenti umoristico-drammatici. Tre intensi racconti dell''assurdo' quotidiano. La lettura è di Margaret Collina e Moro Silo<br /><br />Per fruire al meglio di questo Audio-eBook da leggere e ascoltare in sincronia leggi la pagina d'aiuto a questo link: <br /><a target=""_blank"" href=""https://help.streetlib.com/hc/it/articles/211787685-Come-leggere-gli-audio-ebook"" rel=""nofollow"">https://help.streetlib.com/hc/it/arti...</a>"
36237760,7702,পিরানদেল্লোর গল্প,,9789350401552,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505379293l/36237760._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505379293l/36237760._SX50_.jpg,2013,7,,ben,সিগনেট প্রেস,false,57880740,1,8,12,3,0,5:1|4:1|3:1|2:0|1:0|total:3,,,,4.00,3,0,"['7702', '683711', '15563883', '17160137', '17160139', '17160141', '16460432']","['Luigi Pirandello', 'Buddhadeva Bose', 'Kamakshiprasad Chattopadhyay', 'হীরেন্দ্রনাথ দত্ত', 'ক্ষিতীশ রায়', 'কমলা রায়', 'সত্যজিৎ রায়']","['3.96', '3.82', '3.71', '4.00', '4.00', '4.00', '4.17']",[],[],[],
540799,7702,Ce soir on improvise. Chacun son idée. Six personnages en quête d'auteur,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1999,1,29,,Flammarion,false,9315733,2,4,12,3,0,5:1|4:1|3:1|2:0|1:0|total:3,1999,1,29,4.00,3,0,['7702'],['Luigi Pirandello'],['3.96'],[],[],[],
36526676,7702,ส้มจากซิซิลี,,9786167184753,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509701220l/36526676._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509701220l/36526676._SY75_.jpg,2017,9,,tha,นาคร,false,58250650,1,14,12,3,2,5:1|4:1|3:1|2:0|1:0|total:3,,,,4.00,3,2,"['7702', '39326', '48535', '6989', '1455', '704', '36913', '17292734', '14047178', '18317', '15431736', '38266', '1466']","['Luigi Pirandello', 'Heinrich Böll', 'Anatole France', 'Rudyard Kipling', 'Ernest Hemingway', 'Pearl S. Buck', 'Rabindranath Tagore', 'Bjørnstjerne Martinus Bjørnson', 'Władysław Stanisław Reymont', 'Knut Hamsun', 'Paul Johann Ludwig Heyse', 'Selma Lagerlöf', 'Jean-Paul Sartre']","['3.96', '3.87', '3.90', '3.93', '3.83', '3.98', '4.13', '4.00', '3.45', '4.00', '4.00', '3.85', '3.99']",[],[],[],รศ. ทองสุก เกตุโรจน์ แปลเรื่องสั้นคลาสสิกที่ถือเป็นต้นตำรับหรือต้นแบบของวรรณกรรมชั้นดีของโลกไว้หลายเรื่อง โดยจุดประสงค์เพื่อนำมาสอนในวิชา “การเขียนแบบสร้างสรรค์” และได้คัดสรร-ปรับปรุงเนื้อหาของตัวบทมาหลายครั้ง จนเรียกว่าไม่มีที่ติ เรื่องสั้นที่อาจารย์ทำด้วยความรักและเป็นการคัดสุดยอดเรื่องสั้น ในหลากหลายมุมมอง เทคนิคกลวิธี โครงเรื่อง ฉาก และสารัตถะ เป็นชุดเรื่องสั้นสมัยใหม่ที่น่าศึกษา น่าอ่านอย่างยิ่งชุดหนึ่ง หากจะปล่อยให้เป็นเพียงเอกสารการสอน เรื่องสั้นสร้างสรรค์เหล่านี้ก็จะรับรู้ในวงแคบ สังคมเราก็จะขาดโอกาสการเสพวรรณกรรมชั้นดีของโลก<br /><br />เรื่องที่คัดมาเป็นของนักเขียนโนเบลทั้งสิ้น เรียกว่าตัวนักเขียนได้รับการคัดสรรมาแล้วชั้นหนึ่ง ส่วนการคัดเรื่องเพื่อนำมากล่าวถึงอย่างพินิจพิเคราะห์สำหรับการศึกษาวรรณกรรมสมัยใหม่ในทางสร้างสรรค์ สำหรับสังคมไทยนั้นก็เป็นการคัดสรรอีกชั้นของตัวผู้แปลเอง<br /><br />สารบัญ<br /><br />- ส้มจากซิซิลี<br />- เหมือนฝันร้าย<br />- มาดาม เดอ ลูซี<br />- หนูน้อยโทบราห์<br />- ฆาตกร<br />- ปีศาจเฒ่า<br />- ศัตรู<br />- คุณหนู<br />- พ่อ<br />- มัจจุราช<br />- ผีหลอก<br />- เนื้อคู่<br />- เหมือนเงิน<br />- ก่อนถูกประหาร
34554514,7702,خروج مرد بیوه,,9789647822770,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489388386l/34554514._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489388386l/34554514._SY75_.jpg,2014,,,per,پنجره,false,66545150,1,8,11,3,1,5:0|4:2|3:1|2:0|1:0|total:3,,,,3.67,3,1,['7702'],['Luigi Pirandello'],['3.96'],['294913'],['بهمن فرزانه'],['3.57'],
17796973,7702,"Obras completas, volumen 2 (Obras completas, #2)",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,Plaza & Janés,false,24895188,1,3,11,3,0,5:1|4:0|3:2|2:0|1:0|total:3,,,,3.67,3,0,['7702'],['Luigi Pirandello'],['3.96'],[],[],[],
19447258,7702,"Pensaci, Giacomino! - Lumie di Sicilia - La giara",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ita,Newton Compton,true,27534608,1,4,11,3,0,5:0|4:2|3:1|2:0|1:0|total:3,2012,1,24,3.67,3,0,['7702'],['Luigi Pirandello'],['3.96'],[],[],[],"A cura di Sergio Campailla<br />Edizioni integrali<br /><br />In Pensaci, Giacomino! si intrecciano alcune delle più tipiche tematiche pirandelliane. Il professor Toti vuol sposare la giovane Lillina, incinta di Giacomino: è disposto a vivere in un ménage à trois pur di garantirle, una volta morto, la propria pensione e gabbare lo Stato; bisognerà però fare i conti con il perbenismo della provincia siciliana. Lumie di Sicilia, prima opera di Pirandello a essere rappresentata in teatro, narra la storia di Micuccio e della sua amata Teresina. È stato lui, umile suonatore, a scoprire le doti canore della ragazza e ad aiutarla a raggiungere il successo, ma quando la rincontra, ormai corrotta e dissoluta, viene da lei bistrattato e umiliato. La giara è infine la quintessenza dell’umorismo pirandelliano: don Lolò e Zi’ Dima sono due figure antitetiche eppure profondamente simili, testarde, radicate nell’universo di valori contadino e, a modo loro, grottesche.<br /><br />«Ma signor avvocato, io non ci ho badato perché, da tant’anni che faccio questo mestiere, di giare ne ho accomodate centinaja, e tutte sempre da dentro, per fermare i punti come l’arte comanda. Non m’era mai avvenuto il caso di non poterne più uscire.» <br /><br /><br />Luigi Pirandello<br /><br />nato ad Agrigento nel 1867, si laureò in filologia a Bonn nel 1891. Iniziò la sua attività letteraria e teatrale quando Capuana lo introdusse nel mondo culturale romano. Dal 1897 al 1922 si dedicò all’insegnamento. Nel 1934 gli fu assegnato il premio Nobel per la letteratura. Morì a Roma nel 1936. Di Luigi Pirandello la Newton Compton ha pubblicato molte opere in volumi singoli e i volumi unici I romanzi, le novelle e il teatro; Tutti i romanzi e Novelle per un anno."
36671300,7702,Μονόπρακτα,,9789603351061,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511779082l/36671300._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511779082l/36671300._SX50_.jpg,2007,10,,gre,Ηριδανός,false,58457398,1,5,11,3,0,5:0|4:2|3:1|2:0|1:0|total:3,,,,3.67,3,0,"['7702', '19012873']","['Luigi Pirandello', 'Λουίτζι Πιραντέλλο']","['3.96', '4.15']",['6524889'],['Ερρίκος Μπελιές'],['4.11'],"Τα δεκατρία μονόπρακτα του νομπελίστα Λουίτζι Πιραντέλλο είναι πλήρη έργα με τα νοήματά τους πιο συμπυκνωμένα, τους διάλογους πιο καίριους και την πλοκή πιο γρήγορη. Με τη γνωστή του οξυδέρκεια, ο ιταλός δραματουργός αναπλάθει καθημερινές καταστάσεις που έχουν αποβάλει το ρεαλιστικό τους χαρακτήρα και έχουν αναχθεί σε φιλοσοφικό καταστάλαγμα ζωής.<br /><br />Τα μονόπρακτα που περιέχονται σ' αυτό το βιβλίο είναι:<br />""Η μέγγενη"", ""Νεράντζια από τη Σικελία"", ""Το καθήκον του γιατρού"", ""Το πιθάρι"", ""Αναγνωρισμένος από το κράτος"", ""Ο Τσετσέ"", ""Στην έξοδο"", ""Ο ηλίθιος"", ""Ο άνθρωπος με το λουλούδι στο στόμα"", Ο άλλος γιος"", ""Το πανηγύρι του Χριστού Καραβοκύρη"", ""Ο Μπελλαβίτα"", ""Ονειρεύομαι, αλλά μπορεί και όχι""."
35022247,7702,Short Stories by Pirandello,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1959,2,26,eng,Simon and Schuster,false,56307528,2,6,11,3,1,5:0|4:2|3:1|2:0|1:0|total:3,,,,3.67,3,1,['7702'],['Luigi Pirandello'],['3.96'],[],[],[],"Translated From The Italian by Lily Duplaix. Introduction By Frances Keene. This collection of 22 short stories all but one appearing in English for the first time, has been written over a period of 22 years. The stories are divided into four sections: Sicilian Tales, Tales of Humor and Irony, Tales of Frustration, Tales of Anguish, and Hope."
