id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
9440364,599188,Romeo e Giulietta,8804499397,9788804499398,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,7,,ita,Mondadori,false,3349450,4899,2708785,7442376,1986909,18642,5:593218|4:614737|3:529591|2:179202|1:70161|total:1986909,1595,,,3.75,769,24,"['947', '2995685', '1588908', '236']","['William Shakespeare', 'Anna Luisa Zazo', 'Paolo Bertinetti', 'Harold Bloom']","['3.87', '3.96', '4.00', '4.10']",['599188'],['Salvatore Quasimodo'],['4.09'],"<b>Testo inglese a fronte</b><br /><br />Ispirato, come molti testi elisabettiani, alla novellistica italiana, <i>Romeo e Giulietta</i> intreccia numerosi elementi nella vicenda dei due innamorati ""nati sotto contraria stella"". Dalla ""morta viva"", che affascinò e ispirò i preromantici e i romantici, al drammatico scontro tra due generazioni - la lotta tra le ragioni dell'odio e le ragioni dell'amore - il dramma si arricchisce di temi la cui complessità va oltre la vicenda d'amore.<br />Tuttavia è questa a fare di <i>Romeo e Giulietta</i> l'opera forse più celebre e più amata di Shakespeare; e nel contrasto tra la purezza, l'appassionata consapevolezza dell'amore (singolarmente quale si esprime nella figura di Giulietta, la prima elle ""grandi innamorate"" di Shakespeare) e l'inesorabile concatenarsi delle circostanze funeste va cercata la grandezza del dramma, la chiave della sua autentica dimensione tragica, annunciata nel Prologo grazie alla contrapposizione dei due termini <i>amore</i> e <i>contraria stella</i>. Qui infatti, forse per la prima volta in modo completo, il linguaggio shakespeariano si fa mirabilmente funzionale alla vicenda, trascorrendo dai preziosismi eufuistici di Romeo innamorato alla semplice immediatezza della passione di Giulietta fino al barocco, drammatico splendore delle scene finali."
3503802,599188,Autobiografia Per Immagini,8887741212,9788887741216,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,3545457,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2001,1,1,4.00,1,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
26800647,599188,Dia rere dia,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ita,,false,46824008,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
30645334,599188,Discursos Premios Nobel: Tomo 1,1456353365,9781456353360,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,51185872,1,7,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,"['4548648', '4548647', '7469', '1285555', '4026', '957894', '275175', '3535', '749461', '1455', '11562', '13450', '599188']","['Amparo Osorio', 'Gonzalo Márquez Cristo', 'Octavio Paz', 'José Saramago', 'Pablo Neruda', 'Albert Camus', 'Saint-John Perse', 'William Faulkner', 'Günter Grass', 'Ernest Hemingway', 'Derek Walcott', 'Gabriel García Márquez', 'Salvatore Quasimodo']","['3.74', '3.76', '4.14', '4.02', '4.31', '4.00', '3.87', '3.85', '3.83', '3.83', '4.02', '3.97', '4.09']",[],[],[],"La presente antología autorizada por la Fundación Nobel, es el tributo de Común Presencia al pensamiento de once grandes creadores contemporáneos. La versión íntegra de sus discursos leídos ante la Academia Sueca, ha sido compilada y bellamente traducida de sus idiomas originales, con el criterio de mostrar sus reveladoras y vigentes reflexiones sobre nuestro trágico acontecer. Es enriquecedor entregar por primera vez en español este importante y poético testimonio humanístico, que amplía la percepción sobre el acto creativo, y nos compromete a “inventar en el planeta una paz que no sea la de la servidumbre” (Albert Camus), “para que al fin las puertas de la percepción se entreabran y aparezca el otro tiempo, el verdadero, el que buscábamos sin saberlo: el presente, la presencia” (Octavio Paz). Este Tomo 1 contiene los discursos de: Octavio Paz, José Saramago, Pablo Neruda, Albert Camus, Saint-John Perse, William Faulkner, Günter Grass, Ernest Hemingway, Derek Walcott, Gabriel García Márquez y Salvatore Quasimodo"
37667153,599188,Ein offener Bogen,3492111114,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514146063l/37667153._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514146063l/37667153._SY75_.jpg,1989,,,,,false,59270756,1,2,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
41463499,599188,Salvatore Quasimodo: Bütün Şiirlerinden Seçmeler,,9789753660662,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535293359l/41463499._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535293359l/41463499._SY75_.jpg,1995,10,,tur,Kavram Yayınları,false,64737394,1,5,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,1995,10,,2.00,1,0,['599188'],['Salvatore Quasimodo'],['4.09'],['6469693'],['Egemen Berköz'],['3.72'],
20816390,599188,Gyvenimas ne sapnas ir kitos eilės,,9789955334262,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392506326l/20816390._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392506326l/20816390._SX50_.jpg,2009,,,lit,Vilniaus universitetas,false,40162051,1,1,1,1,0,5:0|4:0|3:0|2:0|1:1|total:1,2009,1,1,1.00,1,0,"['599188', '6953020']","['Salvatore Quasimodo', 'Dainius Burė']","['4.09', '3.70']",[],[],[],
28217390,599188,Güngünüstüne,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450201157l/28217390._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450201157l/28217390._SY75_.jpg,1991,,,tur,İyi Şeyler Yayıncılık,false,48244946,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['599188'],['Salvatore Quasimodo'],['4.09'],['6469693'],['Egemen Berköz'],['3.72'],Söğüt Dallarında<br />Nasıl türkü söyleyebilirdik nasıl<br />ezerken yabancı ayaklar yüreğimizi<br />ölüler bırakılmış yapyalnız ölüler<br />doldururken otları buz tutmuş alanları<br />inildiyorsa bir de yavrular koşuyorsa ana<br />kapkara çığlıklarla telgraf direğinde<br />çarmıha geridkleri oğulcuğuna?<br />Söğüt dallarına asmıştık adaklarımızı<br />bir o yana üzgün rüzgarda bir bu yana<br />lirlerimizi tüy gibi lirlerimizi
44661134,599188,Lettere d'amore,8884470196,9788884470195,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553952460l/44661134._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553952460l/44661134._SY75_.jpg,2001,8,,ita,Nicoli editore,false,69308175,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['599188', '705779', '9819329', '7183658']","['Salvatore Quasimodo', 'Sibilla Aleramo', 'Paola Manfredi', 'Bruna Conti']","['4.09', '3.80', '4.38', '3.75']",[],[],[],
32501411,599188,Gesammelte Gedichte,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,Coron Verlag Zürich,false,53094676,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
48828846,599188,Per Conoscere Quasimodo,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1973,,,,Mondadori,false,74209819,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
50063485,599188,"Con la hierba, sobre el corazón: Antología poética de Salvatore Quasimodo (Poesia)",1549542338,9781549542336,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72249896,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['599188'],['Salvatore Quasimodo'],['4.09'],['14828644'],['Carlos Higuera'],['4.50'],
23954556,599188,Poesia - Prosa - Traduzioni. Nobel 1959,8802019169,9788802019161,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419017292l/23954556._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419017292l/23954556._SX50_.jpg,1979,1,1,ita,UTET,false,43558472,1,6,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1979,,,0.00,0,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
24973131,599188,Pesmi,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424371084l/24973131._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424371084l/24973131._SY75_.jpg,1973,,,slv,Cankarjeva založba,false,44638027,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1973,1,1,0.00,0,0,"['599188', '2082048']","['Salvatore Quasimodo', 'Ciril Zlobec']","['4.09', '4.40']",[],[],[],
2903625,599188,A Sibilla (La Scala),8817666092,9788817666091,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,2930766,1,1,0,0,1,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,1,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
37848182,599188,Invito alle isole,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515337051l/37848182._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515337051l/37848182._SX50_.jpg,,,,ita,Henry Beyle,false,59543122,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
38742195,599188,"Quasimodo - Vita, poetica, opere scelte",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519555113l/38742195._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519555113l/38742195._SX50_.jpg,2008,3,28,ita,Il Sole 24 Ore,false,60331102,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
49824195,599188,La terra impareggiabile,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71924099,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1943,,,0.00,0,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
28003427,599188,Saggi l'amore di galatea,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448732698l/28003427.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448732698l/28003427._SX50_.jpg,1968,,,ita,Fratelli Fabbri Editori,false,48008368,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['599188', '1273401']","['Salvatore Quasimodo', 'Gilberto Finzi']","['4.09', '3.88']",[],[],[],"Salvatore Quasimodo - Premio Nobel per la Letteratura 1959<br /><br />""La vita e l'opera di Salvatore Quasimodo"" di Gilberto Finzi<br /><br />""IL POETA, IL POLITICO E ALTRI SAGGI""<br /><br />DISCORSO SULLA POESIA<br /> Poesia contemporanea<br /> L'uomo e la poesia<br /> Una poesia<br /> Discorso sulla poesia<br /> Poesia del dopoguerra<br /> Il poeta e il politico<br />POETI ANTICHI<br /> Sulla versione dei <i>Lirici greci</i><br /> Virgilio e le <i>Georgiche</i><br /> L'uomo di Eschilo<br /> Introduzione a una lettura del <i>Vangelo secondo Giovanni</i><br /> Traduzione dei classici<br /> Petrarca e il sentimento della solitudine<br /> Dante<br /> Saffo<br /> Brunetto Latini<br /> Iacopone da Todi<br />POETI MODERNI<br /> D'Annunzio e noi<br /> Nota alla traduzione della <i>Bibbia d'Amiens</i> di J.Ruskin nella versione di M.Proust<br /> I profumi nella poesia di Baudelaire<br /> Poesia di E.E.Cummings<br />CRITICA LETTERARIA <br /> Ombra e polvere di Roma<br /> L'epica del Faulkner maggiore<br /> <i>Il figlio di Stalin</i><br /> <i>Un viaggio sopra la terra</i><br />DUE TRAGEDIE DI SHAKESPEARE<br /> <i>Macbeth</i><br /> <i>Otello</i><br />DEL TEATRO E DEL CINEMA<br /> L'opera scritta e l'opera rappresentata<br /> Incontro con Bertold Brecht<br /> Charlie Chaplin<br /> Idea sul colore cinematografica<br />SULLA PITTURA<br /> Renato Birolli<br /> Antologia di otto pittori<br /> Giuseppe Migneco<br />DUE NOTE<br /> Cultura e politica<br /> Della memoria<br /><br />""L'AMORE DI GALATEA"""
8058830,599188,Manzu: Passi Di Danza,2940033706,9782940033706,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,12733370,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
31569648,599188,Lirica d'amore italiana,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1957,,,ita,Schwarz,false,52256961,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
1239565,599188,"Carteggi: Con Angelo Barile, Adriano Grande, Angiolo Silvio Novaro (1930 1941)",8877682337,9788877682338,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1228231,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
19328449,599188,Ploughshares Spring 2000 Guest-Edited by Paul Muldoon,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,true,2298217,2,11,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2000,4,15,0.00,0,0,"['4859556', '75480', '3534', '8858', '171911', '34449', '15128', '599188', '127466', '183966', '224726']","['Ploughshares', 'Paul Muldoon', 'Toni Morrison', 'Lan Samantha Chang', 'Mary Jo Bang', 'Yusef Komunyakaa', 'Russell Banks', 'Salvatore Quasimodo', 'Terese Svoboda', 'Nance Van Winckel', 'Liz Waldner']","['4.00', '3.87', '3.91', '3.77', '3.91', '4.14', '3.78', '4.09', '3.50', '4.38', '3.89']",[],[],[],"The Spring 2000 issue of Ploughshares, guest-edited by Paul Muldoon. Ploughshares, a journal of new writing, is guest-edited serially by prominent writers who explore different personal visions, aesthetics, and literary circles.<br /><br />Full Table of Contents<br /><br />INTRODUCTION<br />Paul Muldoon<br /><br />FICTION<br /><br />""Quality Time,"" by Russell Banks<br />""Broth of Heaven,"" by Lan Samantha Chang<br />""Labors of the Heart,"" by Claire David<br />""Balkan Journal, 1944,"" by Edmund Keeley<br />""Cleanness,"" by James Lasdun<br />""A Testicular Self-Examination,"" by Kevin MxIlvoy<br />""Mondo Zapruder,"" by Pedro Ponce<br />""A Picture of Time"" and ""Wild Life"" by Lynne Tillman<br />Excerpt from The Married Man by Edmund White<br />""The Story of the Deep Dark,"" by Julia Whitty<br /><br />DRAMA<br />""The Playwright and the Blond Actress,"" by Joyce Carol Oates<br /><br />POETRY<br /><br />William Allen<br />Nin Andrews<br />Mary Jo Bang<br />Cathy Bowman<br />Christopher Cahill<br />Tina Chang<br />Killarney Clary<br />Steven Cramer<br />John D'Agata<br />Meredith Drum<br />David Francis<br />Daisy Fried<br />Douglas Goetsch<br />Stuart Greenhouse<br />John Hoppenthaler<br />Cynthia Huntington<br />Troy Jollimore<br />Yusef Komunyakaa<br />Nicole Krauss<br />Melissa Kwasny<br />Timothy Liu<br />Cate Marvin<br />Walt McDonald<br />Melissa Monroe<br />Emily Moore<br />Toni Morrison<br />Robert Nazarene<br />Salvatore Quasimodo<br />James RIchardson<br />Catie Rosemurgy<br />J. Allyn ROsser<br />Stephen Sandy<br />Lisa Sewell<br />Faith Shearin<br />Laurie Sheck<br />Reginald Shepherd<br />Terese Svoboda<br />Bill Sweeney<br />Paula Tatarunis<br />Alpay Ulku<br />Nance Van Winckel<br />A.J. Verdelle<br />Liz Waldner<br />Renée &amp; Theodore Weiss<br />Susan Wheeler<br />C. K. Williams<br />Theodore Worozbyt<br /><br />EDITOR PROFILE<br />Sven Birkerts"
17661045,599188,"Poesia svedese : saggio introduttivo, testi originali, versioni, note, bibliografia",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363682426l/17661045.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363682426l/17661045._SY75_.jpg,1966,,,ita,Lerici,false,24651207,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1966,1,1,0.00,0,0,"['1894841', '599188']","['Giacomo Oreglia', 'Salvatore Quasimodo']","['3.52', '4.09']",[],[],[],
22823065,599188,Da Tutte le Opere.,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406467285l/22823065._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406467285l/22823065._SX50_.jpg,1972,,,ita,Mondadori,false,42375911,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1972,1,1,0.00,0,0,"['1589411', '247576', '7333', '599188']","['Giacinto Spagnoletti', 'Giuseppe Ungaretti', 'Eugenio Montale', 'Salvatore Quasimodo']","['3.67', '4.30', '4.07', '4.09']",[],[],[],
37916876,599188,Poesie,8872267870,9788872267875,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515744166l/37916876._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515744166l/37916876._SX50_.jpg,2004,2,,ita,Stampa alternativa,false,64157007,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['787513', '4632837', '2062364']","['Tudor Arghezi', 'Marco Dotti', 'Claudio Lolli']","['4.02', '3.78', '3.46']",['599188'],['Salvatore Quasimodo'],['4.09'],
