id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
7624502,749461,1984,3763228551,9783763228553,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340109498l/7624502._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340109498l/7624502._SY75_.jpg,,,,ger,Büchergilde Gutenberg,false,153313,1485,4597605,12303187,2942180,65096,5:1373395|4:964597|3:429393|2:114850|1:59945|total:2942180,1949,6,8,4.18,56,0,"['3706', '410686', '749461', '7182211', '8788', '101894']","['George Orwell', 'Iring Fetscher', 'Günter Grass', 'Adolf Muschg', 'Erich Fromm', 'Heinz Ludwig Arnold']","['4.07', '3.92', '3.83', '3.38', '4.09', '3.90']",[],[],[],"Among the seminal texts of the 20th century, <i>Nineteen Eighty-Four</i> is a rare work that grows more haunting as its futuristic purgatory becomes more real. Published in 1949, the book offers political satirist George Orwell's nightmare vision of a totalitarian, bureaucratic world and one poor stiff's attempt to find individuality. The brilliance of the novel is Orwell's prescience of modern life--the ubiquity of television, the distortion of the language--and his ability to construct such a thorough version of hell. Required reading for students since it was published, it ranks among the most terrifying novels ever written."
26029728,749461,Sirena(s). Poesía extranjera fundamental en traducción castellana.,,9788461694884,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438594764l/26029728._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438594764l/26029728._SX50_.jpg,2014,,,spa,Fundación Málaga,false,45955486,1,4,12,4,0,5:0|4:1|3:2|2:1|1:0|total:4,2014,1,1,3.00,4,0,"['1524403', '15201', '42920', '749461', '704105', '14197736', '2500799', '460952', '80126', '230146', '933789', '795070', '445923', '931665', '2738529', '931663', '13658', '14197737', '347732', '14197738', '14197739', '1241900']","['Pearse Hutchinson', 'Rita Dove', 'Wallace Stevens', 'Günter Grass', 'Günter Kunert', 'Lyubomir Nikolov', 'Darcy Franca Denofrio', 'Sarah Kirsch', 'Adrian Mitchell', 'Mascha Kaléko', 'Utz Rachowski', 'Holly Jones', 'Edna Aphek', 'Michael Augustin', 'Carol Ann Johnston', 'Sujata Bhatt', 'Paddy Bushe', 'Astrid Cabral Félix de Sousa', 'Michael Krüger', 'David Castles', 'Günter Kurnert', 'Ror Wolf']","['4.11', '4.01', '4.23', '3.83', '3.70', '3.40', '3.68', '3.76', '4.04', '4.30', '3.67', '4.07', '3.57', '3.83', '3.00', '3.96', '3.62', '3.00', '3.17', '3.00', '3.00', '3.54']",['14197735'],['Jorge R.G. Sagastume'],['3.00'],"Fundación Málaga edita este libro que contienen una selección de poemas traducidos al castellano por Jorge R.G. Sagastume. La selección de poemas, ha sido realizada teniendo en cuenta que la gran mayoría de los poetas que aquí se publican son o han sido profetas en sus tierras pero no tanto (o nada) en lengua castellana. El lector reconocerá algunos de los nombres, aunque no se hayan publicado estos poemas en lengua castellana, mientras que también descubrirá otros que no por no ser conocidos en nuestro idioma dejan de ser magníficos."
733858,749461,"The Future of German Democracy: With an ""Essay on Loss"" by Günter Grass",0826405975,9780826405975,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1993,10,1,,Continuum,false,720044,3,9,12,4,0,5:0|4:1|3:2|2:1|1:0|total:4,1992,,,3.00,1,0,"['749461', '41613']","['Günter Grass', 'Volkmar Sander']","['3.83', '4.22']",[],[],[],
12289868,749461,Diálogo sobre la desmemoria los Tabúes y El Olvido,848109286X,9788481092868,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388569768l/12289868._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388569768l/12289868._SX50_.jpg,,,,spa,Círculo de Lectores/Galaxia Gutenberg,false,17266411,1,9,11,3,1,5:1|4:1|3:0|2:1|1:0|total:3,1997,6,30,3.67,3,1,"['2963444', '749461']","['Juan Goytisolo', 'Günter Grass']","['3.71', '3.83']",[],[],[],
12500992,749461,Meine grüne Wiese,3423710349,9783423710343,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340103371l/12500992._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340103371l/12500992._SY75_.jpg,1998,9,,,Deutscher Taschenbuch Verlag,false,17486386,1,5,11,4,0,5:0|4:1|3:1|2:2|1:0|total:4,1998,9,,2.75,4,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
3892038,749461,"Günter Grass: In Kupfer, auf Stein. Das Graphische Werk",3882433345,9783882433340,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,,,ger,Steidl,false,168630,2,8,11,3,0,5:0|4:2|3:1|2:0|1:0|total:3,1986,,,3.67,2,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
10771776,749461,Die bösen Köche - Ein Drama in fünf Akten,,9783150098837,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377000119l/10771776.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377000119l/10771776._SY75_.jpg,1998,2,,ger,Philipp Reclam,false,15683421,3,8,11,5,0,5:0|4:0|3:1|2:4|1:0|total:5,1956,1,1,2.20,4,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
6350290,749461,Totes Holz,3882437316,9783882437317,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340093312l/6350290._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340093312l/6350290._SX50_.jpg,2002,2,,ger,Gerhard Steidl Druckerei und Verlag,false,3204430,1,5,10,3,0,5:0|4:1|3:2|2:0|1:0|total:3,1990,,,3.33,3,0,['749461'],['Günter Grass'],['3.83'],[],[],[],"Warum lassen die Menschen ihre Wälder sterben? Unter Bedauern, gewiß, aber doch achselzuckend, als habe der Wald sich ohnehin überlebt, ein Fossil. Jemand, der vorgibt in großen Zeiträumen zu denken, sagt: Die Natur wird sich schon zu helfen wissen... Günter Grass hat den sterbenden Wald ˜totes Holz˜, gezeichnet: in Dänemark, im Oberharz, im Erzgebirge: entlaubte Bäume, Stämme ohne Zweige, starrende Äste ohne Blätter, Waldstücke, die nur noch Baumstümpfe aufweisen. Schreibend, vor allem zeichnend will Günter Grass der Sprach- und Tatenlosigkeit unserer Zeit begegnen."
15561646,749461,Hochwasser & Noch zehn Minuten bis Buffalo,0891975578,9780891975571,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544477099l/15561646._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544477099l/15561646._SX50_.jpg,1967,12,1,ger,Irvington Publishers,false,21218430,1,10,10,4,0,5:0|4:1|3:1|2:1|1:1|total:4,1964,1,1,2.50,4,0,"['749461', '3932268']","['Günter Grass', 'A. Leslie Wilson']","['3.83', '3.17']",[],[],[],"Contains the complete German texts of two Günter Grass plays, <i>Hochwasser</i> and <i>Noch zehn Minuten bis Buffalo</i>, along with English-language introduction, study questions, and German-English lexicon."
49393682,749461,"Günter Grass und Peter Rühmkorf lesen: Komm, Trost der Nacht",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73513278,1,2,10,2,2,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,2,"['627600', '19589383', '503283', '191586', '124337', '749461']","['Andreas Gryphius', 'Christian Hoffmann von Hoffmanswaldau', 'Martin Opitz', 'Paul Fleming', 'Peter Rühmkorf', 'Günter Grass']","['2.93', '5.00', '3.22', '3.88', '3.98', '3.83']",[],[],[],
20498709,749461,عشق با پاهای چوبین:عاشقانه های گونتر گراس,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389281330l/20498709._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389281330l/20498709._SX50_.jpg,,,,,سرزمین اهورایی,false,34070283,1,12,10,5,1,5:0|4:0|3:1|2:3|1:1|total:5,,,,2.00,5,1,"['749461', '1251464']","['Günter Grass', 'علی عبداللهی']","['3.83', '3.46']",[],[],[],
1978226,749461,Dummer August,3865214215,9783865214218,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334690297l/1978226._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334690297l/1978226._SX50_.jpg,2007,3,,ger,Steidl,false,1981593,1,8,9,3,1,5:0|4:0|3:3|2:0|1:0|total:3,2007,3,1,3.00,3,1,['749461'],['Günter Grass'],['3.83'],[],[],[],
39680999,749461,Im Krebsgang. Erläuterungen und Materialien,3804418546,9783804418547,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,61283003,1,2,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
7361181,749461,عشق زنان سنگي,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,9150020,1,4,9,3,0,5:0|4:1|3:1|2:1|1:0|total:3,,,,3.00,3,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
45016463,749461,Descascando a Cebola,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,69683981,1,5,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
3224272,749461,Mit Wasserfarben : Aquarelle,388243788X,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,9,,,Gerhard Steidl Druckerei und Verlag,false,3258365,1,3,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,2001,9,,4.50,2,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
17933205,749461,الطيورالخمسة,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368914498l/17933205._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368914498l/17933205._SX50_.jpg,1995,,,ara,دار المدى للثقافة والنشر,false,25139802,1,20,9,3,1,5:0|4:0|3:3|2:0|1:0|total:3,1995,1,1,3.00,3,1,"['749461', '7094561']","['Günter Grass', 'غانم محمود']","['3.83', '2.75']",[],[],[],نماذج من القصة الألمانية القصيرة لكتاب لهم قيمتهم وقامتهم مثل جونتر جراس صاحب (طبل الصفيح) و (القط والفأر) وهو صاحب القصة التي تمت عنونة المجموعة بها..ترجمها للعربية الأستاذ /غانم محمود ..وصدرت عن بيت القصة من دار المدى للثقافة والنشر..
33631715,749461,هشت نامه,,9789645571545,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483014862l/33631715._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483014862l/33631715._SX50_.jpg,1999,,,per,نشر چشمه,false,54475385,1,4,9,3,0,5:0|4:0|3:3|2:0|1:0|total:3,1999,,,3.00,3,0,"['749461', '3439713']","['Günter Grass', 'Kenzaburō Ōe']","['3.83', '3.78']",['6935159'],['علی شفیعی'],['3.02'],کتاب شامل ۸ نامه است که دو نویسنده از دو جغرافیا و فرهنگ متفاوت برای دیگری نوشته‌اند. نکته جالب در تمامی این نامه‌ها اشتراک نظری است که گونتر گراس با کنزابورو اوئه درباره جنگ و رنج‌های انسانی آن دارد. گونتر گراس در زمان جنگ سرباز ارتش هیتلر و اویه کمی جوان‌تر از او در ژاپن از هواخواهان ادامه جنگ بوده است‌. موضوع اصلی نامه‌ها جنگ، انسان و اخلاق است. نامه‌ها همگی با لحنی صمیمی نوشته شده‌اند و جذابیت خواندن آن‌ها در صمیمیتی است که نویسندگانش دارند.
2327140,749461,Zeit Gespräche: Zehn Dialoge Mit Günter Grass... [Et Al.],3518370200,9783518370209,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340033469l/2327140._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340033469l/2327140._SY75_.jpg,1987,6,,ger,Suhrkamp Verlag,false,2333699,1,4,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,1987,6,1,4.00,2,0,"['171532', '68486', '749461']","['Fritz J. Raddatz', 'Rolf Hochhuth', 'Günter Grass']","['3.89', '3.57', '3.83']",[],[],[],
44429088,749461,O tambor de lata,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552569898l/44429088._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552569898l/44429088._SX50_.jpg,,,,por,,false,68990705,1,5,8,3,0,5:1|4:0|3:0|2:1|1:1|total:3,,,,2.67,3,0,['749461'],['Günter Grass'],['3.83'],[],[],[],"Excertos do livro ""O Tambor de Lata"" para a cadeira de Literatura Comparada na FLUC."
26238789,749461,i en akt - 21 enaktare från Strindberg till Arrabal,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441565716l/26238789._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441565716l/26238789._SY75_.jpg,1966,,,swe,Aldus / Bonniers,false,46230235,1,5,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,1966,1,1,4.00,2,0,"['569209', '6815', '7680', '2856196', '26853', '241324', '1433597', '7689', '57189', '9322', '1197', '117671', '142051', '749461', '30575', '5031025', '5217', '2457847', '4332478', '29963', '89330', '7702']","['Ingvar Holm', 'August Strindberg', ""Eugene O'Neill"", 'Kaj Munk', 'Bertolt Brecht', 'Jacques Audiberti', 'Samuel Beckett', 'Eugène Ionesco', 'Dylan Thomas', 'Edward Albee', 'Harold Pinter', 'Sławomir Mrożek', 'Maurice Maeterlinck', 'Günter Grass', 'Fernando Arrabal', 'Anton Chekhov', 'George Bernard Shaw', 'Lady Augusta Gregory', 'J.M. Synge', 'W.B. Yeats', 'Pär Lagerkvist', 'Luigi Pirandello']","['3.33', '3.53', '3.96', '3.76', '3.78', '3.29', '3.88', '3.91', '4.16', '4.02', '3.79', '3.93', '3.79', '3.83', '3.85', '3.96', '3.91', '3.99', '3.63', '4.16', '3.80', '3.96']",[],[],[],21 enaktare från Strindberg till Arrabal
17738051,749461,"Hva sier du, Oskar?",8281770090,9788281770096,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522016286l/17738051._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522016286l/17738051._SX50_.jpg,2007,,,nor,Heinesen Forlag,false,24817457,1,6,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,2003,,,3.50,2,0,"['7036441', '6765', '1244', '585', '947', '749461', '285217', '3137322', '4037220', '17086248', '903', '1002', '5031312', '5754446']","['Thomas Thurah', 'Virginia Woolf', 'Mark Twain', 'John Steinbeck', 'William Shakespeare', 'Günter Grass', 'Johann Wolfgang von Goethe', 'Fyodor Dostoyevsky', 'Miguel de Cervantes Saavedra', 'Fëdor Michajlovič Dostoevskij', 'Homer', 'Sophocles', 'Dante Alighieri', 'Voltaire']","['3.45', '3.88', '3.86', '3.93', '3.87', '3.83', '3.80', '4.18', '3.87', '4.13', '3.81', '3.77', '4.02', '3.77']","['2963411', '992098', '400188']","['Henning Hagerup', 'Helge Hagerup', 'Elin Brodin']","['4.10', '3.38', '3.72']","Hva sier du, Oskar? er en bok som representerer tolv av verdens beste og mest berømte fortellinger. Alle er opprinnelig skrevet for voksne, men her blir de fortalt for barn og unge. Den eldste fortellingen handler om Odyssevs og hans lange reise - den yngste er om Oskar, gutten som nektet og vokse. Og så er det Oidipus, kongen som stakk ut øynene sine. Og Faust, som veddet med djevelen. Og Don Quijote og Huckleberry Finn og Dante. Og Romeo og Julie. Og noen til. Hva sier du, Oskar? er en bok som på sin egen måte formidler hva historiene prøver å si, og hvordan de kan gjøre oss klokere."
42834115,749461,Eintagsfliegen,9783869305,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542320313l/42834115._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542320313l/42834115._SX50_.jpg,2012,9,1,ger,Steidl,false,66592301,1,2,7,2,0,5:1|4:0|3:0|2:1|1:0|total:2,2012,9,1,3.50,2,0,['749461'],['Günter Grass'],['3.83'],[],[],[],"'Mit der Veröffentlichung von Grimms Wörter endete ein siebeneinhalb Jahre andauernder Prozeß, der aus dreimal wechselnder Sicht mich zum Gegenstand hatte: als Jugendlicher, als Vater und als politisch engagierter Bürger. Kaum war ein Schlußstrich unter meine 'Trilogie der Erinnerung' gesetzt, begann ich mir einen schon seit langem tickenden Wunsch zu erfüllen. Der 1963 publizierte Roman Hundejahre hatte mich bereits während der Zeit des Entstehens zu Zeichnungen provoziert. Das sollte nun umfassend fortgesetzt werden. <br /><br />Ich entschloß mich zu Radierungen, mithin zu einer grafischen Technik, die ich zuletzt Anfang der 90er Jahre in Begleitung zur Manuskriptarbeit der Erzählung Unkenrufe geübt hatte. Ab Sommer 2010 entstanden eine Fülle von Vorzeichnungen, dann auf Kupferplatten in verschiedenem Format die ersten Ätz- und Kaltnadelradierungen. Die Stahlnadel als Werkzeug. Nach eineinhalb Jahren Rückblick auf ein Buch, das ich als junger Autor geschrieben hatte, lagen eine Fülle von Skizzen und über hundert Motive für die Jubiläumsausgabe des Romans 'Hundejahre' vor, darunter auch Radierungen in Aquatinta.<br /><br />Für mich selbst überraschend hatten sich offenbar bereits während dieser intensiven Arbeitsperiode mit Stichel und Ätzbad in Kupfer zahllose Gedichte angesammelt, die jetzt zu Papier gebracht werden wollten; ich nannte sie Eintagsfliegen.'"
40596906,749461,Pokalbiai apie atminties ateitį. Gespräche über die Zukunft der Erinnerung. Rozmowy o przyszłości pamięci,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,,,lit,Baltos lankos,false,63045893,1,5,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,,,,3.50,2,0,"['749461', '84259', '6669', '161027']","['Günter Grass', 'Czesław Miłosz', 'Wisława Szymborska', 'Tomas Venclova']","['3.83', '4.19', '4.32', '4.30']",[],[],[],"2000 spalio mėnesį trys Nobelio premijos lauretai Gunter Grass, Czeslaw Milosz, Wislawa Szymborska bei lietuvių poetas T. Venclova visi drauge susitiko Lietuvos sostinėje Vilniuje. Literatai ir poetai Vilniuje valstybinės reikšmės įvykį sukūrė reikšdami savo mintis apie istorinę atmintį, kūrybą. Spausdinami autorių prozos ir poezijos kūrinai, pasisakymai susitikimo proga. Tekstai lietuvių, vokiečių ir lenkų kalbomis."
1978231,749461,In einem reichen Land: Zeugnisse alltäglichen Leidens an der Gesellschaft,3423341319,9783423341318,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340093406l/1978231._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340093406l/1978231._SY75_.jpg,2004,10,1,ger,dtv Deutscher Taschenbuch Verlag,false,1981598,2,5,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,2004,10,1,3.50,2,0,"['749461', '24232', '898628']","['Günter Grass', 'Johano Strasser', 'Daniela Dahn']","['3.83', '3.25', '4.05']",[],[],[],"Auch in einem reichen Land wie dem unseren herrscht vielerorts blanke Armut: Das zeigt dieser Sammelband, den die Schriftsteller Günter Grass, Daniela Dahn und Johano Strasser herausgegeben haben. Mehrere Dutzend Autoren machen in eindringlichen Reportagen deutlich, dass sich die so genannten ""Ränder"" der Gesellschaft ganz in unserer Mitte befinden. Sie berichten aus Suppenküchen für Obdachlose und von den mehreren Tausend Kindern, die in Deutschland auf der Straße leben. Sie begleiten einen Gerichtsvollzieher in Brandenburg zu den wahren Einheitsverlierern, die hoch verschuldet aus dem Konsumrausch der Nachwendezeit böse erwacht sind. Und sie berichten aus Hauptschulklassen, die zum Sammelbecken geworden sind für teils überforderte, verhaltensgestörte und gewalttätige Kinder.<p> Aus den vielen plastisch geschilderten Einzelschicksalen ergibt sich eine Nahaufnahme der sozialen Realität in diesem Land. ""Es geht vielen Leuten nur deshalb recht gut, weil es noch mehr Leute gibt, denen es recht schlecht geht"", schreibt Daniela Dahn in ihrem Vorwort. Aber die Autoren wollen sich damit nicht abfinden und setzen daher an zu einer grundlegenderen Systemkritik. Johano Strasser etwa geißelt in seinem Beitrag die ""Zurichtung des Menschen zum Funktionselement des Marktes"". Der Neoliberalismus fordere grenzenlose Flexibilität und ständige Anpassungsbereitschaft. Wer da nicht mithalten könne, der habe ""die Verantwortung für sein Scheitern selbst zu tragen"". Daniela Dahn spricht gar von ""totalitären Tendenzen im Kapitalismus"".</p><p> Harte Worte sind das -- und pauschale Urteile, die ausblenden, dass der Kapitalismus hier zu Lande durchaus zur ""sozialen Marktwirtschaft"" gezähmt ist. Aber grundsätzlich lässt sich nicht von der Hand weisen, was die Autoren als Auswüchse und vielleicht auch als Grundmerkmale des Systems beschreiben: dass der Mensch und die Menschlichkeit auf der Strecke bleiben, wenn allein das Profitstreben den Takt bestimmt. Fazit: Kein sonderlich optimistisches Buch also, eher ein deprimierendes und zuweilen auch resignatives. Vielleicht aber auch ein Buch, das Anstöße gibt, so wie es sich Günter Grass im Nachwort erhofft -- Anstöße, ""auf dass Solidarität, ein gegenwärtig als Ladenhüter gehandelter Wert, wieder zur Geltung kommt"". <i>--Christoph Peerenboom</i></p>"
2415129,749461,"Speak Out!: Speeches, Open Letters, Commentaries",0156847167,9780156847162,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1969,10,22,,Mariner Books,false,3603368,2,10,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,1968,,,3.50,2,0,['749461'],['Günter Grass'],['3.83'],[],[],[],"Political opinons of Germany's foremost novelist, poet, and dramatist. Translated by Ralph Manheim. Introduction by Michael Harrington. A Helen and Kurt Wolff Book.<br />"
6350316,749461,Wenn ich Pilze und Federn sammle: Ein Lesebuch,3865211062,9783865211064,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340101272l/6350316.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340101272l/6350316._SY75_.jpg,2005,6,,ger,,false,6536878,1,5,7,2,0,5:1|4:0|3:0|2:1|1:0|total:2,2005,1,1,3.50,2,0,"['749461', '1321876']","['Günter Grass', 'Helmut Frielinghaus']","['3.83', '3.72']",[],[],[],"Geschichten aus den großen Romanen, Erzählungen, Gedichte und zahlreiche Zeichnungen und Grafiken: Dieses Lesebuch bietet einen bunten Querschnitt aus dem Werk des Nobelpreisträgers - schließen Sie Bekanntschaft mit Günter Grass oder streifen Sie erneut durch sein Universum."
214991,749461,Conversaciones con Günter Grass,847432095X,9788474320954,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397718882l/214991._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397718882l/214991._SX50_.jpg,,,,spa,,false,208134,1,4,7,2,1,5:0|4:1|3:1|2:0|1:0|total:2,1999,,,3.50,2,1,"['99449', '749461']","['Nicole Casanova', 'Günter Grass']","['3.80', '3.83']",['8153459'],['A.C. Ibáñez'],['3.50'],"Nicole Casanova managed to get into the secret workshop of Günter Grass, the famous writer awarded with the Nobel Prize in Literature and the creator of ""The tin drum, to offer us a fascinating portrait and to discover the metamorphosis that reality and imagination undergo before Grass turns them into a literary piece."
52327367,749461,Malos presagios,8447300617,9788447300617,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73039758,1,6,6,2,0,5:0|4:0|3:2|2:0|1:0|total:2,,,,3.00,2,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
23467685,749461,On Dakka Sonra Buffalo,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435126802l/23467685._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435126802l/23467685._SX50_.jpg,1964,,,tur,İstanbul Matbaası,false,79378015,2,9,6,2,0,5:0|4:1|3:0|2:1|1:0|total:2,,,,3.00,1,0,['749461'],['Günter Grass'],['3.83'],['6939705'],['Adalet Cimcoz'],['4.08'],
50250264,749461,Lírico botín,,9788495408501,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577974927l/50250264._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577974927l/50250264._SX50_.jpg,2006,,,spa,Bartleby Editores,false,75159970,1,2,6,2,0,5:0|4:0|3:2|2:0|1:0|total:2,,,,3.00,2,0,['749461'],['Günter Grass'],['3.83'],[],[],[],"La antología poética definitiva de Grass en versión bilingüe español-alemán<br /><br />La poesía ha acompañado a Günter Grass toda su vida. Entre novela y novela, Grass (Premio Nobel y Príncipe de Asturias de las Letras en 1999) ha tenido épocas en que ha viajado, ha pintado acuarelas, ha hecho esculturas o se ha dedicado a la política... pero siempre, siempre, ha escrito poemas. Lírico botín es una selección hecha por él de ciento cuarenta poemas escritos a lo largo de cincuenta años, con cien dibujos que son una especie de contrapunto. El resultado corresponde al título: un precioso botín a la disposición de quien quiera conquistarlo."
17796381,749461,Deutsche Erzähler des 20. Jahrhunderts,3453370171,9783453370173,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370001212l/17796381._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370001212l/17796381._SX50_.jpg,1989,,,ger,München: Wilhelm Heyne Verlag,false,24894014,1,4,6,2,0,5:0|4:0|3:2|2:0|1:0|total:2,1989,1,1,3.00,2,0,"['2886728', '749461', '39326', '61946']","['Günther Fetzer', 'Günter Grass', 'Heinrich Böll', 'Christa Wolf']","['2.86', '3.83', '3.87', '3.77']",[],[],[],"Über achtzig Erzählungen - über achtzig große deutsche Autoren dieses Jahrhunderts. Die repräsentative Sammlung, die einen Überblick über das deutschsprachige literarische Schaffen unserer Zeit gibt. Mit Texten fast aller deutschen Nobelpreisträger."
