id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
4148167,268329,A History of Rome (Abridged),,,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,,,eng,The Folio Society,false,4195413,124,1410,931,212,24,5:125|4:56|3:23|2:5|1:3|total:212,1855,,,4.39,158,12,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"The classical historian Theodor Mommsen (1817 1903) published his monumental History of Rome between 1854 and 1856. His work was received with widespread acclaim by the scholarly community and the reading public. In 1902 Mommsen was awarded the Nobel Prize for Literature and acclaimed as 'the greatest living master of the art of historical writing'. Mommsen rejected traditional Enlightenment accounts, which glorified ancient Rome; instead, guided by a new and rigorous criticism of sources, Mommsen began the demythologisation of Roman history. In a vivacious and engaging style, Mommsen drew bold parallels between the nineteenth century and classical Rome. <br /><br />Information about this Folio Society edition (taken from the Editorial Note):<br /><br />Theodor Mommsen’s <i>Römische Geschichte</i> was first published in three volumes between 1854 and 1856, and was subsequently revised several times. The text of the present volume is derived from William Purdie Dickson’s translation, first published in four volumes by Richard Bentley in London in 1868, of the fourth German edition.<br /><br />The text printed in the ensuing pages preserves slightly less than half of the 1868 edition’s three-quarters of a million words. In abridging a work of such magnitude, strict guiding principles tend to be honoured as much in their breach as in their observance. With that caveat in mind, therefore, the intention in this edition has been to provide, within a single volume, a continuous narrative of the history of Rome, from the origins of the city down to the Civil War that resulted in the sole rule of Julius Caesar (c.753—46BC). At the same time, it is hoped that the selection represents the essential character of Mommsen’s historical vision, and can be read with both pleasure and profit by a non-specialist audience.<br /><br />In pursuit of these goals, the relative amount of space devoted to each of the main periods of Roman history has been preserved, and Mommsen’s own book divisions and titles retained. Similarly, the original chapter titles and breaks—and indeed even the paragraphing—has been followed as closely as possible. Wirth some obvious exceptions, marginal precedence has been given to social and constitutional developments, and to political events and conflicts in Rome and Italy, over foreign policy and the detailed narration of overseas wars. Consequently, the significant amount of background information that Mommsen provided concerning the foreign nations with which Rome came into violent contact—Etruscans, Celts, Carthaginians and the peoples of the Hellenistic eastern Mediterranean among them—has been almost entirely excised. And the summaries on literature and the arts that were tacked on to the end of each book have also had to be omitted. Within these broad parameters, however, every effort has been made to ensure that the full spectrum of Mommsen's themes, methodology, and style is portrayed.<br /><br />So that the text retains its readability, all cuts have been made silently, without the distraction of frequent ellipses. Where it has proved impossible to provide a continuous narrative in Mommsen’s own words, then editorial linking passages, printed in smaller type than the rest of the text, have been supplied. These confine themselves to the bare essentials and take a deliberately conservative line in order to sit more comfortably with the main narrative. the new maps and extensive chronology are also intended to compensate for information otherwise excised. A handful of editorial footnotes and other brief interpolations have been added where essential for sense. All such additions to the original text, as well as any other localised rewordings necessitated by the cuts, are contained within square brackets. Most of Mommsen’s analogies to subsequent historical events, which are one of the many delights of his work, require no explanation for an educated readership.<br /><br />Any attempt to update Mommsen’s scholarship would be presumptuous, if not completely foolhardy, and so all points of fact and interpretation have been allowed to stand without comment. thus, for example, Mommsen’s belief that Caesar was probably born in 102BC—rather than 100 BC, as is now generally accepted—has not been amended. Nor has it been deemed necessary to bring into line with current accepted norms either the spelling of proper nouns or Disckon’s faithful equivalents of Mommsen’s deliberately idiosyncratic and anachronistic rendition of Latin terms. Of these, the most noticeable is undoubtedly the word ‘burgess’ instead of ‘citizen’. While proving that few things date faster than modernity, they also provide an important reminder that Mommsen wrote his history with the pressing political and national issues facing both pre-unification Germany and the rest of the mid-nineteenth0century Europe directly in mind."
45546151,268329,Libri Pontificalis...,101161815X,9781011618156,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2019,3,27,,Wentworth Press,false,70308971,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
41911310,268329,"Histoire Romaine, Vol. 10 (Classic Reprint)",1390760065,9781390760064,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1537369311l/41911310._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1537369311l/41911310._SX50_.jpg,2018,9,1,,Forgotten Books,false,65414511,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"Excerpt from Histoire Romaine, Vol. 10<br /><br />Elle subsista sous Philippe et sous Alexandre, bien que les id�alistes grecs, comme toujours, ne vou lussent pas reconna�tre que leur id�al �tait r�alis�. Mais lorsque l'empire d'alexandre se disloqua, avec lui p�rit le panhell�nisme m�me et l'union des cit�s grecques sous la protection de la monarchie; les villes perdirent, au milieu de luttes inutiles qui dur�rent plusieurs si�cles, les derniers restes de leur prosp�rit� intellectuelle et mat�rielle; elles furent tiraill�es entre la domination �ph�m�re de royaut�s plus puissantes qu'elles, et les vaines tentatives faites pour restaurer l'ancien particularisme � la faveur des discordes qui �clataient entre ces royaut�s.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
51027203,268329,Römische Kaisergeschichte: Nach den Vorlesungs-Mitschriften von Sebastian und Paul Hensel 1882/86 (C.H. Beck Kulturwissenschaft),3406360785,9783406360787,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71771759,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],
35539470,268329,"R�mische Geschichte, Vol. 3: Von Sullas Tode Bis Zur Schlacht Von Thapsus (Classic Reprint)",0282568565,9780282568566,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498794695l/35539470._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498794695l/35539470._SX50_.jpg,2019,1,21,,Forgotten Books,false,56962673,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"Excerpt from R�mische Geschichte, Vol. 3: Von Sullas Tode bis zur Schlacht von Thapsus<br /><br />Dieser Zeit galt es den Zur�ckgebliebenen als Ehrensache f�r die wenigstens Aufhebung der auf ihrem Andenken und auf ihren.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
44464072,268329,R�misches Staatsrecht.,0341391263,9780341391265,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552991029l/44464072._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552991029l/44464072._SY75_.jpg,2018,8,9,,Wentworth Press,false,69048433,3,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
3854676,268329,Medieval And Renaissance Studies: Introduction By Frederick George Marcham,0313234825,9780313234828,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1982,6,29,,Greenwood Press,false,3899763,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1982,6,29,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],This is a collection of Theodor E. Mommsen's papers in a single volume. It serves the memory of an admirable scholar by making his work more conveniently available.
2264827,268329,Analecta Liviana,3806702403,9783806702408,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,2270835,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],
42723092,268329,"The Provinces of the Roman Empire: From Caesar to Diocletian, Part 2",0343490609,9780343490607,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,10,16,,Franklin Classics,false,66440310,5,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"This work has been selected by scholars as being culturally important and is part of the knowledge base of civilization as we know it.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. To ensure a quality reading experience, this work has been proofread and republished using a format that seamlessly blends the original graphical elements with text in an easy-to-read typeface.<br /><br />We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
44467137,268329,"R�mische Forschungen, Erster Band",0341420891,9780341420897,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553004321l/44467137._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553004321l/44467137._SY75_.jpg,2018,8,9,,Wentworth Press,false,69051511,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
23954606,268329,"Le opere. Dalla lettera premessa alle iscrizioni latine del Regno di Napoli, Da: Storia di Roma, Da: Disegno del Diritto Pubblico Romano, Da: Codicillo Testamentario. Nobel 1902",8802014426,9788802014425,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419016889l/23954606._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419016889l/23954606._SX50_.jpg,1979,1,1,ita,UTET,false,43558521,1,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1979,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],
39760597,268329,Die Geschichte Der Todesstrafe Im Römischen Staat,0365556378,9780365556374,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551989130l/39760597._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551989130l/39760597._SX50_.jpg,2018,12,10,,Forgotten Books,false,61458810,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"Excerpt from Die Geschichte der Todesstrafe im R�mischen Staat<br /><br />Sklave pflegt gekreuzigt zu werden, wo der Freie geringen Standes in die Bergwerke verschickt wird.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
29281352,268329,"Corpus Inscriptionum Latinarum. Vol III: Inscriptiones Asiae, Provinciarum Europae Graecarum, Illyrici Latinae. Suppl: Inscriptionum Orientis Et Illyrici Latinarum Supplementum. Pars I: . Fasc 3",3110013932,9783110013931,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1963,1,1,,Walter de Gruyter,false,66754940,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],
40002275,268329,Storia romana,,,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,61948029,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],
37227051,268329,"Juristische Schriften, Vol. 2 (Classic Reprint)",0260437697,9780260437693,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515877214l/37227051._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515877214l/37227051._SX50_.jpg,2018,5,8,,Forgotten Books,false,58964605,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"Excerpt from Juristische Schriften, Vol. 2<br /><br />S. 34 N. 18 Z. 3 hinter 'cwn fur 86� ist einzuf�gen: 2, 252, und hinter 3, 198: comm f�r sua. 1, 3; suum fehlerhaft 2, 96.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
31405248,268329,"Historische Schriften, Vol. 3 (Classic Reprint)",133315089X,9781333150891,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548853733l/31405248._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548853733l/31405248._SX50_.jpg,2019,1,26,,Forgotten Books,false,52098685,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"Excerpt from Historische Schriften, Vol. 3<br /><br />I. Die Ga1detruppem der r�mischen Republik und der Kaiserzeit (1879) II Die ge1m&amp;nimhen Leibw�c11ter der romischen Kaiser (1883) 111 Die Conscriptionsordnung der r�mischen Kaiserzeit (1884) IV. �gyptische Legionare (1900) V. Praetorium VI. Zu Domaszewskis Abhandlung ube1 die r�mischen Fahnen (1886) V II. Die r�mischen Provinzialmilizen (1887) VIII. Die Hastiferi von Caste1 (1889) lx. Die W�lld�rner Inschrift (1897) X. Inschrift vom Feldberg (1892) X1. Die 1�mischen Lagerst�dte (1873) XII.D11X (1866) XIII. Das r�mische Militarwesen seit Diocletian (1889) XIV. Die diocletianische Reichspraefectur (1901) XV. Zu der Inschrift von Tropaea. (1894) XVI. Die Inschrift von Hissarlik und die r�mische Sammtherrschaft in ihrem titularem Ausdruck (1882) XVII. Consularia. (1897) XVIII. Das r�misch-germanische Herrscherjahr (1891) XIX. Aera. (1893) XX. Ostg0thische Studien (1889) XXL Die Quellen der Langobardengeschichte des Paulus Diaconus (1880) XXII. Christianity in the Roman empire (1893) XXIII. Zu Apostelgeschichte 'xxiv. Zweisprachige Inschrift aus Arykanda. (1893) XXV. Papianisches (1902) XXVI. Die r�mischen Bischofe Liberius und Felix11. XXVII. 'die Synode von Turin (1892) XXVIII. Thessalonikische Kaisererla.sse XXVIII$. Eine Erwiederung (1894) XXIX. Zeitzer Ostertafel vom Jahre 447 (1862) XXX. Das Nonnenalter (1897)<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
50187510,268329,"Römische Geschichte, Buch 8",,,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,72615806,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],
45529555,268329,"Handbuch der Roemischen Alterthuemer, erster Band, dritte Auflage",101140138X,9781011401383,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2019,3,26,,Wentworth Press,false,70297983,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
44347354,268329,Die Stadtrechte Der Latinischen Gemeinden Salpensa Und Malaca in Der Provinz Baetica,0341331325,9780341331322,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560533983l/44347354._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560533983l/44347354._SX50_.jpg,2018,8,9,,Wentworth Press,false,68903554,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
39013208,268329,Auch Ein Wort �ber Unser Judenthum (Classic Reprint),0666746923,9780666746924,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520523619l/39013208._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520523619l/39013208._SX50_.jpg,2018,11,30,,Forgotten Books,false,60572548,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"Excerpt from Auch ein Wort �ber Unser Judenthum<br /><br />En Dem (sharivari, welche?) je�t sum %efremden Der iibrigen gehildeten qbelt in 93eutirhlanb �ber Die $udenfrage {ich erhoben hat nnd an Defien 9)ii�ll�ngen Der a)bbel auf heiden @eiten nach Q3erm�gen heifteuert, wirb e?; faum m�glich fein, Da� eine eingelne @timme fi�h @eh�r nerfchafit; Die *l'ln�ficht Da� 11nwelen auch nur an mindern erirheint felhft Dann gering, wenn man es; �ber {ich gewinnt an glauben, Da� Die nitation nicht 3ngleich eine 9)iachination i]'i. 3ch hin e3 3ufrieden, wenn Die wenigen qborte, Die ich 311 iagen heahfichtige, Denjenigen 91ntwort gehen, Die e5 etwa interefiiren mag an erfahren, wie ich �ber Diefe %lngelegenheit nrtheile. @ie fcheidet viele fonli gut und lange si&gt;'erh�nbete, nnd @cheiden thnt weh. Slbielleicht gelangt Da� $30rt Der %erlt�ndignng, welche� al� allgemeines? Verhallen wird, Doch al� peri�nliche� hier und Da an Da6 Biel.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
36365410,268329,L'impero di Roma (Volume 3),,,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507320564l/36365410._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507320564l/36365410._SY75_.jpg,1974,4,,ita,Dall'Oglio Editore,false,80961925,17,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['268329', '14828287']","['Theodor Mommsen', 'Antonio G. Quattrini']","['4.15', '4.75']",[],[],[],
35463218,268329,"Chronica Minora Saec. IV. V. VI. VII, Vol. 1 (Classic Reprint)",0282494308,9780282494308,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497888115l/35463218._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497888115l/35463218._SX50_.jpg,2018,4,22,,Forgotten Books,false,56854150,2,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"Excerpt from Chronica Minora Saec. IV. V. Vi. VII, Vol. 1<br /><br />Montium portaram viarum urbis Romae recensus qui sequitur non reperitur nisi in apographis codicis Spirensis (vide p. 528 e. Sumptus est fere ex Festi epitoma Paulina. Excerpta inde edidit Boeckingius (tiber die Notitia dif/ii. P. Omnia Urlichs l. E. P. 53; nos quoque integrum damus ad cod. Mouac. 10291 (vide p. Ita, ut quae ex Festo veuiunt, proponmrtur uncis comprehensa et ad scripta pagina editiunis Muellerianae.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
50591831,268329,Das Edict Diocletians,1012921735,9781012921736,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580805410l/50591831._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580805410l/50591831._SX50_.jpg,2019,4,11,,Wentworth Press,false,75585161,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
