id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
1268784,14167341,Тёмные аллеи,5352002373,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,,,rus,Азбука,false,2247887,41,7091,19411,4656,94,5:2347|4:1234|3:700|2:265|1:110|total:4656,1943,,,4.17,4100,46,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],
24165310,14167341,Livets bägare och andra noveller,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487502417l/24165310._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487502417l/24165310._SY75_.jpg,1932,,,swe,Almqvist & Wiksells,false,43754250,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1932,1,1,3.00,1,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],['4544356'],['Sigurd Agrell'],['4.05'],
50878117,14167341,Dünyanın Ən Gözəl Ölüsü,5204000227,5204000227(02,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73442143,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,"['13450', '14167341', '7702', '957894', '3535']","['Gabriel García Márquez', 'Ivan Alekseyevich Bunin', 'Luigi Pirandello', 'Albert Camus', 'William Faulkner']","['3.97', '4.05', '3.96', '4.00', '3.85']",[],[],[],"Kitab Gabriel Garcia Marquez, Ivan Alekseyevich Bunin, Luigi Piandello, Albert Camus və William Faulkner-in hekayələrindən ibarətdir."
18522314,14167341,Иван Бунин. Сочинения: `Ночь отречения`,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379698828l/18522314._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379698828l/18522314._SY75_.jpg,2001,,,rus,Лаком-книга,false,26224290,1,6,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2001,1,1,3.00,1,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],"В серии `Литература русского зарубежья от А до Я` издается первая книга сочинений эмигрантского периода знаменитого русского писателя, лауреата Нобелевской премии Ивана Алексеевича Бунина (1870-1953). Впервые под одной обложкой публикуются произведения, созданные в 1920-1923 гг., - художественная проза, стихотворения, публицистика. Рассказы из книги `Роза Иерихона` (Париж, 1924), написанные в другие годы, печатаются в приложении."
25894097,14167341,Grammatica dell'amore,8872262461,9788872262467,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436703907l/25894097._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436703907l/25894097._SX50_.jpg,1995,3,,ita,Stampa Alternativa Nuovi Equilibri,false,45776110,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1995,3,1,3.00,1,0,"['4462991', '891213', '8523649', '14167341']","['Carla Muschio', 'Alexander V. Chayanov', 'Aleksej Nikolaevič Tolstoj', 'Ivan Alekseyevich Bunin']","['3.69', '3.40', '3.36', '4.05']",[],[],[],
27982266,14167341,Der russische Christ,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,true,46898351,6,5,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2011,6,21,3.00,0,0,"['128382', '3137322', '410680', '5031025', '24952', '14167341', '94099']","['Leo Tolstoy', 'Fyodor Dostoyevsky', 'Ivan Turgenev', 'Anton Chekhov', 'Nikolai Leskov', 'Ivan Alekseyevich Bunin', 'Fyodor Sologub']","['4.06', '4.18', '3.92', '3.96', '3.88', '4.05', '3.99']",[],[],[],"F. M. Dostojewskij: Aus der Lebensgeschichte des in Gott verschiedenen Hieromonachen,<br />des Starez Sossima, zusammengestellt nach<br />seinen eigenenWorten von Alexej Fjodorowitsch Karamasow<br />I. S. Turgenjew: Die lebendige Reliquie <br />L.N. Tolstoi: P. Ssergij<br />N. S. Leskow: Figura <br />A. P. Tschechow: In der Osternacht<br />I. A. Bunin: Aglaja <br />F.K. Sologub: Der Weg nach Emmaus <br /><br /><br />Zitat von Graf Hermann Keyserling:<br />""Ich sagte: der Russe ist der tiefste Christ, weil es ihm nur auf das Unbedingte und Letzte ankommt. Hieraus folgt aber andrerseits, was in bezug auf den russischen Menschen schon festgestellt wurde: die Unzulänglichkeit seiner Religion in bezug auf diese Welt, sie bringt keinen Impuls, sie zu verbessern. Auf Erden weiß sie das Himmelreich nur in der einen Form des denkbar schön gestalteten Gottesdienstes zu verwirklichen. Deshalb baut der Russe, wo der Europäer durch praktische Maßnahmen Not zu lindern versuchen würde, Kirche neben Kirche auf, auch wo die schon vorhandene Zahl alle Bedürfnisse weit übersteigt ... Alle religiösen Russen aber betrachten das Leben mit den Augen der Heiligen. Deshalb versteht kein anderer Typus die Seele so oft so tief wie sie.<br />Dies erklärt denn das Wunder der russischen Literatur. Vom Verbrecher bis zum Heiligen werden alle Menschen gleich liebevoll gesehen. Nur der Gerechte bleibt unverstanden, aber der ist in Rußland so selten, daß er das Bild nicht stört. Der Heilige steht in Dostojewskijs Starez Sossima lebendiger und glaubhafter vor uns, als irgendein anderer ihn jemals hinstellte. Ebenso glaubhaft stellt Tolstoi in Kassatskij den gefallenen Heiligen dar. Der schlimmste Übeltäter aber wird in russischer Abbildung nicht allein menschlich begreiflich, sondern unwillkürlich auch liebenswert. Eine grenzenlose Toleranz ist die Stimmung des russischen Verstehens. Es ist eben nicht menschliche, sondern göttliche Duldsamkeit..."""
29230124,14167341,Rus ədəbiyyatı antalogiyası (II cild),9789952442,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455975094l/29230124._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455975094l/29230124._SX50_.jpg,2007,11,9,aze,Avrasiya Press,false,49469356,1,7,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2007,11,9,3.00,1,0,"['15014306', '15014307', '15014308', '15014309', '405589', '232932', '410680', '3137322', '128382', '5031025', '3072763', '24951', '14167341', '24953', '3873', '34055', '137074', '5152', '6454067', '44202', '13603396', '4456328', '1155349', '64625', '39839', '15014311']","['Rüstəm Kamal', 'Telman Vəlixanlı', 'Umud Rəhimoğlu', 'Mübariz Piri', 'Nikolay Karamzin', 'Nikolai Gogol', 'Ivan Turgenev', 'Fyodor Dostoyevsky', 'Leo Tolstoy', 'Anton Chekhov', 'Maxim Gorky', 'Aleksandr Kuprin', 'Ivan Alekseyevich Bunin', 'Leonid Andreyev', 'Mikhail Bulgakov', 'Isaac Babel', 'Mikhail Zoshchenko', 'Vladimir Nabokov', 'Andrei Platonov', 'Mikhail Sholokhov', 'Victor Astafiev', 'Yury Kazakov', 'Vasily Shukshin', 'Tatyana Tolstaya', 'Vladimir Sorokin', 'Aleksey Varlamov']","['3.00', '3.00', '3.00', '3.00', '3.52', '4.04', '3.92', '4.18', '4.06', '3.96', '3.88', '4.07', '4.05', '4.04', '4.23', '4.08', '4.06', '3.89', '3.96', '4.08', '3.98', '3.10', '4.13', '3.92', '3.68', '3.00']","['13732669', '14853373', '15014312', '8522060']","['Mikayıl Rzaquluzadə', 'Anar', 'Hüseyn Şərif', 'Ələviyyə Babayeva']","['4.20', '4.14', '4.25', '4.00']","İki cildlik ""Rus ədəbiyyatı antalogiyası""nın bu cildinə klassik və müasir rus nəsrinin tanınmış nümayəndələrinin əsərləri daxil edilmişdir.<br />Antalogiya tərtib edilərkən son illərin tərcümələrinə üstünlük verilmişdir."
24644210,14167341,Vera: Erzählungen 1912,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,true,44256759,3,3,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2014,9,17,3.00,0,0,"['14167341', '718757', '8338263']","['Ivan Alekseyevich Bunin', 'Thomas Grob', 'Iwan Bunin']","['4.05', '3.71', '3.85']",['970515'],['Dorothea Trottenberg'],['3.79'],"Die fünf 1912 geschriebenen Erzählungen Iwan Bunins sind Preziosen, die schon bei Zeitgenossen starke Resonanz fanden. Die ungewöhnlichen Schicksale stehen für Bunins Bild vom ländlichen russischen Leben, ein scheinbar zeitloses Leben im Schatten der Moderne, weitab der Städte. Doch spiegelt sich in den kleinen und großen Schicksalen das innere Leben dieser Welt: in der tödlich endenden Trinkwette des Bauern Worobjow ebenso wie im Schicksal der als Kind missbrauchten Ljubka oder demjenigen von Andrej und Vera, die beim letzten Wiedersehen das Scheitern ihrer Träume erkennen."
34914647,14167341,Çağdaşlarının Anılarıyla Anton Çehov,,9789754067323,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492737481l/34914647._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492737481l/34914647._SX50_.jpg,2002,6,14,tur,Cem Yayınevi,false,56177859,1,11,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,"['3072763', '54455', '16752731', '24951', '14167341', '16752732', '16468998']","['Maxim Gorky', 'Konstantin Stanislavski', 'V. Korolenko', 'Aleksandr Kuprin', 'Ivan Alekseyevich Bunin', 'V. Nemiroviç-Dançenko', 'Maksim Gorki']","['3.88', '4.11', '2.00', '4.07', '4.05', '2.00', '4.17']",['4791918'],['Mehmet Özgül'],['4.08'],"Elinizdeki kitap, Anton Çehov'un çağdaşı olan kültür ve sanat adamlarını Çehov'la ilgili anılarının toplamı. Gorki, Stanislavski, Dançenko, Kuprin ve Bunin gibi 27 sanatçının içtenlikle yazdıkları bu anılarla Çehov'u daha yakından tanıyoruz. Sovyetler Birliği'nde birçok kez basılan bu kitapla Çehov'un eşsiz güzellikteki öykü ve oyunlarını nasıl yazdığını, dostları, sanat adamları ve kalabalık bir aile ortamındaki yaşamıyla, o dönemin sanat ve kültür ilişkilerini, dönemin toplumsal gelişmesiyle birlikte öğreniyoruz.<br /><br />Cem Yayınevi: Mehmet Özgül'ün Rusça aslından yaptığı çevirisiyle 8 ciltte toplanan ""Anton Çehov-Bütün Öyküler"" adlı toplu yapıtından sonra bu önemli tamamlayıcı kitabı, aynı çevirmenin kaleminden okurlarının beğenisine sunar."
9504074,14167341,Elle: roman,2234017696,9782234017696,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1985,,,,Stock,false,14389716,1,2,2,1,1,5:0|4:0|3:0|2:1|1:0|total:1,1985,,,2.00,1,1,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],
51320593,14167341,Захар Воробьёв,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71309791,1,1,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],
35214966,14167341,Le Sacrement de l'amour et l'Affaire du cornette Élaguine,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495588313l/35214966._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495588313l/35214966._SX50_.jpg,1963,1,10,fre,Éditions Rombaldi,false,56555094,1,1,1,1,1,5:0|4:0|3:0|2:0|1:1|total:1,,,,1.00,1,1,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],"Katia, étudiante et petite-amie de Mitia, fait ses classes d’actrice, mûrit et se moque de ses gamineries. Mitia est déchiré par la passion et la jalousie et quitte Moscou pour la campagne afin de se retrouver. Là, le jeune homme s’adonne à l’amour charnel avec une campagnarde dans une hutte, ce qui le fait souffrir encore plus. Katia lui envoie une lettre pour annoncer qu’elle le quitte pour le directeur du théâtre. Mitia met alors fin à ses jours."
53147730,14167341,Short Fiction,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,73643517,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],"['490678', '17623', '9323', '646186', '19622340']","['Samuel Solomonovich Koteliansky', 'D.H. Lawrence', 'Leonard Woolf', 'Bernard Guilbert Guerney', 'The Russian Review']","['4.17', '3.59', '4.08', '4.00', '0.0']","Ivan Bunin was a Russian author, poet and diarist, who in 1933 (at the age of 63) won the Nobel Prize in Literature “for the strict artistry with which he has carried on the classical Russian traditions in prose writing.” Viewed by many at the time as the heir to his friend and contemporary Chekhov, Bunin wrote his poems and stories with a depth of description that attracted the admiration of his fellow authors. Maxim Gorky described him as “the best Russian writer of the day” and “the first poet of our times,” and his translators include D. H. Lawrence and Leonard Woolf.<br /><br />This collection includes the famous <i>The Gentleman from San Francisco</i>, partially set on Capri where Bunin spent several winters, and stories told from the point of view of many more characters, including historic Indian princes, emancipated Russian serfs, desert prophets, and even a sea-faring dog. The short stories collected here are all of the available public domain translations into English, in chronological order of the original Russian publication. They were translated by S. S. Koteliansky, D. H. Lawrence, Leonard Woolf, Bernard Guilbert Guerney, and <i>The Russian Review</i>."
24973468,14167341,Gramatika ljubezni in druge novele,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424374620l/24973468._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424374620l/24973468._SX50_.jpg,1975,,,slv,Cankarjeva založba,false,44638456,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1975,1,1,0.00,0,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],"['2928701', '4671850', '1928097', '7140666']","['Drago Bajt', 'Janko Moder', 'Josip Vidmar', 'France Vurnik']","['3.73', '3.93', '4.00', '0.0']",Vsebina: Antonovčki / prevedel Janko Moder ; Suhodol / prevedel Janko Moder ; Ignat / prevedel Josip Vidmar ; Ob cesti / prevedel France Vurnik ; Gramatika ljubezni / prevedel France Vurnik ; Sin / prevedel Josip Vidmar ; Lahno gibanje / prevedel Drago Bajt ; Meteor / prevedel France Vurnik ; Neznani prijatelj / prevedel France Vurnik ; Ponoči na morju / prevedel France Vurnik ; Mitjeva ljubezen / prevedel Drago Bajt ; Sončarica / prevedel France Vurnik ; Ida / prevedel France Vurnik ; Mordvinski sarafan / prevedel Drago Bajt ; Romantičn zgodba / prevedel Drago Bajt ; Kavkaz / prevedel Drago Bajt ; Stjopa / prevedel Drago Bajt ; Rusja / prevedel Drago Bajt ; Zojka in Valerija / prevedel Drago Bajt ; Tanja / prevedel Drago Bajt
3464624,14167341,Лишь слову жизнь дана...,5268008889,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,false,3505910,1,5,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],
43637404,14167341,"The Gentleman from San Francisco, and Other Stories - Scholar's Choice Edition",1293976326,9781293976326,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2015,2,12,,Scholar's Choice,false,67905013,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],"<br /> This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. <br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.<br /><br />"
5023713,14167341,Fifteen tales,084865000X,9780848650001,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511451877l/5023713._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511451877l/5023713._SY75_.jpg,,,,,,false,58419695,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],
43131358,14167341,Ritm,5871072445,9785871072448,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,66934242,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],
15687044,14167341,Великий дурман,5852751359,9785852751355,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1997,,,rus,Совершенно секретно,false,21344222,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1997,1,1,0.00,0,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],"В сборник вошли прежде недоступные для читателя публицистические статьи, заметки и записные книжки первого русского лауреата Нобелевской премии по литературе И.А.Бунина, публиковавшиеся в 1920-х годах в эмигрантской прессе и с тех пор, за небольшим исключением, не переиздававшиеся ни в России, ни на Западе.<br />Это размышления Бунина о России и русском народе, о большевизме и большевиках, о революции и гражданской войне, о роли М. Горького в революционных и пореволюционных событиях, отклики на происходившее в 20-е годы в России и русском зарубежье; литературно-критические статьи и заметки, блестящая и острая полемика с советскими и эмигрантскими критиками, а также ответы писателя на политические и литературные анкеты за разные годы."
48498122,14167341,Избрано,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571832535l/48498122._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571832535l/48498122._SY75_.jpg,1979,,,bul,Народна култура,false,73809371,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['14167341', '14982545', '13852933']","['Ivan Alekseyevich Bunin', 'Иван Бунин', 'Константин Паустовски']","['4.05', '4.10', '4.00']","['19679328', '14757111', '4177173', '8434968']","['Лиляна Герова', 'Фьодор Неманов', 'Лиляна Минкова', 'Лиляна Ацева']","['0.0', '4.40', '4.06', '4.26']","Съдържа:<br /><br />- ""Животът на Арсениев""<br />- ""Танка""<br />- ""Кастрюк""<br />- ""Ябълки антоновки""<br />- ""Суходол""<br />- ""Захар Воробьов""<br />- ""Суха трева""<br />- ""Чашата на живота""<br />- ""Братя""<br />- ""Архивно дело""<br />- ""Господинът от Сан Франциско""<br />- ""Сънищата на Чанг""<br />- ""Казимир Станиславович""<br />- ""Слънчев удар""<br />- ""Натали"""
36860635,14167341,Contos escolhidos,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,58628549,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],
41469554,14167341,Erz�hlungen,0270109730,9780270109733,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,7,25,,Wentworth Press,false,64744130,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['14167341', '18348309']","['Ivan Alekseyevich Bunin', 'Georg Polonskii']","['4.05', '0.0']",[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
10175906,14167341,Róża Jerycha: Opowiadania i szkice,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1976,,,,Wydawnictwo Literackie,false,15074754,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1976,,,0.00,0,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],
13581550,14167341,米佳的爱,7540726814,9787540707651,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333743183l/13581550._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333743183l/13581550._SX50_.jpg,1991,,,zho,漓江出版社,false,19166905,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1991,1,1,0.00,0,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],['5807414'],['王庚年'],['0.0'],
44665744,14167341,Последнее свидание (100 шедевров о любви),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,69317297,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],"""100 шедевров о любви"" — уникальная серия издательства Стрельбицкого, в которую вошли лучшие произведения всех времен и народов о самом прекрасном и возвышенном чувстве — любви.<br />""Последнее свидание"" — драматический рассказ известного русского писателя Ивана Алексеевича Бунина (1870–1953). ***<br />Расставание никогда не бывает приятным — главные герои данного повествования служат примером незыблемой истины.<br />Другими выдающимися произведениями автора являются ""Сосны"", ""Волошин"", ""Заря всю ночь"", ""Тень птицы"", ""На край света"", ""Остров сирен"", ""Темные аллеи"" и ""Первая любовь"".<br />Один из самых ярких представителей Русского Зарубежья, Иван Алексеевич Бунин воссоздал траги"
40909933,14167341,Белая лошадь Изумруд Холстомер (Книги о лошадях),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,63780529,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['14167341', '24951', '128382', '18479204', '14982545']","['Ivan Alekseyevich Bunin', 'Aleksandr Kuprin', 'Leo Tolstoy', 'Лев Николаевич Толстой', 'Иван Бунин']","['4.05', '4.07', '4.06', '4.32', '4.10']",[],[],[],"Люди и кони — так можно кратко анонсировать тему сборника, в который вошли известные произведения ""Белая лошадь"" Ивана Бунина, ""Изумруд"" Александра Куприна и ""Холстомер"" Льва Толстого. Любовь и жестокость, надежда и отчаяние, нравственная высота и падение морали — все эти чувства пронизывают повествования писателей, опубликованные в этом сборнике.<br />В серии ""Книги о лошадях"" мультимедийного издательства Стрельбицкого издаются лучшие классические и современные произведения мировой литературы о лошадях, которые в нашей электронной библиотеке можно скачивать в форматах epub, Fb2, pdf на телефон, андроид android, айфон iPhone, айпад iPad, а также читать онлайн без регистрации."
41790575,14167341,Luchshie Proizvedenija Ivana Bunina. Sbornik,1727142543,9781727142549,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536866446l/41790575._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536866446l/41790575._SX50_.jpg,2018,9,7,,Createspace Independent Publishing Platform,false,65203372,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],"Rare edition with unique illustrations. Ivan Alekseevich Bunin (1870 -- 1953) -- vydajushhijsja russkij pisatel', pojet, pochjotnyj akademik Peterburgskoj Akademii nauk (1909), laureat Nobelevskoj premii po literature 1933 goda. Imja Ivana Bunina -- odnogo iz proniknovennyh, tragicheskih klassikov russkoj literatury -- izvestno vo vsem mire. V sbornik voshli sledujushhie proizvedenija: ""Antonovskie jabloki,"" ""Cifry,"" ""Derevnja,"" ""Legkoe dyhanie,"" ""Okajannye dni,"" ""Suhodol."""
32306514,14167341,Uns Olhos Bizantinos,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,52934057,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],
3153221,14167341,Memories and Portraits,083710033X,9780837100333,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1968,11,30,,Greenwood Press,false,3184802,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1968,11,30,0.00,0,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],"['4396753', '4396754']","['Vera Traill', 'Robin Chancellor']","['5.00', '3.69']",
