id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
6428259,112052,"À l'ouest, rien de nouveau",223406211X,9782234062115,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459783749l/6428259._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459783749l/6428259._SX50_.jpg,2009,3,11,fre,Stock,false,2662852,456,563539,1369324,344558,9923,5:129909|4:116387|3:67470|2:21029|1:9763|total:344558,1929,,,3.97,20,3,"['4116', '112052', '397537', '397538']","['Erich Maria Remarque', 'Patrick Modiano', 'Olivier Bournac', 'Alzir Hella']","['4.06', '3.51', '4.13', '4.13']",[],[],[],"""Quand nous partons, nous ne sommes que de vulgaires soldats, maussades ou de bonne humeur et, quand nous arrivons dans la zone où commence le front, nous sommes devenus des hommes-bêtes...""<br /><br />Témoignage d'un simple soldat allemand de la guerre de 1914-1918, A l'ouest rien de nouveau, roman pacifiste, réaliste et bouleversant, connut, dès sa parution en 1928, un succès mondial retentissant et reste l'un des ouvrages les plus forts dans la dénonciation de la monstruosité de la guerre."
25788256,112052,Extraits gratuits - Lectures d'été Gallimard 2015,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,45638978,1,56,15,3,0,5:3|4:0|3:0|2:0|1:0|total:3,2015,6,18,5.00,3,0,"['11291', '643126', '908', '47693', '7125422', '4097320', '7154320', '4237', '278858', '406158', '3093742', '659457', '2947958', '25319', '4481483', '112052', '12180', '899720', '44677', '22515', '446402']","['Chimamanda Ngozi Adichie', 'Muriel Barbery', 'Alessandro Baricco', 'Antoine Bello', 'Jessie Burton', 'Milena Busquets', 'François-Henri Désérable', 'Marc Dugain', 'David Foenkinos', 'Jérôme Garcin', 'Fabrice Humbert', 'Alona Kimhi', 'Kim Leine', 'Erri De Luca', 'Francesca Melandri', 'Patrick Modiano', 'Francine Prose', 'Éric Reinhardt', 'Jean-Christophe Rufin', 'Mario Vargas Llosa', 'Anne Wiazemsky']","['4.34', '3.72', '3.89', '3.90', '3.68', '3.13', '3.60', '3.66', '3.75', '3.61', '3.62', '3.57', '3.89', '3.61', '3.97', '3.51', '3.66', '3.57', '3.70', '3.97', '3.53']",[],[],[],
23120800,112052,EXTRAITS - 10 romans incontournables,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,42669903,1,14,13,3,0,5:2|4:0|3:1|2:0|1:0|total:3,2011,6,30,4.33,3,0,"['19916', '167140', '25319', '121326', '203793', '2408', '112052', '1728', '44677', '1020792']","['Jonathan Coe', 'Catherine Cusset', 'Erri De Luca', 'Philippe Djian', 'Benoît Duteurtre', 'Ian McEwan', 'Patrick Modiano', 'Orhan Pamuk', 'Jean-Christophe Rufin', 'Antoine de Saint-Exupéry']","['3.79', '3.55', '3.61', '3.64', '3.57', '3.73', '3.51', '3.76', '3.70', '4.30']",[],[],[],
43173448,112052,En enkel visa och andra dikter,,9789186497682,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544263316l/43173448._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544263316l/43173448._SY75_.jpg,2019,3,25,swe,Elisabeth Grate Bokförlag,false,60708687,2,10,10,4,1,5:0|4:0|3:2|2:2|1:0|total:4,2018,2,1,2.50,2,0,"['13463093', '6969605', '112052']","['Marie Modiano', 'Magdalena Sørensen', 'Patrick Modiano']","['2.91', '3.62', '3.51']",[],[],[],"Marie Modiano, född 1978 i Paris, är en fransk låtskrivare, sångare och författare. I slutet på 1990-talet studerade hon teater vid Royal Academy of Dramatic Art i London och arbetade under några år som skådespelare. Marie Modiano har tidigare gett ut en diktsamling och två romaner. <br /><br />I februari 2018 utkom i Frankrike diktsamlingen ""En enkel visa"". I den har Marie Modiano samlat ett fyrtiotal dikter och prosastycken, varav tio bildar den skiva med samma namn som gavs ut samtidigt. Dikterna i ""En enkel visa"" handlar om minnen, om ensamhet och kärlek, om tidens obevekliga flykt, om vardagliga händelser och om händelser som skakat världen, som dikten ""9 april 2017, vid 1-tiden"" om terrorattentatet i Stockholm.<br /><br />Översättare: Magdalena Sørensen"
23790496,112052,Süddeutsche Zeitung eBibliothek: Die Liebesromane: Der Horizont / Liebesleben / Reise im Mondlicht / Suzie Wong / Tante Julia und der Schreibkünstler,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,43405616,1,5,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,2014,11,25,5.00,2,0,"['112052', '85798', '5441368', '7572211', '22515']","['Patrick Modiano', 'Zeruya Shalev', 'Antal Szerb', 'Richard Mason', 'Mario Vargas Llosa']","['3.51', '3.84', '4.13', '3.66', '3.97']",[],[],[],
18048476,112052,С най-хубав спомен  / Добри момчета / Мястото,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415563282l/18048476._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415563282l/18048476._SY75_.jpg,1986,,,bul,Народна култура,false,25330243,1,7,10,3,0,5:0|4:1|3:2|2:0|1:0|total:3,,,,3.33,3,0,"['1357577', '112052', '56176', '5819954', '8340729']","['Françoise Sagan', 'Patrick Modiano', 'Annie Ernaux', 'Франсоаз Саган', 'Ани Ерно']","['3.67', '3.51', '3.83', '3.44', '3.33']","['7125758', '7125759', '7125760', '7125761']","['Николай Стоянов', 'Христо Даиев', 'Анна Тонева', 'Светлана Даскалова']","['3.00', '3.33', '3.33', '3.33']","Avec mon meilleur souvenir / Francoise Sagan. <br />De si braves garçons / Patrick Modiano. <br />La place / Annie Ernaux<br /><br />В този сборник се предлагат произведения на трима представители на съвременната френска белетристика.<br /><br />Какво връща човека към неговото минало? Всяко от събраните тук произведения отговаря по своему на този въпрос, крайъгълен в битието на хората."
49078771,112052,Sötét boltok utcája,9632712293,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1980,,,hun,Magvető,false,74508690,1,4,8,2,1,5:0|4:2|3:0|2:0|1:0|total:2,1978,,,4.00,2,1,['112052'],['Patrick Modiano'],['3.51'],[],[],[],"1945-ben ​született francia író Goncourt-díjas regénye. Fiatal íróé. 1978-ban jelent meg, egyetlen év alatt számos nyelvre fordították le, dícsérő méltatása angol, német, szovjet lapokban egyaránt olvasható.<br />Mert olyan kalandregény-izgalmas? Mert narrátor hőse a saját emlékezetvesztését mondja el? Meg azt, hogy milyen nyomozások útján és árán tudta meg újra, hogy kicsoda is, vagy legalább kicsoda lehet, mi a neve, kihez volt köze, mikor és mennyi, és ki volt az a lány, akivel 1943-ban a megszállt Franciaországból Svájcba akart menekülni, de csaló embercsempészek karmai közé került, s nem látta többé a lányt, nem lelte többé saját magát sem?<br />Kalandregény – már-már detektívregény és dokumentumaktaszerű – izgalmassága miatt is értékes regény ez. De azért is, mert fiatal írója, aki a második világháború után született, egy háborús lidércnyomás példáján a lidércnyomások embertelenségét általánosítja, közben pedig azon tűnődik – tárgyától, regénye cselekményétől függetlenül –, hogy vajon van-e az embernek múltja, vagy nincsen, ne legyen, jövője legyen-e, vagy nem lehet jövője múlt nélkül.<br />Izgalmas azonban ez a regény azért is, mert újabb példája annak a világirodalmilag győztes stílusnak és szerkesztésnek, amely minden ékítményről lemondva, szinte csak „dokumentálva”, a cselekményesség bevált patentjeit elutasítva teremt újféle feszültséget, képes szépirodalommá avatni utcaneveket, telefonkönyvet, személyi kartotéklapok szövegeit."
2257007,112052,3 nouvelles contemporaines,2070337189,9782070337187,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372886767l/2257007._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372886767l/2257007._SX50_.jpg,,,,fre,,false,43125844,1,9,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,,,,4.00,2,0,"['112052', '249543', '1018483']","['Patrick Modiano', 'Marie NDiaye', 'Alain Spiess']","['3.51', '3.29', '3.67']",[],[],[],
49078434,112052,Alvó emlékek,,9786155584473,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575314497l/49078434._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575314497l/49078434._SY75_.jpg,2019,,,hun,Tarandus,false,74508057,1,3,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,0,['112052'],['Patrick Modiano'],['3.51'],[],[],[],"Egy ​férfi barangol Párizs utcáin. Ismerős környéken jár – az előtt a ház előtt valamikor napokon át várt egy lányra, aki soha nem bukkant fel. Ott egy kávézó, ahol kora reggelente mindig ugyanazzal a fiatal nővel találkozott. Két sarokkal arrébb egy okkultista irodalmat árusító könyvesbolt, amelyben ő is gyakran megfordult.<br />Az ismerős helyek megannyi emléket idéznek fel egy ködbe vesző, elmosódott múltból. Egy hajdani, a világban elveszetten ődöngő, önmagát kereső fiatalember találkozását hat nővel. Kik voltak ezek a nők, és mit jelentettek a fiú számára? Nem tudni. Csak a címüket és ötüknek a nevét őrzi egy notesz. A hatodik névtelen marad, mert gyilkosságot követett el, és fiú segített neki a fegyver eltüntetésében és a menekülésben. A fiú, aki maga is szüntelen szökésben volt az élete, a valóság elől. Ám ez a hat cím és öt név most, évtizedek elteltével olyan, mint egy irányjelző tábla, amelyet követve az eltűnt idő nyomába eredhet, és feltámaszthatja a múltat. És akkor talán arra is rájön, kicsoda ő valójában.<br />Az irodalmi Nobel-díjas Patrick Modiano legújabb, titokzatos alakokkal benépesített, sejtelmes hangulatú regényében a hatvanas évek Párizsának helyszínei és szereplői elevenednek meg. Mint egy éber álomban, úgy tűnnek fel az egykori fiatalember életének mozaikszerű epizódjai az emlékezés egy-egy röpke pillanatra felvillanó fényében, hogy azután rögtön újra alámerüljenek a feledés homályába. Vajon mindez csak a képzelet játéka? Vagy az emlékezet káprázata? A lenyűgöző atmoszférájú, az álom és a valóság határmezsgyéjén mozgó regényben Párizs korabeli térképén egy emberi életút rajzolódik ki, és egy emberi sors rejtélye vár megoldásra."
49205681,112052,Paris de ma jeunesse (La Bleue),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,74087762,2,7,8,3,1,5:0|4:0|3:2|2:1|1:0|total:3,,,,2.67,0,0,"['225771', '112052']","['Pierre Le-Tan', 'Patrick Modiano']","['3.91', '3.51']",[],[],[],
323513,112052,Une aventure de Choura,2070562948,9782070562947,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372919214l/323513._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372919214l/323513._SX50_.jpg,1986,12,1,fre,Distribooks,false,314218,1,6,6,2,0,5:0|4:0|3:2|2:0|1:0|total:2,1986,,,3.00,2,0,"['112052', '586968']","['Patrick Modiano', 'Dominique Zehrfuss']","['3.51', '3.61']",[],[],[],"Voici Choura, labrador aux yeux bleus, qui s'ennuie chez ses maîtres et qui est un chien romantique.C'est aussi un chien qui ne doute de rien, et c'est pourquoi, probablement à cause d'un livre et d'un film, sa vie prend une tournure à faire rêver tous les chiens et les enfants, à partir de cinq ans."
51870776,112052,Die letzten Dinge: Lebensendgespräche,,9783499631115,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,46889251,3,8,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,2015,9,25,5.00,0,0,"['875992', '36431', '177946', '73177', '124337', '718712', '8510981', '222549', '269494', '460952', '258230', '749461', '69908', '64456', '29880', '26496', '5229', '112052', '15496', '184417']","['Iris Radisch', 'Julien Green', 'Ilse Aichinger', 'Claude Simon', 'Peter Rühmkorf', 'Péter Nádas', 'Andrej Bitow', 'George Tabori', 'Friederike Mayröcker', 'Sarah Kirsch', 'Martin Walser', 'Günter Grass', 'Marcel Reich-Ranicki', 'Antonio Tabucchi', 'Michel Butor', 'Imre Kertész', 'George Steiner', 'Patrick Modiano', 'Amos Oz', 'Ruth Klüger']","['4.06', '3.67', '3.74', '3.59', '3.98', '3.74', '2.75', '3.84', '4.07', '3.76', '3.27', '3.83', '4.14', '3.93', '3.58', '3.94', '3.99', '3.51', '3.86', '4.04']",[],[],[],"Ändert sich die Sicht auf das durchlebte Zeitalter, wenn der Tod näher rückt? Wird das, was früher wichtig war, unwichtig? Wo hat man geirrt? Was hat man bewirken können – und was ist geblieben? Seit vielen Jahren führt ZEIT-Feuilletonchefin Iris Radisch Gespräche mit Schriftstellern und Philosophen im hohen Alter. Oft waren es Abschiedsgespräche, manchmal buchstäblich das letzte Interview. Der Lebensabend und seine Gestaltung ist in diesen Begegnungen immer präsent, ebenso wie die Rückschau auf Vergangenes und die Bedeutung des Alters für das eigene Schaffen. All diese Lebensendgespräche sind von einer ungewöhnlichen Offenheit und Unverstelltheit geprägt, und doch zieht jeder auf ganz eigene Weise Bilanz: Bei manchen überwiegt Wehmut, auch Bitterkeit, bei anderen Gelassenheit und Heiterkeit. Dieses Buch hält große Fragen und Antworten bereit, denn mit fortschreitendem Alter verschieben sich Perspektiven und Haltungen: Der Band versammelt siebzehn Interviews, in denen Iris Radisch mit bedeutenden Zeitzeugen feinsinnig und ehrlich über die «letzten Dinge» diskutiert. Zu den Interviewten zählen u.a. Amos Oz, Marcel Reich-Ranicki, Günter Grass, Martin Walser, Imre Kertész, Péter Nádas, Ilse Aichinger, Julien Green, Peter Rühmkorf, Antonio Tabucchi, Patrick Modiano, Ruth Klüger, George Tabori, Claude Simon, George Steiner, Sarah Kirsch und Friederike Mayröcker."
51223384,112052,Iarba noptii,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,75969744,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['112052'],['Patrick Modiano'],['3.51'],[],[],[],
28283201,112052,Profil - Modiano (Patrick): Dora Bruder: Analyse Litteraire de L'Oeuvre,2218948494,9782218948497,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473700368l/28283201._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473700368l/28283201._SY75_.jpg,2006,8,30,fre,Hatier,true,48331468,1,4,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['253391', '112052', '172283']","['Joël Dubosclard', 'Patrick Modiano', 'Georges Décote']","['3.63', '3.51', '3.68']",[],[],[],"L'ouvrage fournit toutes les cles pour analyser le recit de Patrick Modiano. Le resume et les reperes pour la lecture sont suivis de l'etude des problematiques essentielles, parmi lesquelles: - Qui est Dora Bruder ?- Autoportrait d'un enqueteur- Composition et structure de l' uvre- Une uvre au carrefour des genres litteraires- Les themes de la memoire et l'oubli. Ce Profil d'une uvre comprend egalement cinq lectures analytiques."""
1849627,112052,28 Paradis,2879294843,9782879294841,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1850110,1,5,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2005,1,1,4.00,1,0,"['586968', '112052']","['Dominique Zehrfuss', 'Patrick Modiano']","['3.61', '3.51']",[],[],[],
38609252,112052,28 paradis 28 enfers,,9782070139378,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2012,11,2,fre,Le Promeneur,false,60219411,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['586968', '13463093', '112052']","['Dominique Zehrfuss', 'Marie Modiano', 'Patrick Modiano']","['3.61', '2.91', '3.51']",[],[],[],"Parution le 2 novembre 2012 dans la collection Le Cabinet des lettrés aux éditions Le Promeneur (Gallimard). <br /><br />Ce volume, à l'italienne et à double face, est cosigné par Patrick Modiano, sa femme Dominique Zehrfuss et leur fille cadette, Marie Modiano.<br /><br />Ce volume de 128 pages comporte en réalité deux livres présentés tête-bêche. <br />Le premier, 28 Paradis, a déjà été publié en 2005 aux éditions de l'Olivier-Le Seuil : il s'agit de 28 gouaches de Dominique Zehrfuss accompagnées de textes poétiques de son époux. <br />Le second livre, 28 Enfers, est, lui, une nouveauté. Il comporte lui aussi 28 gouaches de Dominique Zehrfuss, mais les textes courts qui sont publiés en regard sont signés cette fois-ci par Marie Modiano. <br /><br />Dominique Zehrfuss raconte la naissance de ces deux ouvrages qui se répondent: <br />""Un été où j'étais triste à Paris, je ne voyais pas d'issue à mon chagrin, sinon le rêve. Pour donner vie à ces rêveries, je commençai à dessiner ces mondes minuscules, paradis terrestres, paradis perdus, où je m'imaginais avec celui que j'aime, où nous étions d'infinies particules d'un monde minéral et végétal, tels des feuilles, des étoiles, des grains de sable... (...) Mais que seraient mes paradis sans leurs enfers? (...) Aussi n'avais-je d'autre choix, à un moment moins chagrin, que de donner vingt-huit enfers miniatures comme antipodes à mes paradis."""
25882019,112052,100 photos de Jean-Marie Perier pour la liberté de la presse,2362200337,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,45760311,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2015,7,2,4.00,1,0,"['329169', '112052']","['Jean-Marie Perier', 'Patrick Modiano']","['3.68', '3.51']",[],[],[],
26589389,112052,Aux jours anciens,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442403693l/26589389._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442403693l/26589389._SX50_.jpg,1998,,,fre,Elle,false,46610997,1,3,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1998,1,1,3.00,1,0,['112052'],['Patrick Modiano'],['3.51'],[],[],[],
323508,112052,Paris tendresse,2905292326,9782905292322,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372931983l/323508._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372931983l/323508._SX50_.jpg,2000,4,5,fre,Hoëbeke,false,314213,1,11,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1990,1,1,3.00,1,0,"['112052', '265137']","['Patrick Modiano', 'Brassaï']","['3.51', '4.28']",[],[],[],"Un album de photographies de Brassaï prises à Paris dans les années 1930-1940, avec un texte de Patrick Modiano."
12734870,112052,10 съвременни френски разказвачи,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454073185l/12734870._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454073185l/12734870._SY75_.jpg,1980,,,fre,Народна култура,false,17872632,1,7,3,2,1,5:0|4:0|3:0|2:1|1:1|total:2,1980,,,1.50,2,1,"['548643', '621637', '249992', '527701', '574115', '49726', '192187', '65633', '112052', '5236485']","['André Dhôtel', 'Hervé Bazin', 'Henri Thomas', 'Gilbert Cesbron', 'Jean-Louis Curtis', 'Roger Grenier', 'Daniel Boulanger', 'J.M.G. Le Clézio', 'Patrick Modiano', 'Людмила Стефанова']","['3.54', '3.71', '3.71', '3.68', '3.79', '3.67', '3.10', '3.65', '3.51', '3.86']","['14898765', '5256807', '5006238', '8057600', '6586517', '6861880', '6888482', '8290442', '14898766', '7132373']","['Анна Василева', 'Силвия Вагенщайн', 'Венелин Пройков', 'Добринка Савова-Габровска', 'Изабела Георгиева', 'Красимир Мирчев', 'Лиляна Иванова', 'Мария Груева', 'Николина Гуляшка', 'Русчо Тихов']","['3.54', '3.33', '4.34', '3.85', '3.70', '4.06', '3.44', '2.33', '1.50', '2.86']","Андре Дотел, Ерве Базен, Анри Тома, Жилбер Сесброн, Жан-Луи Кюртис, Даниел Дьоплан, Роже Грьоние, Даниел Буланже, Ж. М. Г. льо Клезио, Патрик Модиано"
40922137,112052,Takoví hodní hoši; Mládí,2509586,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532367980l/40922137._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532367980l/40922137._SY75_.jpg,1986,,,cze,Svoboda,false,63799498,1,3,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,1,['112052'],['Patrick Modiano'],['3.51'],"['4797724', '7843166']","['Marie Janů', 'Tamara Sýkorová']","['3.95', '3.90']","Na základě časového rozpětí dvaceti let Modiano rozehrává téma životního ztroskotání, odkrývá svět bez víry v budoucnost, bez skutečných hodnot a jistot a zaznamenává absenci životodárných sil, nedostatek perpsektivy plodného a smysluplného života. Jako většina autorových dě má i kniha Mládí nádech detektivní historie, přestože nejde v pravém smyslu o detektivní román nýbrž o retrospektivní příběh dvou mladých lidí, kteří se ve vzpomínkách vracejí do doby před patnácti lety, kdy objevovali Paříž."
36153040,112052,Profil - Modiano (Patrick) : Dora Bruder: Analyse littéraire de l'oeuvre (Profil d'une Oeuvre),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,57759054,2,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['112052', '253391']","['Patrick Modiano', 'Joël Dubosclard']","['3.51', '3.63']",[],[],[],
38106322,112052,La place de l'étoile ; Rue des Boutiques Obscures ; Dora Bruder ; Un pedigree : Coffret 4 livres,2070464148,9782070464142,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,59783616,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['112052'],['Patrick Modiano'],['3.51'],[],[],[],
50973601,112052,Verloren wijk,9029531657,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73279918,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['112052'],['Patrick Modiano'],['3.51'],['4020223'],['Edu Borger'],['3.72'],"Ambrose Guise is een schrijver van misdaadromans die twintig jaar geleden Frankrijk hals over kop heeft verlaten. Nu keert hij nog eenmaal naar Parijs terug. Hij haalt herinneringen op in de verloren wijk van zijn jeugd. In de namiddagen, avonden en nachten doorkruist hij de stad. Welk drama heeft hem doen vluchten? Hij vindt de pleinen en steegjes waar hij destijds verwikkeld raakte in een intrige die sommigen fataal werd. Uit de schemer doemen ten slotte steeds scherper de contouren op van de deelnemers aan een liefdes- en moordgeschiedenis die pas op de laatste bladzijde wordt opgelost."
51921463,112052,Invisible Ink: A Novel,0300252587,9780300252583,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587781531l/51921463._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587781531l/51921463._SY75_.jpg,2020,10,27,,Yale University Press,false,76494718,1,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['112052', '14241565']","['Patrick Modiano', 'Mark Polizzotti']","['3.51', '3.76']",[],[],[],"For his many readers, each new work by Patrick Modiano is a piece in a puzzle, a revelation, another chapter in the ongoing portrait of a singular consciousness. Modiano’s latest novel, <i>Invisible Ink,</i> returns to his signature themes of unreliable memory and the elusiveness of identity, reinterpreting past obsessions to craft a tale at once recognizable and thrillingly different. Jean Eyben, a young private detective, is sent on a missing persons case that ultimately proves fruitless. Thirty years later, Jean resumes the investigation for himself, revisiting old sites, tracking down witnesses, compelled by reasons he can’t explain to follow the cold trail and discover the shocking truth once and for all. A number one best seller in France, hailed by reviewers as “breathtakingly beautiful” (<i>Les Inrockuptibles</i>) and “refined and dazzling” (<i>Le Journal du Dimanche</i>), <i>Invisible Ink</i> has been widely acclaimed as one of Modiano’s finest works to date."
53092917,112052,QUARTIER PERDU (BEAUX PAPIERS),2070188248,9782070188246,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,79712888,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['112052'],['Patrick Modiano'],['3.51'],[],[],[],
53092916,112052,QUARTIER PERDU (BEAUX PAPIERS),207018823X,9782070188239,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,79712887,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['112052'],['Patrick Modiano'],['3.51'],[],[],[],
48923439,112052,خیابان بوتیک های خاموش,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574568276l/48923439._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574568276l/48923439._SY75_.jpg,2009,,,per,تهران : افراز‏‫ ، 1388,false,74346318,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['112052', '1002224']","['Patrick Modiano', 'ساسان تبسمی']","['3.51', '3.23']",[],[],[],
52333012,112052,Une aventure de Choura (L'heure des histoires),2070665712,9782070665716,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,77532375,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['112052', '586968']","['Patrick Modiano', 'Dominique Zehrfuss']","['3.51', '3.61']",[],[],[],
