id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
13165142,134980,The Hunger Angel,080509301X,9780805093018,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333549068l/13165142._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333549068l/13165142._SX50_.jpg,2012,4,24,eng,Metropolitan Books,false,6966223,90,11115,15768,4053,495,5:1302|4:1483|3:878|2:302|1:88|total:4053,2009,,,3.89,1794,230,['134980'],['Herta Müller'],['3.61'],['157558'],['Philip Boehm'],['4.03'],"It was an icy morning in January 1945 when the patrol came for seventeen-year-old Leo Auberg to deport him to a camp in the Soviet Union. Leo would spend the next five years in a coke processing plant, shoveling coal, lugging bricks, mixing mortar, and battling the relentless calculus of hunger that governed the labor colony: one shovel load of coal is worth one gram of bread.<br /><br />In her new novel, Nobel laureate Herta Müller calls upon her unique combination of poetic intensity and dispassionate precision to conjure the distorted world of the labor camp in all its physical and moral absurdity. She has given Leo the language to express the inexpressible, as hunger sharpens his senses into an acuity that is both hallucinatory and profound. In scene after disorienting scene, the most ordinary objects accrue tender poignancy as they acquire new purpose—a gramophone box serves as a suitcase, a handkerchief becomes a talisman, an enormous piece of casing pipe functions as a lovers' trysting place. The heart is reduced to a pump, the breath mechanized to the rhythm of a swinging shovel, and coal, sand, and snow have a will of their own. Hunger becomes an insatiable angel who haunts the camp day and night, but also a bare-knuckled sparring partner, delivering blows that keep Leo feeling the rawest connection to life.<br /><br />Müller has distilled Leo's struggle into words of breathtaking intensity that take us on a journey far beyond the Gulag and into the depths of one man's soul."
21898255,134980,Fria ord på flykt,,9789186703189,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444311407l/21898255._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444311407l/21898255._SX50_.jpg,2012,,,swe,Rámus förlag,false,41191019,1,17,6,2,0,5:0|4:0|3:2|2:0|1:0|total:2,2012,1,1,3.00,2,0,"['5459897', '8138240', '7728207', '8107961', '8138238', '5023535', '5459897', '5316458', '1960539', '8138241', '5358036', '8138242', '5351203', '2978614', '6543200', '134980', '192891', '719407', '8138243', '1944677']","['Per Bergström', 'Oskar Ekström', 'Svetlana Alexievich', 'Parvin Ardalan', 'Paraj Bayrakdar', 'Jesper Bengtsson', 'Per Bergström', 'Ida Börjel', 'Ingrid Elam', 'Henrik C. Enbohm', 'Pär Hansson', 'Li Jianhong', 'Ulrika Knutson', 'Ola Larsmo', 'Cato Lein', 'Herta Müller', 'Taslima Nasrin', 'Anisur Rahman', 'Zurab Rtveliashvili', 'Jenny Tunedal']","['3.33', '3.33', '4.45', '3.33', '3.00', '3.49', '3.33', '3.63', '3.87', '3.33', '3.38', '3.33', '3.69', '3.64', '3.59', '3.61', '3.42', '3.71', '3.33', '3.58']",[],[],[],"Fria ord på flykt har producerats på initiativ av Shaharazad - Stories for Life, ett europeiskt projekt med inriktning mot litteratur, yttrandefrihet och mänskliga rättigheter. Boken är en samproduktion mellan projektet och Rámus, med stöd av fristäderna Göteborg, Malmö, Uppsala, Stockholm och Region Skåne, samt av Statens kulturråd och Svenska Akademien. Shahrazad drivs i Sverige av Stockholms stad/Kulturhuset och har stöd av EACEA, EU:s genomförandeorgan för utbildning, audiovisuella medier och kultur."
31310489,134980,Dans l'empire des ténèbres : Un écrivain dans les geôles chinoises,2849413623,9782849413623,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,51982547,1,3,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['8275327', '134980', '1177411', '14804706']","['Yiwu Liao', 'Herta Müller', 'Marie Holzman', 'Jean-François Bouthors']","['4.17', '3.61', '3.67', '5.00']",[],[],[],
27212311,134980,Le vie sottili,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444941181l/27212311._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444941181l/27212311._SX50_.jpg,2011,,,ita,Gruppo Editoriale L'Espresso,false,47254186,1,4,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,2011,,,5.00,1,0,['134980'],['Herta Müller'],['3.61'],[],[],[],"Che cosa sono ""le vie sottili"" di cui ci parla in questo libro Herta Müller, la grande scrittrice rumena di lingua tedesca premio Nobel nel 2009? Sono le vie della nostalgia e della perdita, le vie del sogno e del senso inatteso che la realta' piu' crudele talvolta ci svela. Certo, la parola ""amore"", nel severo vocabolario dell'autrice, non ha cittadinanza: se non ritrovata come per caso nei discorsi frammentati della madre, sopravvissuta ai campi di concentramento sovietici, o nei lamenti del vecchio nonno, o ancora nei gesti di un tenero poeta amico, ormai scomparso.Nella scrittura altera e ruvida di Herta Müller, nei suoi racconti che sono anche spietate riflessioni sul nostro presente, i sentimenti non sono che brandelli, tracce di un'umanita' calpestata non una ma cento volte dal passo della Storia. Calpestata e tuttavia mai arresa - e forse e' proprio in questa resistenza che la parola ""amore"" potrebbe sbocciare."
9096547,134980,"Witness: Memory, Representation, and the Media in Question",8763504251,9788763504256,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356496402l/9096547._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356496402l/9096547._SX50_.jpg,2008,9,5,,Museum Tusculanum Press,false,13974887,1,7,5,2,0,5:0|4:1|3:0|2:0|1:1|total:2,2008,9,5,2.50,2,0,"['6132839', '4210140', '18795610', '6126937', '134980', '18795611', '18795612', '18795613', '4327601', '5559144', '3029025', '5592582', '6363832', '279398', '4962337', '18795614', '2995413', '18795615', '6989189', '18795616', '4571179', '18795617', '18795618', '18795619', '4505751', '14335398', '14808980', '6805377', '138138', '7528188', '7010382', '18173074', '4537383', '6216859', '4735182', '18795620', '18795621', '1302573', '18795622', '9360', '7766928']","['Ulrik Ekman', 'Frederik Tygstrup', 'Victoria Carlemalm', 'Dorothee Birke', 'Herta Müller', 'Sofie Nielsen', 'Michael Basseler', 'Rubén de la Nuez', 'Nikola Herweg', 'Ansgar Nünning', 'Sarah de Mul', 'Vera Nünning', 'Kerstin Bergman', 'Cathy Caruth', 'Désirée Schyns', 'Annette Storeide', 'Seth Kim-Cohen', 'Charlotte Greve', 'Ricarda Vidal', 'Eva Laass', 'Eivind Røssaak', 'Susanne Ø. Sæther', 'Louise Höjer', 'Nick Lambrianou', 'Aaslaug Vaa', 'Henrik Holm', 'Rasmus Øhlenschlæger Madsen', 'Jacob Lund Pedersen', 'Steven Connor', 'Stefanie Hoth', 'Morten Søndergaard', 'Mikkel Bruun Zangenberg', 'Alena Alexandrova', 'Janine Hauthal', 'Camilla Jalving', 'Bodil Børset', 'Mia Göran', 'Ansgar Warner', 'Nina Burkhardt', 'Thomas Elsaesser', 'Guido Isekenmeier']","['3.56', '3.00', '2.50', '3.60', '3.61', '2.50', '2.50', '2.50', '4.37', '3.70', '3.27', '3.36', '3.86', '3.87', '3.46', '2.50', '3.64', '2.50', '3.83', '2.50', '2.83', '2.50', '2.50', '2.50', '3.86', '3.00', '2.50', '3.00', '3.68', '2.50', '3.90', '2.50', '3.33', '3.00', '3.00', '2.50', '2.50', '3.17', '2.50', '3.80', '2.67']",[],[],[],"Witness presents a new body of work in the field by an international cast of scholars who engage with a complex set of questions concerning notions of witnessing and attestation in twentieth- and twenty-first century Western culture. Providing insight into this vital yet relatively unexplored concept –and the wide range of media and subject areas to which it lends itself – the volume not only establishes links with existing, currently canonical contributions to witness literature – from Primo Levi through Victor Klemperer to Imre Kertész – but also goes on to provide a set of analyses of exemplary and very recent literary works in that area. Furthermore, Witness extends and changes the previous scholarly tendency to focus strongly on historical evidence and the witness’s vocalization of true remembrance so as to include difficult theoretical and interpretative questions posed by studies today of traumatic experience, amnesia, visual culture, new media, and technology. The book includes contributions from the acclaimed Romanian-German author Herta Müller, Nobel laureate of literature 2009, and Cathy Caruth, the internationally recognized scholar in trauma studies."
52032792,134980,"Herta Müller. Tam gdzie nie można mówić. Słowo jako obraz, obraz jako słowo",,9788365851246,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73494845,1,3,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['134980', '46052', '17801202', '17801203', '1753877', '1380382', '19585234', '3364511']","['Herta Müller', 'Michael Gross', 'Delfina Jałowik', 'Jürgen Kaumkötter', 'Norbert Lammert', 'Maria Anna Potocka', 'Christina Rossi', 'Michał Rusinek']","['3.61', '3.69', '4.50', '4.50', '4.17', '4.58', '5.00', '4.07']",[],[],[],"Publikacja zawiera wypowiedzi Michaela Großa, Norberta Lammerta, Marii Anny Potockiej, Christiny Rossi i Michała Rusinka, a także obszerną rozmowę z artystką, przeprowadzoną przez Delfinę Jałowik i Jürgena Kaumköttera. W części albumowej prezentujemy ponad 80 kolaży Herty Müller wraz z ich tłumaczeniami na język polski i angielski."
53047794,134980,Fria ord på flykt,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73370273,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['19560365', '8107961', '3492116', '5023535', '5459897', '5316458', '8138240', '1960539', '8138241', '5358036', '8138242', '5351203', '2978614', '6543200', '134980', '192891', '719407', '8138243', '1944677']","['Svetlana Aleksijevitj', 'Parvin Ardalan', 'Faraj Bayrakdar', 'Jesper Bengtsson', 'Per Bergström', 'Ida Börjel', 'Oskar Ekström', 'Ingrid Elam', 'Henrik C. Enbohm', 'Pär Hansson', 'Li Jianhong', 'Ulrika Knutson', 'Ola Larsmo', 'Cato Lein', 'Herta Müller', 'Taslima Nasrin', 'Anisur Rahman', 'Zurab Rtveliashvili', 'Jenny Tunedal']","['4.00', '3.33', '4.00', '3.49', '3.33', '3.63', '3.33', '3.87', '3.33', '3.38', '3.33', '3.69', '3.64', '3.59', '3.61', '3.42', '3.71', '3.33', '3.58']",[],[],[],"Sju författare som alla levt i exil i Sverige som fristadsförfattare. I <i> Fria ord på flykt </i> bidrar de med texter - utdrag ur romaner, dikter, artiklar - samt genom samtal med svenska kollegor. Samtal om erfarenheterna, texten, poetik, politik och språk.<br /><br />Det är texter som rör sig mellan poesi och personliga berättelser, arabisk dikttradition och belarusisk dokumentärromankonst. Samtal som behandlar så vitt skilda ämnen som poesi och frihet, livet i exil, georgisk performancedikt, Ibsen, feministisk aktivism, sovjetmänniskan och internetaktivism.<br /><br />Författarna, poeterna och journalisterna har alla stått emot repression och förföljelse och fortsatt att skriva och uttrycka sina åsikter. Därför har de inte bara utsattheten gemensamt, utan även ett oerhört mod - och framförallt texten.<br /><br />Möt och läs Svetlana Aleksijevitj, Parvin Ardalan, Faraj Bayrakdar, Li Jianhong, Taslima Nasrin, Anisur Rahman och Zurab Rtveliashvili, och deras samtal med Jesper Bengtsson, Ingrid Elam, Henrik C. Enbohm, Pär Hansson, Ulrika Knutson, Ola Larsmo och Jenny Tunedal, foto av Cato Lein samt nyskrivna förord av Ida Börjel och Herta Müller."
26027363,134980,Mačke na parkingu,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438539322l/26027363._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438539322l/26027363._SY75_.jpg,2010,,,srp,Književna opština Vršac KOV Biblioteka Atlas vetrova,false,43530293,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2010,1,1,4.00,1,0,"['134980', '9801702']","['Herta Müller', 'Petru Krdu']","['3.61', '4.50']",['10908796'],['Tamara Bačković'],['4.00'],
43318627,134980,Kaanch Ke Aansoo,,978935072662,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2014,,,hin,Vaani Prakasham,false,67229335,1,2,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,2014,,,4.00,1,1,['134980'],['Herta Müller'],['3.61'],[],[],[],"The book is translated by Namita Khare and Rajendra Dengle in Hindi from German. It's written by Noble prized winner Romanian story-teller Herta Muller. The book is unique for it's images and symbolism. In English, it's perhaps translated by the name of , ""Passport"""
21256986,134980,PEN America Issue 16: Teachers (PEN America: A Journal for Writers and Readers),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,true,40581762,1,14,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2012,10,1,3.00,1,0,"['198928', '7480645', '3472', '47403', '134980', '29605', '135676', '34065', '7995584', '7995585', '6884287']","['M. Mark', 'PEN America', 'Margaret Atwood', 'John Cage', 'Herta Müller', 'Eileen Myles', 'Lynne Tillman', 'Etgar Keret', 'Leily Kleinbard', 'Joanna Scutts', 'David B.']","['4.14', '4.11', '4.03', '4.19', '3.61', '3.84', '3.97', '3.98', '3.00', '3.81', '3.84']",['3234624'],['Edward Gauvin'],['3.81'],"Teachers goes back to school with a global roster of writers and artists as they explore their literary and sentimental educations. Featuring Eileen Myles, Martha Cooley, Kimiko Hahn, Ron Padgett, Theresa Rebeck, Elissa Schappell, Paul La Farge, Dorothy Allison, and a look at PEN's diverse programming. At the end of the issue we transport you back to 1922, PEN American Center's founding year and the height of modernism. Borrowing from the pages of The Dial, The Crisis, and The Little Review, we offer you a taste of the literary scene, alongside a trove of photographs, drawings, advertisements, headlines, and commentary. The featured writers—including Joyce, Du Bois, Woolf, McKay, Crane, Cather, Fitzgerald, Mansfield, and Moore—remain some of our greatest teachers and literary loves."
49829299,134980,De vos was de jager,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,72211347,1,2,1,1,0,5:0|4:0|3:0|2:0|1:1|total:1,,,,1.00,1,0,['134980'],['Herta Müller'],['3.61'],['3353525'],['Ria van Hengel'],['3.84'],
50034988,134980,The Funeral Sermon,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72595278,1,2,1,1,0,5:0|4:0|3:0|2:0|1:1|total:1,,,,1.00,1,0,['134980'],['Herta Müller'],['3.61'],[],[],[],short story
52405783,134980,Lögnen är ett klätterdjur. Herta Müllers collage,,9789187838187,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584309316l/52405783._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584309316l/52405783._SX50_.jpg,2019,12,28,swe,10TAL Bok,false,77756347,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['134980'],['Herta Müller'],['3.61'],[],[],[],"Herta Müllers passion för att skapa collagedikter har vuxit fram ur minnen av censur och lögner. I Lögnen är ett klätterdjur - den första volymen med Nobelpristagaren Herta Müllers collagedikter på svenska - kommer vi författaren in på livet. Här möter vi hennes lekfulla sidor. Det är makalöst vilka betydelser hon kan ge sina bokstäver och ord. Hemma samlar hon dem i olika små ordskåp.<br /><br />»Att jag idag äger hundratusentals ord hemma, tycker<br />jag är en lycka«, skriver Herta Müller i bokens förord.<br /><br />I boken publiceras svenska översättningar tillsammans med Müller färgsprakande originalcollage.<br /><br />I översättning av Aimée Delblanc"
43662578,134980,Un incontro italiano,8883092945,9788883092947,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548086022l/43662578._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548086022l/43662578._SY75_.jpg,2009,12,,ita,Avagliano editore,false,67932916,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['134980', '18810776']","['Herta Müller', 'Gabriella Lepre']","['3.61', '0.0']",[],[],[],
51491873,134980,Minha pátria era um caroço de maçã,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,76157251,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['134980', '17739006']","['Herta Müller', 'Felipe Stefani']","['3.61', '0.0']",['7145547'],['Silvia Bittencourt'],['4.21'],
51107562,134980,European Angst,3944195949,9783944195940,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,75902883,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['134980', '2340358', '1697303']","['Herta Müller', 'Slavoj Žižek', 'Klaus-Dieter Lehmann']","['3.61', '3.84', '5.00']",[],[],[],
37833518,134980,Bhookh Ka Vyakaran,9350728281,9789350728284,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,59517109,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['134980'],['Herta Müller'],['3.61'],"['17572688', '17572689']","['Namita Khare', 'Rajendra Dengle']","['0.0', '0.0']",
43662872,134980,Il fiore rosso e il bastone,8889767359,9788889767351,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548086538l/43662872._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548086538l/43662872._SX50_.jpg,2012,11,,ita,Keller editore,false,67933369,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2003,,,0.00,0,0,['134980'],['Herta Müller'],['3.61'],['5820682'],['Fabrizio Cambi'],['3.82'],
3474749,134980,Zukunft! Zukunft?,3887691539,9783887691530,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340087653l/3474749._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340087653l/3474749._SY75_.jpg,2000,6,,ger,Konkursbuchverlag,false,3516055,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2000,,,0.00,0,0,"['4244211', '134980', '2736291']","['Anna Maria Carpi', 'Herta Müller', 'Dubravka Ugrešić']","['3.46', '3.61', '3.82']",[],[],[],
4892387,134980,"Beiträge zum Kolloquium ""Hans von Bülow - Leben, Wirken und Vermächtnis""",3910114008,9783910114005,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1995,1,9,ger,Meininger Museen,false,4957825,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1995,1,9,0.00,0,0,"['6425907', '134980']","['Meininger Museen', 'Herta Müller']","['0.0', '3.61']",[],[],[],Veranstaltet non der Abteilung Musikgeschichte der Staatlichen Museen Meiningen am 6. Und 7. Mai 1994 im Rahmen der Meininger Landesmusiktage zum 100. Todestag Hans von Bülows.
7176971,134980,"Der Brahms-Klarinettist Richard Mühlfeld: Einleitung, Übertragung und Kommentar der Dokumentation von Christian Mühlfeld",3930643464,9783930643462,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374572583l/7176971._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374572583l/7176971._SX50_.jpg,2007,5,26,ger,ARTIVO Music Publishing,false,7630643,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2007,,,0.00,0,0,"['6902622', '134980', '3330269', '7182877']","['Maren Goltz', 'Herta Müller', 'Christian Mühlfeld', 'Jochen Seggelke']","['0.0', '3.61', '0.0', '0.0']",[],[],[],"Der Meininger Klarinettist Richard Mühlfeld (1856–1907) war bereits zu Lebzeiten ein Mythos. Der berühmte Interpret inspirierte Johannes Brahms zu dessen meisterhaften Kammermusikwerken für Klarinette und löste damit einen wahren „Klarinettenboom“ aus. Erstmals erfolgt mit dem vorliegenden Band die vollständige Edition der in Privatbesitz befindlichen Dokumentation seines Bruders Christian Mühlfeld, die aus Sicht des nächsten Verwandten die Lebensgeschichte des Klarinettisten schildert und durch statistische Kapitel sowie eine Sammlung von Presseauszügen ergänzt wird. Ausführliche Einleitungen und Kommentare erschließen diese wertvolle Quelle zu Leben und Wirken des Ausnahmemusikers. Ein Beitrag von Holzblasinstrumentenmacher Jochen Seggelke zu den Instrumenten Richard Mühlfelds sowie zahlreiche bislang unveröffentlichte Fotografien bereichern den für Klarinettisten wie für Musikwissenschaftler und Musikliebhaber gleichermaßen faszinierenden Band. - - - Copyright 2007 by ARTIVO music, Balve - - - The clarinettist Richard Mühlfeld (1856–1907) of Meiningen was a legend in his own lifetime. He inspired Johannes Brahms’ brilliant chamber works for clarinet, resulting in a veritable ‘clarinet boom’. Published for the first time in an unabridged version, this documentation written by his brother Christian Mühlfeld gives the first-hand testimony of a close relative. It is an account of the musician’s life, accompanied by several tables of factual information and a collection of concert reviews. With its detailed introductions and commentaries it constitutes a valuable key to the life and work of this exceptional musician. This publication, which includes an article on Mühlfeld’s instruments by the woodwind maker Jochen Seggelke as well as previously unpublished photographs, will fascinate clarinettists, musicologists, and music lovers alike. - - - Copyright 2007 by ARTIVO music, Balve Grußwort – Mühlfelds Klarinetten wachgeküßt Vorwort Richard Mühlfeld – ein Ausnahmemusiker Christian Mühlfeld – Der Verfasser der Dokumentation Zur Edition Christian Mühlfelds Dokumentation 1. „Richard Mühlfeld. Eine Biographische Skizze. Für die Angehörigen niedergeschrieben und diesen zugeeignet. Meiningen 1908.“ 2. „Konzertreisen Richard Mühlfelds. 1876 – 1907. Nach den Programmen zusammengestellt“ 3. „Mitwirkung Richard Mühlfelds bei Orchester-Konzerten anderer Kapellen“ 4. „Meininger Kammermusikaufführungen, in denen Richard Mühlfeld mitwirkte“ 5. „Konzerte der Meininger Hofkapelle, in denen Richard Mühlfeld als Solist auftrat“ 6. „Konzerte mit Kompositionen zumeist für Blasinstrumente, wobei Richard Mühlfeld beteiligt war“ 7. „Kompositionen, die von Richard Mühlfeld vorgetragen wurden“ 8. „Kammermusik-Vereinigungen, mit denen Richard Mühlfeld musicierte“ 9. „Einzelpersonen, mit welchen Rich. Mühlfeld musicierte“ 10. „Ihm zugeschickte Compositionen“ 11. „Recensionen“ Anhang: I. Jochen Seggelke: Mühlfelds Ottensteiner Klarinetten II. Richard Mühlfelds Kompositionen (Verzeichnis) Abkürzungen Abbildungen Bibliographie Register Copyright 2007 by ARTIVO music, Balve"
17672592,134980,"Die sieben Todsünden. Kursbuch, Heft 110",387134110X,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364145851l/17672592._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364145851l/17672592._SX50_.jpg,1992,,,,Rowohlt,false,24671890,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1992,1,1,0.00,0,0,"['68620', '16281', '134980', '401578', '270618', '2953508', '7014034', '287630', '59787', '7014035', '1862786', '375243', '492362', '999269']","['Irene Dische', 'Axel Hacke', 'Herta Müller', 'Rolf Schneider', 'Tilman Spengler', 'István Eörsi', 'Ljudmila Petruschewskaja', 'Paul Parin', 'Reinhard Kaiser', 'Zsuzsa Szemes', 'Karin Reschke', 'Keto von Waberer', 'Victor Erofeyev', 'Ingomar von Kieseritzky']","['3.60', '3.90', '3.61', '3.76', '2.62', '4.00', '3.21', '3.33', '3.95', '0.0', '3.33', '3.51', '3.51', '3.86']",[],[],[],
22248686,134980,Königin und Täubchen. The Queen and the Chick,3869065079,9783869065076,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400880966l/22248686._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400880966l/22248686._SX50_.jpg,2014,4,30,,Allitera Verlag,false,41624592,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2014,4,30,0.00,0,0,"['6902622', '134980']","['Maren Goltz', 'Herta Müller']","['0.0', '3.61']",[],[],[],"Mit der erstmaligen Herausgabe und Kommentierung der 77 Briefe Cosima von Bulows (seit 1870 verh. Wagner) an ihre Berliner Jugendfreundin Ellen Franz (verh. Helene von Heldburg) erschliessen Maren Goltz und Herta Muller einen bisher unbekannten, Quellenbestand, der vollig neue Einblicke in die Welt der beiden fur die Kulturgeschichte so bedeutenden Frauen erlaubt. Obwohl die Gegenkorrespondenz von Ellen Franz - der Schauspielerin und spateren Frau des Meininger Theaterherzogs Georg II. - nicht uberliefert ist, belegen die Briefe aus dem Zeitraum von 1859 bis 1912 nicht nur eine der Forschung bisher verborgen gebliebene Lebensfreundschaft zwischen der Konigin (Cosima) und dem Taubchen (Ellen). Sie ermoglichen auch einen differenzierteren Blick auf Cosimas Gefuhlswelt, ihr Verhaltnis zum Vater Franz Liszt und auf ihre Ehe mit Hans von Bulow. Vor allem jedoch lassen sie wichtige Facetten ihrer Personlichkeit sichtbar werden: ihre hohe Bildung, ihr intellektuelles Niveau und ihre grosse Theaterleidenschaft. Inspiriert durch das Meininger Hoftheater, pragte Cosima Wagner den Bayreuther Buhnenstil in entscheidendem Masse mit - vor und nach dem Tod Richard Wagners. In this first-ever publication of seventy-seven letters written by Cosima von Bulow (who changed her name to Cosima Wagner after marrying again in 1870) to her long-standing Berlin friend Ellen Franz (who after her marriage became Helene von Heldburg), Maren Goltz and Herta Muller tap an extremely informative yet previously unknown source of fresh insights into the worlds of these two women so important in cultural history. Although the replies from Ellen Franz - an actress who married theatre aficionado Duke Georg II of Saxe-Meiningen - have not survived, the letters spanning 1859-1912 do far more than demonstrate the existence of a lifelong friendship between the 'Queen' (Cosima von Bulow/Wagner) and the 'Chick' (Ellen Franz) previously unknown to scholars. They also enable a more nuanced view of Cosima's"""
