id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
7335928,290845,Andrea Delfin,1409928136,9781409928133,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,1,2,,Dodo Press,false,12920818,17,205,269,77,3,5:11|4:25|3:33|2:7|1:1|total:77,1985,1,1,3.49,49,3,['290845'],['Paul von Heyse'],['3.44'],[],[],[],"Paul Johann Ludwig von Heyse (1830-1914) war ein deutscher Schriftsteller. 1847 beginnt Hyse mit dem Studium der klassischen Philologie in Berlin. Heyses erste Novelle Marion wird im Tunnel 1852 ausgezeichnet. Das spater mehrfach vertonte Spanische Liederbuch mit Ubersetzungen von Geibel und Heyse ist der Beginn einer lebenslangen Ubersetzertatigkeit, in der Heyse vor allem als Vermittler der italienischen Literatur hervorragendes leistet. 1854 trifft Heyse in Munchen ein. Bereits in seinem ersten Jahr in Munchen grundet Heyse mit Geibel die Dichtervereinigung Krokodil. Die beruhmteste seiner uber 150 Erzahlungen, L'Arrabiata, veroffentlicht Heyse 1855. Im Jahr 1865 entsteht sein popularstes Stuck Colberg. Heyse wird 1871 Mitglied des bayrischen Maximiliansorden fur Wissenschaft und Kunst. 1910 wurde er als erster deutscher Autor belletristischer Werke mit dem Nobelpreis fur Literatur ausgezeichnet. Zu Heyses Werke zahlen u. a. noch: Das Madchen von Treppi (1855), Die Einsamen (1857), Der Weinhuter (1862-63), Die Witwe von Pisa (1865), Beatrice (1867), Der Letzte Zentaur (1904) und Ein Ring (1904)."
19497341,290845,Der Kreisrichter (German Edition),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,27609238,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2011,3,31,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
3557123,290845,Ein Gefuehl Der Verwandtschaft: Paul Heyses Briefwechsel Mit Eduard Moerike,3631319983,9783631319987,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408938366l/3557123._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408938366l/3557123._SX50_.jpg,1997,7,1,,"Peter Lang Gmbh, Internationaler Verlag Der Wissenschaften",false,3599255,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],"Zum ersten Mal wird der erhaltene Briefwechsel zwischen Heyse und Morike vollstandig ediert und ausfuhrlich kommentiert. Einige verschollene Briefe konnten nachgewiesen und inhaltlich erschlossen werden. Der Text wird unverandert nach den Vorlagen gegeben, die Anmerkungen greifen auf die ungedruckten Heyse-Tagebucher zuruck. Die Einleitung fuhrt in die Lebensumstande des jungen Heyse und in sein Verhaltnis zu seinem poetischen Vorbild ein. Der Briefwechsel zeigt Morikes hohe Wertschatzung Heyses und das poetische -Gefuhl der Verwandtschaft-, das zwischen ihnen bestand."""
12321672,290845,Aus den Vorbergen: Novellen,,2940039563931,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,17299864,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
19497358,290845,Das Bild der Mutter (German Edition),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,27609254,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2011,3,31,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
23954660,290845,Novelle / La Fornarina / Liriche,880202734X,9788802027340,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419016354l/23954660._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419016354l/23954660._SX50_.jpg,1979,1,1,ita,UTET,false,43558572,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['290845', '1517607']","['Paul von Heyse', 'Carlo Picchio']","['3.44', '3.71']",[],[],[],"Paul Johann Ludwig von Heyse (1830-1914) - Premio Nobel per la letteratura 1910, ""as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories"".<br /><br />Introduzione di Carlo Picchio.<br /><br />Il volume, a cura di Carlo Picchio, contiene:<br /><br /><i>Novelle</i>: L'Arrabbiata, Barbarossa, Annina, Il figlio perduto, L'Imperatrice di Spinetta, La figlia dell'Eccellenza, Beppe l'astronomo, La bella Abigaìlle, Fedeltà mascolina, La forza del momento.<br /><br /><i>La Fornarina</i> (dramma teatrale in 5 atti).<br /><br /><i>Liriche</i>.<br /><br /><i>Note</i>: la vita, le opere, postume, edizioni e traduzioni, opere complete e scelte, biografia e critica.<br /><br />Traduzioni di Amina Lezuo Pandolfi, Carlo Picchio, C. V. Giusti, Romeo Lovera, G. Lochmann."
19497370,290845,Die Blinden (German Edition),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,27609265,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2011,3,31,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
19497372,290845,Spielmannslegende (German Edition),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,27609267,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2011,3,31,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
10169169,290845,"Jungfer Justine, Schauspiel in vier Akten",,2940039442830,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,13022132,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2010,3,28,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
18852825,290845,Italienische Volksm�rchen,149231689X,9781492316893,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2013,9,3,,Createspace Independent Publishing Platform,false,26798772,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2013,9,3,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],"<b>Paul Heyse: Italienische Volksm�rchen</b><br /><br /><br /><br />Edition Holzinger. Taschenbuch<br /><br /><b>Berliner Ausgabe, 2013</b><br /><br />Vollst�ndiger, durchgesehener Neusatz bearbeitet und eingerichtet von Michael Holzinger<br /><br /><br /><br /><br />M�nchen: I.F. Lehmann, 1914.<br /><br />Textgrundlage ist die Ausgabe:<br /><br /><br />Heyse, Paul: Italienische Volksm�rchen. M�nchen: I.F. Lehmann, 1914.<br /><br /><b>Herausgeber der Reihe: Michael Holzinger</b><br /><br />Reihengestaltung: Viktor Harvion<br /><br />Umschlaggestaltung unter Verwendung des Bildes: Adolf Friedrich Erdmann von Menzel: Portr�t des Paul Heyse, 1853<br /><br />Gesetzt aus Minion Pro, 10 pt."
19497380,290845,Maria Francisca (German Edition),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,27609275,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2011,3,31,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
1029995,290845,"Das Maedchen Von Treppi, Die Einsamen, Die Witwe Von Pisa",1406808172,9781406808179,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,9,19,,Echo Library,false,1016251,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2006,9,1,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
17440178,290845,a la Recherche Du Bonheur: Contes & Nouvelles D'Apr S L'Allemand,1286919185,9781286919187,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2012,10,1,,Saraswati Press,false,24315584,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2012,10,26,0.00,0,0,"['290845', '1918646']","['Paul von Heyse', 'Victor Tissot']","['3.44', '3.00']",[],[],[],"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book. ++++ The below data was compiled from various identification fields in the bibliographic record of this title. This data is provided as an additional tool in helping to ensure edition identification: ++++ A La Recherche Du Bonheur: Contes &amp; Nouvelles D'apr�s L'allemand Paul Heyse, Victor Tissot L. Vincent, 1871 Literary Criticism; European; German; German fiction; Literary Criticism / European / German; Short stories, German"
4332247,290845,Ein Buch Der Freundschaft Uber Getrennte Welten Hinweg: Die Korrespondenz Zwischen Wilhelm Bolin Und Paul Heyse (Texte Und Untersuchungen Zur Germanistik Und Skandinavistik) (German Edition),3631448074,9783631448076,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454295067l/4332247._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454295067l/4332247._SX50_.jpg,,,,,,false,4380098,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
10471760,290845,L'Arrabiata and Other Tales and the Dead Lake and Other Tales,1406895989,9781406895988,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,11,17,eng,Echo Library,false,15376954,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2010,11,17,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],['18108127'],['Mary   Wilson'],['3.52'],Two collections of stories reprinted in one volume by the distinguished German writer who was awarded the Nobel Prize for Literature in 1910.
18261258,290845,Der Jungbrunnen - Marchen Eines Fahrenden Schulers,3944349474,9783944349473,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422216604l/18261258._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422216604l/18261258._SY75_.jpg,2013,4,25,,Saga Verlag,false,25720777,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2013,4,25,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],"Der deutsche Schriftsteller Paul Heyse (1830 - 1914) liefert mit seinem ersten Werk einen Marchenband mit Erzahlungen verschiedenster Art. Das Marchen von der guten Seele, Gluckspilzchen, das Marchen von Musje Morgenroth und Jungfer Abendbrod, der Veilchenprinz und mehr finden in diesem Werk ihren Platz, und verzaubern sowohl Kinder, als auch Erwachsene. Uberarbeiteter Nachdruck der Originalausgabe von 1850."
14671176,290845,Colberg,3843055637,9783843055635,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340801792l/14671176._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340801792l/14671176._SX50_.jpg,,,,,,false,20316363,5,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2010,12,6,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
14671178,290845,Don Juan's Ende,3843055645,9783843055642,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340835381l/14671178._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340835381l/14671178._SX50_.jpg,,,,,,false,20316365,5,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2010,9,1,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
14671180,290845,Gedichte,3843055653,9783843055659,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340835383l/14671180._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340835383l/14671180._SX50_.jpg,2010,12,6,,Contumax Gmbh & Co. Kg,false,20316367,4,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2010,12,6,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book."
14671182,290845,Jugenderinnerungen Und Bekenntnisse,3843055661,9783843055666,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,20316369,7,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2010,12,6,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
11774782,290845,Der Briefwechsel zwischen Paul Heyse und Theodor Storm. Hrsg. und erl,,2940034145095,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,16726229,2,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
23244113,290845,Jugenderinnerungen Und Bekenntnisse. Autobiografie,3863479394,9783863479398,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2014,9,3,,Severus,false,42787548,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2014,9,3,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],"Das Leben des Dichters, erzahlt mit seinen eigenen Worten. Paul Heyse gilt als eines der grossten und innovativsten literarischen Talente des 19. Jahrhunderts. In seinen autobiographischen Skizzen blickt er zuruck: Die selbstkritische Reflexion des Kunstlers verbindet sich mit literarischen Portraits seiner Freunde und Auszugen aus seinem Werk. Eine unverzichtbare Sammlung, um Mensch und Dichter Paul Heyse naher kennen zu lernen"
14299341,290845,"L'Arrabbiata, Der Weinhuter",1406808210,9781406808216,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,9,19,,Echo Library,false,19941098,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2006,9,1,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
11270629,290845,Erkenne dich selbst (German Edition),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,16197615,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2011,3,31,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
17418582,290845,"Kinder Der Welt: Roman in Sechs B Chern, Volume 2",124993186X,9781249931867,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2012,10,25,,Saraswati Press,false,24271859,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2012,10,25,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book. ++++ The below data was compiled from various identification fields in the bibliographic record of this title. This data is provided as an additional tool in helping to ensure edition identification: ++++ Kinder Der Welt: Roman In Sechs B�chern, Volume 2; Kinder Der Welt: Roman In Sechs B�chern; Paul Heyse 15 Paul Heyse W.Hertz, 1894"
18750071,290845,Neuer Deutscher Novellenschatz,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1966,,,ger,Globus Verlag,false,26636282,16,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1966,1,1,0.00,0,0,"['290845', '7372879']","['Paul von Heyse', 'L. Laistner']","['3.44', '0.0']",[],[],[],
8212776,290845,Gesammelte Novellen in Versen,1113080973,9781113080974,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,7,17,,BiblioBazaar,false,13059892,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
8671650,290845,"Children of the World: A Novel, Volume III (Large Print Edition)",0554878224,9780554878225,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,8,21,,BiblioLife,false,13543471,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2008,8,21,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],This is a pre-1923 historical reproduction that was curated for quality. Quality assurance was conducted on each of these books in an attempt to remove books with imperfections introduced by the digitization process. Though we have made best efforts - the books may have occasional errors that do not impede the reading experience. We believe this work is culturally important and have elected to bring the book back into print as part of our continuing commitment to the preservation of printed works worldwide.
20769366,290845,In Paradise A Novel. Vol. II,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,40107307,3,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2011,3,24,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
11439848,290845,"Ein Canadier, Drama in drei Akten",,2940033910243,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,16373535,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
24328102,290845,Marion,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,43907613,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2011,3,10,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
10712180,290845,Anfang und ende,,2940039620047,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,15622671,2,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2009,4,23,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
2165877,290845,"Paul Heyses Briefe An Wilhelm Petersen: Mit Heyses Briefen An Anna Petersen, Vier Briefen Petersens An Heyse Und Einigen Erg©Þnzenden Schreiben Aus Dem Familienkreise",3631334249,9783631334249,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408940480l/2165877._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408940480l/2165877._SX50_.jpg,1998,6,1,,"Peter Lang Gmbh, Internationaler Verlag Der Wissenschaften",false,2171404,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],"Heyses Briefe an Petersen geben einen guten Einblick in die Denk- und Lebensweise eines der bedeutendsten Dichter im letzten Viertel des neunzehnten Jahrhunderts. Sie geben Aufschlusse uber den literarischen Betrieb dieser Zeit und stellen in dieser Hinsicht eine Erganzung zu den Briefwechseln mit Keller und Storm dar. In den Anmerkungen wird die Entstehung der Werke Heyses aus seinen Tagebuchern dokumentiert."""
51814474,290845,Novelas escogidas,8474611520,9788474611526,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72918275,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
15626432,290845,"Fur Mi Und Die Steuer is Nix Blieb'n!: Anekdoten Uber Finanzbeamte Und Steuerzahler, Aufgeschrieben Von Zwei Insidern",3700714718,9783700714712,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,21283431,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['1452828', '290845']","['Helmut Mayer', 'Paul von Heyse']","['0.0', '3.44']",[],[],[],
15627319,290845,Novellen,3717519190,9783717519195,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,21284322,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['227569', '290845']","['Francesco Borromini', 'Paul von Heyse']","['0.0', '3.44']",[],[],[],
22102388,290845,Dentro y fuera. 12 cuentos del mar,8434090500,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,,,spa,DeBolsillo,false,41447657,1,5,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2005,1,1,0.00,0,0,"['4624490', '45712', '5223', '1240', '80058', '854076', '3345', '5031025', '663086', '20524', '290845', '8206430']","['Edgar Allan Poe', 'Katherine Mansfield', 'Franz Kafka', 'Jack London', 'Rosalía de Castro', 'Robert Louis Stevenson', 'Joseph Conrad', 'Anton Chekhov', 'Felipe Trigo', 'Anthony Trollope', 'Paul von Heyse', 'Anónimo (Las mil y una noches)']","['4.17', '3.78', '3.89', '3.96', '3.92', '3.85', '3.50', '3.96', '3.39', '3.95', '3.44', '0.0']",[],[],[],
25148788,290845,"Die 125 schönsten Liebesgedichte der Deutschen - Gedichte über Liebe, Verlangen, Sehnsucht und Liebeskummer - deutsche Lieblingsgedichte aus 800 Jahren (Illustrierte Ausgabe)",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,44849475,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2015,3,2,0.00,0,0,"['285217', '16071', '690559', '7906', '290845', '6556', '2625683', '1938', '1399243', '13648153']","['Johann Wolfgang von Goethe', 'Heinrich Heine', 'Ludwig Uhland', 'Rainer Maria Rilke', 'Paul von Heyse', 'Theodor Storm', 'Emanuel Geibel', 'Friedrich Nietzsche', 'Friedrich Schiller', 'Sophie Leiss (Hg.)']","['3.80', '3.90', '3.81', '4.29', '3.44', '3.51', '2.75', '4.05', '3.49', '0.0']",[],[],[],
