id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
26635536,304182,Vítr ve vrbách aneb žabákova dobrodružství,8000009609,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442569371l/26635536._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442569371l/26635536._SX50_.jpg,2001,,,cze,Albatros,false,1061285,2613,309094,679729,170417,5651,5:63351|4:57552|3:37210|2:8832|1:3472|total:170417,1908,10,8,3.99,4,2,"['3843', '14370073', '304182', '575312']","['Kenneth Grahame', 'Míla Grimmichová,', 'Jaroslav Seifert', 'Jindra Čapek']","['3.99', '4.25', '3.87', '3.93']",[],[],[],"Krtek a krysa, dva veselí, dobrosdrdeční braši, se seznámili na začátku jednoho jara a stali se nerozlučnými kamarády. Jejich společným přítelem je Žabák - ale ouvej, s ním je občas opravdu těžké pořízení.<br />Je velmi hodný i družný, trochu sice prostý - ostatně nemůžeme být všichni géniové - především však poněkud rozmazlený, chlubivý a domýšlivý. Bydlí na Žabím hrádku, nejkrásnějším sídle v celém okolí, má moře peněz, přepychové auto a spoustu jiných báječných věcí...<br />Ale protože s ním už není k vydržení a někdy dělá pěkné vylomeniny, rozhodnou se věrní přátelé spolu s Jezevcem přivést Žabáka k rozumu a na lepší cestu.<br />Co všechno musejí podniknout, co se jim při tom přihodí a jak to nakonec dopadne? To ví s jistotou vítr ve vrbách...<br />A také ten, kdo si přečte pohodová, humorná i moudrá dobrodružství pana Žabáka."
52042381,304182,Prag: Eine literarische Einladung,,9783803113429,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72312602,1,2,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,2019,,,3.50,2,0,"['19397661', '1118420', '1152158', '444552', '50071', '941871', '424034', '6343', '1396126', '3186295', '1136412', '588042', '84400', '5542615', '882352', '1712490', '304182', '19397662', '6942061', '19397663', '745470', '1737540', '5145901', '19397664']","['Michal Ajvatz', 'Egon Bondy', 'Emil Hakl', 'Daniela Hodrová', 'Bohumil Hrabal', 'Eva Kantůrková', 'Pavel Kohout', 'Milan Kundera', 'Ondřej Neff', 'František Nepil', 'Patrik Ouředník', 'Vladimír Páral', 'Ota Pavel', 'Eduard Petiška', 'Lenka Reinerová', 'Jaroslav Rudiš', 'Jaroslav Seifert', 'Jiři Suchý', 'Jiří Šlitr', 'Jiři Šmoranc', 'Jáchym Topol', 'Miloš Urban', 'Jiří Weil', 'Petra Knápková']","['3.50', '3.89', '3.51', '3.87', '3.98', '3.91', '3.80', '4.01', '3.75', '3.89', '3.97', '3.64', '4.16', '4.07', '4.01', '3.77', '3.87', '3.50', '3.69', '3.50', '3.69', '3.45', '4.07', '3.50']",[],[],[],
2052671,304182,La canción del manzano,8434817233,9788434817234,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312183495l/2052671._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312183495l/2052671._SX50_.jpg,,,,spa,,false,2057729,1,3,6,2,0,5:1|4:0|3:0|2:0|1:1|total:2,1955,,,3.00,2,0,"['304182', '5093322']","['Jaroslav Seifert', 'Josef Paleček']","['3.87', '3.75']",['2123793'],['Emilio Ortega'],['3.74'],Historia de un manzano durante las distintas estaciones del año.
50156757,304182,Breve antología,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73232943,1,2,6,2,0,5:0|4:1|3:0|2:1|1:0|total:2,,,,3.00,2,0,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],"Jaroslav Seifert recibió el Premio Nobel de Literatura en 1984. Al premiarle se reconocía el valor de su poesía, pero también el hecho de ser el único superviviente de una generación de poetas extraordinaria, única en la historia de su país, que vivió, sufrió y cantó con maestría los acontecimientos del siglo XX. Seifert parte de las vanguardias de los años veinte, se integra en el 'poetismo' de influjos dadaístas y cultiva la poesía revolucionaria. A partir de los años treinta su obra se inclina hacia un clasicismo que se remansa y se enraiza en su Praga natal para dar a luz libros de gran belleza que culminaron con Ser poeta en 1983. La Academia Sueca, al concederle el Premio Nobel, destacó que 'con su poesía, de una sensualidad ardiente y gran riqueza de invención, da una imagen liberadora de una humanidad indomable y diversa.'"
38453106,304182,"Dílo III (Dílo Jaroslava Seiferta, #3)",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518029393l/38453106._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518029393l/38453106._SY75_.jpg,1955,,,cze,Československý spisovatel,false,60078291,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],"Obsahuje výbor ze sbírky Přilba hlíny (Zhasněte světla, S náručí otevřenou), skladby Vějíř Boženy Němcové a Světlem oděná a sbírku Kamenný most."
42244146,304182,Liryki,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539013721l/42244146._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539013721l/42244146._SX50_.jpg,,,,pol,Państwowy Instytut Wydawniczy,false,65851073,1,1,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['304182', '5333702', '3282325', '18504660']","['Jaroslav Seifert', 'Ludmiła Marjańska', 'Artur Międzyrzecki', 'Jerzy Czechowicz']","['3.87', '3.42', '3.98', '5.00']",[],[],[],
36436191,304182,"Dílo I (Dílo Jaroslava Seiferta, #1)",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508357190l/36436191._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508357190l/36436191._SX50_.jpg,1956,,,cze,Československý spisovatel,false,58136792,1,3,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],"Obsahuje sbírky z let 1921-1926: Město v slzách, Samá láska, Svatební cesta a Slavík zpívá špatně."
26659697,304182,Sa Pŕaga: Mga Piling Tula ni Jaroslav Seifert,,9789710197682,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506005379l/26659697._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506005379l/26659697._SY75_.jpg,2015,,,fil,Komisyon sa Wikang Filipino,false,46694382,1,5,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,2015,,,5.00,1,0,"['304182', '3370845', '14377832']","['Jaroslav Seifert', 'Roberto T. Añonuevo', 'Giancarlo Lauro C. Abrahan V']","['3.87', '4.04', '5.00']",[],[],[],"Hind karaniwang makata, manunulat, at tagasalin, isinilang si Seifert noong 23 Setyembre 1901 mula sa uring manggagawa sa Žižkov, Pŕaga. Matutunghayan sa kaniyang unang koleksiyon ng mga tulang pinamagatang <i>Ang Lumuluhang Lungsod</i> (<i>Město v slzách</i>, 1921) ang kabataang oryentasyong proletaryado, at kikilalaning pinakaproletaryado sa lahat ng panulaang Czech. Isa siyang miyembro ng Partido Komunista, at naging editor ng maraming diyaryo at magasing komunista bukod sa pagiging isang empleado sa isang komunistang palimbagan. Natamo ni Seifert ang pinakamataas na pagkilala na maaring igawad ng kaniyang mga kababayang Czech sa sinumang manunulat nang makamit niya ang pagiging Pambansang Alagad ng Sining. Yumao si Seifert noong 1986 sa edad na 84."
24988572,304182,Koncert na otoku; Vse lepote sveta,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1985,,,slv,Cankarjeva založba,false,44656414,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1985,1,1,5.00,1,0,"['304182', '7848723', '4671850']","['Jaroslav Seifert', 'Dušan Ludvik', 'Janko Moder']","['3.87', '5.00', '3.93']",[],[],[],
1009084,304182,Co všechno zavál sníh,8000002264,9788000002262,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,cze,,false,995210,1,1,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1992,,,5.00,1,0,"['304182', '5093228']","['Jaroslav Seifert', 'Oldřich Rakovec']","['3.87', '5.00']",[],[],[],
31831220,304182,On the Pathetic and Lyrical State of Mind,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1984,12,,,,false,52491817,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],"nobel acceptance speech<br /><br /><a target=""_blank"" href=""http://www.nobelprize.org/nobel_prizes/literature/laureates/1984/seifert-lecture.html"" rel=""nofollow"">http://www.nobelprize.org/nobel_prize...</a>"
33797711,304182,V Pavlíkově ateliéru,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1950,,,cze,Soukromý tisk Václava Pavlíka,false,54695474,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],
37661781,304182,"Dílo II (Dílo Jaroslava Seiferta, #2)",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514068080l/37661781._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514068080l/37661781._SX50_.jpg,1954,,,cze,Československý spisovatel,false,59260802,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],"Obsahuje sbírky z let 1929-1944: Poštovní holub, Jablko s klína, Ruce Venušiny a Jaro, sbohem."
37925504,304182,Víno,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1999,,,,"APLEX, Praha",false,59641723,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['304182', '16042162']","['Jaroslav Seifert', 'Ivan Svatoš']","['3.87', '5.00']",[],[],[],
34121075,304182,Literatura na świecie nr 3/1996,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486320254l/34121075._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486320254l/34121075._SX50_.jpg,1996,,,pol,,false,55155087,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1996,,,5.00,1,0,"['146351', '165783', '127676', '745470', '444552', '878575', '1441462', '304182', '4152890']","['Piotr Sommer', 'Tomaž Šalamun', 'Danilo Kiš', 'Jáchym Topol', 'Daniela Hodrová', 'Vladimír Macura', 'Jiří Kratochvil', 'Jaroslav Seifert', 'Daniil Kharms']","['4.19', '4.16', '4.13', '3.69', '3.87', '3.90', '3.66', '3.87', '4.28']",[],[],[],
10492075,304182,Discursos Premios Nobel: Tomo III (Spanish Edition),1456425838,9781456425838,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425835425l/10492075._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425835425l/10492075._SX50_.jpg,,,,,,false,15397677,1,8,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2010,11,3,4.00,1,0,"['7333', '978', '18540', '17854', '140617', '16853363', '585', '55397', '304182', '306', '26496']","['Eugenio Montale', 'Wole Soyinka', 'T.S. Eliot', 'Bertrand Russell', 'Gabriela Mistral', 'George Seferis', 'John Steinbeck', 'Nadine Gordimer', 'Jaroslav Seifert', 'William Golding', 'Imre Kertész']","['4.07', '3.81', '4.16', '4.02', '4.00', '4.27', '3.93', '3.57', '3.87', '3.68', '3.94']",[],[],[],
42374767,304182,Poetas Checos,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539742411l/42374767._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539742411l/42374767._SY75_.jpg,2017,,,spa,La Otra,false,66033759,1,3,4,2,0,5:0|4:0|3:0|2:2|1:0|total:2,,,,2.00,2,0,"['2891101', '304182', '126597', '5357967']","['Vladimír Holan', 'Jaroslav Seifert', 'Miroslav Holub', 'Viola Fischerová']","['3.93', '3.87', '4.07', '3.95']",['16120798'],['Teresa Amy'],['3.40'],Antología de poetas checos del siglo XX
25525295,304182,Příběh panice a jiné básně,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431420694l/25525295._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431420694l/25525295._SX50_.jpg,1972,,,cze,Československý spisovatel,false,45312066,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1972,1,1,4.00,1,0,"['91847', '7350835', '304182', '186767', '2891101']","['Nizami Ganjavi', 'Jan rypka', 'Jaroslav Seifert', 'Vítězslav Nezval', 'Vladimír Holan']","['4.05', '4.00', '3.87', '3.86', '3.93']",[],[],[],
32568392,304182,Visioni di Praga. Nel mondo di Jaroslav Seifert,8859616212,9788859616214,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479709085l/32568392._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479709085l/32568392._SX50_.jpg,2017,2,3,ita,Edizioni Polistampa,false,53140314,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['6134115', '304182']","['Francesco Jappelli', 'Jaroslav Seifert']","['4.00', '3.87']",[],[],[],"Cantore di Praga e poeta nazionale del popolo ceco, Jaroslav Seifert (1901-1986) ha svolto un ruolo di primissimo piano nel panorama letterario europeo del Novecento. I suoi versi, qui accompagnati dagli scatti di Francesco Jappelli, fanno rivivere una Praga di altri tempi fatta di strade e piazze, palazzi e scuole, chiese e cimiteri perlopiù lontani dai circuiti del turismo e pressoché sconosciuti al normale visitatore. ""Gli scorci di città in bianco e nero"", scrive Dario Massini nel suo testo introduttivo, ""quasi sempre senza figure, senza elementi che possano definirne il tempo, sono il giusto contrappunto alle parole di Seifert e così come il poeta trasforma la materia reale del ricordo in una invenzione artistica, così lo sguardo del fotografo trasforma un angolo reale di una città a noi contemporanea in un'astrazione che, in una sorta di finzione artistica, ci riporta indietro di decenni""."
40200445,304182,el crit dels fantasmes (i altres poemes),8474562317,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527109462l/40200445._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527109462l/40200445._SY75_.jpg,1984,10,,cat,edicions del Mall,false,62398310,1,1,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,1986,10,,3.00,1,1,"['304182', '169495']","['Jaroslav Seifert', 'Monika Zgustová']","['3.87', '3.81']",[],[],[],"Llibre de poemes de l'autor Txec, nascut a Praga el 1901, i que morí el 1986, l'any després de la publicació d'aquest llibre de poemes en una edició bilingüe, patrocinada per la Generalitat de Catalunya"
52929891,304182,Kamp med ängeln,,9100464961,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73782699,1,1,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,['304182'],['Jaroslav Seifert'],['3.87'],"['97178', '19654928']","['Östen Sjöstrand', 'Josef B Michl']","['3.57', '2.00']","Dikter av den tjeckiske Nobelpristagaren Jaroslav Seifert, i översättning av Östen Sjöstrand och Josef B Michl."
52241360,304182,Stub kuge,8685639220,9788685639227,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583792861l/52241360._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583792861l/52241360._SY75_.jpg,2014,,,srp,Mali vrt,false,77327573,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['304182', '20113589']","['Jaroslav Seifert', 'Jaroslav Sajfert']","['3.87', '0.0']",['3451940'],['Aleksandar Ilić'],['3.17'],
52094280,304182,Strängar av spindelväv,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583360440l/52094280._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583360440l/52094280._SX50_.jpg,,,,,,false,76901782,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],
34121038,304182,Maść przeciw poezji. Przekłady z poezji czeskiej,,9788360602706,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486319818l/34121038._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486319818l/34121038._SX50_.jpg,2008,10,27,pol,Biuro Literackie,false,55155024,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2008,10,27,0.00,0,0,"['2845487', '1732747', '165876', '1118420', '643663', '5112344', '2891101', '126597', '2784138', '3444823', '169389', '4425780', '304182', '2791641', '745470', '3270481', '13971596', '968191']","['Leszek Engelking', 'Michal Ajvaz', 'Ivan Blatný', 'Egon Bondy', 'Jakub Deml', 'Jiřina Hauková', 'Vladimír Holan', 'Miroslav Holub', 'Josef Kainar', 'Jiří Kolář', 'Ludvík Kundera', 'Petr Mikeš', 'Jaroslav Seifert', 'Jan Skácel', 'Jáchym Topol', 'Jaroslav Vrchlický', 'Oldřich Wenzl', 'Ivan Wernisch']","['3.87', '3.79', '3.95', '3.89', '3.69', '3.30', '3.93', '4.07', '3.46', '3.88', '3.87', '4.07', '3.87', '4.35', '3.69', '3.80', '4.33', '4.05']",[],[],[],"Wybrał, przetłumaczył oraz opatrzył wstępem i posłowiem Leszek Engelking.<br /><br />Książka ta, efekt wieloletniej pracy translatorskiej, mieści zarówno klasyków czeskiej dwudziestowiecznej literatury, jak i autorów skąpo dotychczas przekładanych, lub w ogóle szerzej nie znanych w Polsce. Zawiera nowe przekłady wierszy czeskiego laureata Nagrody Nobla w dziedzinie literatury, Jaroslava Seiferta, ikon czeskiej literatury takich jak Blatný, Kundera czy Topol, a także (a może przede wszystkim) autorów związanych z legendarną już Grupą 42."
50534212,304182,Księga Pocałunków,,9788362409952,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579364722l/50534212._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579364722l/50534212._SY75_.jpg,2019,,,pol,Officyna,false,75515747,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2019,,,0.00,0,0,['304182'],['Jaroslav Seifert'],['3.87'],['2845487'],['Leszek Engelking'],['3.87'],"""Księga pocałunków"" to obszerny wybór wierszy jedynego jak dotąd czeskiego laureata literackiej Nagrody Nobla, Jaroslava Seiferta, o którym Roman Jakobson, znawca wielu literatur, bez śladów zawahania napisał, że jest „największym lirykiem w tysiącletniej historii literatury czeskiej”. Wybór i tłumaczenie to dzieło Leszka Engelkinga, który dorobkiem praskiego poety zajmuje się od wielu lat. Tom zawiera poezje ze wszystkich okresów twórczości Czecha, szczególnie uwypukla jednak jej trzeci, najdojrzalszy etap. Seifert osiągnął w swej późnej poezji niekwestionowaną wielkość. Utwory z ostatnich tomów, sprozaizowane, surowe, ogołocone z ozdób i poetyckich pięknostek, pisane jak gdyby z perspektywy brzegu śmierci, bliskości przeprawy na drugą stronę, ale zarazem zmysłowe i nasycone erotyzmem, pełne są ogromnej prostoty, jak wiadomo, dostępnej nielicznym pisarzom, prostoty nigdy nie ocierającej się o uproszczenia, pełne są również łagodnej autoironii i statecznej ludzkiej mądrości, za którą stoi doświadczenie całego życia w niełatwych czasach i nieuchronnego zbliżania się jego kresu.<br /><br /> <br /><br />Drugi element Seifertowskiej publikacji to pełniąca rolę posłowia pierwsza w naszym kraju monografia poety. Jej autorem jest również Leszek Engelking. Wybór poezji i posłowie stanowią jedną całość, która pozwala śmiało wejść w dzieło czeskiego twórcy i od razu pogłębić wiedzę o nim i o przemianach jego poezji."
43392935,304182,Tutte le bellezze del mondo - Antologia poetica 1925-1967 - La colonna della peste - L'ombrello di Piccadilly - Essere poeta. Nobel  1984,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1987,,,ita,Utet,false,67419674,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],
36065490,304182,poetismus,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,57647072,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['4424374', '17062224', '304182', '17109295']","['Jeanette Fabian', 'Vítěslav Nezval', 'Jaroslav Seifert', 'Biebl']","['4.33', '3.83', '3.87', '0.0']",[],[],[],
