id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
894154,121407,Red Sorghum,0140168540,9780140168549,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327945265l/894154._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327945265l/894154._SY75_.jpg,1994,4,1,eng,Penguin Books,false,460549,81,17128,19853,5299,654,5:1342|4:2031|3:1338|2:417|1:171|total:5299,1987,,,3.75,3527,384,['121407'],['Mo Yan'],['3.72'],['203371'],['Howard Goldblatt'],['3.75'],"Spanning three generations, this novel of family and myth is told through a series of flashbacks that depict events of staggering horror set against a landscape of gemlike beauty, as the Chinese battle both Japanese invaders and each other in the turbulent 1930s. A legend in China, where it won major literary awards and inspired an Oscar-nominated film, <i>Red Sorghum</i> is a book in which fable and history collide to produce fiction that is entirely new and unforgettable."
12154951,121407,Enfant De Fer: Nouvelles,2020541688,9782020541688,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,17125723,2,11,21,7,2,5:1|4:1|3:3|2:1|1:1|total:7,2013,3,22,3.00,3,1,['121407'],['Mo Yan'],['3.72'],['3968852'],['Chantal Chen-Andro'],['3.30'],"Né dans une famille de paysans, Mo Yan a dit un jour qu’une enfance malheureuse est une source d’inspiration infinie. C’est à travers les yeux d’un enfant qu’il décrit le monde dans les seize nouvelles de ce recueil. Tour à tour cruels, tendres, fantastiques ou érotiques, ces récits relatent la vie rude et douloureuse, parfois gouailleuse, mais toujours intense du petit peuple de Gaomi dans la Chine maoïste des années 1950 et 1960."
8654973,121407,紅高粱的孩子,9571337749,9789571337746,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567610872l/8654973._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567610872l/8654973._SX50_.jpg,2002,10,,zho,時報文化,false,73240707,1,11,19,5,0,5:2|4:0|3:3|2:0|1:0|total:5,,,,3.80,5,0,"['121407', '121407']","['Mo Yan', 'Mo Yan']","['3.72', '3.72']",[],[],[],從《紅高粱》家族、《酒國》到最新的長篇《檀香刑》，莫言的文字混著飽滿的邊疆神秘氣息，莫言常拿「土」來自嘲，說自己「土得掉渣」，不過莫言更知道這土是他的靈魂，他曾說：「故鄉留給我的印象，是我小說的魂魄，故鄉的土地與河流、莊稼與樹木、飛禽與走獸、神話與傳說、妖魔與鬼怪、恩人與仇人，都是我小說的內容。」<br /><br />這本以散文之筆所完成的《紅高粱的孩子》，寫的正是他的家鄉，這是莫言的拿手好戲，紅高粱的故事延續。以「我」的眼光，好奇地張望，爺爺奶奶乃高密老家的叔姪姨姐個個都比小說人物精采。說是散文，其時虛虛實實，說書一般地講起孩童時代的點滴，精采好看。
37795879,121407,Папапа. Современная китайская повесть,,9785893322804,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514895694l/37795879._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514895694l/37795879._SY75_.jpg,2018,1,2,rus,Гиперион,false,59460575,1,11,18,4,0,5:2|4:2|3:0|2:0|1:0|total:4,2018,1,2,4.50,4,0,"['121407', '13993617', '321663', '17563019']","['Mo Yan', 'Мо Янь', 'Han Shaogong', 'Хань Шаогун']","['3.72', '3.87', '3.96', '4.50']",[],[],[],"В настоящий сборник включены произведения крупнейших современных китайских писателей, лауреатов престижных национальных и международных премий, переведенные на многие языки мира. Один из них, Мо Янь, «объединивший с помощью галлюцинаторного реализма народные сказки с историей и современностью», в 2012 году был удостоен Нобелевской премии по литературе. Разные по содержанию, стилю и времени создания, эти произведения объединяет одно очень важное обстоятельство — они принесли авторам по-настоящему серьезный успех и определили их дальнейший творческий путь. «Папапа» Хань Шаогуна, например, до сих пор считается одним из самых загадочных произведений современной китайской литературы — своего рода «картами и шифрами» Китая. А «Прозрачная красная редька» Мо Яня признается автором лучшим из всего, что он написал."
19497881,121407,何止故乡[Hézhǐ gùxiāng],,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,zho,,true,27609815,1,12,17,4,0,5:1|4:3|3:0|2:0|1:0|total:4,2013,10,1,4.25,4,0,"['121407', '7565638']","['Mo Yan', '阎连科等']","['3.72', '4.25']",[],[],[],中国人心目中的故乡是一个怎样的存在？<br />故乡不能被正面注视，不能客观书写。<br />帕慕克说：“我们一生当中至少都有一次反思，带领我们检视自己出生的环境。”但大多数时候，我们文字里的故乡，不是经过反思的环境，而是一种胆怯的想像所造就的虚构的图景。<br />老家所在的那块土地，也就神化成一个坛，只好安置我们对于理想家园梦境般的美好想像。<br /><br />莫言、阎连科、阿来、蒋子龙、刘心武、迟子建……看中国最优秀的作家们心中的故乡。
22678798,121407,Legendary Mo Yan: Short Story Collections ('Chuan qi mo yan-mo yan duan pian xiao shuo ji'),9575221109,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,zho,,false,42189866,1,17,15,4,0,5:1|4:1|3:2|2:0|1:0|total:4,1998,11,1,3.75,4,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
45482904,121407,Cambios,8432222992,9788432222993,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,70258976,1,8,15,5,2,5:0|4:2|3:1|2:2|1:0|total:5,,,,3.00,5,2,['121407'],['Mo Yan'],['3.72'],[],[],[],
23158881,121407,球狀閃電  [Qiu zhuang shan dian] = Ball lightning,9863440418,9789863440413,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2014,2,13,,Catcher Press,false,42705706,1,4,15,4,0,5:1|4:1|3:2|2:0|1:0|total:4,1985,,,3.75,4,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
38208776,121407,Life and Death Are Wearing Me Out: China Library,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,59880318,2,12,14,3,0,5:2|4:1|3:0|2:0|1:0|total:3,,,,4.67,3,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
48736108,121407,Kumpulan Pidato Nobel Sastra,,9786239137045,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573264077l/48736108._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573264077l/48736108._SX50_.jpg,2019,10,1,ind,Circa,false,74103382,1,3,12,3,1,5:1|4:1|3:1|2:0|1:0|total:3,,,,4.00,3,1,"['121407', '6410']","['Mo Yan', 'Alice Munro']","['3.72', '3.92']",[],[],[],"Seorang novelis berhak mempunyai pendirian dan sudut pandangnya sendiri. Namun ketika menulis ia harus berpihak pada kemanusiaan, dan menggunakannya sebagai panduan. (Mo Yan)<br /><br />Aku ingin cerita-cerita kubisa membuat orang tergerak, tak peduli apakah mereka pria, wanita, atau anak-anak. Aku ingin cerita-cerita kumenjadi bagian tak terpisahkan dari hidup. (Alice Munro)<br /><br />Sering kali jalanan sama diikat oleh rentetan kenangan, sampai pada satu titik di mana topografi sebuah kota telah menjadi keseluruhan hidupmu. (Patrick Modiano)<br /><br />Aku tertarik dengan orang-orang kecil. Orang-orang kecil yang hebat, begitulah aku melihatnya, karena penderitaan membuat manusia berkembang. (Bob Dylan)<br /><br />Yang paling penting bagiku, cerita itu mampu mengkomunikasikan perasaan. Ia bias mewakili apa yang kita bias sama-sama rasakan sebagai manusia, melampaui batas-batas perbedaan. (Kazuo Ishiguro)"
40054079,121407,El clan de los herbívoros,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,,,spa,Kailos Editorial,false,62073422,4,22,12,3,0,5:2|4:0|3:0|2:1|1:0|total:3,,,,4.00,0,0,['121407'],['Mo Yan'],['3.72'],[],[],[],"El clan de los herbívoros simboliza el realismo mágico en la literatura china moderna. Historia y realidad; cultura y naturaleza; vista, gusto, olfato, y la imaginación desbordante se funden en esta obra. En lo profundo de los pantanos del noreste de Gaomi, el clan de los comedores de paja tiene una potra como ancestro mítico y se caracteriza por masticar un rastrojo de color rojo con virtudes singulares, pero que lo distingue como el clan de los «herbívoros», enfrentado con la incomprensión, incluso con la hostilidad, de sus vecinos. Los sueños del narrador entrelazan historias cruzadas, leyendas y recuerdos, personas y dioses. Seis sueños donde las pistas están borrosas, donde el lector se extravía, llevado a un final carnavalesco e inesperado. Mo Yan rompe los códigos de la saga clásica y da rienda suelta a la expresión multifacética de su arte. Una épica rural, jubilosa y desenfrenada, que vuela hasta los misterios y fantasmagorías del mito."
12047046,121407,7x čínská avantgarda,8090251560,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405901862l/12047046._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405901862l/12047046._SY75_.jpg,2006,,,cze,Česko-čínská společnost,false,17013828,1,9,11,3,1,5:1|4:1|3:0|2:1|1:0|total:3,2006,1,1,3.67,3,1,"['2556424', '13731881', '121407', '80637']","['Petr Simon', 'Jana Benešová', 'Mo Yan', 'Su Tong']","['3.78', '4.00', '3.72', '3.54']",[],[],[],"Dvojjazyčné vydání sedmi povídek, které byly oceněny v soutěži věnované literárnímu překladu z čínštiny. Tato akce pořádaná Česko-čínskou společností přináší zároveň průřez tvorbou čínské literární avantgardy z konce 80. let 20. století. Kniha obsahuje mimo jiné následující povídky:<br /><br />1. Su Tchung: „Jeden den v Pan-sü“. Přeložil Petr Šimon.<br />2. Mo Jen: „Želízka“. Přeložila Jana Benešová.<br />3. Mo Jen: „Zelí“. Přeložila Jana Benešová."
20647252,121407,"Hori da umorea, maisu!",,9788490271049,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390931843l/20647252._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390931843l/20647252._SY75_.jpg,2013,12,,eus,Elkar,false,39940610,1,4,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,2013,12,1,5.00,2,0,['121407'],['Mo Yan'],['3.72'],['4671443'],['Maialen Marín Lacarta'],['4.29'],
18681511,121407,Sandalwood Penalty,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,true,26519047,2,4,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,2001,3,1,5.00,2,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
18682151,121407,Sandalwood Penalty,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,zho,,true,64287201,1,8,10,2,1,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,1,['121407'],['Mo Yan'],['3.72'],[],[],[],
580989,121407,"初戀 ・神嫖 [Chu Lian, Shen Piao]",986725273X,9789867252739,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,zho,,false,567882,1,10,10,3,0,5:0|4:1|3:2|2:0|1:0|total:3,2005,1,1,3.33,3,0,['121407'],['Mo Yan'],['3.72'],[],[],[],"Short stories. Mo Yan has anthologized his earlier short stories, which he thought may not be fully mature, but represents his career well, into 3 volumes. This is volume two."
445104,121407,丰乳肥臀 [Fēng rǔ féi tún] (vol. 2 of 2),9576740983,9789576740985,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365400232l/445104._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365400232l/445104._SX50_.jpg,,,,zho,Tsai Fong Books,false,55879938,2,12,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,1996,,,5.00,2,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
24296123,121407,怀抱鲜花的女人,,9787532146406,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,zho,,false,43876091,1,4,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
45427475,121407,Le Maître a de plus en plus d'humour,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556722307l/45427475._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556722307l/45427475._SX50_.jpg,,,,,,false,70177309,1,4,8,3,0,5:0|4:1|3:0|2:2|1:0|total:3,,,,2.67,3,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
38615743,121407,Loneliness Is the Prosperity of Life,7559608752,9787559608758,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,zho,,false,60228875,1,8,8,2,1,5:1|4:0|3:1|2:0|1:0|total:2,,,,4.00,2,1,"['192095', '17367099', '16184466', '121407', '971296', '5481722', '3011429', '80637', '14661008']","['Yu Hua', 'Yan Geling', 'Yu Guangzhong', 'Mo Yan', 'Wang Meng', 'Wang Anyi', 'Bei Dao', 'Su Tong', 'zhang xiaoxian']","['4.10', '4.44', '4.00', '3.72', '3.81', '3.79', '4.13', '3.54', '4.00']",[],[],[],"This book collects proses of famous writers such as Yu Hua, Yan Geling, Yu Guangzhong, Mo Yan, Wang Meng, Wang Anyi, Bei Dao, Su Tong, Zhang Xiaoxian, etc. The authors tell you with their own experiences that loneliness is the travel of the soul, condensation of thoughts and zooming of realm. The authors will accompany you to be still on silent night and think about future in the dawn. The words of them will make you no longer afraid of loneliness, but enjoy loneliness. It will let you know that loneliness is the prosperity of life and the touchable light in darkness."
46213093,121407,Una carretera en obras (Kailas Literatura nº 1),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,71183246,2,5,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,,,,3.50,2,0,['121407'],['Mo Yan'],['3.72'],['13993507'],['Blas Piñero Martínez'],['3.19'],
16977352,121407,我的高密,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,zho,,false,23275032,1,5,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,,,,3.50,2,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
38393574,121407,El rábano transparente (KF),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,60050589,2,9,6,3,0,5:0|4:0|3:0|2:3|1:0|total:3,,,,2.00,3,0,"['121407', '13993507']","['Mo Yan', 'Blas Piñero Martínez']","['3.72', '3.19']",[],[],[],
36152036,121407,Chuyện văn chuyện đời,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588902053l/36152036._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588902053l/36152036._SX50_.jpg,2004,12,,vie,NXB Lao động,false,57757797,1,2,6,2,0,5:0|4:0|3:2|2:0|1:0|total:2,,,,3.00,2,0,['121407'],['Mo Yan'],['3.72'],['15671545'],['Nguyễn Thị Thại'],['3.76'],
29365558,121407,La Belle de glace,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,49612454,1,3,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
17259627,121407,La Belle à dos d’âne dans l’avenue de Chang’an,,9782809702651,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,,,fre,Éditions Philippe Picquier,false,23855046,1,5,5,2,0,5:0|4:0|3:1|2:1|1:0|total:2,2011,1,1,2.50,2,0,['121407'],['Mo Yan'],['3.72'],[],[],[],"Trad. de : ""Chang'an dadao shang de qi lü meiren"", ""Huaibao xian hua de nüren"", ""Baiyang lin li de zhandou"" et ""Muzhi kao"""
52348882,121407,Rano,,9787119084152,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584116524l/52348882._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584116524l/52348882._SY75_.jpg,2013,,,epo,Fremdlingva Eldonejo,false,77576649,1,1,5,1,1,5:1|4:0|3:0|2:0|1:0|total:1,2013,,,5.00,1,1,['121407'],['Mo Yan'],['3.72'],[],[],[],"Romano de la fama ĉina verkisto kaj Nobel-premiito koncentriĝas je vivhistorio de ĉina akuŝigistino, kiu travivis la Kulturan revolucion, ĝian finon kaj reformojn de Deng Xiaoping. Profunda kaj pensiga verko de la filozofia karaktero."
29961577,121407,Life and Death are Wearing Me Out,1531812430,9781531812430,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463598254l/29961577._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463598254l/29961577._SY75_.jpg,2016,8,30,,Audible Studios on Brilliance Audio,false,50354879,1,8,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['203371', '121407', '640790']","['Howard Goldblatt', 'Mo Yan', 'Feodor Chin']","['3.75', '3.72', '3.80']",[],[],[],"Today’s most revered, feared, and controversial Chinese novelist, Nobel Prize winner Mo Yan, offers a tour de force in which the real, the absurd, the comical, and the tragic are blended into a fascinating narrative. The hero—or antihero—of Mo Yan’s new novel is Ximen Nao, a landowner known for his benevolence to his peasants. His story is a deliriously unique journey and absolutely riveting tale that reveals the author’s love of a homeland beset by ills inevitable, political, and traditional."
36640096,121407,l'uomo che allevava i gatti,A000044143,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1997,,,ita,,false,58408336,1,9,5,3,0,5:0|4:0|3:1|2:0|1:2|total:3,,,,1.67,3,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
39280181,121407,Пет хлебчета,,9789549250541,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1521039378l/39280181._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1521039378l/39280181._SX50_.jpg,2014,,,bul,Институт Конфуций - София,false,60836675,1,3,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['121407', '13517724']","['Mo Yan', 'Мо Йен']","['3.72', '3.66']",[],[],[],"Началото на литературния конкурс за превод на китайска литература ""Нефритени слова"" беше поставено през 2014 г. по повод посещението на Нобеловия лауреат Мо Йен в България. Тогава по инициатива на Институт Конфуций - София писателят беше удостоен с почетното звание ""Доктор хонорис кауза"" на СУ ""Св. Климент Охридски"". <br />Институт Конфуций - София продължава традицията ежегодно да организира конкурси за превод на китайска класическа и съвременна литература. <br />През 2017 г. ще бъде издаден следващият в поредицата сборник с преводи - ""Поезия на забулената луна""."
23626936,121407,Learning from Pu Songling 学习蒲松龄,,9787500698197,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417139913l/23626936._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417139913l/23626936._SX50_.jpg,2011,4,1,zho,中国青年出版社,false,43232307,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,2011,4,1,5.00,1,0,['121407'],['Mo Yan'],['3.72'],[],[],[],"The hometown of Pu Songling, Zibo, is very close to the hometown of Mo Yan, Gaomi. Mo Yan grows up accompanied by the story written by Pu Songling. The fantastic style of Pu Songling exerts great influence on the novel writing of Mo Yan and also affects Mo Yan’s magic style. This book selects over 20 Mo Yan’s ghost stories and legends and some wired and ghost stories about ghost and gods. And the book also has dust-laying new year pictures, which is unique in Gao Mi, bring people a beautiful, mysterious and shocking strong visual impact.<br />蒲松龄的家乡淄博和莫言的家乡高密离得非常近。莫言小时候就是听蒲氏故事长大的。蒲松龄的奇幻风格给莫言的小说写作带来了非常大的影响，也成就了魔幻主义风格的莫言。本书选自莫言二十余篇鬼故事、鬼传奇，和一些奇奇怪怪、神神鬼鬼的鬼小说，内配高密独有的扑灰年画，带给人好看、神奇、震撼的强视觉冲击力。"
50935308,121407,The Garlic Ballads,1978666594,9781978666597,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73449265,1,5,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['121407', '203371', '4918823']","['Mo Yan', 'Howard Goldblatt', 'Robert Woo']","['3.72', '3.75', '5.00']",[],[],[],"<b>Winner of the 2012 Nobel Prize in literature</b><br /><br />The farmers of Paradise County have been leading a hardscrabble life unchanged for generations. The Communist government has encouraged them to plant garlic, but selling the crop is not as simple as they believed. Warehouses fill up, taxes skyrocket, and government officials maltreat even those who have traveled for days to sell their harvest. A surplus on the garlic market ensues, and the farmers must watch in horror as their crops wither and rot in the fields. Families are destroyed by the random imprisonment of young and old for supposed crimes against the state.The prisoners languish in horrifying conditions in their cells, with only their strength of character and thoughts of their loved ones to save them from madness. Meanwhile, a blind minstrel incites the masses to take the law into their own hands, and a riot of apocalyptic proportions follows with savage and unforgettable consequences.<br /><br /><i>The Garlic Ballads</i> is a powerful vision of life under the heel of an inflexible and uncaring government. It is also a delicate story of love between man and woman, father and child, friend and friend - and the struggle to maintain that love despite overwhelming obstacles."
23617705,121407,My Good Friends 我的高密(莫言散文卷作家与故乡),,9787500695202,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416983584l/23617705._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416983584l/23617705._SX50_.jpg,2011,1,1,zho,China Youth Press 中国青年出版社,false,43222889,1,5,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,2011,1,1,5.00,1,0,['121407'],['Mo Yan'],['3.72'],[],[],[],"A collection of 26 essays and letters is a witness of the friendship of author and a couple, covers content about the author’s childhood, dream, and experience.这本书是作者莫言与朋友李亚夫妻的友谊的见证。书里有作者的童年、梦想、以及作者半生的足迹。全书共收散文作品26篇，包括：我和羊，我漫长的文学梦，会唱歌的墙，我的中学时代等。"
17174636,121407,티엔탕마을마늘종노래 [T'ient'ang maŭl manŭlchong norae] (Vol. 2 of 2),8925513471,9788925513478,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,10,10,kor,Random House Korea/Tsai Fong Books,false,23604487,1,5,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1988,,,5.00,1,0,['121407'],['Mo Yan'],['3.72'],[],[],[],"Korean edition of The garlic ballads: a novel. 2012 Nobel Literature Prize winner Mo Yan's fiction based on an actual incident that ignited a peasant uprising in the last two decades of the 20th century. Being a peasant himself, Mo Yan was incensed and decided to write about the pent up repression behind the incident. Vol 2 of 2. In Korean. Annotation copyright Tsai Fong Books, Inc. Distributed by Tsai Fong Books, Inc."
45482905,121407,Grand Chambard(le) (English and French Edition),2757841335,9782757841334,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,70258977,1,2,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,1,['121407'],['Mo Yan'],['3.72'],[],[],[],
52967666,121407,Chien blanc et balancoire,2757875205,9782757875209,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73793493,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
29213075,121407,长安大道上的骑驴美人,,9787806540473,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455744375l/29213075._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455744375l/29213075._SX50_.jpg,1999,9,,zho,海天出版社,false,49446246,1,2,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,1,['121407'],['Mo Yan'],['3.72'],[],[],[],
