id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
17125,19771050,One Day in the Life of Ivan Denisovich,0374529523,9780374529529,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574794164l/17125._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574794164l/17125._SY75_.jpg,2005,3,16,eng,"Farrar, Straus and Giroux",false,838042,328,140143,354916,89853,4012,5:29008|4:35100|3:19560|2:4611|1:1574|total:89853,1962,11,,3.95,74555,2573,"['19771050', '192496']","['Aleksandr Solzhenitsyn', 'H.T. Willetts']","['4.05', '3.95']",[],[],[],"<b>The only English translation authorized by Aleksandr Solzhenitsyn </b><br /><br />First published in the Soviet journal <i>Novy Mir</i> in 1962, <i>One Day in the Life of Ivan Denisovich</i> stands as a classic of contemporary literature. The story of labor-camp inmate Ivan Denisovich Shukhov, it graphically describes his struggle to maintain his dignity in the face of communist oppression. An unforgettable portrait of the entire world of Stalin's forced work camps, <i>One Day in the Life of Ivan Denisovich</i> is one of the most extraordinary literary documents to have emerged from the Soviet Union and confirms Solzhenitsyn's stature as ""a literary genius whose talent matches that of Dosotevsky, Turgenev, Tolstoy""--Harrison Salisbury<br /><br />This unexpurgated 1991 translation by H. T. Willetts is the only authorized edition available, and fully captures the power and beauty of the original Russian."
10577170,19771050,"L'archipel du Goulag II (Oeuvres Complètes, Tome 5)",2213633452,9782213633459,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1350212702l/10577170._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1350212702l/10577170._SY75_.jpg,2010,12,,fre,Fayard,false,73631684,3,10,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,2011,1,12,5.00,2,0,['19771050'],['Aleksandr Solzhenitsyn'],['4.05'],[],[],[],
2799056,19771050,"Le Pavillon des cancéreux / Une journée d'Ivan Denissovitch (Oeuvres Complètes, #2)",2213012113,9782213012117,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1570199365l/2799056._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1570199365l/2799056._SY75_.jpg,1982,11,17,fre,Fayard,false,2824848,1,17,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,0,"['19771050', '16849914']","['Aleksandr Solzhenitsyn', 'Alexandre Issaïevitch Soljénitsyne']","['4.05', '3.87']",[],[],[],"Conçu en 1955 à Tachkent au moment où Alexandre Soljénitsyne quittait lui-même le "" pavillon des cancéreux "" où il était soigné, le grand récit qui porte ce titre ne fut rédigé que dix ans plus tard. D'abord refusée par la revue Novy mir, puis acceptée mais non publiée _ l'"" ouverture krouchtchévienne "" était déjà un chapitre pratiquement clos _, l'oeuvre est diffusée clandestinement en samizdat et émigre tant bien que mal en Occident, dans des versions parfois tronquées ou fautives. La version définitive publiée ici est la première à avoir été vérifiée par l'auteur.<br /><br />C'est au camp spécial d'Ekibastouz que Soljénitsyne a l'idée, en 1950-51, d'un récit intitulé d'abord CH-854, une journée d'un zek, qui deviendra Une journée d'Ivan Dénissovitch et dont la rédaction _ retardée par d'autres travaux, notamment sur l'Archipel du Goulag et Août 14 _ n'est menée à bien qu'en 1959. L'oeuvre, quelque peu édulcorée, est communiquée en 1961 à Novy mir et la publication décidée par le Politburo du parti communiste d'URSS sur intervention personnelle de Krouchtchev. Toutes les éditions de l'oeuvre furent détruites dans les bibliothèques publiques en 1971-72. La première édition non mutilée a vu le jour à Paris en 1973.<br /><br />Dans ce registre des "" formes littéraires brèves "" inspirées par la vie même de Soljénitsyne, par des personnages de rencontre ou des scènes auxquelles il a assisté, se trouvent également réunis dans le présent volume: La maison de Matriona (publiée dans Novy mir en 1963 et éditée ici dans une traduction nouvelle), les Etudes et Miniatures (dont la rédaction s'échelonna de 1958 à 1960, à l'époque où Soljénitsyne put explorer à bicyclette la Russie centrale), La Main droite (composée en 1960 et refusée par les revues soviétiques), Un incident à la gare de Kotchétovka (publié en extraits dans la Pravda en 1962, puis dans Novy mir), Pour le bien de la cause (publié en 1963 dans Novy mir), Zacharie l'Escarcelle (écrit en 1965, retenu puis refusé par les Izvestia, mais publié en 1966 dans Novy mir), la Procession pascale (diffusé seulement en samizdat) et un court récit intitulé Quel dommage!, écrit en 1965, totalement inédit et publié ici pour la première fois."
36151694,19771050,El primer círculo I,8482809733,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504109139l/36151694._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504109139l/36151694._SY75_.jpg,1985,,,spa,Editorial La Oveja Negra,false,57757362,2,14,10,3,0,5:0|4:1|3:2|2:0|1:0|total:3,1968,,,3.33,3,0,['19771050'],['Aleksandr Solzhenitsyn'],['4.05'],[],[],[],"La concesión del Premio Nobel a Solschenitzin supuso el reconocimiento definitivo de sus méritos literarios. Su obra, dotada de una sorprendente variedad y riqueza de perspectivas, refleja en su conjunto la amarga experiencia del pueblo ruso bajo el implacable régimen soviético. En <b>El primer círculo</b> el autor, hombre de larga experiencia carcelaria, cuenta que n el infierno del régimen penitenciario hay, como en el Infierno de Dante, varios círculos. En su «primer círculo» Solschenitzin coloca a los científicos y técnicos condenados por razones políticas.<br />Pero a lo largo de sus páginas, pobladas por destinos truncados e incontables casos desoladores, aparecen también luminosos ejemplos de coraje, de pasión por la verdad y de esa profunda conciencia de las cosas que es el fermento del que surgen las mejores virtudes del hombre."
23566502,19771050,Vitelul si stejarul 1,9735001616,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416087397l/23566502._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416087397l/23566502._SY75_.jpg,2002,,,rum,Humanitas,false,43165553,1,16,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,2002,1,1,4.50,2,0,['19771050'],['Aleksandr Solzhenitsyn'],['4.05'],"['7072822', '7072821']","['Ion Nastasia', 'Maria Nastasia']","['4.31', '4.00']","Pe nimeni nu pot lasa indiferent memoriile unui om ce a cunoscut mai toate consecintele sistemului totalitar: lagarul, deportarea, cenzura, expulzarea. Acoperind un rastimp de 12 ani, intre 1962, anul publicarii nuvelei ce avea sa ii aduca notorietatea – O zi din viata lui Ivan Denisovici – si 1974, anul expulzarii din Rusia, cartea autobiografica Vitelul si stejarul poarta pecetea respiratiei unui spirit liber care a strabatut drumul de la intuneric la lumina, a unui om care nu a admis compromisul si servilismul, traind mereu in cultul solidaritatii cu cei aflati in suferinta.<br /><br /><br />O proza ce vine sa demonstreze ca stilul poate fi expresia libertatii, rectitudinii si omeniei; caci Soljenitin, cu experientele si trairile lui, este mai presus de orice bariera si orice reglementare restrictiva, ridicandu-se prin proza lui fluenta, colorata si imprevizibila deasupra impotrivirilor si smintelilor istoriei."
17936767,19771050,Александр Солженицын. Собрание произведений в 8 книгах,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369060907l/17936767._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369060907l/17936767._SX50_.jpg,1990,,,rus,"Журнал ""Новый Мир""",false,25147109,1,7,9,2,1,5:1|4:1|3:0|2:0|1:0|total:2,1990,,,4.50,2,1,"['19771050', '13622681']","['Aleksandr Solzhenitsyn', 'Александр Солженицын']","['4.05', '4.25']",[],[],[],Архипелаг ГУЛАГ. В 3 томах	<br />В круге первом. В 2 томах	<br />Раковый корпус	<br />Рассказы	<br />Пьесы
44245938,19771050,"March 1917: The Red Wheel, Node III, Book 2",0268106851,9780268106850,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572992466l/44245938._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572992466l/44245938._SX50_.jpg,2019,11,15,,University of Notre Dame Press,false,68777885,2,36,9,2,1,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,1,"['19771050', '337714']","['Aleksandr Solzhenitsyn', 'Marian Schwartz']","['4.05', '3.72']",[],[],[],"<i>The Red Wheel</i> is Nobel Prize-winner Aleksandr Solzhenitsyn's multivolume epic work about the Russian Revolution. He spent decades writing about just four of the most important periods, or nodes."" This is the first time that the monumental March 1917--the third node--has been translated into English. It tells the story of the Russian Revolution itself, during which the Imperial government melts in the face of the mob, and the giants of the opposition also prove incapable of controlling the course of events.<br /><br />The action of Book 2 (of four) of <i>March 1917</i> is set during March 13-15, 1917, the Russian Revolution's turbulent second week. The revolution has already won inside the capital, Petrograd. News of the revolution flashes across all Russia through the telegraph system of the Ministry of Roads and Railways. But this is wartime, and the real power is with the army. At Emperor Nikolai II's order, the Supreme Command sends troops to suppress the revolution in Petrograd. Meanwhile, victory speeches ring out at Petrograd's Tauride Palace. Inside, two parallel power structures emerge: the Provisional Government and the Executive Committee of the Petrograd Soviet of Workers' and Soldiers' Deputies, which sends out its famous Order No. 1, presaging the destruction of the army. The troops sent to suppress the Petrograd revolution are halted by the army's own top commanders. The Emperor is detained and abdicates, and his ministers are jailed and sent to the Peter and Paul Fortress. This sweeping, historical novel is a must-read for Solzhenitsyn's many fans, as well as those interested in twentieth-century history, Russian history and literature, and military history.<br /><br />--<i>Law and Liberty</i>"
41951573,19771050,"Souostroví Gulag: 1918-1956: pokus o umělecké pojednání. Díl 3, část 5, 6, 7, Katorga, Vyhnanství, Bez Stalina",8090027008,9788090027008,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1990,,,cze,OK Centrum,false,65454889,1,5,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,0,"['19771050', '15092421']","['Aleksandr Solzhenitsyn', 'Alexandr Isajevič Solženicyn']","['4.05', '3.99']",['19633886'],['Antonín Chmel'],['4.00'],
749084,19771050,'Lively' and Other Stories by Boris Mozhaev & a Memoir by Alexander Solzhenitsyn,1906164002,9781906164003,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,1,3,,Hodgson Press,false,735224,2,8,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,2007,1,3,4.00,2,0,"['396554', '19771050']","['Boris A. Mozhaev', 'Aleksandr Solzhenitsyn']","['4.00', '4.05']",[],[],[],"The writing of Boris Mozhaev, available in English for the first time ever in this volume, stands out in terms of narrative style and bold sincerity amongst contemporary Russian writers already translated into English. His insight into Russian life, politics and society, and the rural community in particular, represents a unique voice among the great writers of the twentieth century, who fearlessly and, at great personal sacrifice, wrote what they knew to be the truth about everyday life in Russia. Mozhaev had to fight against Soviet censorship all his life and some of his works were suppressed for over twenty years before they were allowed to be published - always to great critical acclaim. When Mozhaev's story 'Lively' was published, shortly after Alexander Solzhenitsyn's famous story 'One Day in the Life of Ivan Denisovich', it was no less of a cause celebre in Russian literary circles and society. Stylistically, he combines Chekhov's acute eye for detail, evident in his short stories with the wonderful humour and pathos of Gogol, expressed with a unique ear for rural wit and dialogue. Though the communist regime has collapsed and new leaders have emerged from the shadows, Mozhaev's stories still have a modern resonance and a chillingly poignant relevance, as those in power still conduct themselves with the same Soviet mindset and mentality as they did under the old regime. Mozhaev's writing, still regularly republished in Russia today, has not tarnished with time and it still bears its sharp, critical edge, as cutting as the day it was originally written. Through this volume of translations, Mozhaev is set to take his place amongst the great writers of contemporary Russia accessible to the English-speaking reader. The translator has provided a wealth of background information and copious notes to help the reader better to understand the satire and enjoy the stories."""
51825147,19771050,"Kontinent: The Alternative Voice of Russia & Eastern Europe, 1",0340213175,9780233967295,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72269427,1,4,8,2,1,5:0|4:2|3:0|2:0|1:0|total:2,1974,,,4.00,2,1,"['425787', '2806319', '19771050', '16981844', '19390947', '114953', '11563', '1141492']","['Nicholas Bethell', 'Barry Rubin', 'Aleksandr Solzhenitsyn', 'Alexander Solzhenitsyn', 'Andrei Sakharov', 'Andrei Sinyavsky', 'Joseph Brodsky', 'Alexander Galich']","['4.19', '3.87', '4.05', '3.89', '4.06', '3.84', '4.25', '4.17']",[],[],[],"During the last few years many people of great talent have been allowed to emigrate from the Soviet Union.<br />As many of Russia’s best living writers are now living outside their own country, it was recently decided to launch a quarterly journal to which they would all contribute. This journal, KONTINENT, would open a dialogue between these writers and the literary figures in the West interested in the problems of Eastern Europe.<br /><br />This collection is drawn from the first two Russian volumes of KONTINENT, and includes valuable contributions from the most famous ‘stars’ of Russia’s ‘third emigration’. There is the historic controversy between Alexander Solzhenitsyn and Andrei Sakharov, winner of the Nobel Peace Prize; a memorable article by Abram Terz (Andrei Sinyavsky) on the literary process in Russia; a novella by Vladimir Maramzin; and poems by Joseph Brodsky, widely accepted as Russia’s most talented living poet, and by Alexander Galich, whose work is enjoyed in song form by millions of Russians."
25251067,19771050,Orosznak lenni - vagy nem lenni?,,9789630796552,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427735385l/25251067._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427735385l/25251067._SY75_.jpg,2013,,,hun,Európa Könyvkiadó,false,44971990,1,3,8,2,1,5:1|4:0|3:1|2:0|1:0|total:2,2013,,,4.00,2,1,"['19771050', '7839570']","['Aleksandr Solzhenitsyn', 'Ilona Kiss']","['4.05', '3.73']",['13740158'],['Ibolya Bagi'],['4.00'],"<b>Esszék, cikkek, beszédek</b><br /><br />Az idén épp kilencvenöt éve, 1918. december 11-én született Alekszandr Szolzsenyicin, és negyven évvel ezelőtt, 1973. szeptember 5-én írta meg egyik legfontosabb politikai manifesztumát, a Szovjetunió vezéreihez címzett levelét.<br /><br />Kötetünk ""tétje"" azonban ezen évfordulós dátumok megünneplésével jóval nagyobb: hogyan lehet Szolzsenyicin gondolkodói életművét ""visszavezetni"" a mai magyarországi szellemi életben? Feltételezhetjük-e egyáltalán, hogy volt olyan időszak, amikor a magyar viták szerves részét képezte, vagy legalábbis kulcsfontosságú és magától értetődő hivatkozási alap volt? Ha igen, akkor ""melyik"" Szolzsenyicin? A ""Gulag szigetvilág"" alkotója? A Nobel-díjas író? A hazájából kitoloncolt másként gondolkodó? A politikai röpiratok, vitairatok szerzője? Érdeme-e ezeket a kérdéseket épp Magyarországon feltenni, amikor életművének megítélése saját hazájában, Oroszországban is ellentmondásos? Amikor a Szolzsenyicin-viták lefolytatása helyett ""odahaza"" inkább a hallgatás jellemző?<br /><br />Szolzsenyicin nagy művei és egymásnak sokszor gyökeresen ellentmondó gondolkodói kísérletei mögött van egy konstans elem, egy állandó arc: az oroszság. Saját oroszságát ő maga egyszerre tekinti politikai kinyilatkoztatásnak (ami legfőképp a kommunizmussal áll szemben), ideológiai kategóriának (ami a konzervativizmus ""népi"" válfaját teszi a hierarchia csúcsára), morális küldetésnek (ami az individualizmus összes formáját kizárja), eszmei pozíciónak (ami mindenféle nyugatos szemlélet ellenpólusa) és történelmi szerepnek...<br /><br />A Szolzsenyicin különlegesen gazdag publicisztikai hagyatékából készült válogatás keretében azt mutatjuk be, mit is jelent nála az így felfogott ""oroszság"" mint komplex önkép és alkotói szemlélet, politikai és ideológusi szerep. Ám amikor az orosz hazafiság jelentéséről, meggyalázásáról, vagy az orosz történelem tanulságairól beszél, az nekünk, magyaroknak is sokat mondhat - arról, hogyan találhatunk rá egy olyan egészséges hazafiságra, amely a közös szellemiségben gyökerezik, de nem kirekesztő, és új esélyt ígér... abban a világban, amely Szolzsenyicin szerint a vesztébe rohan."
51724046,19771050,මුල් කවය 2,,9789553425270,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582628666l/51724046._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582628666l/51724046._SX50_.jpg,2019,,,sin,අහස,false,76253539,1,2,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,,,,4.00,2,0,['19771050'],['Aleksandr Solzhenitsyn'],['4.05'],[],[],[],
7645169,19771050,Deux récits de guerre,2253154075,9782253154075,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434821841l/7645169._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434821841l/7645169._SY75_.jpg,2003,1,22,fre,Le Livre de Poche,false,10188557,1,4,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,2003,,,4.00,2,0,"['19771050', '2871103']","['Aleksandr Solzhenitsyn', 'Nikita Struve']","['4.05', '3.50']",[],[],[],"En 1943-1945, avant son arrestation et sa condamnation à huit ans de camp, Soljénitsyne est un soldat, responsable d'une batterie de "" repérage par le son "". C'est de ses souvenirs de combattant qu'il a tiré ces deux récits, écrits en 1998. Les souffrances et la destinée de l'obscur hameau de Jéliabouga, en Russie centrale, du plus noir de la guerre à ce jour de 1995 où l'auteur y revient, est le sujet du premier récit, marqué par l'émouvante figure d'une jeune fille, Iskiteia. Le deuxième récit rend hommage au courage oublié de deux officiers et de leurs hommes, en Prusse-Orientale, par contraste avec la veulerie et l'irresponsabilité des personnels politiques. L'écrivain s'y met en scène tel qu'il était alors, patriote, amoureux de cette vie militaire, confiant dans la révolution mondiale et plein de compassion pour la détresse des populations civiles."
37415877,19771050,Красное колесо. Узлы V-XX. На обрыве повествования,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1513000577l/37415877._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1513000577l/37415877._SX50_.jpg,,,,rus,,false,59055385,1,4,8,2,1,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,1,"['19771050', '13622681']","['Aleksandr Solzhenitsyn', 'Александр Солженицын']","['4.05', '4.25']",[],[],[],
35275228,19771050,"Ego, seguido de En el filo",,9788494481642,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496260449l/35275228._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496260449l/35275228._SY75_.jpg,2016,10,,spa,Página Indómita,false,56634443,1,2,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,1995,,,3.50,2,0,['19771050'],['Aleksandr Solzhenitsyn'],['4.05'],"['5392148', '16687357']","['Mercedes Fernández', 'Mario Grande']","['4.00', '4.12']","""Ego"" traza el trágico destino de Éktov, el trabajador de una cooperativa agrícola que se une a la Rebelión de Tambov (1920-1921), uno de los mayores levantamientos campesinos contra los bolcheviques durante la guerra civil rusa. ""En el filo"" narra la carrera militar y política del mariscal Zhúkov, quien participó en la represión del levantamiento de Tambov. Tomando como punto de partida las memorias que el propio Zhúkov escribió tras ser defenestrado por Jrushchov, Solzhenitsyn ofrece un duro retrato de este héroe de la Segunda Guerra Mundial. En ambos textos encontrará el lector los temas centrales de la obra de Solzhenitsyn: la verdadera historia de los hombres ocultos tras el velo de la propaganda oficial y la aniquilación moral del individuo como objetivo último del totalitarismo."
38251256,19771050,Les droits de l'écrivain suivi de Discours de Stockholm,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517307632l/38251256._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517307632l/38251256._SY75_.jpg,1972,,,fre,Éditions du Seuil,false,59932002,1,6,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,,,,3.50,2,0,"['19771050', '16849914']","['Aleksandr Solzhenitsyn', 'Alexandre Issaïevitch Soljénitsyne']","['4.05', '3.87']",[],[],[],"Salué en Occident comme le plus grand écrivain russe vivant, prix Nobel de littérature en 1970, consacré par la publication simultanée dans les pays occidentaux d'Août quatorze, A. Soljénitsyne demeure persécuté en URSS où ses oeuvres interdites circulent clandestinement.<br /><br />Voici recueillies ses lettres de protestation à l'Union des écrivains soviétiques et le compte rendu qu'il a rédigé de sa comparution devant elle : une des plus sinistres tragi-comédies qu'on puisse lire. En annexe à ce recueil figure le texte du discours que Soljénitsyne a écrit, mais n'a pu prononcer, à l'occasion du prix Nobel."
11489690,19771050,Krasnoe koleso. Uzel 1. Avgust CHetyrnadcatogo. Kniga 2 (Russian edition),5425090927,9785425090928,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,16424951,2,7,7,3,0,5:0|4:0|3:2|2:0|1:1|total:3,2000,1,1,2.33,0,0,['19771050'],['Aleksandr Solzhenitsyn'],['4.05'],[],[],[],
26183512,19771050,Красное колесо. Узел 3: Март Семнадцатого.: Повествованье в отмеренных сроках. Книга 4. (Полное собрание сочинений в 30 томах. Book 14),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,true,46151942,1,5,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,2010,1,1,3.50,2,0,"['19771050', '13622681']","['Aleksandr Solzhenitsyn', 'Александр Солженицын']","['4.05', '4.25']",[],[],[],"От имени Петроградского Совета рабочих и солдатских депутатов в Европу послан интернационалистский Манифест «К народам мира». Революция разливается по стране, автор показывает нам фронт, деревню, железные дороги, Церковь, донских казаков, волжское купечество и возвращается каждый раз в Петроград, где читатель наблюдает, как самозваный Исполком фактически контролирует и направляет Временное правительство. В редакции «Правды» - разногласия верного ленинского последователя Шляпникова и прибывшего из сибирской ссылки Каменева (свергать Временное правительство или поддерживать?). Ленин из Цюриха сговаривается через германского посла о своём беспрепя"
26183483,19771050,Красное колесо. Узел 2: Октябрь Шестнадцатого.: Повествованье в отмеренных сроках. Книга 2. (Полное собрание сочинений в 30 томах. Book 9),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,true,46151915,1,8,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,2010,1,1,3.50,2,0,"['19771050', '13622681']","['Aleksandr Solzhenitsyn', 'Александр Солженицын']","['4.05', '4.25']",[],[],[],"В книге первой «Октября Шестнадцатого» развернута широкая картина социальной обстановки и общественных настроений в России на третьем году Первой мировой войны. На этом фоне прослеживаются личные судьбы персонажей, от простого солдата и рабочего-подпольщика до Государя Императора"
17697502,19771050,Ego e Sul limitare,8806140000,9788806140007,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438591158l/17697502._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438591158l/17697502._SY75_.jpg,1996,,,ita,Einaudi,false,24739016,1,8,6,2,0,5:0|4:0|3:2|2:0|1:0|total:2,1996,,,3.00,2,0,"['19771050', '11308388']","['Aleksandr Solzhenitsyn', 'Aleksandr Isaevič Solženicyn']","['4.05', '3.81']",[],[],[],"Solzenicyn torna alla narrativa con due intensi racconti sulle responsabilità morali dell'uomo: la vera storia degli uomini nascosta dietro il velo menzognero della Storia ufficiale; l'annientamento morale come obiettivo ultimo dei sistemi totalitari;le velleità e le debolezze dell'individuo di fronte al potere.Nei due racconti che compongono il libro, le vicende di un vincitore e di un vinto rappresentano i due volti della stessa tragedia. Il primo ci riporta agli anni 1918-20, al tempo delle grandi rivolte contadine contro le campagne di collettivizzazione imposte dai Soviet, che devastarono la Russia centrale. Ektov-Ego, piccolo intellettuale che lavora in una cooperativa agricola, per un innato senso di giustizia abbraccia la causa dei contadini in rivolta, fino al momento in cui è costretto a tradire per salvare i familiari. Illudendosi di poter accordare ideali personali e destino collettivo, Ego sperimenta su di sé come l'utopia dei buoni sentimenti conduca al disastro, se non trova lo scatto di una scelta decisiva. Speculare alla vicenda di questo vinto è l'altro racconto, Per linee interne, storia degli incessanti aggiustamenti, consapevoli e inconsapevoli, che il protagonista compie per ritrovarsi sempre dalla parte vincente. Il generale Zukov, il comandante delle armate che hanno conquistato la Berlino nazista, rinnega le sue origini contadine: la scelta ideologica lo ha reso cieco di fronte alle crudeltà della repressione e della guerra civile. Riuscirà a sopravvivere alle purghe staliniane e alle lotte di potere pagando altissimi costi morali: al momento di rendere testimonianza della propria esperienza, potrà consegnare ai posteri un volume di memorie censurate e distorte, secondo i codici dell'epoca.Solo nel silenzio della coscienza e nella fedeltà a un modello interiore di giustizia, sembra dire Solzenicyn, l'uomo può contrastare la violenza del potere."
43248899,19771050,Nobel Lecture,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1570189984l/43248899._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1570189984l/43248899._SX50_.jpg,1972,12,1,mul,"Farrar, Straus and Giroux",false,67113703,1,9,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['19771050', '16981844']","['Aleksandr Solzhenitsyn', 'Alexander Solzhenitsyn']","['4.05', '3.89']",['8261554'],['F. D. Reeve'],['5.00'],
31632057,19771050,Раннее: Том 18 (Собрание сочинений в 30 томах),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,true,52314341,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['19771050', '13622681']","['Aleksandr Solzhenitsyn', 'Александр Солженицын']","['4.05', '4.25']",[],[],[],"В восемнадцатый том 30-томного собрания сочинений А. И. Солженицына вошли его повесть в стихах «Дороженька», неоконченная повесть «Люби революцию», стихи. Их публикации предпослано авторское пояснение: «Здесь помещены мои ранние произведения тюремно-лагерно-ссыльных лет. Я складывал их в уме и нёс в памяти все лагерные года, не доверяя бумаге. Они были моим дыханием и жизнью тогда. Помогли мне выстоять». Тексты снабжены обширными комментариями."
36666313,19771050,GULag-arkipelet 1918-1956 : et eksperiment i kunstnerisk forskning del 1,8210009656,9788210009655,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511716223l/36666313._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511716223l/36666313._SY75_.jpg,1974,,,nor,Tiden,false,58447823,1,3,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1973,,,5.00,1,0,"['19771050', '17693187']","['Aleksandr Solzhenitsyn', 'Aleksandr Solsjenitsyn']","['4.05', '4.45']","['3296642', '17129875', '16545257', '17129876']","['Per Egil Hegge', 'Ivar Magnus Ravnum', 'Ellinor Kolstad', 'Odd Tufte Lund']","['3.38', '4.40', '4.67', '5.00']",
