id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
1920477,39087,Popol-Vuh,950036252X,9789500362528,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,,,spa,Losada,false,1922629,158,9579,16270,4327,284,5:1219|4:1441|3:1205|2:334|1:128|total:4327,1550,,,3.76,7,2,['5158478'],['Anonymous'],['4.15'],['39087'],['Miguel Ángel Asturias'],['3.87'],"El Popol-Vuh (que puede traducirse —popol: comunidad, consejo; vuh: libro— por Libro del Consejo, o de la Comunidad) fue en su origen pintura, memoria, palabra. Con esa forma de tradición oral se conserva hasta mediados del siglo XVI, época en que vuelve a ser escrito por indígena, antiguo sacerdote quizá, en lengua quiché pero con caracteres latinos. Este manuscrito constituye el verdadero original del Popol-Vuh y llega a manos de fray Francisco Ximénez, cura párroco de un pueblecito guatemalteco, a principios del siglo XVIII. La posteridad nunca agradecerá bastante al padre Ximénez el haber no sólo traducido al castellano el original quiché sino también el haber copiado en columnas paralelas el texto indígena. Para dar un testimonio indiscutible de la autenticidad del manuscrito, preservó de ese modo un original que se habría perdido fácilmente. De las más de treinta versiones a todos los idiomas realizados posteriormente, la más famosa es la que bajo la dirección del profesor Georges Raynaud —quien dedicó cuatro décadas al estudio de la lengua y civilización quiché— realizaron dos de sus alumnos de la Escuela de Altos Estudios de París: el mexicano González de Mendoza y el guatemalteco Miguel Ángel Asturias, reciente premio Nobel de Literatura."
40055099,39087,Röster från Latinamerika,9174483714,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525701354l/40055099._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525701354l/40055099._SY75_.jpg,1986,,,swe,Litteraturfrämjandet,false,62075402,1,5,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,0,"['14228256', '4609862', '59471', '39087', '21778', '95937', '38714', '500', '39279', '13450', '30195', '12551', '22515', '25824']","['Sergio Stuparich', 'José María Arguedas', 'Antonio Skármeta', 'Miguel Ángel Asturias', 'Juan Rulfo', 'João Guimarães Rosa', 'Horacio Quiroga', 'Jorge Luis Borges', 'Juan Carlos Onetti', 'Gabriel García Márquez', 'Mario Benedetti', 'Alejo Carpentier', 'Mario Vargas Llosa', 'Julio Cortázar']","['4.00', '3.85', '3.69', '3.87', '4.10', '4.35', '4.01', '4.30', '3.79', '3.97', '4.10', '3.90', '3.97', '4.22']",[],[],[],"Dessa fjorton författare får representera den latinamerikanska kontinentens rika litteratur i denna novellantologi. Variationerna i fråga om ämnen, miljöer och litterär stil är stora. Urvalet har inte gjorts med tanken att finna en gemensam nämnare utan för att låta en svensk läsekrets få stifta bekantskap med några av de stora författarna från våra latinamerikanska invandrares hemländer. <br /><br />Latinamerikas ensamhet / Gabriel Garcia Marquez -- Rasu-Nitis bortgång / José Maria Arguedas -- Där vargen har sin gång / Antonio Skarmeta -- Legenden om klockan som dog / Miguel Angel Asturias -- Slätten brinner / Juan Rulfo -- Vendetta / Joao Guimaraes Rosa -- Den halshuggna hönan / Horacio Quiroga -- Evangeliet enligt Markus / Jorge Luis Borges -- Jacob och den andre / Juan Carlos Onetti -- En av dessa dagar / Gabriel Garcia Marquez -- Stjärnorna och du / Mario Benedetti -- Resa till ursprunget / Alejo Carpentier -- Tolkningar / Sergio Stuparich -- Utmaningen / Mario Vargas Llosa -- Backanterna / Julio Cortazar"
13116065,39087,Piętnaście opowiadań iberoamerykańskich,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1976,,,pol,,false,18290111,1,6,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,1976,,,3.50,2,0,"['38714', '4609862', '2450573', '500', '2420', '13450', '22515', '25824', '116881', '44315', '107274', '39087', '12551', '4090854', '95937', '39313']","['Horacio Quiroga', 'José María Arguedas', 'Monteiro Lobato', 'Jorge Luis Borges', 'Elena Garro', 'Gabriel García Márquez', 'Mario Vargas Llosa', 'Julio Cortázar', 'Dalton Trevisan', 'Augusto Monterroso', 'Griselda Gambaro', 'Miguel Ángel Asturias', 'Alejo Carpentier', 'Rajmund Kalicki', 'João Guimarães Rosa', 'Augusto Roa Bastos']","['4.01', '3.85', '4.07', '4.30', '4.14', '3.97', '3.97', '4.22', '3.73', '3.98', '3.61', '3.87', '3.90', '3.47', '4.35', '3.84']",['2519980'],['Zofia Chądzyńska'],['3.92'],"Zawartość zbioru:<br />- Horacio Quiroga - ""Martwy człowiek"" <br />- Miguel Ángel Asturias - ""Dziwna sztuka leczenia"" <br />- Alejo Carpentier - ""Zbiegowie"" <br />- João Guimarâes Rosa - ""Trzeci bieg rzeki"" <br />- Augusto Roa Bastos - ""Kurupí"" <br />- José Maria Arguedas - ""Ludzka miłość"" <br />- Monteiro Lobato - ""Suszona małpa"" <br />- Jorge Luis Borges - ""Ewangelia według św. Marka"" <br />- Gabriel García Márquez - ""Nabo, Murzyn, który kazał czekać na siebie aniołom"" <br />- Julio Cortázar - ""Podróż"" <br />- Elena Garro - ""To wina Tlaskalan"" <br />- Mario Vargas Llosa - ""Wyzwanie"" <br />- Dalton Trevisan - ""Król ziemi"" <br />- Augusto Monterroso - ""Mister Taylor"" <br />- Griselda Gambaro - ""Ściany"""
42618458,39087,Мистические рассказы,5170114575,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541245463l/42618458._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541245463l/42618458._SY75_.jpg,2002,,,rus,Издательство АСТ,false,66336511,1,2,7,2,1,5:0|4:1|3:1|2:0|1:0|total:2,,,,3.50,2,1,"['13450', '39087', '25824', '500', '1367127', '18582102']","['Gabriel García Márquez', 'Miguel Ángel Asturias', 'Julio Cortázar', 'Jorge Luis Borges', 'Carlos Fuentes', 'М.И. Былинкина']","['3.97', '3.87', '4.22', '4.30', '3.81', '3.50']",[],[],[],"В увлекательных рассказах популярнейших латиноамериканских писателей фантастика чудесным образом сплелась с реальностью: магия индейских верований влияет на судьбы людей, а люди идут исхоженными путями по лабиринтам жизни. Многие из представленных рассказов публикуются впервые."
18213854,39087,Latinamerikansk berättarkonst,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437662961l/18213854._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437662961l/18213854._SY75_.jpg,1964,,,swe,Aldus / Bonniers,false,25638092,1,6,6,2,0,5:0|4:0|3:2|2:0|1:0|total:2,1964,1,1,3.00,2,0,"['368435', '25575', '12551', '1342031', '542042', '66320', '506592', '5750203', '7469', '39313', '49326', '38714', '506579', '97436', '191636', '14179685', '1700785', '39087', '500']","['Artur Lundkvist', 'Rubén Darío', 'Alejo Carpentier', 'José de la Cuadra', 'Jorge Zalamea', 'Jorge Icaza', 'Miguel Otero Silva', 'Luis Cardoza y Aragón', 'Octavio Paz', 'Augusto Roa Bastos', 'Guillermo Cabrera Infante', 'Horacio Quiroga', 'Rómulo Gallegos', 'César Vallejo', 'Graciliano Ramos', 'Vincente Huidobro', 'Jorge de Lima', 'Miguel Ángel Asturias', 'Jorge Luis Borges']","['3.45', '3.88', '3.90', '3.95', '4.12', '3.70', '3.91', '4.09', '4.14', '3.84', '3.82', '4.01', '3.79', '4.22', '4.10', '3.00', '3.84', '3.87', '4.30']",[],[],[],En samling av noveller från 18 olika Latinamerikanska författare. i urval av Artur Lundkvist
37242451,39087,Poesía - Sien de alondra,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512885231l/37242451._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512885231l/37242451._SY75_.jpg,1949,,,spa,Argos,false,58977347,1,6,6,3,0,5:0|4:0|3:1|2:1|1:1|total:3,,,,2.00,3,0,"['39087', '480051']","['Miguel Ángel Asturias', 'Alfonso Reyes']","['3.87', '3.92']",[],[],[],
1920478,39087,Poemes Indiens,2070325741,9782070325740,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1990,10,1,,Gallimard Education,false,21656542,1,3,6,2,0,5:1|4:0|3:0|2:0|1:1|total:2,1990,10,1,3.00,2,0,['39087'],['Miguel Ángel Asturias'],['3.87'],[],[],[],
53304112,39087,Para Empezar: Cien Micro-cuentos Hispanoamericanos,9562330523,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588300720l/53304112._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588300720l/53304112._SX50_.jpg,1990,9,,spa,Ediciones LAR,false,81430264,1,1,5,1,1,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,1,"['4573551', '14434062', '2118587', '25824', '139051', '500', '6375454', '5822041', '37165', '7469', '49326', '30006', '80351', '58565', '692067', '6268548', '950890', '20252937', '2594345', '39087', '20252938', '471157', '30195', '6457789', '20252939', '205804', '3424060', '20252940', '130632', '25575', '37037', '4106845', '1337892', '20252941', '6271958', '20252942', '532901', '51808', '14141454', '4433343', '1322829', '44315', '20252943', '405032', '918973', '20252944', '160305', '1008257', '4287071', '335240', '40303', '61091']","['Juan A. Epple', 'James Heinrich', 'Juan José Arreola', 'Julio Cortázar', 'Poli Délano', 'Jorge Luis Borges', 'Alejandra Basualto', 'Eduardo Galeano', 'Cristina Peri Rossi', 'Octavio Paz', 'Guillermo Cabrera Infante', 'Marco Denevi', 'Norberto Fuentes', 'Hernán Lavín Cerda', 'Virgilio Piñera', 'Alfonso Alcalde', 'Norma Aleandro', 'Enrique Anderson-Imbert', 'Braulio Arenas', 'Miguel Ángel Asturias', 'Roberto Bañuelas', 'Pía Barros', 'Mario Benedetti', 'Luis Bocaz', 'Cabrera Infante', 'Ernesto Cardenal', 'Adolfo Bioy Casares', 'Hubert Cornelius', 'Roque Dalton', 'Rubén Darío', 'Alvaro Menen Desleal', 'René Avilés Fabila', 'Luis Fayad', 'Astrid Fugellie', 'Andrés Gallardo', 'Megaly Martínez Gamba', 'José Luis González', 'Vicente Huidobro', 'Raquel Jodorowsky', 'Eduardo Gudiño Kieffer', 'Carlos Monsiváis', 'Augusto Monterroso', 'Ariel Muniz', 'Pedro Orgambide', 'Floridor Pérez', 'Luisa Poniatowska', 'Tomás Rivera', 'Julio Torri', 'José Leandro Urbina', 'Jaime Valdivieso', 'Luisa Valenzuela', 'Álvaro Yunque']","['4.00', '5.00', '3.99', '4.22', '3.72', '4.30', '3.60', '4.25', '3.85', '4.14', '3.82', '3.82', '3.77', '3.95', '4.15', '4.09', '4.00', '5.00', '3.80', '3.87', '5.00', '3.84', '4.10', '5.00', '5.00', '4.11', '3.98', '5.00', '4.23', '3.88', '3.90', '3.80', '3.75', '5.00', '4.04', '5.00', '4.14', '4.20', '3.67', '3.95', '3.97', '3.98', '5.00', '3.08', '3.84', '5.00', '3.95', '4.08', '4.08', '3.68', '4.05', '4.29']",[],[],[],"PARA EMPEZAR ofrece una selección de microcuentos Latinoamericanos representativos de una tradición creativa que ya cuenta con un notable desarrollo en los países hispanoamericanos. El microcuento que tiene su antecedente tanto en la tradición oral como en las viejas fábulas, leyendas y mitos, ha llegado a ser un modo específico de discurso que se caracteriza formalmente por la extrema brevedad. Pero la brevedad no es un sinónimo de creación subalterna o de un modo ingenuo de creación. Por el contrario, el valor artístico de estos microcuentos reside en la habilidad con que concentran en pocas líneas una proposición artística autónoma, autosuficiente. Autores de sólido prestigio en la literatura Latinoamericana tales como Jorge Luis Borges, Juan José Arreola, Julio Cortázar, Marco Denevi, Augusto Monterroso y Cristina Peri Rossi han contribuido a ensanchar el status literario de este modo Sui géneris de discurso. Una muestra de la popularidad de este sub-género literario es el hecho de que dos revistas especializadas en el cuento corto, ""El Cuento"", publicada en México, y ""Puro Cuento"", que se edita en Argentina, tienen concursos literarios para la creación y difusión de esta modalidad narrativa."
34323304,39087,Книга песчинок: Фантастическая проза Латинской Америки,5280009717,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487281784l/34323304._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487281784l/34323304._SX50_.jpg,1990,,,rus,Л.: Художественная литература,false,55384706,1,5,5,2,1,5:0|4:0|3:1|2:1|1:0|total:2,,,,2.50,2,1,"['7046556', '5503545', '1628760', '111147', '38714', '1090859', '97436', '39087', '500', '12551', '16462845', '119762', '39263', '3424060', '25824', '16462846', '2118587', '112535', '528965', '2420', '8056408', '1367127', '13450', '36786', '837135', '4106845', '16462847', '16462848', '16462849', '16462850', '16462851', '16462852', '16462853', '16462854', '16462855', '16462856']","['Всеволод Багно', 'Dario Ruben', 'Clemente Palma', 'Leopoldo Lugones', 'Horacio Quiroga', 'Abraham Valdelomar', 'César Vallejo', 'Miguel Ángel Asturias', 'Jorge Luis Borges', 'Alejo Carpentier', 'Félix Pita Rodríguez', 'José Lezama Lima', 'Manuel Mujica Lainez', 'Adolfo Bioy Casares', 'Julio Cortázar', 'Cota Carvallo', 'Juan José Arreola', 'Silvina Ocampo', 'Eliseo Diego', 'Elena Garro', 'Angel Arango', 'Carlos Fuentes', 'Gabriel García Márquez', 'Julio Ramón Ribeyro', 'José Emilio Pacheco', 'René Avilés Fabila', 'Малиновская, Наталья', 'Снеткова, Нина', 'Рыбкин, Ростислав', 'Бергельсон, Григорий', 'Грушко, Павел', 'Шишова, Татьяна', 'Косс, Александра', 'Дубин, Борис', 'Былинкина, Маргарита', 'Лысенко, Евгения']","['3.80', '3.83', '3.96', '3.82', '4.01', '3.81', '4.22', '3.87', '4.30', '3.90', '2.50', '4.11', '4.10', '3.98', '4.22', '2.50', '3.99', '4.10', '4.06', '4.14', '3.71', '3.81', '3.97', '4.26', '4.10', '3.80', '2.50', '2.50', '2.50', '2.50', '2.50', '2.50', '2.50', '3.00', '2.50', '2.50']",[],[],[],"Сокровищница индейского фольклора, творчество западноевропейских и североамериканских романтиков, произведения писателей-модернистов конца XIX века - вот истоки современной латиноамериканской фантастической прозы, представленной в сборнике как корифеями с мировым именем (Х. Л. Борхес, Г. Гарсиа Маркес, Х. Картасар), так и авторами, почти неизвестными русскому читателю (К. Пальма, С. Окампо, Х. Р. Рибейро и др.)."
10447602,39087,Moderne latein-amerikanische Prosa,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1973,,,ger,Verlag Volk und Welt,false,15352347,1,3,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1973,,,5.00,1,0,"['630588', '5778392', '500', '382821', '95937', '26081', '5561278', '4642648', '12551', '155373', '785209', '424515', '2076860', '129227', '277060', '4642649', '2989609', '134068', '418329', '25824', '39313', '4609862', '4642650', '415257', '2118587', '1367127', '21778', '39087', '13450', '4642651', '30195', '66320', '4361691', '608511']","['Andreas Klotsch', 'Gisela Leber', 'Jorge Luis Borges', 'Bernardo Kordon', 'João Guimarães Rosa', 'Arturo Uslar Pietri', 'Juan Bosch', 'Victor Cáceres Lara', 'Alejo Carpentier', 'René Marqués', 'Manuel Zapata Olivella', 'Onelio Jorge Cardoso', 'Augusto Céspedes', 'Guillermo Meneses', 'Ciro Alegría', 'Lizandro Chávez Alfaro', 'Marques Rebelo', 'Francisco Coloane', 'José Revueltas', 'Julio Cortázar', 'Augusto Roa Bastos', 'José María Arguedas', 'Fabián Dobles', 'Manuel Rojas', 'Juan José Arreola', 'Carlos Fuentes', 'Juan Rulfo', 'Miguel Ángel Asturias', 'Gabriel García Márquez', 'Salarrué', 'Mario Benedetti', 'Jorge Icaza', 'Rogelio Sinán', 'Hernando Téllez']","['3.73', '3.43', '4.30', '3.57', '4.35', '3.91', '3.88', '5.00', '3.90', '3.99', '3.73', '3.80', '3.60', '3.77', '3.91', '3.25', '4.10', '3.71', '3.97', '4.22', '3.84', '3.85', '3.70', '3.81', '3.99', '3.81', '4.10', '3.87', '3.97', '4.14', '4.10', '3.70', '3.94', '3.99']",[],[],[],
1920438,39087,Guatemalan Sociology,0879180374,9780879180379,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1922590,2,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1977,,,4.00,1,0,['39087'],['Miguel Ángel Asturias'],['3.87'],[],[],[],
1920440,39087,"Paris, 1924 1933: Peridismo Y Creacion Literaria (Coleccion Archivos/Pitt Latin American Series) (Spanish Edition)",8400069005,9788400069001,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1922592,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['39087'],['Miguel Ángel Asturias'],['3.87'],[],[],[],
6115282,39087,Poesia Precolombina,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1968,2,,spa,Compañia General Fabril Editora,false,6293357,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1960,,,4.00,1,0,['39087'],['Miguel Ángel Asturias'],['3.87'],[],[],[],
13515634,39087,Poeci nobliści 1901-1993,8386086084,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,,,,Anagram,false,19072201,1,4,4,2,0,5:0|4:0|3:1|2:0|1:1|total:2,1994,1,1,2.00,2,0,"['119735', '2147', '39087', '648081', '11563', '14167341', '570804', '5807714']","['Vicente Aleixandre', 'Ivo Andrić', 'Miguel Ángel Asturias', 'Bjørnstjerne Bjørnson', 'Joseph Brodsky', 'Ivan Alekseyevich Bunin', 'Giosuè Carducci', 'Rene Sully Proudhomme']","['3.92', '4.31', '3.87', '3.38', '4.25', '4.05', '3.54', '2.00']",[],[],[],
13072292,39087,Dni a noci Latinskej Ameriky,137201769,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321549014l/13072292._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321549014l/13072292._SY75_.jpg,1969,,,slo,Slovenský spisovateľ,false,18238654,1,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1969,,,4.00,1,0,"['756981', '21778', '39087', '950943', '4642649', '5428265', '26081', '129227', '16795192', '608511', '16795193', '13450', '2118587', '341935', '4609862', '1735972', '129251', '62845', '500', '2910191', '25824', '1672755', '220666', '852480', '38714', '254942', '16360113', '30195', '1497154', '39313', '12551', '3292047', '692067', '424515', '49326', '5561278', '16795205', '5832257']","['Agustín Yáñez', 'Juan Rulfo', 'Miguel Ángel Asturias', 'Mario Monteforte Toledo', 'Lizandro Chávez Alfaro', 'José María Sánchez', 'Arturo Uslar Pietri', 'Guillermo Meneses', 'Carlos Dorante', 'Hernando Téllez', 'Eduardo Cote Lamus', 'Gabriel García Márquez', 'Juan José Arreola', 'Adalberto Ortiz', 'José María Arguedas', 'Carlos Thorne', 'José Miguel Oviedo', 'Enrique Lihn', 'Jorge Luis Borges', 'Roger Pla', 'Julio Cortázar', 'Juan José Manauta', 'Abelardo Castillo', 'Eraclio Zepeda', 'Horacio Quiroga', 'Felisberto Hernández', 'Alfredo Gravina', 'Mario Benedetti', 'Jorge Onetti', 'Augusto Roa Bastos', 'Alejo Carpentier', 'Félix Pita-Rodríguez', 'Virgilio Piñera', 'Onelio Jorge Cardoso', 'Guillermo Cabrera Infante', 'Juan Bosch', 'Yerko Moretić', 'Vladimír Oleríny']","['3.87', '4.10', '3.87', '3.63', '3.25', '4.32', '3.91', '3.77', '4.00', '3.99', '4.50', '3.97', '3.99', '3.66', '3.85', '3.50', '3.69', '4.31', '4.30', '3.08', '4.22', '3.89', '3.96', '3.83', '4.01', '4.05', '3.50', '4.10', '3.00', '3.84', '3.90', '3.17', '4.15', '3.80', '3.82', '3.88', '4.00', '3.53']",[],[],[],"Výber noviel spisovateľov latinskoamerických krajín, v ktorých sa hovorí kastílčinou. Pestrá paleta osudov, konfliktov, vášní...... <br />Výber zostavil a štúdiu napísal Yerko Moretić.<br />Preložil Vladimír Oleríny."
45356348,39087,The Talking Machine,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556509828l/45356348._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556509828l/45356348._SX50_.jpg,1971,,,,Doubleday,false,70098472,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['39087', '284540']","['Miguel Ángel Asturias', 'Jacqueline Duhême']","['3.87', '4.17']",['19110195'],['Beverly Koch'],['4.00'],
2751615,39087,"Las Casas, El Obispo de Dios: La Audiencia de Los Confines: Cronica En Tres Andanzas",8437623715,9788437623719,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,2777313,1,4,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2007,6,30,3.00,1,0,['39087'],['Miguel Ángel Asturias'],['3.87'],[],[],[],Revised and extended edition of La audiencia de los confines
18463457,39087,"Nobel Prize Library, Asturias, Benavente, Bergson",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378568912l/18463457._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378568912l/18463457._SX50_.jpg,1970,,,eng,CRM,false,26119494,2,4,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1970,1,1,3.00,1,0,['39087'],['Miguel Ángel Asturias'],['3.87'],[],[],[],EL SENOR PRESIDENTE
17656773,39087,Parla il gran lengua,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363638924l/17656773._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363638924l/17656773._SY75_.jpg,1965,,,ita,Guanda,false,24643650,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1965,1,1,3.00,1,0,"['39087', '909940']","['Miguel Ángel Asturias', 'Giuseppe Bellini']","['3.87', '4.06']",[],[],[],
18160346,39087,"Ein Land, das schmeckt",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372888911l/18160346._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372888911l/18160346._SX50_.jpg,1970,,,ger,Corvina Verlag,false,25519817,1,3,1,1,1,5:0|4:0|3:0|2:0|1:1|total:1,1970,1,1,1.00,1,1,"['4026', '39087']","['Pablo Neruda', 'Miguel Ángel Asturias']","['4.31', '3.87']",[],[],[],
1920493,39087,"Cartas De Amor: Entre M.A. Asturias Y Blanca De Mora Y Araujo, 1948 1954",8472325067,9788472325067,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1922645,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['39087', '13932726', '13932727']","['Miguel Ángel Asturias', 'Blanca de Mora y Araujo', 'Felipe Mellizo']","['3.87', '0.0', '5.00']",[],[],[],Letters and Correspondence
9455452,39087,Deux Hivers Et Autres Textes De Jeunesse,2859569057,9782859569051,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,14340248,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1991,1,1,0.00,0,0,"['39087', '167175', '73111']","['Miguel Ángel Asturias', 'Claude Couffon', 'Philippe Soupault']","['3.87', '3.72', '3.94']",['13932739'],['Marie-Claude Castro'],['0.0'],
49443365,39087,Viernes de Dolores: Historia de la huelga de dolores,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,73519479,1,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['39087'],['Miguel Ángel Asturias'],['3.87'],[],[],[],
9567591,39087,París 1924-1933: Periodismo y creación literaria,8489666008,9788489666009,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1997,,,spa,ALLCA XX,false,14454362,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1997,,,0.00,0,0,"['39087', '1942759']","['Miguel Ángel Asturias', 'Amos Segala']","['3.87', '3.00']",[],[],[],
18515448,39087,"Amérique latine (Le serpent à plumes, #6)",,9782908957075,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1989,,,fre,Le serpent à plumes,false,26211994,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1989,1,1,0.00,0,0,"['39087', '112535', '59471', '49326', '11573', '1047214', '530997', '39279', '13101']","['Miguel Ángel Asturias', 'Silvina Ocampo', 'Antonio Skármeta', 'Guillermo Cabrera Infante', 'Péter Esterházy', 'Marcio Veloz Maggiolo', 'François Bon', 'Juan Carlos Onetti', 'Ramón Chao']","['3.87', '4.10', '3.69', '3.82', '3.82', '3.74', '3.29', '3.79', '3.69']",[],[],[],"Légende du masque de cristal / Miguel Angel Asturias --<br />Keif / Silvina Ocampo --<br />L'insurrection / Antonio Skármeta --<br />Coupable d'avoir dansé le cha-cha-cha / Guillermo Cabrera Infante --<br />Vision de cody / Jack Kerouac --<br />Nostalgie du fauve, Habitudes solitaires / Salvador Garmendia --<br />Agnès / Péter Esterházy --<br />La nacre délatrice / Marcio Veloz Maggiolo --<br />Fête dans une ville déserte / François Bon --<br />Savon / Juan Carlos Onetti --<br />Conversation avec Onetti / Ramón Chao."
45447703,39087,Homens de Milho,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,Edições 70,false,70211132,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1949,,,0.00,0,0,['39087'],['Miguel Ángel Asturias'],['3.87'],[],[],[],
