id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
17898696,7419,دكتور فاوست ومسرحيات أخرى,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367900594l/17898696._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367900594l/17898696._SX50_.jpg,1992,,,ara,مكتبة مصر,false,756664,923,93153,203675,53614,1554,5:14581|4:19473|3:14667|2:3984|1:909|total:53614,1589,,,3.80,71,13,"['5481957', '11155', '16070', '1466', '567036', '7419', '3565', '2934044']","['Various', 'Christopher Marlowe', 'Alexander Pushkin', 'Jean-Paul Sartre', 'José Echegaray', 'John Galsworthy', 'Oscar Wilde', 'حلمي مراد']","['3.98', '3.79', '4.08', '3.99', '3.19', '4.10', '4.10', '3.76']",[],[],[],دكتور فاوست ومسرحيات اخرى :<br />1- دكتور فاوست<br />2- يوجين أونيجين<br />3- نيكراسوف<br />4- كلام الناس<br />5- الهارب من السجن <br />6- زوج مثالى
24346371,7419,Ancella - Landa in fiore,880201261X,9788802012612,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535313212l/24346371._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535313212l/24346371._SX50_.jpg,1979,1,,ita,UTET,false,43928292,1,6,6,3,1,5:0|4:0|3:1|2:1|1:1|total:3,1931,,,2.00,3,1,['7419'],['John Galsworthy'],['4.10'],[],[],[],"Il volume contiene i due ultimi romanzi pubblicati da Galsworthy prima della morte, che compongono la piccola saga di Dinny Cherrell, la giovane protagonista. Questi due romanzi concludono anche, insieme a <i>Oltre il fiume</i>, la <i>Saga dei Forsyte</i>, di cui costituiscono <i>The end of the chapter</i>."
7507726,7419,Another Sheaf,055447641X,9780554476414,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,8,21,,BiblioLife,false,9694328,29,6,6,2,0,5:0|4:1|3:0|2:1|1:0|total:2,2007,,,3.00,1,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],This is a pre-1923 historical reproduction that was curated for quality. Quality assurance was conducted on each of these books in an attempt to remove books with imperfections introduced by the digitization process. Though we have made best efforts - the books may have occasional errors that do not impede the reading experience. We believe this work is culturally important and have elected to bring the book back into print as part of our continuing commitment to the preservation of printed works worldwide.
8259973,7419,The Forest Old English and the Show: Plays by John Galsworthy,1417936584,9781417936588,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,13107834,1,7,6,2,1,5:0|4:0|3:2|2:0|1:0|total:2,,,,3.00,2,1,['7419'],['John Galsworthy'],['4.10'],[],[],[],
1941613,7419,The Dark Flower & the Burning Spear,1847020542,9781847020543,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1944224,1,3,6,2,2,5:0|4:0|3:2|2:0|1:0|total:2,2006,2,20,3.00,2,2,['7419'],['John Galsworthy'],['4.10'],[],[],[],
31029083,7419,"Moods, Songs and Doggerels",1356313604,9781356313600,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2016,5,10,,Palala Press,false,51653926,21,3,5,2,0,5:0|4:0|3:1|2:1|1:0|total:2,2004,3,22,2.50,2,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
2453822,7419,"A Long Ago Affair: Tales from Caravan, The Assembled Collection",1845881052,9781845881054,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328725064l/2453822._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328725064l/2453822._SX50_.jpg,2005,8,1,,Nonsuch Publishing,false,2461016,1,4,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,2005,8,1,5.00,1,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"Written by the author of <i>The Forsyte Saga, Caravan</i> is a collection of 56 short stories composed between the years 1900 and 1923. <i>A Long Ago Affair</i> comprises the final 32 stories from the collection. Written in Galsworthy’s descriptive and engaging manner, this collection is a thought-provoking and entertaining body of work."
18631528,7419,الهارب,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1987,7,,ara,وزارة الإعلام الكويت,false,26424923,1,6,5,2,0,5:0|4:0|3:1|2:1|1:0|total:2,1987,7,1,2.50,2,0,"['7419', '7327128', '7327129']","['John Galsworthy', 'جون جولزورذي', 'داود حلمي السيد']","['4.10', '3.33', '3.33']",[],[],[],
49845606,7419,Escape: An episodic play,0715612190,9780715612194,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72215654,1,1,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],
22906827,7419,Forsyte’ide börsil,9985653157,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,,,est,Eesti Raamat,false,42470000,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,2001,1,1,5.00,1,0,['7419'],['John Galsworthy'],['4.10'],['4903156'],['Jüri Ojamaa'],['4.09'],
25806168,7419,Evolution,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435429660l/25806168._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435429660l/25806168._SX50_.jpg,,,,eng,,false,45660807,1,3,5,2,0,5:0|4:0|3:1|2:1|1:0|total:2,,,,2.50,2,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],Short story.
19332064,7419,Galsworthy Plays [Series 3],1492307815,9781492307815,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2013,11,30,,Createspace Independent Publishing Platform,false,27389387,2,1,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,2013,11,30,5.00,1,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"John Galsworthy OM ( 14 August 1867 - 31 January 1933) was an English novelist and playwright. Notable works include The Forsyte Saga (1906-1921) and its sequels, A Modern Comedy and End of the Chapter. He won the Nobel Prize in Literature in 1932. -wikipedia"
30653591,7419,S onu stranu sreće i ljubavi 1-2,,9789537750688,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466408256l/30653591._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466408256l/30653591._SX50_.jpg,2012,,,scr,"Ognjište, nakladna zadruga",false,51198620,1,4,5,1,1,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,1,['7419'],['John Galsworthy'],['4.10'],['15376261'],['Mila Ratković'],['5.00'],"Priča je to o Gyp, kćerci ponosnog umirovljenog časnika g. Wintona, koja se zaljubljuje u svjetski poznatoga guslača Gustava Fiorsena. Nakon vjenčanja, Fiorsen nastavlja s boemskim stilom života, čak i nakon rođenja njihove kćerke. Galsworthy je i u ovome romanu usredotočen na ženu u nesretnom braku, kao i njenu ponovnu priliku da nakon takvoga braka pronađe sreću u ljubavi.<br /><br />""Sišavši u vrt, Gyp se žurno udalji. Nije prešla preko polja, već ispred kućice i zakrenula u malu šumicu iza nje. Tamo sjedne na jedan panj, dlanove pritisne na obraze, a laktove o grudi, i stane zuriti u suncem obasjanu paprat i u muhe, koje su se ondje naganjale. Ljubav! Zar je ljubav uvijek mrska i tužna? Strelovito pogađajući, uzimajući, pa onda strelovito nestajući! Ili navalivši na oboje, prebrzo se gubeći! Zar se nikada nije desilo, da se dvoje zbližilo, sljubilo i zauvijek ostalo jedno? Ljubav! ... Ljubav je dolazila, kad je čovjek nije tražio, a nikada, kad ju je želio. Zloban putnik, koji je umarao duh prije tijela ili opet tijelo prije duha. Bolje, mnogo bolje, da čovjek s njome nema posla. Koji bi slobodan čovjek želio postati robom ... I gledajući sunce na paprati, Gyp pomisli: »Ljubavi! Daleko ti kuća od mene!«"""
26984257,7419,From the Four Winds (Classic Reprint),1331011728,9781331011729,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547819297l/26984257._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547819297l/26984257._SX50_.jpg,2019,1,7,,Forgotten Books,false,47034020,7,5,5,2,1,5:0|4:0|3:1|2:1|1:0|total:2,1897,,,2.50,0,0,"['13770750', '7419']","['John Sinjohn', 'John Galsworthy']","['2.00', '4.10']",[],[],[],"Excerpt from From the Four Winds<br /><br />The speaker rose, and stood stretching a languid length against the railing of the verandah, his tall figure outlined in its white clothes against the overhanging foliage.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
17289892,7419,Great Short Masterpieces of Mystery: The Murder By John Steinbeck and 25 other Stories,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542733736l/17289892._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542733736l/17289892._SX50_.jpg,1950,,,eng,Black's Readers Service Co.,false,23911756,1,11,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1950,,,5.00,1,0,"['41015', '7330', '704', '4176632', '33998', '7419', '585', '3535', '6989', '129457', '1455', '239579', '881203', '1244', '3487', '18791', '932179', '273838', '1126', '16839', '854076', '880695', '43970', '13943', '382734', '296437', '260826']","['Ellery Queen', 'Sinclair Lewis', 'Pearl S. Buck', 'W. Somerset Maugham', 'Edna St. Vincent Millay', 'John Galsworthy', 'John Steinbeck', 'William Faulkner', 'Rudyard Kipling', 'Louis Bromfield', 'Ernest Hemingway', 'Charles Dickens', 'Willa Cather', 'Mark Twain', 'Aldous Huxley', 'Guy de Maupassant', 'C.S. Forester', 'Ring Lardner', 'Walter de la Mare', 'James Thurber', 'Robert Louis Stevenson', 'H.G. Wells', 'Margery Sharp', 'Damon Runyon', 'Frank Swinnerton', 'James Gould Cozzens', 'Fannie Hurst']","['3.71', '3.76', '3.98', '4.04', '4.16', '4.10', '3.93', '3.85', '3.93', '3.82', '3.83', '3.89', '3.83', '3.86', '3.99', '3.86', '4.19', '3.90', '3.99', '3.95', '3.85', '3.83', '3.96', '4.16', '3.74', '3.51', '3.64']",[],[],[],Contents:<br />The post-mortem murder / Sinclair Lewis --<br />Ransom / Pearl S. Buck --<br />Before the party / W. Somerset Maugham --<br />Murder in the fishing cat / Edna St. Vincent Millay --<br />The juryman / John Galsworthy --<br />The murder / John Steinbeck --<br />Monk / William Faulkner --<br />The limitations of Pambé Serang / Rudyard Kipling --<br />Tabloid news / Louis Bromfield --<br />The killers / Ernest Hemingway --<br />Hunted down / Charles Dickens --<br />Paul's case / Willa Cather --<br />The stolen white elephant / Mark Twain --<br />The Gioconda smile / Aldous Huxley --<br />The hand / Guy de Maupassant --<br />The letters in evidence / C.S. Forester --<br />Haircut / Ring Lardner --<br />An ideal craftsman / Walter de la Mare --<br />The catbird seat / James Thurber --<br />Markheim / Robert Louis Stevenson --<br />Mr. Brisher's treasure / H.G. Wells --<br />London night's entertainment / Margery Sharp --<br />Sense of humor / Damon Runyon --<br />The verdict / Frank Swinnerton --<br />Clerical error / James Gould Cozzens --<br />Guilty / Fannie Hurst.
34643499,7419,The Roof,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498024003l/34643499._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498024003l/34643499._SX50_.jpg,,,,eng,,false,55804638,3,7,5,2,1,5:0|4:0|3:1|2:1|1:0|total:2,,,,2.50,2,1,['7419'],['John Galsworthy'],['4.10'],[],[],[],
43123993,7419,The Forsyte Saga Volume 1,186015266X,9781860152665,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,5,1,,Assembled Stories Download,false,66922704,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['7419', '77216']","['John Galsworthy', 'Peter Joyce']","['4.10', '3.95']",[],[],[],"A compelling drama and... merciless scrutiny of a newly-monied upper middle class family at the turn of the twentieth century, 'The Forsyte Saga' has a sumptuous range of characters; Soames, he of the 'perpetual sniff'; Old Jolyon, 'typifying the essential individualism born in the Briton'; the sensuous Bosinney with 'an air as if he did not quite know on which side his bread was buttered'; Young Jolyon, the free thinker; and, of course, the sexually alluring and impenetrable Irene, catalyst for much dissension within the clan. The Forsytes believe they will live forever, but the unrelenting, imperturbable fa?ade slowly begins to crumble as Aunt Ann, the oldest Forsyte ever, is interred in the family tomb at the end of this first volume. The author makes his presence and opinion felt with beautifully subtle pinpricks of wit which leave one in no doubt what he thought of the accumulation of wealth and property, which typified the materialistic Victorian psyche, at the expense of sensitivity and freedom. As in 'The Dark Flower' [also published by Assembled Stories], Galsworthy demonstrates a fundamental understanding of hidden sexual currents and their ability to change our destinies.If you have enjoyed 'The Forsyte Saga' on television in the past you will be familiar with this engrossing story; if not, prepare to be completely captivated and engaged by one of the best tales ever told."
48830400,7419,Contado por el maestro (Gran Guerra-100 años nº 5),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,74211567,1,1,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['7419', '14128651', '8180184']","['John Galsworthy', 'Marc Valls', 'Juan Gabriel López Guix']","['4.10', '3.67', '3.91']",[],[],[],
28942089,7419,The Forsyte Saga: v. 1 (Edwardian),1860150918,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,49163246,1,1,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['7419', '77216']","['John Galsworthy', 'Peter Joyce']","['4.10', '3.95']",[],[],[],
2164735,7419,The Eldest Son and The Little Dream,1589634675,9781589634671,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,8,13,,Fredonia Books (NL),false,2170262,2,2,5,2,0,5:0|4:0|3:1|2:1|1:0|total:2,1919,,,2.50,2,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],
25511561,7419,"The Works of John Galsworthy, Volume 2: Fraternity, The Freelands, The Island Pharisees, The Patrician, Saints Progress",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,45291471,1,3,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,2014,2,2,4.00,1,1,['7419'],['John Galsworthy'],['4.10'],[],[],[],
40168672,7419,The Forsyte Saga,151542779X,9781515427797,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527093354l/40168672._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527093354l/40168672._SY75_.jpg,2018,4,3,,SMK Books,false,62312129,1,10,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"The Forsyte Saga is a series of three novels and two interludes, they chronicle the vicissitudes of the leading members of an upper-middle-class British family, similar to Galsworthy's own. Only a few generations removed from their farmer ancestors, the family members are keenly aware of their status as ""new money"". The main character, Soames Forsyte, sees himself as a ""man of property"" by virtue of his ability to accumulate material possessions-but this does not succeed in bringing him pleasure."
19538477,7419,Collected  Works of John Galsworthy,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,60672945,5,4,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],
50239412,7419,L'albero delle mele,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577895798l/50239412._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577895798l/50239412._SY75_.jpg,2019,8,30,ita,,false,75142065,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2019,8,30,4.00,1,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"Per festeggiare le nozze dargento, Stella e Frank Ashurst partono in automobile verso Torquay, la città inglese in cui si sono conosciuti. Nellatmosfera sognante della brughiera, tra ginestre dorate e pascoli a perdita docchio, Frank viene colto da unepifania, che lo riporta a ventisei anni prima e allinnamoramento per una giovane donna troppo umile per pensare di chiederla in moglie. Inizia così il racconto lungo definito il più raffinato, simbolico e poetico dellautore; opera di grande successo tra i suoi ammiratori Sigmund Freud e Orson Welles, che ne realizzò un celebre adattamento radiofonico che seppe descrivere con impietosa sincerità e insieme delicata leggerezza linquietudine costitutiva delluomo moderno."
17283063,7419,Un cavaliere,8831758063,9788831758062,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359055045l/17283063._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359055045l/17283063._SY75_.jpg,1995,1,,ita,Marsilio,false,23900583,1,4,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1901,,,4.00,1,0,"['7419', '2010341']","['John Galsworthy', 'Mario Domenichelli']","['4.10', '3.89']",[],[],[],"<b>Testo inglese a fronte</b><br /><br /><i>Un cavaliere</i> è uno dei primi racconti dell'autore e ondeggia tra pathos e ironia nello sfalsamento dei piani narrativi, fra attualità e romantica inattualità. Il protagonista del racconto, vecchio gentiluomo o moderno Don Chisciotte che muore in duello in difesa dell'onore di una donna, pare aver tracciato la sua vita di erranza cavalleresca alla ricerca di quella ""perfectio virtutis"" che sta non tanto nell'inattingibile meta, ma nella strada, nel percorso verso di essa."
18211650,7419,English Story,5834600336,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374059380l/18211650._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374059380l/18211650._SX50_.jpg,2000,,,eng,Moscow: Menedzher,false,25633698,1,8,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2000,1,1,4.00,1,0,"['7419', '6989', '880695', '5144', '17623', '45712', '87094', '11315', '6476051', '4176632']","['John Galsworthy', 'Rudyard Kipling', 'H.G. Wells', 'James Joyce', 'D.H. Lawrence', 'Katherine Mansfield', 'H.E. Bates', 'Evelyn Waugh', 'N.A. Samuelyan', 'W. Somerset Maugham']","['4.10', '3.93', '3.83', '3.74', '3.59', '3.78', '3.90', '3.93', '4.00', '4.04']",[],[],[],"The third book in the series.<br /><br />John Galsworthy ""The Apple Tree"" <br />Rudyard Kipling ""Wee Willie Winkie""<br />Herbert George Wells ""The Treasure in the Forest"", """"The New Accelerator""<br />James Joyce ""The Boarding House"", ""Clay"" <br />David Herbert Lawrence ""England, My England"", ""Things"" <br />Katherine Mansfield ""Honeymoon"" <br />Herbert Ernest Bates ""Harvest in the Moon"", ""Love in a Wych-Elm"" <br />William Somerset Maugham ""The Outstation"", ""A Man with a Conscience"" <br />Evelyn Waugh ""On Guard"""
35962261,7419,"THE COMPLETE FORSYTE SAGA SERIES: The Forsyte Saga, A Modern Comedy, End of the Chapter & On Forsyte 'Change (A Prequel): Complete Nine Novels",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,57520795,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],
43517833,7419,John Galsworthy - The Short Stories,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547013549l/43517833._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547013549l/43517833._SX50_.jpg,2015,,,eng,Miniature Masterpieces,false,67682968,2,2,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,1897,,,4.00,1,1,"['7419', '304067']","['John Galsworthy', 'Richard Mitchley']","['4.10', '3.81']",[],[],[],"Three short stories by John Galsworthy, read by Richard Mitchley:<br />“The Silence”<br />“The Salvation of a Forsyte”<br />“The Juryman”"
7710113,7419,LibriVox's One-Act Play Collection 001,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518803081l/7710113._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518803081l/7710113._SX50_.jpg,2007,4,14,eng,LibriVox.Org,false,10428042,1,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2007,,,4.00,1,0,"['7419', '81466', '187449', '5031025', '154569', '2842952', '2853825', '3160533', '3179601', '3256082', '3256084', '3367608']","['John Galsworthy', 'A.A. Milne', 'Alfred Sutro', 'Anton Chekhov', 'Susan Glaspell', 'Marion Craig Wentworth', 'Betsie Bush', 'Ted Delorme', 'Kirsten Ferreri', 'Rosalind Wills', 'Kristin Hughes', 'William Coon']","['4.10', '4.36', '3.88', '3.96', '3.93', '4.00', '3.92', '3.20', '3.93', '3.71', '3.60', '3.62']",[],[],[],Librivox’s One-Act Play Collection 001 includes one-act plays in the public domain read by a variety of LibriVox members.<br /><br />The First and the Last by John Galsworthy <br />A Marriage Has Been Arranged… by Alfred Sutro<br />The Swan Song by Anton Chekhov<br />Trifles by Susan Glaspell<br />War Brides by Marion Craig Wentworth<br />Wurzel-Flummery by A. A. Milne
49111873,7419,Passers By (A Modern Comedy #2.5),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,74556292,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],
53262152,7419,Short Story Collection 052,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587842253l/53262152._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587842253l/53262152._SX50_.jpg,2012,8,14,eng,LibriVox,false,80957609,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['474242', '6989', '60536', '8993', '479020', '18791', '20228308', '3843', '73021', '6076026', '3535', '3348', '7419', '4176632', '28525', '14403', '11139', '880695', '5065524']","['Ernest Dowson', 'Rudyard Kipling', 'Olive Schreiner', 'O. Henry', 'Stanley J. Weyman', 'Guy de Maupassant', 'Lucy Clifford', 'Kenneth Grahame', 'Booth Tarkington', 'Saki', 'William Faulkner', 'Richard Marsh', 'John Galsworthy', 'W. Somerset Maugham', 'Washington Irving', 'Ambrose Bierce', 'Mary Wollstonecraft Shelley', 'H.G. Wells', 'Albert Bigelow Paine']","['4.01', '3.93', '3.61', '4.08', '3.54', '3.86', '4.00', '3.99', '3.76', '3.94', '3.85', '3.57', '4.10', '4.04', '3.86', '3.95', '3.80', '3.83', '4.09']",[],[],[],LibriVox’s Short Story Collection 052: a collection of 20 short works of fiction in the public domain read by a group of LibriVox members.<br /><br />01	The Diary of a Successful Man	Ernest Dowson	<br />02	It!	Rudyard Kipling	<br />03	The Woman's Rose	Olive Schreiner	<br />04	The Gift of the Magi	O. Henry	<br />05	The Invisible Portraits (from: When Love Calls)	Stanley J. Weyman	<br />06	The Necklace	Guy de Maupassant	<br />07	The Wooden Doll	Lucy Clifford	<br />08	The Headswoman	Kenneth Grahame	<br />09	Mary Smith	Booth Tarkington	<br />10	Forewarned	Saki	Etext	<br />11	The Hill	William Faulkner<br />12	Willyum	Richard Marsh<br />13	Buttercup-Night	John Galsworthy	<br />14	Red	W. Somerset Maugham	<br />15	Rip Van Winkle	Washington Irving	<br />16	The Treasure Ship	Saki	<br />17	The coup de grâce	Ambrose Bierce	<br />18	The False Rhyme	Mary Wollstonecraft Shelley	<br />19	The Crystal Egg	H. G. Wells	<br />20	Autobiography of a Monkey	Albert Bigelow Paine
