id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
205189,6517,Auto-da-Fé,0374518793,9780374518790,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1984,12,1,eng,"Farrar, Straus and Giroux",false,1940665,104,14801,18484,4554,385,5:1968|4:1434|3:744|2:268|1:140|total:4554,1935,,,4.06,2561,167,['6517'],['Elias Canetti'],['4.00'],['5960462'],['C.V. Wedgwood'],['4.12'],"""Auto-da-Fé"" is the story of Peter Kien, a distinguished, reclusive sinologist living in Vienna between the wars. With masterly precision, Canetti reveals Kien's character, displaying the flawed personal relationships which ultimately lead to his destruction.<br /><br />Manipulated by his illiterate and grasping housekeeper, Therese, who has tricked him into marriage, and Benedikt Pfaff, a brutish concierge, Kien is forced out of his apartment - which houses his great library and one true passion - and into the underworld of the city. In this purgatory he is guided by a chess-playing dwarf of evil propensities, until he is eventually restored to his home. But on his return he is visited by his brother, an eminent psychiatrist who, by an error of diagnosis, precipitates the final crisis...<br /><br />""Auto-da-Fé"" was first published in Germany in 1935 as ""Die Blendung"" (""The Blinding"" or ""Bedazzlement"") and later in Britain in 1947, where the publisher noted Canetti as a 'writer of strongly individual genius, which may prove influential', an observation borne out when the author was awarded the Nobel Prize for Literature in 1981. ""Auto-da-Fé"" still towers as one of the greatest novels of the twentieth century, and Canetti's incisive vision of an insular man battling agianst the outside world is as fresh and rewarding today as when first it appeared in print."
52264216,6517,La littérature démolie. Précédé d'un essai de Elias Canetti,,9782869303133,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,17240122,5,3,9,3,0,5:0|4:2|3:0|2:0|1:1|total:3,2012,9,10,3.00,1,0,"['154719', '6517']","['Karl Kraus', 'Elias Canetti']","['3.84', '4.00']",[],[],[],
12774076,6517,"Elias Canetti - Rudolf Hartung: Briefe, Autobiographisches und Fotos aus dem Nachlaß von Elias Canetti",3890864708,9783890864709,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,,,ger,Rimbaud Verlagsgesellschaft,false,17919290,1,4,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,2011,,,4.50,2,0,['6517'],['Elias Canetti'],['4.00'],[],[],[],
12399864,6517,Liebhaber ohne Adresse: Briefwechsel 1942-1992,3446237356,9783446237353,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457124756l/12399864._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457124756l/12399864._SY75_.jpg,,,,ger,,false,17381198,4,10,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,2011,1,1,4.50,1,0,"['6517', '3165821', '655443']","['Elias Canetti', 'Ines Schlenker', 'Kristian Wachinger']","['4.00', '5.00', '3.78']",[],[],[],"Zwei große Künstler begegnen sich im Exil: Die Malerin Marie-Louise von Motesiczky und der Schriftsteller Elias Canetti, die beide aus Nazideutschland nach London geflüchtet waren, lernen sich in Amersham kennen. Die Künstlerin aus reichem Hause unterstützt den bettelarmen Dichter, die beiden machen sich Mut in ihrem Schaffen - und verlieben sich. Über fünfzig Jahre erstreckt sich die spannungsreiche Geschichte, lebhaft schildern die Briefe, wie die Geflüchteten in der Nachkriegszeit in ihrem Gastland heimisch werden. Der Briefwechsel aus fünf Jahrzehnten ist das Zeugnis einer großen Liebe."
2515719,6517,Écrits Autobiographiques,225313239X,9782253132394,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386640299l/2515719._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386640299l/2515719._SY75_.jpg,1998,1,28,,Livre de Poche Lqf,false,2523109,1,6,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,0,['6517'],['Elias Canetti'],['4.00'],[],[],[],
41569338,6517,Jocul privirilor. Povestea vieții 1031-1937,9733500127,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535636840l/41569338._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535636840l/41569338._SX50_.jpg,1989,,,rum,Dacia,false,64873828,1,5,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,,,,3.50,2,0,['6517'],['Elias Canetti'],['4.00'],['7054959'],['Elena Viorel'],['4.13'],
17227380,6517,Maailm peas,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357660336l/17227380._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357660336l/17227380._SX50_.jpg,1983,,,est,Tallinn: Kirjastus Perioodika,false,23740223,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1983,1,1,5.00,1,0,['6517'],['Elias Canetti'],['4.00'],"['6871253', '7103190']","['August Annist', 'Toivo Tasa']","['3.95', '4.25']",
44083565,6517,Günleri Sayılı Olanlar,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550779966l/44083565._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550779966l/44083565._SX50_.jpg,1986,,,tur,Erdem Kitabevi,false,68551916,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['6517'],['Elias Canetti'],['4.00'],['9808152'],['Gertrude Durusoy'],['3.86'],
50930198,6517,Prozesse. Über Franz Kafka,3446263705,9783446263703,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72360152,2,1,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['6517', '7078380', '655443']","['Elias Canetti', 'Susanne Lüdemann', 'Kristian Wachinger']","['4.00', '3.75', '3.78']",[],[],[],"""Jede Zeile von Kafka ist mir lieber als mein ganzes Werk."" - Elias Canettis Schriften über Franz Kafka<br /><br />„Er ist“, notiert Elias Canetti 1947, „der Einzige, der mir wirklich nahe geht“. Und schreibt später, nur kurz vor seinem Tod: „Ich habe ihn geliebt“. Die Rede ist von Franz Kafka. Die hier zusammengeführten Schriften – bereits publizierte sowie erstmals zugänglich gemachte Materialien aus dem Nachlass – erlauben es, Canettis Äußerungen zu Kafka in den Prozess seiner Selbstvergewisserung als Schriftsteller einzuordnen. Die an Kafka verhandelten Kernthemen erweisen sich immer wieder als seine ureigensten. Erstmals zeigt und deutet dieses Buch die Bindung Canettis an diese Zentralgestalt der Moderne."
22568576,6517,Человек нашего столетия,5010020998,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403505734l/22568576._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403505734l/22568576._SX50_.jpg,1990,,,rus,Прогресс,false,42032924,1,7,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1990,1,1,5.00,1,0,"['6517', '7101962']","['Elias Canetti', 'Элиас Канетти']","['4.00', '4.06']",[],[],[],"В сборник одного из крупнейших австрийских писателей XX века, лауреата Нобелевской премии Э. Канетти вошли отрывки из мемуаров и дневниковых записей, путевые заметки, статьи о культуре, фрагменты из книги ""Масса и власть"". <br />Переводчик, составитель и автор предисловия Н. С. Павлова."
44230146,6517,Der Überlebende,3518014498,9783518014493,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,68760266,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['6517'],['Elias Canetti'],['4.00'],[],[],[],
32182022,6517,Aufzeichnungen,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,52819835,1,3,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['6517'],['Elias Canetti'],['4.00'],[],[],[],
53259761,6517,Les veus de Marràqueix,8478099581,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1996,10,,,Columna Edicions,false,80924850,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1996,10,,4.00,1,0,['6517'],['Elias Canetti'],['4.00'],[],[],[],"El 1954 Canetti viatjà a Marràqueix i quedà molt impressionat. Però no va ser fins molts anys més tard que va ordenar i escriure el llibre. Llavors es va sorprendre dels camells i dels ases, de les veus del desert i de les pregàries, dels que expliquen històries ...de la misèria de la gran ciutat i del rostre quotidià de la seva pobresa. <br /> Les veus de Marràqueix és un homenatge a tot allò que és humà i un cant al sentiment de germanor."
44511827,6517,Desiderio di vita. Conversazioni sulle metamorfosi dell'umano,,9788857552033,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552932778l/44511827._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552932778l/44511827._SY75_.jpg,2019,,,ita,Mimesis Edizioni,false,69097906,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1995,,,3.00,1,0,"['94301', '6517', '668515', '1679796']","['Theodor W. Adorno', 'Elias Canetti', 'Arnold Gehlen', 'Ubaldo Fadini']","['4.08', '4.00', '3.80', '3.86']",[],[],[],"Ciò che unisce autori come Adorno, Canetti e Gehlen, così dissimili tra loro, è senz’altro la natura “mossa”, “plastica” dell’esistenza umana. Su questo argomento vertono principalmente le riflessioni che i tre studiosi intrecciano conversando tra loro e che sono raccolte nel presente volume. <br />In Canetti la proclamazione senza incertezze del diritto del vivente alla metamorfosi si accompagna alla critica di qualsiasi forma di organizzazione che defi nisca in termini rigidamente burocratici e semplicemente ideologici il desiderio irrinunciabile di libertà. Adorno, nella sua riproposizione del tema della soggettività, non riducibile a ciò che appare essere oggi il suo destino di reifi cazione senza residui, fa ancora valere l’importante ruolo del sociale, nelle sue articolazioni storicamente determinate, per lo svolgimento delle stesse pratiche di soggettivazione. Il punto di vista antropologico e sociologico assunto da Gehlen vuole affrontare invece soprattutto la complessa questione di come un essere esposto quale è l’uomo – una sorta di “animale non consolidato” (F. Nietzsche) – possa conservarsi effettivamente, e nonostante tutto, in vita.<br /><br />Theodor W. Adorno (Francoforte 1903 - Visp 1969), filosofo, sociologo, musicologo e compositore tedesco, è stato uno dei personaggi principali della cultura novecentesca. Esponente di spicco della Scuola di Francoforte, è stato autore di scritti fondamentali che hanno influenzato e continuano a influenzare il pensiero contemporaneo, tra i quali si ricordano: Dialettica dell’Illuminismo (con Max Horkheimer, 1947), Filosofia della musica moderna (1949), Minima Moralia (1951), Metacritica della teoria della conoscenza (1956), Dissonanze (1956), Dialettica negativa (1966), Teoria estetica (1970). <br /><br />Elias Canetti (Ruse 1905 - Zurigo 1994), scrittore e sociologo bulgaro naturalizzato britannico, nel 1981 è stato insignito del premio Nobel per la letteratura. Tra le sue opere più note: Auto da fé (1935) e Massa e potere (1960). <br /><br />Arnold Gehlen (Lipsia 1904 - Amburgo 1976), filosofo e sociologo, è stato uno dei principali esponenti dell’antropologia filosofica tedesca contemporanea. Tra le sue opere principali: L’uomo. La sua natura e il suo posto nel mondo (1940), L’uomo nell’era della tecnica (1957), Prospettive antropologiche (1961). Per Mimesis sono usciti: L’uomo. La sua natura e il suo posto nel mondo (2010) e L’uomo delle origini e la tarda cultura (2016). <br /><br />Ubaldo Fadini, curatore della presente raccolta, è docente di Filosofia morale presso il Dipartimento di Lettere e Filosofia dell’Università di Firenze. È autore di numerosi testi e fa parte dei comitati di redazione e dei comitati scientifici di varie riviste, tra cui “Aisthesis”, “Iride”, “Millepiani”. Tra i suoi lavori più recenti: Divenire corpo. Soggetti, ecologie, micropolitiche (2015), Il tempo delle istituzioni. Percorsi della contemporaneità: politica e pratiche sociali (2016), Fogli di via. Ai margini dell’antropologia filosofica (2018), Il senso inatteso. Pensiero e pratiche degli affetti (2018)."
43473217,6517,Монстр власти,,9785926506089,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,,,rus,,false,67604031,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,"['6517', '134662']","['Elias Canetti', 'Serge Moscovici']","['4.00', '3.76']",[],[],[],
341410,6517,"Selected Short Writings: Karl Kraus, Hermann Broch, Elias Canetti, Robert Walser",0826418015,9780826418012,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,5,12,eng,Bloomsbury Academic,false,331780,2,12,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,2006,5,30,2.00,1,0,"['154719', '15386', '6517', '16073']","['Karl Kraus', 'Hermann Broch', 'Elias Canetti', 'Robert Walser']","['3.84', '4.05', '4.00', '3.99']",[],[],[],"- A unique collection of German-language writers bound by a Bohemian sensibility<br /><br />- Canetti is the winner of the Nobel Prize in Literature (1981)<br /><br />The literature of the Wiener Moderne exhibits biting social satire and other related aspects, first emanating from Karl Kraus (1874-1936), a prolific writer, difficult to classify, who reminds people of Jonathan Swift. Novelists and essayists Hermann Broch (1886-1951) and Elias Canetti (1905-94), who won the Nobel Prize for Literature in 1981, were likewise marginalized, to a large extent as Jews. Robert Walser (1878-1956) is Swiss, and to a large extent like the other three authors in this collection, had no less a desire to upset the social applecart. Among the works included are substantive selection from Krauss's The Last Days of Mankind and Aphorisms, Bloch's ""The Anarchist,"" selections from Canetti's Crowds and Power and Auto-da-Fe, and Walser's Jakob von Gunten."
39109084,6517,Слуховидецът на века,,9789542992226,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520778559l/39109084._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520778559l/39109084._SY75_.jpg,2014,,,bul,,false,60708609,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['6517', '6472983']","['Elias Canetti', 'Елиас Канети']","['4.00', '4.18']",[],[],[],"„За мен е много важно, че в Русе мислят за мен. Споменът за града, в който съм прекарал първите шест години от живота си, след повече от осемдесет години не е загубил нищо от свежестта и пъстротата си. Виждам всичко пред себе си както беше тогава ... Вместо да избледнее, този спомен с всяка година става по – богат.<br /><br />Имам още една причина, поради която съм благодарен на българите, имам предвид поведението на целия народ през последната война. Когато ставаше въпрос евреите да бъдат пратени на сигурна смърт, българите се изправиха като един човек и спасиха живота на хиляди хора. Между спасените имаше и мои близки роднини.<br /><br />Следя с голяма съпричастност събитията в България. Времето е трудно, но ще бъде преодоляно. Естествената топлота на тези хора отново ще ги събере. След известно време всичкото това разделение ще изглежда като лош сън. Доверявам се на прозрението на онези, които са останали хора ... и никога няма да се променят в това отношение.“<br /><br />Писмо на Елиас Канети до Пенка Ангелова от 09. 04. 1992 г."
51598068,6517,Hochzeit,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,76190190,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['6517'],['Elias Canetti'],['4.00'],[],[],[],
15500423,6517,Custodio de La Metamorfosis: Homenaje a Elias Canetti En Su 80.O Aniversario,8485501969,9788485501960,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,21156852,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['6517'],['Elias Canetti'],['4.00'],[],[],[],
50166508,6517,Ich erwarte von Ihnen viel: Briefe. Aus dem Nachlass herausgegeben von Sven Hanuschek und Kristian Wachinger,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,72612316,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['6517', '57329', '655443']","['Elias Canetti', 'Sven Hanuschek', 'Kristian Wachinger']","['4.00', '3.88', '3.78']",[],[],[],
40113952,6517,Potere e sopravvivenza: Saggi,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,62198469,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['6517'],['Elias Canetti'],['4.00'],[],[],[],
50428914,6517,Maailm peas ( Loomingu Raamatukogu #10-11/1983),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578922012l/50428914._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578922012l/50428914._SX50_.jpg,1983,,,est,Perioodika,false,75398769,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['6517'],['Elias Canetti'],['4.00'],"['6871253', '19928349']","['August Annist', 'Taivo Tasa']","['3.95', '0.0']",
51794368,6517,Ich erwarte von Ihnen viel: Briefe. Aus dem Nachlass herausgegeben von Sven Hanuschek und Kristian Wachinger,3446260196,9783446260191,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,76311921,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['6517'],['Elias Canetti'],['4.00'],[],[],[],
12147262,6517,Obras Completas,8481093580,9788481093582,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,22430799,1,5,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['6517'],['Elias Canetti'],['4.00'],[],[],[],
36429879,6517,Unruhe der Gezeiten - Aphorismen 1942-1985,3353005382,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1989,,,ger,Verlag Volk und Welt,false,58129436,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['6517'],['Elias Canetti'],['4.00'],[],[],[],
36283812,6517,Gespräche,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,57945875,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['6517'],['Elias Canetti'],['4.00'],[],[],[],
36283811,6517,Aufsätze und Reden,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,57945874,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['6517'],['Elias Canetti'],['4.00'],[],[],[],
10670633,6517,"Das Hörwerk 1953 1991: Prosa, Dramen, Essays, Vorträge, Reden, Gespräche",3861506564,9783861506560,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,15580164,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2005,1,1,0.00,0,0,"['6517', '4691714', '1459585', '2041905']","['Elias Canetti', 'Katharina Theml', 'Robert Galitz', 'Kurt Kreiler']","['4.00', '0.0', '4.00', '3.47']",[],[],[],
45187661,6517,Un regno di matite: Appunti 1992-1993,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,69910530,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['6517'],['Elias Canetti'],['4.00'],[],[],[],
19544305,6517,Grand Street: Crossing the Line/63 (Winter 1998),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,27673116,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1997,12,2,0.00,0,0,"['159937', '35929', '826621', '249514', '25402', '6517', '4108955', '5223']","['Patrick Chamoiseau', 'Hilton Als', 'Edgard Varèse', 'Lygia Clark', 'Walter Hopps', 'Elias Canetti', 'Deborah Treisman', 'Franz Kafka']","['3.83', '3.87', '2.91', '4.18', '4.41', '4.00', '3.81', '3.89']",[],[],[],
35115073,6517,Briefe an Georges,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,56426923,1,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['342412', '6517', '881065', '655443']","['Veza Canetti', 'Elias Canetti', 'Karen Lauer', 'Kristian Wachinger']","['3.65', '4.00', '3.53', '3.78']",[],[],[],
41943909,6517,Oltre la politica. Antologia del pensiero «Impolitico»,8842494194,9788842494195,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ita,,false,65434377,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['185765', '5481957', '94301', '12806', '6517']","['Roberto Esposito', 'Various', 'Theodor W. Adorno', 'Hannah Arendt', 'Elias Canetti']","['3.93', '3.98', '4.08', '4.20', '4.00']",[],[],[],
43697908,6517,Le livre contre la mort,2226320865,9782226320865,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,67993850,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['364483', '6517']","['Peter von Matt', 'Elias Canetti']","['3.96', '4.00']",['928658'],['Bernard Kreiss'],['3.66'],
