id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
32585,18317,Hunger,0486431681,9780486431680,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456243307l/32585._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456243307l/32585._SY75_.jpg,2003,11,17,eng,Dover Publications,false,3135610,69,91008,164587,40638,2855,5:15614|4:15048|3:7150|2:2049|1:777|total:40638,1890,,,4.05,28703,1416,['18317'],['Knut Hamsun'],['4.00'],"['488173', '6722570']","['George Egerton', 'Viki Kärkkäinen']","['4.06', '4.07']","One of the most important and controversial writers of the 20th century, Knut Hamsun made literary history with the publication in 1890 of this powerful, autobiographical novel recounting the abject poverty, hunger and despair of a young writer struggling to achieve self-discovery and its ultimate artistic expression. The book brilliantly probes the psychodynamics of alienation, obsession, and self-destruction, painting an unforgettable portrait of a man driven by forces beyond his control to the edge of the abyss. Hamsun influenced many of the major 20th-century writers who followed him, including Kafka, Joyce and Henry Miller. Required reading in world literature courses, the highly influential, landmark novel will also find a wide audience among lovers of books that probe the ""unexplored crannies in the human soul"" (George Egerton)."
46021623,18317,Viktoría - Ástarsaga,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558914922l/46021623._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558914922l/46021623._SX50_.jpg,1945,,,isl,Bókfellsútgáfan,false,70904024,1,7,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,1898,,,4.00,2,0,"['18317', '15633946']","['Knut Hamsun', 'Jón Sigurðsson frá Kaldaðarnesi']","['4.00', '4.15']",[],[],[],"Jóhannes er ungur norskur rithöfundur og sonur málara. Hann kynnist Viktoríu, dóttur landeigenda og þau verða ástfangin. En vegna mismunandi uppruna og skaplyndis ná þau aldrei saman og líf þeirra verður óhamingjusamt."
42287808,18317,Tvennir tímar,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539367025l/42287808._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539367025l/42287808._SX50_.jpg,1958,,,isl,Menningarsjóður,false,65926780,1,3,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,0,"['18317', '7135246']","['Knut Hamsun', 'Hannes Sigfússon']","['4.00', '4.05']",[],[],[],
18045920,18317,Hüzünlü Havalar,,9799753627350,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370631787l/18045920._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370631787l/18045920._SX50_.jpg,2003,,,tur,Timaş Yayınları,false,25325191,1,11,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,2003,1,1,4.00,2,0,['18317'],['Knut Hamsun'],['4.00'],['3256304'],['Behçet Necatigil'],['3.98'],"Şehir gürültüsü ve uygarlığından kaçarak tabiatın bağrında, yıldızların altında ruhuna sükun ve şifa arayan, kanının çağıltısını kırların soluğunda yatıştırmak isteyen, şair ruhlu birisi... Artık büyük şehirlerden bezmiş, iç sıkıntılarını kırlarda, ormanlarda, şehirden uzak yerlerde dağıtmaya çalışan, kayıp gençliği peşinde avare, orta yaşlı bir hülya adamıdır kahraman. Şehrin gürültü ve karmaşasından kaçarak tabiatın bağrında, yıldızların altında ruhuna sükun ve şifa aramaktadır."
19103775,18317,Aftenrøde,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1898,,,,,false,27136660,2,5,8,3,0,5:0|4:0|3:2|2:1|1:0|total:3,1898,1,1,2.67,2,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],
3744487,18317,Die großen Erzählungen,3784460194,9783784460192,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337217572l/3744487._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337217572l/3744487._SY75_.jpg,,,,ger,,false,3437217,5,7,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,2007,1,1,4.00,1,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],
1030002,18317,Die gruseligstens Spukgeschichten,3850015564,9783850015561,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336235790l/1030002._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336235790l/1030002._SY75_.jpg,1995,,,ger,tosa,false,1016258,2,12,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,1995,,,4.00,2,0,"['54427', '9494', '18317', '3565', '16071', '19405', '286123', '38658', '6989', '6556', '4715391', '18791', '788601', '1244', '188893', '7267068', '232932']","['Heinrich von Kleist', 'H.P. Lovecraft', 'Knut Hamsun', 'Oscar Wilde', 'Heinrich Heine', 'Thomas Mann', 'Wilhelm Hauff', 'Arthur Schnitzler', 'Rudyard Kipling', 'Theodor Storm', 'Irmtraud Kremp', 'Guy de Maupassant', 'Eric Ambrose', 'Mark Twain', 'Marie Luise Kaschnitz', 'E.T.A. Hoffmann', 'Nikolai Gogol']","['3.54', '4.05', '4.00', '4.10', '3.90', '3.94', '4.11', '3.75', '3.93', '3.51', '3.58', '3.86', '3.74', '3.86', '3.72', '3.83', '4.04']",[],[],[],"Das Buch für alle Mutigen und jene, die es lieben, wenn ihnen die gänsehaut über den Rücken läuft. Ob man bei den Pharaonen gefangen ist, in der Scheune der Toten weilt, das Gespenst von Canterville verfolgt oder im Gespensterschiff auf und davon segelt- Spannung ist bis zum Ende garantiert vom Buchrücken.<br /><br />Inhalt: <br />- Heinrich von Kleist: Das Bettelweib von Locarno <br />- H.P. Lovecraft: Gefangen bei den Pharaonen <br />- Theodor Storm: Am Kamin <br />- Irmtraud Kremp: Der Bronzespiegel<br />- Guy de Maupassant: Die kleine Royue <br />- Eric Ambrose: Die Scheune der Toten <br />- Nicolai Gogol: Die verhexte Stadt <br />- Mark Twain: Eine Gespenstergeschichte <br />- Marie Luise Kaschnitz: Gespenster <br />- E.T.A. Hoffmann: Das bergwerk zu Falun <br />- Knut Hamsun: Ein Gespenst <br />- Oscar Wilde: Das Gespenst von Canterville <br />- Heinrich Heine: Die Harzreise <br />- Thomas Mann: Der Kleiderschrank <br />- Wilhelm Hauff: Die Geschichte von dem Geisterschiff <br />- Arthur Schnitzler: Das Tagebuch der Regonda <br />- Rudyard Kipling: Meine selbsterlebte, wahre Geistergeschichte"
23763245,18317,Sitater - Et utvalg språkelige lykketreff,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2014,8,,nor,Hamsunsenteret,false,43378366,1,2,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,2014,8,,4.00,2,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],"Boken inneholder 500 språklige lykketreff fra Hamsuns rike litteratur. Hamsun skildret moderne mennesker, omgivelser og følelser på komplekse og nyskapende måter som mang kjenner seg igjen i. Hamsun overlot en litterær arv og et skattkammer til nye generasjoner og lesere. Denne boka viser fram noen av perlene som finnes der. Redaksjonen bak boken har bestått av Bodil Børset, Alvhild Dvergsdal, Andreas Lødemel og Kirsti Mathilde Thorheim.<br />Sitatene er hentet fra Hamsuns skjønnlitterære forfatterskap og fra artikler og foredrag, det er også valgt ut sitater fra hans store brevsamling."
19103792,18317,Munken Vendt,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1902,,,,,false,27136689,3,8,8,3,0,5:0|4:0|3:2|2:1|1:0|total:3,1902,1,1,2.67,3,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],"Munken Vendt (1902) inntar både i omfang og skrivemåte en særstilling i Hamsuns forfatterskap. Verket er et lesedrama i åtte akter, skrevet i såkalte knittelvers (à la Henrik Ibsens Peer Gynt). Handlingen er lagt til Nord-Norge mot slutten av 1700-tallet, men boken bærer mer preg av å være et eventyrspill enn et historisk drama (en ny parallell til Peer Gynt). Hovedpersonen med det pussige navn er en fallert teologistudent, en jeger og fantast og en sosial outsider (igjen likheter med Ibsens hovedperson).<br /><br />Denne utgaven av Munken Vendt er basert på Samlede verker 1.27 (2007.2009, ny utgave). Teksten har her gjennomgått en varsom språklig revisjon i retning av moderne riksmål."
24078237,18317,Pan - L'estrema gioia,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419536188l/24078237._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419536188l/24078237._SY75_.jpg,1971,6,,ita,Arnoldo Mondadori Editore,false,43673760,2,10,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,1961,4,1,3.50,2,0,['18317'],['Knut Hamsun'],['4.00'],['4165499'],['Ervino Pocar'],['3.94'],
12261175,18317,Scandinavie reisverhalen,,9789046701683,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376839672l/12261175._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376839672l/12261175._SY75_.jpg,2008,7,,nl,Pandora,false,17236095,1,16,7,3,0,5:0|4:0|3:2|2:0|1:1|total:3,2008,7,,2.33,3,0,"['1053266', '7', '284162', '174310', '18317', '45230', '851468']","['Karin Anema', 'Bill Bryson', 'Marcellus Emants', 'Fergus Fleming', 'Knut Hamsun', 'Tove Jansson', 'Gerrit Jan Zwier']","['3.35', '4.03', '3.32', '4.00', '4.00', '4.20', '3.68']",[],[],[],"Finland, Denemarken, Zweden en Noorwegen vormen met zijn vieren een bijzondere hoek van het Europese vasteland. De bewoners staan bekend als nuchter en ruimdenkend, het open landschap en de diepe fjorden als juweeltjes van de natuur. Toch zijn de vier landen niet inwisselbaar. Een Deen uit Kopenhagen is niet zonder meer vertrouwd met de lange poolnachten uit het Finse Lapland. Waar een Noor zich op een nationale feestdag nog graag in klederdracht mag hijsen zal een Zweed dat niet snel doen. Deze vier noordelijke landen vormen samen een geheel, maar elk land heeft zijn eigen identiteit. Het is nou juist deze verscheidenheid die Scandinavië tot een aantrekkelijk reisgebied maakt. In deze nieuwe bundel zijn verhalen verzameld uit en over het Scandinavisch gebied, die een gevarieerd beeld geven van deze unieke streek met zijn prachtige, uitgestrekte landschappen."
22725025,18317,Nobelpristagare: Dikter,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405374054l/22725025.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405374054l/22725025._SX50_.jpg,1966,,,swe,Svalans lyrikklubb/Bonniers,false,41915312,2,10,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,1964,1,1,3.50,1,0,"['8307097', '4420496', '3119996', '648081', '966415', '570804', '6989', '142051', '36913', '599498', '337113', '18317', '29963', '1545124', '140617', '1113469', '18540', '89330', '36635', '7902', '599188', '275175', '16853363']","['Sven Lindner', 'Anders Österling', 'Sully Prudhomme', 'Bjørnstjerne Bjørnson', 'Frédéric Mistral', 'Giosuè Carducci', 'Rudyard Kipling', 'Maurice Maeterlinck', 'Rabindranath Tagore', 'Verner von Heidenstam', 'Carl Spitteler', 'Knut Hamsun', 'W.B. Yeats', 'Johannes V. Jensen', 'Gabriela Mistral', 'Hermann Hesse', 'T.S. Eliot', 'Pär Lagerkvist', 'Juan Ramón Jiménez', 'Boris Pasternak', 'Salvatore Quasimodo', 'Saint-John Perse', 'George Seferis']","['3.67', '3.27', '3.32', '3.38', '3.54', '3.54', '3.93', '3.79', '4.13', '3.16', '3.42', '4.00', '4.16', '3.74', '4.00', '4.05', '4.16', '3.80', '3.82', '4.03', '4.09', '3.87', '4.27']","['5396262', '6578711', '1041592', '37086', '621106', '1073815', '5554612', '8386595', '1276808', '6361322', '8307135', '3068025', '6221898', '1701137', '4138077', '6452831', '4588769', '446692', '8386596', '4732315', '2984275', '7204991', '97178', '6362619', '4577631', '3153474', '8386597']","['Sten Selander', 'Emil Zilliacus', 'Karl Asplund', 'Karin Boye', 'Bo Bergman', 'Gunnar Ekelöf', 'Andrea Butenschön', 'Nils Svanberg', 'Erik Blomberg', 'Johannes Edfelt', 'Petter Bergman', 'Hjalmar Gullberg', 'Bertil Malmberg', 'Erik Mesterton', 'Arne Häggqvist', 'Ebbe Linde', 'Björn Julén', 'Tomas Tranströmer', 'Magda Lagerman', 'Nils Åke Nilsson', 'Ralf Parland', 'Leo Lindeberg', 'Östen Sjöstrand', 'Sture Axelson', 'Göran O. Eriksson', 'Erik Lindegren', 'Börje Knös']","['3.20', '3.48', '4.33', '3.79', '3.37', '3.94', '4.00', '4.00', '3.41', '3.52', '3.00', '3.56', '3.42', '4.05', '3.54', '3.57', '3.07', '4.08', '2.75', '3.71', '3.26', '3.62', '3.57', '3.64', '3.41', '3.65', '3.00']",
50617499,18317,Fra det ubevidste sjæleliv: artikler om litteratur,8205225702,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579629229l/50617499._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579629229l/50617499._SY75_.jpg,1994,,,nor,Gyldendal,false,75615545,1,2,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,,,,3.50,2,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],"Boka inneholder en artikkel og tre foredrag, der Hamsun formulerer kravene til en ny psykologisk litteratur. Foredragene vakte stor oppsikt i sin samtid, og ble anmeldt i en rekke norske og danske aviser."
6518234,18317,Hunger,3899036468,9783899036466,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,,,ger,Hörbuch Hamburg,false,76190772,1,5,6,2,1,5:0|4:1|3:0|2:1|1:0|total:2,,,,3.00,2,1,"['18317', '876545']","['Knut Hamsun', 'Oskar Werner']","['4.00', '3.29']",[],[],[],"Die Moderne hält Einzug in Kristiania, dem heutigen Oslo. Die Stadt befindet sich im Aufbruch. Doch der namenlose Ich-Erzähler sieht sich in die Rolle des Zuschauers gedrängt. Unentwegt versucht er, unter schwierigen materiellen Bedingungen als Journalist und Schriftsteller Beachtung zu finden ohne Erfolg. Dabei ist der junge Mann ein begnadeter Fabulierer, der auf den Straßen Kristianias fremden Leuten Geschichten erzählt. Ohne soziale Anklage zeichnet Knut Hamsum wie in einem Zerrspiegel das Bild einer Stadt: als pervertierte, fremde Welt, als Labyrinth einer Existenz am Rande der Gesellschaft. Mit Hunger gelang Knut Hamsun 1890 sein literarischer Durchbruch. Nie wurde menschliches Leid so schonungslos und genau beschrieben. Der Roman zählt zu den bedeutendsten Werken der Moderne."
18130332,18317,Livets røst,,9788252551457,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,25465917,2,10,6,3,0,5:0|4:0|3:1|2:1|1:1|total:3,,,,2.00,3,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],
21534996,18317,Den Gaadefulde: En Kjærlighedshistorie fra Nordland,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395625034l/21534996._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395625034l/21534996._SX50_.jpg,1877,,,nor,M. Urdal,false,40863974,4,9,6,4,0,5:0|4:0|3:0|2:2|1:2|total:4,1877,1,1,1.50,3,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],
21518078,18317,The Essential Knut Hamsun Collection,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,40841354,1,12,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,2012,11,5,5.00,1,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],
36551219,18317,La nuova terra,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510049229l/36551219._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510049229l/36551219._SY75_.jpg,1980,6,,ita,Longanesi,false,58284450,3,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,0,0,['18317'],['Knut Hamsun'],['4.00'],['6452169'],['Giuseppe Isani'],['4.13'],
53308096,18317,Η πείνα,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588356071l/53308096._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588356071l/53308096._SY75_.jpg,,,,gre,,false,81492648,1,1,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],"«Το βιβλίο μου είναι μια προσπάθεια να περιγράψω την περίεργη ζωή του νου, τα μυστήρια της ψυχής σε ένα κορμί που πεινάει».<br />Κνουτ Χάμσουν<br /><br />Τοποθετημένη στη Χριστιανία (σημερινό Όσλο) στα τέλη του 19ου αιώνα, η Πείνα περιγράφει τις προσπάθειες του ανώνυμου ήρωα, που πασχίζει να επιβιώσει γράφοντας άρθρα για εφημερίδες, τα οποία θα του επιτρέψουν να καλύψει τις στοιχειώδεις ανάγκες του –να φάει και να κοιμηθεί– με αξιοπρέπεια. Δεν τα καταφέρνει πάντα· με την κοινωνική, φυσική και πνευματική του κατάσταση σε διαρκή εξασθένηση, περιπλανιέται στους δρόμους, βυθίζεται ολοένα και περισσότερο στην παράνοια. Ο πεινασμένος συγγραφέας μάταια προσπαθεί να διατηρήσει τον σεβασμό προς την έννοια «Άνθρωπος», προς τον εαυτό του και προς τους άλλους, αφού το στομάχι του τον υποχρεώνει σε παραχωρήσεις για τις οποίες μετανιώνει, γεμίζοντας άλλοτε ενοχές και άλλοτε αδικαιολόγητη αυτοεκτίμηση. Αυτό που τον κρατάει να μη διαλυθεί είναι το κάτισχνο κορμί του, που σε μεγάλο βαθμό καθορίζει επίσης και τη συμπεριφορά του μυαλού του.<br /><br />«Ο ήρωας του Χάμσουν απαλλάσσεται συστηματικά από κάθε είδους πίστη σε κάθε είδους σύστημα και τελικά, μέσω της πείνας την οποία επιβάλλει στον εαυτό του, φτάνει στο τίποτα. Τίποτα δεν τον στηρίζει ώστε να συνεχίσει την πορεία του, κι όμως αυτός εξακολουθεί να προχωρά. Προχωρά κατευθείαν στον 20ό αιώνα».<br />Από την εισαγωγή του Paul Auster"
39741614,18317,Vitória - O Sonhador,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523054605l/39741614._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523054605l/39741614._SX50_.jpg,1961,,,por,Boa Leitura,false,61438648,1,3,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1904,,,5.00,1,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],
36462991,18317,Nuvele norvegiene.ro,9736867730,9789736867736,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515340977l/36462991._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515340977l/36462991._SX50_.jpg,2005,,,rum,Casa Cărții de Știință,false,58169875,1,4,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,2005,,,5.00,1,0,"['18317', '261012', '277195', '664585', '992099', '17260126', '5821091', '18776', '72295', '175058', '803609', '130029']","['Knut Hamsun', 'Johan Borgen', 'Kjell Askildsen', 'Bjørg Vik', 'Øystein Lønn', 'Sidsell Mørck', 'Wera Sæther', 'Gunnar Staalesen', 'Lars Saabye Christensen', 'Jan Kjærstad', 'Thorvald Steen', 'Unni Lindell']","['4.00', '3.94', '4.01', '3.92', '3.17', '5.00', '4.29', '3.67', '3.91', '3.86', '3.67', '3.51']",['4524337'],['Sanda Tomescu Baciu'],['3.97'],"Publicarea nuvelelor norvegiene în limba română este dedicată împlinirii a o sută de ani de independenţă a Norvegiei. Cei doisprezece scriitori norvegieni, prezentaţi în ordinea cronologică, acoperă , în linii marii, această periodă de timp,ei sunt urmatorii: Knut Hamsun, Johan Borgen, Kjell Askildsen, Bjorg Vik, Oystein Lonn, Sidsell Morck, Wera Saether, Gunnar Staalesen, Lars Saabye Christensen, Jan Kjaerstad, Thorvald Steen, Unni Lindell. Inedit în această antologie este gândul scriitorului norvegian contemporan către cititorul său român. Cuvântul înainte aparţine ambasadorului Norvegiei în Romania: Leif Arne ULLAND"
43812137,18317,Вибрані твори,9667007294,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549100596l/43812137._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549100596l/43812137._SY75_.jpg,2000,,,ukr,Літопис,false,68174690,3,4,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,0,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],"Видатний норвезький письменник, лавреат Нобелівської премії, батько новітньої літературної школи ХХ сторіччя, займає одне з провідних місць в европейській літературі як поет кохання, митець, що відкрив і відтворив найтонші відтінки любовного почуття. Однак його кохання не приводить до щастя і не дає спокою, а є вічним двобоєм ворогуючих сил, котрі прагнуть єднання. До книги увійшли три найхарактерніші твори – ""Голод"", ""Пан"", ""Вікторія"". Вони введені до шкільної програми та найповніше відображають тематику і стилістику письменника. Для широкого кола читачів."
36175127,18317,Siesta / Krattskog / Stridende liv,,9788205359123,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504459004l/36175127._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504459004l/36175127._SX50_.jpg,2007,,,nor,Gyldendal,false,57790971,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['18317', '144310']","['Knut Hamsun', 'Lars Frode Larsen']","['4.00', '3.96']",[],[],[],
42606801,18317,Královna ze Sáby a jiné povídky,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549289877l/42606801._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549289877l/42606801._SX50_.jpg,1939,,,cze,Nakladatelské družstvo Máje,false,66312184,1,2,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,1,"['18317', '14257473']","['Knut Hamsun', 'Milada Krausová-Lesná']","['4.00', '4.00']",[],[],[],Knižnice Laureáti Nobelovy ceny XX. Úvodní stať o autorovi a pět povídek: Královna ze Sáby – Tajná bolest – Ženské vítězství – Sladké léto – Dámo z Tivoli.
32608097,18317,Лес зимой,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1893,,,rus,,false,53190542,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1893,,,4.00,1,0,"['18317', '2967640']","['Knut Hamsun', 'Кнут Гамсун']","['4.00', '3.93']",[],[],[],
50402145,18317,Unter dem Halbmond,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1906,,,,Verlag für Litteratur und Kunst,false,75364598,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],
18687949,18317,I capolavori,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382164939l/18687949._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382164939l/18687949._SX50_.jpg,1966,,,ita,Casini,false,26531815,1,2,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,1,['18317'],['Knut Hamsun'],['4.00'],[],[],[],
45478948,18317,An des Reiches Pforten,3743644339,9783743644335,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557726549l/45478948._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557726549l/45478948._SX50_.jpg,2017,1,20,,Hansebooks,false,70250445,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],"An des Reiches Pforten - Schauspiel in vier Aufz�gen ist ein unver�nderter, hochwertiger Nachdruck der Originalausgabe aus dem Jahr 1895. Hansebooks ist Herausgeber von Literatur zu unterschiedlichen Themengebieten wie Forschung und Wissenschaft, Reisen und Expeditionen, Kochen und Ern�hrung, Medizin und weiteren Genres. Der Schwerpunkt des Verlages liegt auf dem Erhalt historischer Literatur. Viele Werke historischer Schriftsteller und Wissenschaftler sind heute nur noch als Antiquit�ten erh�ltlich. Hansebooks verlegt diese B�cher neu und tr�gt damit zum Erhalt selten gewordener Literatur und historischem Wissen auch f�r die Zukunft bei."
40613842,18317,Избранное,5289009469,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529709011l/40613842._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529709011l/40613842._SY75_.jpg,1991,,,rus,Лениздат,false,63089609,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1991,,,4.00,1,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],"Содержание:<br /><br />И.П. Куприянова. Предисловие, стр. 3-18 <br />Кнут Гамсун. Голод (роман, перевод Ю. Балтрушайтиса), стр. 19-154 <br />Кнут Гамсун. Мистерии (роман, перевод Л. Лунгиной), стр. 155-418 <br />Кнут Гамсун. Пан (роман, перевод К. Жихаревой), стр. 419-505 <br />Кнут Гамсун. Смерть Глана (рассказ, перевод К. Жихаревой), стр. 506-518 <br />Кнут Гамсун. Рассказы <br />Кнут Гамсун. Из книги ""Сиеста"" <br />Кнут Гамсун. Дама из Тиволи (рассказ, перевод К. Бальмонта), стр. 520-527 <br />Кнут Гамсун. На почтовой тележке (рассказ, перевод К. Бальмонта), стр. 527-531 <br />Кнут Гамсун. На улице (страница из дневника) (рассказ, перевод К. Бальмонта), стр. 532-536 <br />Кнут Гамсун. Тайная боль (рассказ, перевод К. Бальмонта), стр. 536-545 <br />Кнут Гамсун. Царица Савская (рассказ, перевод К. Бальмонта), стр. 545-563 <br />Кнут Гамсун. Кольцо (рассказ, перевод К. Бальмонта), стр. 563-564 <br />Кнут Гамсун. Совершенно обыкновенная муха средней величины (рассказ, перевод К. Бальмонта), стр. 565-568 <br />Кнут Гамсун. Из книги ""Лесная поросль"" <br />Кнут Гамсун. Отец и сын (рассказ, перевод А. Блока), стр. 569-588 <br />Кнут Гамсун. Голос жизни (рассказ, перевод А. Блока), стр. 588-591 <br />Кнут Гамсун. Рабы любви (рассказ, перевод А. Блока), стр. 598 <br />Кнут Гамсун. Победитель (рассказ, перевод А. Блока), стр. 598-603 <br />И.П. Куприянова. Примечания, стр. 604-607"
