id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
66414,36913,Gitanjali,1420926306,9781420926309,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348514071l/66414._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348514071l/66414._SY75_.jpg,2005,1,1,eng,Digireads.com,false,2066877,432,25677,36515,8448,551,5:4640|4:2420|3:1005|2:237|1:146|total:8448,1910,,,4.32,5774,362,"['36913', '29963']","['Rabindranath Tagore', 'W.B. Yeats']","['4.13', '4.16']",[],[],[],"Nobel laureate Rabindranath Tagore was one of the most important writers in 20th-century Indian literature. Among his expansive and impressive body of work, ""Gitanjali"" is regarded as one of his greatest achievements, and has been a perennial bestseller since it was first published in 1910."
43107890,36913,La vera essenza della vita,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,66913382,2,8,11,3,1,5:2|4:0|3:0|2:0|1:1|total:3,,,,3.67,3,1,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
34667871,36913,মাল্যদান,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ben,,false,55836476,2,14,11,4,0,5:1|4:0|3:1|2:1|1:1|total:4,,,,2.75,2,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
33966446,36913,শ্রাবণগাঁথা,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ben,,false,54947310,3,10,10,3,1,5:1|4:1|3:0|2:0|1:1|total:3,,,,3.33,1,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],নৃত্যনাট্য
25321584,36913,নদী,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464302563l/25321584._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464302563l/25321584._SX50_.jpg,1964,4,,ben,বিশ্বভারতী,false,45054698,1,12,10,2,1,5:2|4:0|3:0|2:0|1:0|total:2,1896,1,,5.00,2,1,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
36501313,36913,প্রাচীন সাহিত্য,,9788175220621,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509339559l/36501313._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509339559l/36501313._SX50_.jpg,2017,7,,ben,Visva-Bharati,false,58218981,1,17,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,1907,,,5.00,2,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],Tagore's take on ancient Bengali literature in seven essays on his chosen subjects.
42322998,36913,The Selected Works of Rabindranath Tagore,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,65978813,2,6,10,3,0,5:1|4:1|3:0|2:0|1:1|total:3,,,,3.33,2,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
39600010,36913,বসন্ত,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,61189048,1,4,10,3,1,5:0|4:2|3:0|2:1|1:0|total:3,,,,3.33,3,1,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
43306067,36913,"World's Greatest Classics in One Volume: Les Misérables, Hamlet, Jane Eyre, Ulysses, Huck Finn, Walden, War and Peace, Art of War, Siddhartha, Faust, Don Quixote, Arabian Nights, Bushido…",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,67203861,1,87,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,0,"['1113469', '233619', '128382', '1938', '5031312', '2730977', '3137322', '15321', '3953', '45882', '11139', '11978', '1036615', '4191', '173', '239579', '15905', '2098', '947', '1265', '17623', '43220', '6988', '2448', '3345', '3565', '8164', '2041', '1069006', '30761', '880695', '4012', '7014283', '86404', '18540', '5144', '5217', '29963', '4345', '854076', '3843', '2413', '5255014', '1244', '1240', '1624', '7799', '1315', '881203', '16', '5132', '10264', '1438', '6466154', '26242', '18943', '9121', '159', '4624490', '9494', '16104262', '5350', '903', '879', '7929831', '17212', '285217', '9876', '1831', '2007', '17501', '22796', '696805', '13661', '1461', '9057', '228089', '1481537', '5754446', '13847', '4785', '4750', '410680', '5031025', '232932', '4037220', '25574', '227771', '29227', '16201', '36913', '1661565', '186034', '81373', '2622245', '1771', '5029521', '14348815', '79638', '25563', '16061597']","['Hermann Hesse', 'Marcel Proust', 'Leo Tolstoy', 'Friedrich Nietzsche', 'Dante Alighieri', 'Henrik Ibsen', 'Fyodor Dostoyevsky', 'Confucius', 'William Makepeace Thackeray', 'Percy Bysshe Shelley', 'Mary Wollstonecraft Shelley', 'John Keats', 'Charlotte Brontë', 'Emily Brontë', 'George Eliot', 'Charles Dickens', 'Thomas Hardy', 'Elizabeth von Arnim', 'William Shakespeare', 'Jane Austen', 'D.H. Lawrence', 'Ann Radcliffe', 'Bram Stoker', 'Arthur Conan Doyle', 'Joseph Conrad', 'Oscar Wilde', 'Lewis Carroll', 'Frances Hodgson Burnett', 'C.S. Lewis', 'Weedon Grossmith', 'H.G. Wells', 'Wilkie Collins', 'G.K. Chesterton', 'E.M. Forster', 'T.S. Eliot', 'James Joyce', 'George Bernard Shaw', 'W.B. Yeats', 'Walter Scott', 'Robert Louis Stevenson', 'Kenneth Grahame', 'George MacDonald', 'J.M. Barrie', 'Mark Twain', 'Jack London', 'Herman Melville', 'Nathaniel Hawthorne', 'Louisa May Alcott', 'Willa Cather', 'Edith Wharton', 'Kate Chopin', 'Henry David Thoreau', 'Walt Whitman', 'Kahlil Gibran', 'Harriet Beecher Stowe', 'Frederick Douglass', 'James Fenimore Cooper', 'Henry James', 'Edgar Allan Poe', 'H.P. Lovecraft', 'Lew Wallace', 'L.M. Montgomery', 'Homer', 'Plato', 'Apuleius', 'Marcus Aurelius', 'Johann Wolfgang von Goethe', 'John Milton', 'Jonathan Swift', 'Daniel Defoe', 'Henry Fielding', 'Laurence Sterne', 'Jules Verne', 'Victor Hugo', 'Gustave Flaubert', 'Gaston Leroux', 'Honoré de Balzac', 'Stendhal', 'Voltaire', 'Charles Baudelaire', 'Alexandre Dumas', 'Émile Zola', 'Ivan Turgenev', 'Anton Chekhov', 'Nikolai Gogol', 'Miguel de Cervantes Saavedra', 'Benito Pérez Galdós', 'Pedro Calderón de la Barca', 'Giovanni Boccaccio', 'Niccolò Machiavelli', 'Rabindranath Tagore', 'Bankim Chandra Chattopadhyay', 'Kālidāsa', 'Vālmīki', 'Lao Tzu', 'Sun Tzu', 'Xueqin Cao', 'Princess Der Ling', 'Inazō Nitobe', 'Kakuzō Okakura', 'Natsume Sōseki']","['4.05', '4.21', '4.06', '4.05', '4.02', '3.78', '4.18', '3.84', '3.78', '4.01', '3.80', '4.18', '4.10', '3.86', '3.84', '3.89', '3.84', '3.89', '3.87', '4.12', '3.59', '3.42', '3.98', '4.20', '3.50', '4.10', '4.06', '4.14', '4.15', '3.71', '3.83', '3.92', '3.97', '3.88', '4.16', '3.74', '3.91', '4.16', '3.74', '3.85', '3.99', '4.05', '4.10', '3.86', '3.96', '3.54', '3.45', '4.06', '3.83', '3.78', '3.71', '3.86', '4.13', '4.15', '3.87', '4.08', '3.70', '3.62', '4.17', '4.05', '4.03', '4.21', '3.81', '4.01', '3.92', '4.23', '3.80', '3.85', '3.67', '3.65', '3.65', '3.65', '3.89', '4.14', '3.69', '3.95', '3.80', '3.84', '3.77', '4.21', '4.17', '3.93', '3.92', '3.96', '4.04', '3.87', '3.74', '3.91', '3.85', '3.83', '4.13', '3.84', '3.91', '4.16', '4.30', '3.97', '4.19', '4.19', '3.93', '3.84', '3.84']","['25157', '72703', '13395658', '45586', '110984', '2795912', '2795913', '2795914', '1952489', '2795911', '91476', '828394', '3038637', '2874503', '518992', '2048494', '2766482', '403007', '5763210', '2776871', '132326', '929797', '21092', '69892', '235013', '72230', '618986', '539677', '18192379', '17681153', '125446', '3207705', '18393', '3372306', '726454', '16957681', '44486', '399312', '4520444', '18483501']","['Alexander Pope', 'Samuel Butler', 'Benjamin Jowett', 'William Adlington', 'Bayard Taylor', 'Gunther Olesch', 'Anke Dreher', 'Amy Coulter', 'Stefan Langer', 'Semyon Chaichenets', 'Helen Zimmern', 'Thomas Common', 'Lewis Page Mercier', 'Frederick Amadeus Malleson', 'C.K. Scott Moncrieff', 'Isabel Florence Hapgood', 'Eleanor Marx-Aveling', 'Ellen Marriage', 'Horace B. Samuel', 'William F. Fleming', 'Cyril Scott', 'William Robson', 'H. Havelock Ellis', 'Constance Garnett', 'Louise Maude', 'Aylmer Maude', 'C.J. Hogarth', 'Thomas Seltzer', 'Edward FitzGerald', 'H.W. Longfellow', 'John Payne', 'W.K. Marriott', 'Andrew Lang', 'Miriam S. Knight', 'Arthur W. Ryder', 'RALPH T. H. GRIFFITH', 'James Legge', 'Lionel Giles', 'Henry Bencraft Joly', 'Yasotarō Mōri']","['3.73', '3.67', '4.14', '3.72', '4.00', '3.96', '3.95', '3.91', '3.90', '4.07', '3.95', '3.99', '3.69', '3.72', '4.33', '4.16', '3.69', '4.11', '3.83', '3.89', '4.27', '4.20', '3.65', '4.03', '4.13', '4.09', '4.18', '3.94', '4.09', '4.36', '3.83', '3.90', '4.03', '4.27', '3.97', '4.83', '3.93', '3.87', '3.84', '4.83']",
17261941,36913,Missing My Bejeweled,,9781476292267,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358679317l/17261941._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358679317l/17261941._SX50_.jpg,2012,6,6,eng,Smashwords,true,23858664,2,6,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,2012,6,6,5.00,1,0,['36913'],['Rabindranath Tagore'],['4.13'],['2379848'],['A. Datta'],['4.10'],A pack of jackals howled out very loudly from a bush causing a minute-long hiatus in the schoolmaster's flow of words. It seemed as if the comically-inclined vulpines in that pitch-dark aggregation reeled with laughter either at the teacher's exposition of conjugal life or at Phanibhusan's naivete. As their lyricism subsided land and water fell doubly silent as before and the gentleman proceeded to tell his story crossing his large shining eyes. This story within a story by Nobel laureate Rabindranath Tagore was made into a horror movie by Academy Award winner Satyajit Ray. The views of the characters which are at times even funny are not identical to those of the author.
37817499,36913,Malancha ( Bengali Edition ),1979944903,9781979944908,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2017,11,22,,Createspace Independent Publishing Platform,false,59494319,1,6,10,3,0,5:0|4:1|3:2|2:0|1:0|total:3,,,,3.33,3,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],"Malancha by Rabindranath Tagore is a popular Bengali Novel of Tagor which he was written in his last life. The Word: Malancha"" means ""The Garden and the Gardener."" The book was first published in Paper Book in 1934 and previously it was published in Monthly Bichitra Magazine. In the novel there have an affair between a married man and a distant cousin who look after his wife and the garden that he and his wife had tended. Rabindranath Tagore is Bengali Writer, poet, Song Compser and Nobel owner for literature. He born 7 May 1861 in Kolkata, India and Died 7 August 1941.He got Novel prize for Gitangoli in 1913. His popular Books are Gitanjali, Gora, Ghare-Baire, Jana Gana Mana, Shehser Kabita, Chokherbali etc. Songs are Rabindra Sangeet, Amar Shonar Bangla etc. Noukadubi is his one of most popular novel which published first in Probashi Magazine in 1928."
53292909,36913,শ্রেষ্ঠ ছোটগল্প,984180095X,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588131501l/53292909._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588131501l/53292909._SY75_.jpg,1993,6,,ben,বিশ্ব সাহিত্য কেন্দ্র,false,81240726,1,2,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],রবীন্দ্রনাথ ঠাকুরের জনপ্রিয় ২৫টি ছোট গল্প নিয়ে সাজানো সংকলন । <br /><br />*দেনাপাওনা <br />*পোস্টমাস্টার <br />*রামকানাইয়ের নির্বুদ্ধিতা <br />*খোকাবাবুর প্রত্যাবর্তন<br />*সম্পত্তি- সমর্পণ ইত্যাদি ।
21935710,36913,مسرحية تشيترا وقصص أخرى,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397597578l/21935710._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397597578l/21935710._SX50_.jpg,1970,,,ara,مطبوعات صوت الشرق,false,41236113,1,21,10,3,0,5:0|4:1|3:2|2:0|1:0|total:3,1970,1,1,3.33,3,0,"['36913', '6552230', '2854580']","['Rabindranath Tagore', 'خليل جرجس خليل', 'ثروت عكاشة']","['4.13', '3.00', '3.83']",[],[],[],تاجور شاعر فيلسوف من أعلام الأدب الهندي، هز الدنيا وشغل الناس وترك في كل الأسماع والقلوب أثرا لا يمحى ولا يزول.<br /><br />يحتوي الكتاب على ما يلي من مؤلفات رابندرانات تاجور:<br />مسرحية تشيترا<br />عودة الطفل<br />أمنية ملكة<br />كابولي والا<br />وكيل مكتب البريد<br />النصر<br />رئيس التحرير<br />على درج نهر
52506534,36913,Letters From Abroad,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584636605l/52506534._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584636605l/52506534._SY75_.jpg,2020,,,,Corner Office Books,true,78030734,2,2,10,2,2,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,1,1,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],"These letters were written to me by the Poet each week during a long absence from the Asrani at Santiniketan. It was during this absence abroad that the ideal of Visvabharati, or an international settlement, at the Asram. took concrete shape. The purely personal part of this series of letters has been omitted as far as was possible without inteifering with their literary form and context."
39601601,36913,শ্যামা,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,61189771,1,5,10,3,0,5:0|4:1|3:2|2:0|1:0|total:3,,,,3.33,3,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
166365,36913,"Whisperings: The Inspirational Writings of Rabindranath Tagore on Nature, Love & Life",0875293298,9780875293295,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,160649,1,10,10,3,0,5:0|4:1|3:2|2:0|1:0|total:3,1973,,,3.33,3,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
50802492,36913,বোষ্টমী,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71868040,1,5,10,3,0,5:1|4:0|3:1|2:1|1:0|total:3,,,,3.33,3,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
36172497,36913,飞鸟集,7544716619,9787544716611,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,译林出版社,false,57787261,1,5,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,0,"['36913', '6448000']","['Rabindranath Tagore', '泰戈尔']","['4.13', '3.76']",[],[],[],Bilingual Ed.
40573187,36913,পুনশ্চ,1720931577,9781720931577,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,6,9,ben,Createspace Independent Publishing Platform,false,63000444,1,19,10,4,0,5:1|4:0|3:1|2:0|1:2|total:4,,,,2.50,4,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],"In the collection of Poems titled "" Punascha "" founded on the components of short stories, the poet introduces the reader with the pangs, pleasantness, serviceableness, love and uniqueness of the innerself of the commonplace woman in real life."
50022963,36913,রবীন্দ্রনাথের উপন্যাসসমগ্র,9848390515,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72592752,1,5,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,0,"['36913', '18994456']","['Rabindranath Tagore', 'রবীন্দ্রনাথ ঠাকুর']","['4.13', '4.07']",[],[],[],বউঠাকুরানীর হাট<br />রাজর্ষি<br />চোখের বালি<br />নৌকাডুবি<br />গোরা<br />ঘরে-বাইরে<br />চতুরঙ্গ<br />যোগাযোগ<br />শেষের কবিতা<br />দুইবোন<br />মালঞ্চ<br />চার অধ্যায়
35517613,36913,रवीन्द्रनाथ टैगोर की सर्वश्रेष्ट कहानियाँ,938199742X,9789381997420,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,56932962,2,3,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,1,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
40573149,36913,Russiar Chithi ( Bengali Edition ),1720930597,9781720930594,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,6,9,,Createspace Independent Publishing Platform,false,63000417,1,5,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],"For a long time Tagore was craving to witness and experience Russia's socialist pattern of society. His long held desire was finally achieved when he was ""privileged to witness"" the country in 1930. Tagore's excitement about the visit, which he had described as a ""pilgrimage,"" is evident in the letters he wrote from Russia, collected in Russiar Chithi (Letters from Russia). In the letters he had expressed how he was ""totally surprised to observe the Russian achievements,"" and at the same time ""overwhelmed to find what they have achieved during these thirteen years after their revolution."""
25834347,36913,Pieskarties pasaulei,9984225291,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435797518l/25834347._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435797518l/25834347._SY75_.jpg,,,,lav,Zvaigzne ABC,false,45695329,1,6,10,3,0,5:0|4:1|3:2|2:0|1:0|total:3,,,,3.33,3,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
52497945,36913,খাতা,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71430748,1,5,10,3,1,5:1|4:0|3:1|2:1|1:0|total:3,,,,3.33,3,1,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
45421658,36913,সেরা কিশোর কবিতা,9841801035,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556691035l/45421658._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556691035l/45421658._SX50_.jpg,1993,1,,ben,বিশ্ব সাহিত্য কেন্দ্র,false,70171992,1,2,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],*বীরপুরুষ<br />*জুতা আবিষ্কার <br />*বালক<br />*দুই বিঘা জমি<br />*বিষ্টি পড়ে টাপুর টুপুর <br />*পুরাতন ভৃত্য সহ আরও অনেকগুলি শিশু কিশোরদের উপযোগী কবিতা এই বইয়ে আছে।
35623288,36913,নটীর পূজা,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499530959l/35623288._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499530959l/35623288._SY75_.jpg,2004,,,ben,বিশ্বভারতী গ্রন্থনবিভাগ,false,57069899,1,5,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,1926,,,5.00,2,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
36855474,36913,Delphi Collected Works of Rabindranath Tagore (Illustrated) (Delphi Poets Series Book 75),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,58624582,2,14,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,1,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
44292681,36913,দুরাশা,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ben,,false,68815171,2,7,10,4,0,5:1|4:0|3:0|2:2|1:1|total:4,,,,2.50,2,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],ছোট গল্প
52548928,36913,El cartero del rey,8476400195,9788476400197,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73669441,1,6,10,3,0,5:1|4:0|3:1|2:1|1:0|total:3,,,,3.33,3,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
34733394,36913,ছড়ার ছবি,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490862940l/34733394._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490862940l/34733394._SX50_.jpg,2016,8,,ben,বিশ্বভারতী গ্রন্থনবিভাগ,false,55919161,1,10,10,2,1,5:2|4:0|3:0|2:0|1:0|total:2,1937,9,,5.00,2,1,"['36913', '4319673']","['Rabindranath Tagore', 'Nandalal Bose']","['4.13', '4.31']",[],[],[],
52407500,36913,একটি ক্ষুদ্র পুরাতন গল্প,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71430709,1,7,10,3,0,5:1|4:0|3:1|2:1|1:0|total:3,,,,3.33,3,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
29863938,36913,Tagore: The World Voyager,8184002416,9788184002416,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,50230828,1,6,10,3,0,5:0|4:1|3:2|2:0|1:0|total:3,,,,3.33,3,0,['36913'],['Rabindranath Tagore'],['4.13'],['103535'],['Sugata Bose'],['4.04'],
39276927,36913,উদ্ধার,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,60832289,2,9,10,3,2,5:1|4:0|3:1|2:1|1:0|total:3,,,,3.33,2,1,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
39723362,36913,ছোটদের রবীন্দ্র রচনা সমগ্র,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,,,ben,,false,61403162,1,4,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
15098769,36913,Conversations and Interviews,8129105543,9788129105547,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,Rupa & Co.,false,20753677,4,36,10,3,0,5:1|4:1|3:0|2:0|1:1|total:3,,,,3.33,3,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],"From 1912 onwards Rabindranath Tagore came into frequent touch with the finest minds of his time. During his extensive foreign tours that began three years later, he met several great individuals. They include novelists like H.G. Wells, scientists like Albert Einstein, various politicians and scholars like Benedetto Croce and Romain Rolland. The Conversations focussed on totalitarian regimes that plagued several countries across Europe, peasant and workers rights and the cultural similarities between the West and India. Readers interested in Tagorean philosophy based on self-reliance and"
2578026,36913,Lectures and Addresses,0333903498,9780333903490,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,1,1,,,false,2591757,1,15,10,3,0,5:0|4:1|3:2|2:0|1:0|total:3,2001,1,1,3.33,3,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
15302503,36913,Canto d'infanzia,8878199540,9788878199545,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339089649l/15302503._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339089649l/15302503._SY75_.jpg,1996,,,ita,TEA,false,20958218,1,7,10,3,1,5:1|4:1|3:0|2:0|1:1|total:3,1996,1,1,3.33,3,1,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],"Nel 1902, pochi mesi dopo la scomparsa della moglie, Tagore (1861-1941)soggiornò per qualche tempo in un piccolo villaggio ai piedi dell'Himalaya,occupandosi dei figli più piccoli. Per alleviare il loro dolore, e anche ilsuo, scrisse alcune poesie. Nacque così il nucleo principale di questaraccolta, in cui, con delicatezza e gioiosa innocenza, Tagore riuscì apenetrare nel mondo dell'infanzia."
