id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
78024,44202,And Quiet Flows the Don,0460878905,9780460878906,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444113702l/78024._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444113702l/78024._SY75_.jpg,1996,,,eng,Dent,false,2591018,75,21348,39879,9821,322,5:4312|4:2950|3:1671|2:618|1:270|total:9821,1934,,,4.06,8175,196,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],"And Quiet Flows the Don or Quietly Flows the Don (Тихий Дон, lit. ""The Quiet Don"") is 4-volume epic novel by Russian writer Mikhail Aleksandrovich Sholokhov. The 1st three volumes were written from 1925 to '32 &amp; published in the Soviet magazine October in 1928–32. The 4th volume was finished in 1940. The English translation of the 1st three volumes appeared under this title in 1934. The novel is considered one of the most significant works of Russian literature in the 20th century. It depicts the lives &amp; struggles of Don Cossacks during WWI, the Russian Revolution &amp; Russian Civil War. In 1965, Sholokhov was awarded the Nobel Prize for Literature for this novel. The authorship of the novel is contested by some literary critics &amp; historians, who believe it wasn't entirely written by Sholokhov."
22049789,44202,Il placido Don. Da: Racconti del Don. Nobel 1965,8802019053,9788802019055,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1979,,,ita,UTET,false,76931477,1,4,6,2,1,5:0|4:1|3:0|2:1|1:0|total:2,,,,3.00,2,1,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],
36306820,44202,Harvest on the Don,0370000897,9780370000893,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,57977555,1,3,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['44202'],['Mikhail Sholokhov'],['4.08'],['1121495'],['H. Stevens'],['5.00'],
18590513,44202,Sholokhov (Nobel Prize Library 1965),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380312433l/18590513._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380312433l/18590513._SX50_.jpg,1971,,,eng,CRM,false,26333535,1,3,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1971,1,1,5.00,1,0,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],
52200158,44202,Советский русский рассказ 20-х годов,5211003861,9785211003866,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73005200,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['34055', '17014442', '3873', '14982545', '14167341', '14781849', '3072763', '18997527', '14197819', '15404558', '417859', '16916085', '43298', '19487830', '4314688', '16380036', '1443263', '137074', '14194621', '179520', '7267386', '7328558', '9805506', '6997327', '2833605', '4964936', '1236517', '19487831', '17895145', '5553595', '1410653', '1410652', '63475', '6697268', '771570', '3481008', '6454067', '18145508', '327759', '5754543', '6438151', '18480718', '1255971', '15060627', '445847', '16836837', '95803', '1875129', '13735078', '15807606', '44202', '17925327']","['Isaac Babel', 'Михаил Булгаков', 'Mikhail Bulgakov', 'Иван Бунин', 'Ivan Alekseyevich Bunin', 'Максим Горький', 'Maxim Gorky', 'Александр Грин', 'Alexandr Grin', 'Леонид Добычин', 'Leonid Dobychin', 'Евгений Замятин', 'Yevgeny Zamyatin', 'Николай Зарудин', 'Ефим Зозуля', 'Yefim Zozulya', 'Михаил Зощенко', 'Mikhail Zoshchenko', 'Всеволод Иванов', 'Vsevolod Ivanov', 'Валентин Катаев', 'Valentin Kataev', 'Иван Катаев', 'Борис Лавренев', 'Boris Lavrenev', 'Леонид Леонов', 'Leonid Leonov', 'Лев Лунц', 'Александр Малышкин', 'Alexander Malyshkin', 'Александр Неверов', 'Alexandr Neverov', 'Yury Olesha', 'Борис Пильняк', 'Boris Pilnyak', 'Андрей Платонов', 'Andrei Platonov', 'Михаил Пришвин', 'Mikhail Prishvin', 'Алексей Ремизов', 'Aleksey Remizov', 'Алексей Толстой', 'Aleksey Nikolayevich Tolstoy', 'Юрий Тынянов', 'Yury Tynyanov', 'Константин Федин', 'Konstantin Fedin', 'Вячеслав Шишков', 'Vyacheslav Shishkov', 'Михаил Александрович Шолохов', 'Mikhail Sholokhov', 'Lev Lunc']","['4.08', '4.26', '4.23', '4.10', '4.05', '3.81', '3.88', '4.40', '5.00', '4.00', '3.66', '4.06', '3.93', '5.00', '4.06', '4.00', '4.13', '4.06', '3.51', '3.61', '4.13', '4.01', '4.50', '3.92', '3.82', '3.76', '3.74', '5.00', '4.20', '3.50', '4.67', '4.50', '3.89', '4.09', '3.65', '4.00', '3.96', '4.20', '3.99', '3.95', '3.95', '4.42', '4.00', '4.25', '4.08', '4.00', '3.81', '4.16', '4.09', '4.26', '4.08', '5.00']",[],[],[],"В книге публикуются рассказы советских писателей. Среди авторов А.М.Горький, М.М.Пришвин, М.А.Булгаков, М.М.Зощенко, Б.А.Пильняк, Б.А.Лавренев, Ю.Н.Тынянов, Е.М.Замятин, Ю.К.Олеша и др. В публикуемых рассказах воплощены различные стилевые манеры, многообразие молодой советской литературы."
22230824,44202,Sangue Estranho,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400567596l/22230824._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400567596l/22230824._SY75_.jpg,1968,,,por,Hemus,false,41572518,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1968,1,1,4.00,1,0,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],"""Gostaria que meus livros ajudassem as pessoas a se tornarem de coração melhor e mais puro, a acordar neles o amor pelos homens, o desejo de entrar ativamente na luta pelos ideais do humanismo e do progresso humano""<br /><br />Mikhail Sholokhov<br /><br />(Discurso por ocasião da entrega do Prêmio Nobel)"
22459017,44202,Seferis Sholokhov Sienkiewicz Spitteler (Nobel Prize Library),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,41893435,1,9,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['8302157', '44202', '25619', '337113']","['Giorgo Seferis', 'Mikhail Sholokhov', 'Henryk Sienkiewicz', 'Carl Spitteler']","['4.00', '4.08', '3.85', '3.42']",[],[],[],
36354353,44202,"Maestros de la literatura universal Rusia, 2",958060309X,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507146757l/36354353._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507146757l/36354353._SY75_.jpg,1984,,,spa,EDITORIAL OVEJA NEGRA LTDA.,false,58036655,1,4,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,1,"['128382', '3072763', '17205131', '44202', '7902', '19771050', '17173550']","['Leo Tolstoy', 'Maxim Gorky', 'Isaac E. Bábel', 'Mikhail Sholokhov', 'Boris Pasternak', 'Aleksandr Solzhenitsyn', 'Leo N. Tolstoi']","['4.06', '3.88', '4.00', '4.08', '4.03', '4.05', '3.83']",[],[],[],"TOMO IX, RUSIA II : LEÓN TOLSTOI: LA SONATA A KREUTZER, MÁXIMO GORKI:CAMINANDO POR EL MUNDO, ISAAK E. BABEL: CABALLERÍA ROJA, MIJAÍL A. SHÓLOJOV: LUCHARON POR LA PATRIA, BORÍS PASTERNAK: EL AÑO 1905, ALEKSANDR I. SOLZHENITSYN: LA CASA DE MATRIONA."
37753967,44202,Stories from Modern Russia Winter's Tales 7,5513894,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1962,,,eng,St Martin's Pres,false,59375583,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1961,,,4.00,1,0,"['16027416', '271428', '2817846', '204616', '328118', '179522', '17545912', '17545913', '44202', '17545914', '5127513']","['C.P. Snow', 'Pamela Hansford Johnson', 'Alexander Tvardovsky', 'Robert Daglish', 'Konstantin Paustovsky', 'Peter Henry', 'S. Zalygin', 'Helen Rapp', 'Mikhail Sholokhov', 'Nikolay Yevdokimov', 'Vladimir Tendryakov']","['3.87', '3.62', '3.87', '3.99', '4.29', '4.00', '4.00', '4.00', '4.08', '4.00', '4.03']",[],[],[],
52377567,44202,নিরুপায় হন্তারক,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72401152,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],Russian short story about killing of sons by their father
43531114,44202,Yaşam Bu Mu?,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572345214l/43531114._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572345214l/43531114._SY75_.jpg,1965,,,tur,Günce Yayınları,false,67708436,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['44202'],['Mikhail Sholokhov'],['4.08'],['5352251'],['Suat Derviş'],['4.07'],
29908054,44202,Doni mesék,,9789639828827,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460532898l/29908054._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460532898l/29908054._SX50_.jpg,2011,,,hun,Metrolpolis Media,false,50283950,1,3,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,1,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],
1849518,44202,At the Bidding of the Heart,1410105849,9781410105844,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,6,3,,Fredonia Books (NL),false,1850001,1,7,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],"This book contains essays, sketches, speeches and papers by Mikhail Sholokhov, who wrote the world-famous And Quiet Flows the Don and Virgin Soil Upturned. Mikhail Sholokhov was a Member of the Academy of Sciences of the U.S.S.R., Lenin and Nobel Prize winner."
19545822,44202,El Potrillo,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,27676031,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],
30116428,44202,ทุ่งสีคราม,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462457674l/30116428._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462457674l/30116428._SX50_.jpg,1981,,,tha,"คลังสมุด ""ดาวฤกษ์""",false,50540888,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],เรื่องสั้นของโซโลคอฟ ทีไ่ด้คัดเลือกมาในเล่มนี้ เป็นส่วนหนึ่งของความปรารถนาทั่วไปของผู้ประพันธ์ ที่จะสะท้อนให้เห็นการเปลี่ยนแปลงอย่างถอนรากถอนโคนในชีวิตความเป็นอยู่และความนึกคิดของประชาชน อันเกิดมาจากผลกระทบของสงครามโลกครั้งที่หนึ่ง และจากมหาปฏิวัติเดือนตุลาคม<br /><br />...<br /><br />ปี 1962 โซโลคอฟเข้ารับปริญญาดุษฎีบัณฑิตทางด้านนิติศาสตร์กิตติมศักดิ์ที่มหาวิทยาลัย เซนต์ แอนดรูว์<br /><br />ปี ค.ศ. 1965 สำนักราชบัณฑิตยสภาของสวีเดน ได้มอบรางวัลโนเบล สาขาวรรณดีให้แก่เขา
35160874,44202,Ο ήρεμος Ντον - Τόμος Β',,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495042145l/35160874._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495042145l/35160874._SX50_.jpg,,,,rus,,false,76935563,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,"['44202', '9787598']","['Mikhail Sholokhov', 'Μιχαήλ Σόλοχωφ']","['4.08', '4.33']",[],[],[],
3419296,44202,Сочинения,5700000040,9785700000048,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,Книжная палата,false,3459760,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2000,,,3.00,1,0,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],
29230124,44202,Rus ədəbiyyatı antalogiyası (II cild),9789952442,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455975094l/29230124._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455975094l/29230124._SX50_.jpg,2007,11,9,aze,Avrasiya Press,false,49469356,1,7,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2007,11,9,3.00,1,0,"['15014306', '15014307', '15014308', '15014309', '405589', '232932', '410680', '3137322', '128382', '5031025', '3072763', '24951', '14167341', '24953', '3873', '34055', '137074', '5152', '6454067', '44202', '13603396', '4456328', '1155349', '64625', '39839', '15014311']","['Rüstəm Kamal', 'Telman Vəlixanlı', 'Umud Rəhimoğlu', 'Mübariz Piri', 'Nikolay Karamzin', 'Nikolai Gogol', 'Ivan Turgenev', 'Fyodor Dostoyevsky', 'Leo Tolstoy', 'Anton Chekhov', 'Maxim Gorky', 'Aleksandr Kuprin', 'Ivan Alekseyevich Bunin', 'Leonid Andreyev', 'Mikhail Bulgakov', 'Isaac Babel', 'Mikhail Zoshchenko', 'Vladimir Nabokov', 'Andrei Platonov', 'Mikhail Sholokhov', 'Victor Astafiev', 'Yury Kazakov', 'Vasily Shukshin', 'Tatyana Tolstaya', 'Vladimir Sorokin', 'Aleksey Varlamov']","['3.00', '3.00', '3.00', '3.00', '3.52', '4.04', '3.92', '4.18', '4.06', '3.96', '3.88', '4.07', '4.05', '4.04', '4.23', '4.08', '4.06', '3.89', '3.96', '4.08', '3.98', '3.10', '4.13', '3.92', '3.68', '3.00']","['13732669', '14853373', '15014312', '8522060']","['Mikayıl Rzaquluzadə', 'Anar', 'Hüseyn Şərif', 'Ələviyyə Babayeva']","['4.20', '4.14', '4.25', '4.00']","İki cildlik ""Rus ədəbiyyatı antalogiyası""nın bu cildinə klassik və müasir rus nəsrinin tanınmış nümayəndələrinin əsərləri daxil edilmişdir.<br />Antalogiya tərtib edilərkən son illərin tərcümələrinə üstünlük verilmişdir."
51132863,44202,"Донские рассказы. Часть 1 (Донские рассказы, #1).",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581328412l/51132863._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581328412l/51132863._SX50_.jpg,2016,12,13,rus,АРДИС,false,75924036,1,2,1,1,0,5:0|4:0|3:0|2:0|1:1|total:1,,,,1.00,1,0,"['44202', '15807606', '20006362']","['Mikhail Sholokhov', 'Михаил Александрович Шолохов', 'Игорь Тарадайкин']","['4.08', '4.26', '1.00']",[],[],[],"В предлагаемую вашему вниманию аудиокнигу вошло несколько рассказов Михаила Александровича Шолохова из донского цикла, мастерски прочитанных его земляком Игорем Георгиевичем Тарадайкиным.<br /><br />Михаил Шолохов был свидетелем и участником кровавых событий гражданской войны, захлестнувшей нашу страну в начале ХХ века. Отношение казачества к революции, тяжесть выбора правой стороны и необходимость поднимать оружие на братьев – всё это было пережито самим писателем.<br /><br />Рассказы, вошедшие в сборник, – «Родинка», «Коловерть», «Семейный человек», «Чужая кровь» – сухие, малоэмоциональные и оттого невероятно достоверные истории жизни разных людей, попавших под беспощадные колеса революционных изменений. Даже смерть изображена с крайней обыденностью, в которой чувствуется невероятный трагизм времени, где уход из жизни привычен и непримечателен."
53042123,44202,Azúrkék puszta,9632715624,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73369006,1,1,0,0,1,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,1,['44202'],['Mikhail Sholokhov'],['4.08'],"['6949786', '4422250', '7326426']","['László Bratka', 'Imre Makai', 'András Soproni']","['4.33', '4.15', '3.83']","""- Hát ez miféle kóró ott a sarokban?<br />– Azon alszom.<br />– Na, megnézzük! – Az apa odalépett a sarokba, leguggolt, lassan széttúrta a hitvány, zörgő gazt és napraforgószárat.<br />Mityka mögötte. Az apja hátán feszülő kék egyenruhán káprázó körök táncoltak.<br />Egy perc múltán az apa szájából rekedt ordítás tör elő:<br />– Há-á-á-á … Ez mi?<br />A barna szárak közül előbukkan Fjodor mezítelen lába. Az apa jobb kezével az oldalán lógó pisztolytáska után kap. Mityka imbolyogva felugrik, keményen megmarkolja a fal mellé támasztott baltát, felnyög a torkát hirtelen elszorító görcstől, aztán teljes erőből meglendíti a baltát, és lesújt apja tarkójára…"""
42614653,44202,Oni su se borili za domovinu,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541192235l/42614653._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541192235l/42614653._SX50_.jpg,1979,,,scr,Svjetlost,false,66328249,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],"Djelo velikog ruskog književnika Mihaila Aleksandroviča Šolohova poznatijeg po romanu Tihi Don, jednim od najčitanijih romana ruske i svjetske književnosti."
46272825,44202,Virgin Soil Upturned,0370000862,9780370000862,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71273905,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],
6596583,44202,Sturm über der Steppe,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1978,,,ger,Verlag der Nation,false,6790351,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1978,,,0.00,0,0,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],
40390414,44202,Они сражались за Родину. Судьба человека. Слово о Родине,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528235454l/40390414._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528235454l/40390414._SY75_.jpg,1983,,,rus,Художественная литература,false,62703479,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['44202', '15807606']","['Mikhail Sholokhov', 'Михаил Александрович Шолохов']","['4.08', '4.26']",[],[],[],"Теме героического подвига советского народа в Великой Отечественной войне — одной из главных в творчестве мастера литературы социалистического реализма Михаила Александровича Шолохова — посвящены главы романа «Они сражались за родину» (1943—1969), рассказ «Судьба человека» (1956—1957) и очерк «Слово о Родине» (1948), в которых автор стремится поведать миру суровую правду о том, какой огромной ценой оплатил советский народ за право человечества на будущее."
48625939,44202,Savaş Esirleri,,9780201379181,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572344099l/48625939._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572344099l/48625939._SX50_.jpg,2015,,,tur,Adnis Yayınları,false,73964614,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],
18216035,44202,Terra e Sangue,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374252619l/18216035._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374252619l/18216035._SX50_.jpg,1956,,,por,Vitória,false,25642507,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1956,1,1,0.00,0,0,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],
7327046,44202,The Don Flows Home To The Sea   Part 2 Of 2,0736601872,9780736601870,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,76931796,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],
48626023,44202,Yazarın Sorumluluğu,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1983,,,tur,De Yayınevi,false,73964763,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],
51974099,44202,Viņi cīnījās par dzimteni,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72941812,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1973,,,0.00,0,0,"['44202', '19476749', '15807606']","['Mikhail Sholokhov', 'Sergejs Adamovičs', 'Михаил Александрович Шолохов']","['4.08', '0.0', '4.26']",[],[],[],
25554299,44202,Der Junge mit dem Schmetterling,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483476612l/25554299._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483476612l/25554299._SX50_.jpg,1970,,,ger,Berlin : Kinderbuchverlag,false,45349462,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1970,1,1,0.00,0,0,"['1541584', '5357832', '8524762', '327759', '13531795', '3504536', '444847', '982411', '4575916', '537783', '44202', '328118', '7328558', '5726340', '537813']","['Gerhard Holtz-Baumert', 'Lev Kassil', 'Vera Panova', 'Mikhail Prishvin', 'Nikolay Nosov', 'Yuri Kazakov', 'Nikolai Ostrovsky', 'Anatoly Aleksin', 'Anton S. Makarenko', 'Alexander Serafimovich', 'Mikhail Sholokhov', 'Konstantin Paustovsky', 'Valentin Kataev', 'Леонид Пантелеев', 'Arkady Gaydar']","['3.98', '4.18', '4.29', '3.99', '4.24', '4.09', '3.83', '4.31', '4.21', '3.32', '4.08', '4.29', '4.01', '4.37', '3.89']",['5299890'],['Max Hummeltenberg'],['3.00'],Für Leser von 12 Jahren an.<br /><br />enth.:<br />- Nikolai Ostrowski - Die Sirene<br />- Anton Makarenko - Grischka<br />- Alexander Serafimowitsch - Zwei Menschen und zwei Tode<br />- Michail Scholochow - Aljoschkas Herz<br />- Konstantin Paustowski - Der Opfergang der Flotte<br />- Valentin Katajew - Der Junge mit dem Schmetterling<br />- L. Pantelejew - Die grünen Mützchen<br />- Arkadi Gaidar - Der heiße Stein<br />- Lew Kassil - Einer war nicht dabei<br />- Wera Panowa - Wolodja<br />- Michail Prischwin - Wasja Wesjolkin<br />- Nikolai Nossow - So ein Schlingel<br />- Anatoli Alexin - Ich habe Maika nichts gesagt<br />- Juri Kasakow - Der rote Vogel
40534738,44202,Ryska noveller,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562080036l/40534738._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562080036l/40534738._SY75_.jpg,1960,,,swe,Almqvist & Wiksell,false,62929914,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1960,,,0.00,0,0,"['3037301', '19320598', '5031025', '14929783', '3072763', '14041535', '14167341', '261569', '18129682', '537783', '18129683', '24951', '7902', '44202', '7592745', '172743', '4325481', '17552578', '16958274', '328118', '5360926', '16711929', '1304124', '7046914', '4064014']","['Hans Björkegren', 'Victor Bohm', 'Anton Chekhov', 'Anton Tjechov', 'Maxim Gorky', 'Maksim Gorkij', 'Ivan Alekseyevich Bunin', 'Aleksey Konstantinovich Tolstoy', 'Aleksej Tolstoj', 'Alexander Serafimovich', 'Aleksandr Serafimovitj', 'Aleksandr Kuprin', 'Boris Pasternak', 'Mikhail Sholokhov', 'Michail Sjolochov', 'Vera Inber', 'Nikolai Tikhonov', 'Nikolaj Tichonov', 'Ilja Ilf', 'Konstantin Paustovsky', 'Konstantin Paustovskij', 'Nina Novoselova', 'Yuri Nagibin', 'Jurij Nagibin', 'Bo Mossberg']","['4.06', '0.0', '3.96', '3.64', '3.88', '3.91', '4.05', '4.00', '3.82', '3.32', '0.0', '4.07', '4.03', '4.08', '3.80', '3.95', '3.25', '0.0', '3.91', '4.29', '4.38', '0.0', '4.19', '4.16', '4.31']",[],[],[],"I urval och översättning av Hans Björkegren och Victor Bohm; illustr. av Bo Mossberg.<br /><br />De ryska berättarna har stor lockelse för svensk publik, det visar nya upplagor och nya sammanbindningar av författare från tiden både före och efter revolutionen, från Pusjkin till Pasternak.<br /><br />Vad är det som fängslar vår fantasi? Kanske mest deras obevekliga verklighetssyn, deras grymma klarhet, förenat med medlidande och förlösande humor. De skildrar missförhållanden och oarter i samhället. De visar människans storhet och elände under tsarismen och under eller efter den omstörtande revolutionen. Men därtill kommer ofta en underbar naturskildring från ett land med ytterligheter också i årstidernas växlingar, med heta, kvava somrar och järnhårda vintrar.<br />Det urval som här presenteras av både äldre och yngre författare vill ge en allsidig bild av det vi brukar kalla ""det ryska kynnet""."
