id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
36467763,36635,Historias: Edición de Rocío Fernández Berrocal,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,58176048,1,3,10,3,1,5:0|4:1|3:2|2:0|1:0|total:3,,,,3.33,3,1,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
37783005,36635,Χώρος,,9786185257170,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514744368l/37783005._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514744368l/37783005._SX50_.jpg,2017,,,gre,Bibliotheque,false,59433871,1,4,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,0,"['36635', '17558572']","['Juan Ramón Jiménez', 'Χουάν Ραμόν Χιμένεθ']","['3.82', '5.00']",['6861268'],['Βασίλης Λαλιώτης'],['4.23'],"Στο σύρμα του γαλάζιου, το συμπαντικό σπουργίτι κελαηδούσε, το σπουργίτι κι εγώ τραγουδούσαμε, μιλούσαμε, και το άκουγε η φωνή της γυναίκας στον άνεμο του κόσμου.<br />Τί γωνιά πια για ν' ακολουθήσει η φαντασία μου!<br /><br /><br />Ο ""Χώρος"", ένα ποίημα ποταμός σε πρόζα, θεωρείται από πολλούς παγκοσμίως, όχι μόνο το σημαντικότερο ποίημα στην Ισπανία του εικοστού αιώνα, αλλά μια από τις κορυφώσεις της παγκόσμιας ποίησης.<br />Γραμμένο από το 1941 και με διορθώσεις ως το 1954 από το Χουάν Ραμόν Χιμένεθ στην Αμερική, όπου βρέθηκε εξόριστος κατά και μετά τον Ισπανικό εμφύλιο, αποτελεί σήμερα το έργο συγκεντρώνει ένα διαρκές και σύντονο ενδιαφέρον και θεματικά και στυλιστικά.<br />Αποτελεί τρόπον τινά, όπως το χαρακτήρισαν οι κριτικοί την ποιητική αυτοβιογραφία του νομπελίστα του 1956.<br />Με την καθημερινή άσκηση της ποίησης να δημιουργεί αιωνιότητα και ύπαρξη για τον ποιητή και να προτείνεται σαν τρόπος για όλους διεξέρχεται συνειρμικά τα ποιητικά ιζήματα που αφήνει η παρουσία του στο χρόνο με ένα ρυθμό μουσικό και συνεχή που κόβει την ανάσα στον αναγνώστη.<br />Ο ""Χώρος"" αποτελεί την αρχή μιας νέας ποιητικής, της τρίτης κατά σειράν στην μεγάλη πορεία του έργου του Χιμένεθ, όπου κυρίως εμφανίζεται το υπαρξιακό ερώτημα με τη μορφή ενός πεπρωμένου.<br />Το βιβλίο συνοδεύεται από τις πρώτες μορφές του που ήταν σε στίχο πριν την τελική που είναι σε πεζό και περιέχει όλα τα κατατοπιστικά στοιχεία για να στηρίξουν την ανάγνωσή του."
2440797,36635,Olvidos De Granada: (Facsm̕il Del Original De 1945 Y Varios Textos Inďitos Del Poeta),8485417038,9788485417032,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,2447991,1,3,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,0,"['36635', '5482733']","['Juan Ramón Jiménez', 'Juan Ramn̤ Jimňez']","['3.82', '4.50']",[],[],[],
12195714,36635,Libros De Amor: 1911 1912:  Libro Inédito,8496067327,9788496067325,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466437195l/12195714._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466437195l/12195714._SY75_.jpg,1900,,,spa,,false,17168140,1,5,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,2007,1,1,4.50,2,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
39327022,36635,Marga: Edición de Juan Ramón Jiménez,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,60949256,1,3,9,2,1,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,1,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
17621854,36635,Idilios,,9788415593256,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436713360l/17621854._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436713360l/17621854._SY75_.jpg,2013,,,spa,La Isla de Siltolá,false,24589226,1,5,9,3,0,5:0|4:1|3:1|2:1|1:0|total:3,2013,1,1,3.00,3,0,"['36635', '345189', '1782471']","['Juan Ramón Jiménez', 'Antonio Colinas', 'Rocío Fernández Berrocal']","['3.82', '3.76', '3.00']",[],[],[],
36065269,36635,Baladas para después,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503087963l/36065269._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503087963l/36065269._SY75_.jpg,1908,,,,,false,57646757,1,2,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
28196573,36635,Sevilla,,9788493199579,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450125830l/28196573._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450125830l/28196573._SY75_.jpg,2002,,,spa,Fundación José Manuel Lara,false,48224159,1,3,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,,,,4.00,2,0,"['36635', '1805006']","['Juan Ramón Jiménez', 'Rogelio Reyes Cano']","['3.82', '3.07']",[],[],[],"""Sevilla fue para Juan Ramón una referencia biográfica de primer orden desde su llegada en 1896. En ella permaneció hasta 1900, viviendo experiencias de bohemia y esparcimiento que nos dan la clave de su persistente nostalgia de la ciudad, asociada al recuerdo de esa primera juventud feliz y despreocupada en la que apenas frecuentó la Universidad y sí cenáculos artísticos y literarios. El resultado de su devoción es esta gavilla de breves poemas en prosa que hoy podemos admirar en su estilizada belleza como pequeñas piezas maestras de una inacabada sinfonía lírica y sentimental"" (Rogelio Reyes Cano)"
29490966,36635,Poemas de amor,,9789871157976,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457807490l/29490966._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457807490l/29490966._SX50_.jpg,2007,11,,spa,Editorial Bonsai,false,49774596,1,8,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,,,,4.00,2,0,"['4026', '30195', '105076', '36401', '34575', '97436', '119735', '34610', '4620250', '44150', '34604', '140617', '175807', '25824', '500', '26449', '7469', '211482', '36635', '248175', '25575', '321535', '54952', '5761059']","['Pablo Neruda', 'Mario Benedetti', 'Nicolás Guillén', 'Amado Nervo', 'Gustavo Adolfo Bécquer', 'César Vallejo', 'Vicente Aleixandre', 'Antonio Machado', 'Dámaso Alonso', 'Federico García Lorca', 'Francisco de Quevedo', 'Gabriela Mistral', 'Alfonsina Storni', 'Julio Cortázar', 'Jorge Luis Borges', 'Horacio Salas', 'Octavio Paz', 'Gerardo Diego', 'Juan Ramón Jiménez', 'Oliverio Girondo', 'Rubén Darío', 'Macedonio Fernández', 'Rafael Alberti', 'Jorge Stanojevic']","['4.31', '4.10', '3.99', '3.93', '4.04', '4.22', '3.92', '4.05', '3.81', '3.98', '3.75', '4.00', '3.97', '4.22', '4.30', '3.61', '4.14', '3.72', '3.82', '4.20', '3.88', '3.96', '3.79', '4.00']",[],[],[],Antología poética de bolsillo.
16149600,36635,DiVersos,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352906270l/16149600._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352906270l/16149600._SX50_.jpg,2007,,,por,Edições Sempre em Pé,false,21984923,1,4,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,2007,1,1,4.00,2,0,"['5866237', '6389292', '1914806', '5031312', '10547', '141003', '36635', '446692']","['Rui Tinoco', 'Nicolau Saiao', 'Antonio Salvado', 'Dante Alighieri', 'E.E. Cummings', 'Yiannis Ritsos', 'Juan Ramón Jiménez', 'Tomas Tranströmer']","['4.27', '3.57', '3.20', '4.02', '4.25', '4.43', '3.82', '4.08']",[],[],[],Revista de poesia e tradução (nº12)
36466277,36635,Poesías últimas escojidas,8423920992,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508809428l/36466277._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508809428l/36466277._SY75_.jpg,1982,,,spa,Espasa-Calpe,false,58173950,1,2,8,2,1,5:1|4:0|3:1|2:0|1:0|total:2,,,,4.00,2,1,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],"(1918-1958)<br />Edición, prólogo y notas de Antonio Sánchez de Romeralo.<br />Selecciones Austral."
15737674,36635,Libros de amor. Poesie erotiche di un premio Nobel,,9788895962283,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341515479l/15737674._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341515479l/15737674._SY75_.jpg,2009,,,ita,Fausto Lupetti Editore,false,21421806,1,6,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,2009,1,1,4.00,2,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
39583198,36635,Eternidades: Verso (1916-1917) (Classic Reprint),0365319333,9780365319337,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545876136l/39583198._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545876136l/39583198._SX50_.jpg,2018,12,17,,Forgotten Books,false,61180644,2,2,8,2,1,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,1,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],"Excerpt from Eternidades: Verso (1916-1917)<br /><br />Que por m� vayan todos los que no las conocen, a las cosas; que por m� vayan todos los que ya las olvidan, a las cosas.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
36413187,36635,Antolojía personal,847522,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508011172l/36413187._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508011172l/36413187._SY75_.jpg,1996,,,spa,Visor Libros,false,58108724,1,2,8,2,1,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,1,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],Antolojía personal de Juan Ramón Jiménez con poemas recitados por él mismo. Contiene CD.<br />Colección Visor de la Poesía
9747951,36635,Melancolía: 1910 1911,8475220339,9788475220338,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466224345l/9747951._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466224345l/9747951._SY75_.jpg,,,,spa,,false,14637133,2,6,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,2007,1,1,4.00,2,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
5333794,36635,"Pierre et ciel, 1917-1918 (édition bilingue)",271430401X,9782714304018,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466223849l/5333794._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466223849l/5333794._SY75_.jpg,1990,11,1,,J. Corti,false,14637130,3,8,8,4,1,5:0|4:0|3:2|2:0|1:2|total:4,1981,,,2.00,1,0,"['36635', '227770']","['Juan Ramón Jiménez', 'Bernard Sesé']","['3.82', '3.18']",[],[],[],
28433125,36635,Viajes y sueños,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451762446l/28433125._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451762446l/28433125._SY75_.jpg,2008,,,spa,Visor,false,48546674,1,2,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
12727236,36635,Cuentos con cuerpo / Stories with A Body,8478840362,9788478840366,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466687540l/12727236._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466687540l/12727236._SX50_.jpg,,,,spa,,false,17863921,3,13,7,3,0,5:0|4:0|3:2|2:0|1:1|total:3,2008,3,17,2.33,0,0,"['34604', '461848', '36635', '383150', '5234371']","['Francisco de Quevedo', 'Pedro Antonio de Alarcón', 'Juan Ramón Jiménez', 'Ramón Gómez de la Serna', 'Llu']","['3.75', '3.72', '3.82', '3.91', '0.0']",[],[],[],
22725025,36635,Nobelpristagare: Dikter,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405374054l/22725025.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405374054l/22725025._SX50_.jpg,1966,,,swe,Svalans lyrikklubb/Bonniers,false,41915312,2,10,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,1964,1,1,3.50,1,0,"['8307097', '4420496', '3119996', '648081', '966415', '570804', '6989', '142051', '36913', '599498', '337113', '18317', '29963', '1545124', '140617', '1113469', '18540', '89330', '36635', '7902', '599188', '275175', '16853363']","['Sven Lindner', 'Anders Österling', 'Sully Prudhomme', 'Bjørnstjerne Bjørnson', 'Frédéric Mistral', 'Giosuè Carducci', 'Rudyard Kipling', 'Maurice Maeterlinck', 'Rabindranath Tagore', 'Verner von Heidenstam', 'Carl Spitteler', 'Knut Hamsun', 'W.B. Yeats', 'Johannes V. Jensen', 'Gabriela Mistral', 'Hermann Hesse', 'T.S. Eliot', 'Pär Lagerkvist', 'Juan Ramón Jiménez', 'Boris Pasternak', 'Salvatore Quasimodo', 'Saint-John Perse', 'George Seferis']","['3.67', '3.27', '3.32', '3.38', '3.54', '3.54', '3.93', '3.79', '4.13', '3.16', '3.42', '4.00', '4.16', '3.74', '4.00', '4.05', '4.16', '3.80', '3.82', '4.03', '4.09', '3.87', '4.27']","['5396262', '6578711', '1041592', '37086', '621106', '1073815', '5554612', '8386595', '1276808', '6361322', '8307135', '3068025', '6221898', '1701137', '4138077', '6452831', '4588769', '446692', '8386596', '4732315', '2984275', '7204991', '97178', '6362619', '4577631', '3153474', '8386597']","['Sten Selander', 'Emil Zilliacus', 'Karl Asplund', 'Karin Boye', 'Bo Bergman', 'Gunnar Ekelöf', 'Andrea Butenschön', 'Nils Svanberg', 'Erik Blomberg', 'Johannes Edfelt', 'Petter Bergman', 'Hjalmar Gullberg', 'Bertil Malmberg', 'Erik Mesterton', 'Arne Häggqvist', 'Ebbe Linde', 'Björn Julén', 'Tomas Tranströmer', 'Magda Lagerman', 'Nils Åke Nilsson', 'Ralf Parland', 'Leo Lindeberg', 'Östen Sjöstrand', 'Sture Axelson', 'Göran O. Eriksson', 'Erik Lindegren', 'Börje Knös']","['3.20', '3.48', '4.33', '3.79', '3.37', '3.94', '4.00', '4.00', '3.41', '3.52', '3.00', '3.56', '3.42', '4.05', '3.54', '3.57', '3.07', '4.08', '2.75', '3.71', '3.26', '3.62', '3.57', '3.64', '3.41', '3.65', '3.00']",
15156579,36635,Ellos: Libro Inedito,8496067270,9788496067271,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466436388l/15156579._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466436388l/15156579._SY75_.jpg,2006,,,,,false,20811771,1,3,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,,,,3.50,2,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
3872318,36635,Moguer,8481630799,9788481630794,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1996,,,,,false,5886891,1,2,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,1992,,,3.50,2,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
797561,36635,Canción,8432206881,9788432206887,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,783527,1,5,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,1995,9,,3.50,2,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
17283023,36635,Μικρή ποιητική ανθολογία,,978960537137,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359053287l/17283023._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359053287l/17283023._SY75_.jpg,2011,,,gre,Απόπειρα,false,23900515,1,4,6,2,0,5:0|4:1|3:0|2:1|1:0|total:2,2011,1,1,3.00,2,0,['36635'],['Juan Ramón Jiménez'],['3.82'],['6904935'],['Άννα Βερροιοπούλου'],['3.64'],"ΔΙΓΛΩΣΣΗ ΕΚΔΟΣΗ, ΕΛΛΗΝΙΚΑ - ΙΣΠΑΝΙΚΑ<br />[...] Στην ποίηση του Χιμένεθ τα γράμματα των στίχων είναι σαν νότες σε παρτιτούρα, που παράγουν μία μελωδία. Η παρούσα μετάφραση προσπάθησε, όπου και όσο αυτό ήταν δυνατό, να σεβαστεί τη μουσικότητα των ποιημάτων, χωρίς φυσικά να αναπαραγάγει την τελική ""μελωδία"" του πρωτοτύπου. Τέλος, ελήφθη υπόψη η χρήση της ισπανικής την εποχή της συγγραφής των ποιημάτων, καθώς και η διαφορετική χρήση της γλώσσας από τον ποιητή κατά τις διαφορετικές περιόδους του. Ως παράδειγμα αναφέρουμε την προτίμησή του για την πιο κοινή λέξη verano ""καλοκαίρι"" αντί για estio ""θέρος"" από τη δεύτερη περίοδο και μετά."
35667442,36635,Elegías,,9788475220222,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1910,,,,,false,57128321,1,3,6,2,0,5:0|4:1|3:0|2:1|1:0|total:2,1910,,,3.00,2,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
41537684,36635,Piedra Y Cielo: Verso (1917-1918) (Classic Reprint),1391556704,9781391556703,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535517632l/41537684._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535517632l/41537684._SX50_.jpg,2018,8,22,,Forgotten Books,false,64805308,2,3,6,2,0,5:0|4:0|3:2|2:0|1:0|total:2,,,,3.00,2,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],"Excerpt from Piedra y Cielo: Verso (1917-1918)<br /><br />Uanto tardas en salir, sol de hoy, sol de hoy! �sal, que me ahogo! �que parece que me est�n reteniendo el coraz�n!<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
25854836,36635,ای دل بمیر یا بخوان,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436121579l/25854836._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436121579l/25854836._SX50_.jpg,,,,,,false,45723555,1,7,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['36635', '14144309']","['Juan Ramón Jiménez', 'مهدی اهوان لنگرودی']","['3.82', '5.00']",[],[],[],
24131570,36635,Ja nisam ja,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419725598l/24131570._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419725598l/24131570._SY75_.jpg,1977,,,srp,Rad,false,43722689,1,3,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1977,1,1,5.00,1,0,['36635'],['Juan Ramón Jiménez'],['3.82'],"['6586661', '11365242']","['Raša Livada', 'Nadežda Zarubica-Milekić']","['4.34', '5.00']",
50970524,36635,Libros de poesía: Sonetos espirituales/Estío/Diario de un poeta reciencasado/Eternidades/Piedra y cielo/Belleza/Poesía/La estación total/Animal de fondo,8403560214,9788403560215,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73451720,1,1,5,1,1,5:1|4:0|3:0|2:0|1:0|total:1,1959,,,5.00,1,1,"['36635', '19626037']","['Juan Ramón Jiménez', 'Agustín Caballero']","['3.82', '5.00']",[],[],[],"Recopilación de los libros de poesía de J.R. Jiménez (Premio Nobel Literatura 1956) que se publicaron a partir de 1916, por orden cronológico, no de aparición, sino de creación."
39731178,36635,Sonetti e altre poesie d'amore,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523019433l/39731178._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523019433l/39731178._SY75_.jpg,1974,3,1,ita,Newton Compton Italiana,false,61422434,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['36635', '784925', '290537']","['Juan Ramón Jiménez', 'Carlo Bo', 'Claudio Rendina']","['3.82', '3.78', '3.83']",[],[],[],Testo spagnolo a fronte.<br /><br />Contiene:<br />Estate (Estio)<br />Sonetti spirituali (Sonetos espirituales)
4297125,36635,Mi Rubén Darío,8486842328,9788486842321,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1990,,,,,false,4344712,2,5,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1990,,,5.00,1,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
43696972,36635,"Prosa Lírica, Tomo I",,9788496452718,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548347370l/43696972._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548347370l/43696972._SY75_.jpg,2009,5,,spa,Fundación José Antonio de Castro,false,67992022,1,1,5,1,1,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,1,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],"La presente antología da buena cuenta de la gran diversidad de registros poéticos que manejó Juan Ramón Jiménez y muestra su mejor prosa lírica reunida ahora en un solo tomo como era deseo del autor, que soñaba con una edición unificada que concibiera su obra como totalidad. De hecho, su célebre Platero y yo fue pensado también como parte de un conjunto más amplio que se integrase en el segundo ciclo temático del presente volumen, y titulado “Elejías andaluzas”. Se trata de una serie de retratos y anécdotas donde el poeta evoca su infancia en Moguer, y constituye una de las mejores colecciones de retratos poéticos que ha dado la poesía española del siglo xx. Los “Libros de Madrid” recorren las distintas etapas de su vida en Madrid desde su primer viaje a la capital en 1900 y giran en torno a la Institución Libre de Enseñanza, cuya profunda huella en la estética juanramoniana queda también plasmada en otro escrito de este mismo ciclo, Un león andaluz."
9969291,36635,Verde verderol/ Green Greenery: Antologia de verso y prosa/ Anthology of Verse and Prose,8426361269,9788426361264,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,14863448,1,1,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,2006,7,30,5.00,1,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
38587013,36635,La Frente Pensativa,9798496067,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518665852l/38587013._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518665852l/38587013._SX50_.jpg,2009,,,spa,Ediciones Linteo,false,60189253,1,1,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
35240617,36635,Por el cristal amarillo,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495982264l/35240617._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495982264l/35240617._SY75_.jpg,,,,,,false,56591091,1,1,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
34097526,36635,La colina de los chopos,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485976884l/34097526._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485976884l/34097526._SY75_.jpg,,,,,,false,55116291,1,1,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
314966,36635,Juan Ramon Jimenez Y Los Ninos/ Juan Ramon Jimenez and the Children,8424112970,9788424112974,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,2,1,,Everest Publishing,false,305802,1,8,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2006,2,6,4.00,1,0,"['181171', '36635']","['Lola González', 'Juan Ramón Jiménez']","['3.20', '3.82']",[],[],[],
13128463,36635,Musica de Otros: Traducciones y Parafrasis,846722195X,9788467221954,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,18304499,2,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
