id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
3228331,7902,"Гамлет, принц Датский",5170243332,9785170243334,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318577075l/3228331._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318577075l/3228331._SY75_.jpg,2004,,,rus,"AST, Ermak",false,1885548,4652,1088193,2815150,700211,12149,5:271462|4:235402|3:142311|2:38263|1:12773|total:700211,1603,,,4.02,16,0,['947'],['William Shakespeare'],['3.87'],['7902'],['Boris Pasternak'],['4.03'],"Лучшее из произведений Шекспира.<br />Пьеса, о которой писали не сотни - тысячи критиков, философов и историков.<br />Пьеса, не сходившая со сцены со дня ее премьеры - и до наших дней, экранизированная десятки раз, переведенная на все языки мира...<br />""Гамлета"" можно воспринимать как угодно - в духе классики, маньеризма, модернизма, постмодернизма... однако не нашлось еще человека, которого не потрясла бы трагедия о принце Датском..."
34112927,7902,Gedichten,,9789028260740,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541542641l/34112927._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541542641l/34112927._SY75_.jpg,2016,11,,nl,Uitgeverij Van Oorschot,false,55141324,1,11,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,0,['7902'],['Boris Pasternak'],['4.03'],"['5755691', '1989367']","['Margriet Berg', 'Marja Wiebes']","['3.90', '4.05']","Pasternak werd wereldberoemd met zijn roman Dokter Zjivago, maar hij was in de eerste plaats een dichter. Onder invloed van Majakovski begon hij na zijn studietijd gedichten te schrijven. In 1913 verscheen zijn eerste bundel Een tweeling in wolken. Halverwege de jaren dertig kreeg Pasternak last van de machthebbers: hem werd verweten een 'wereldbeschouwing die niet strookt met de tijdgeest' te hebben. Hij vestigde zich in een datsja in het schrijversdorp Peredelkino, waar hij tot het einde van zijn leven bleef wonen en schrijven. Vlak voor zijn dood schreef hij het aangrijpende gedicht 'De Nobelprijs', dat begint met de regels: Als een dier ben ik in 't nauw gedreven. Ergens is er licht, zijn mensen vrij, Maar het jachtsignaal is al gegeven, En een uitweg is er niet voor mij. Margriet Berg en Marja Wiebes, de veelgeprezen vertalers, hebben Pasternaks gedichten in een werkelijk schitterend Nederlands gegoten. Pasternaks poëzie is poëzie van het allerhoogste niveau."
2193740,7902,"Correspondance, 1922-1936",2845451113,9782845451117,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336164471l/2193740._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336164471l/2193740._SY75_.jpg,2005,10,27,fre,Editions des Syrtes,false,2199477,1,12,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,0,"['7902', '5786093']","['Boris Pasternak', 'Marina Tsvetaeva']","['4.03', '4.28']","['3173388', '242834']","['Eveline Amoursky', 'Luba Jurgenson']","['3.86', '3.82']","La rencontre annoncée dans cette correspondance entre deux génies de poésie russe du XXe siècle est un événement littéraire exceptionnel. Exceptionnelle, elle l'est doublement, cette relation épistolaire entre poète soviétique et poète de l'émigration, alors que, après une phase de liberté surveillée où les échanges étaient encore possibles, la culture russe se scinde irrémédiablement, et ceci pour toute la durée de l'expérience soviétique. Boris Pasternak et Marina Tsvetaeva s'étaient rencontrés à Moscou en 1918. Ce n'est qu'en 1922 qu'ils se sont véritablement découverts au travers de leurs écrits respectifs. Pendant quatorze années, ils ont entretenu une correspondance d'une densité et d'une intensité rares dans laquelle se tissent, étroitement mêlées, passion sentimentale et poésie, sur fond d'époque historique et d'histoire littéraire. Plus de trois quarts des lettres échangées entre ces deux êtres radicalement différents sont inédits. Dessinant une courbe en arc de cercle, la relation se noue, suit un mouvement ascendant jusqu'à atteindre un pic paroxystique, décroît, se dénoue et finit par se défaire définitivement. Il faut lire les lettres de Tsvetaeva et de Pasternak comme leur poésie, comme une œuvre à part entière. Loin d'être en marge de leur destin littéraire, les lettres étaient, au cœur même de celui-ci, laboratoire de l'écriture - mais également laboratoire de la vie, car c'est au gré de ces lettres que se façonnent les événements majeurs de leur biographie. Les mots échangés sont dérobés à la vie, au quotidien, à la famille. La fille de Tsvetaeva, Ariadna Efron, avait décidé que ces lettres ne devaient être publiées qu'après cinquante ans, à condition que cette édition soit intégrale. Elle les confia aux Archives nationales de Moscou qui n'autoriseront leur parution qu'en l'an 2000."
44671816,7902,Svecha gorela.,5389145844,9785389145849,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,69328654,1,2,9,2,1,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,1,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
15999168,7902,Vida y Poesía,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356203876l/15999168._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356203876l/15999168._SX50_.jpg,1963,11,,spa,"Editorial Noguer, S. A.",false,21759998,1,3,9,2,1,5:1|4:1|3:0|2:0|1:0|total:2,1963,11,1,4.50,2,1,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
17693301,7902,Трудные повести. 30-е годы,5235017935,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364248037l/17693301._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364248037l/17693301._SY75_.jpg,1992,,,rus,Молодая гвардия,false,24730222,1,5,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,1992,1,1,4.50,2,0,"['445847', '6454067', '7902', '417859', '114805']","['Yury Tynyanov', 'Andrei Platonov', 'Boris Pasternak', 'Leonid Dobychin', 'Lydia Chukovskaya']","['4.08', '3.96', '4.03', '3.66', '3.99']",[],[],[],"В сборник входят русские советские повести трудной издательской, критической, читательской судьбы. Это произведения 30-х годов Ю. Тынянова, А. Платонова, Б. Пастернака, Л. Добычина, Л. Чуковской.<br /><br />Содержание:<br />- ""Восковая персона"", автор: Юрий Тынянов, стр. 19-132 <br />- ""Котлован"", автор: Андрей Платонов, стр. 133-246 <br />- ""Впрок. Бедняцкая хроника"", автор: Андрей Платонов, стр. 247-312<br />- ""Охранная грамота"", автор: Борис Пастернак, стр. 313-402 <br />- ""Город Эн"", автор: Леонид Добычин, стр. 403-482 <br />- ""Софья Петровна"", автор: Лидия Чуковская, стр. 483-560"
23261474,7902,Sedam ruskih pesnika,8613004288,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476538166l/23261474._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476538166l/23261474._SY75_.jpg,1990,,,srp,"Bigz, Beograd",false,42803160,1,8,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,1990,1,1,4.50,2,0,"['1253815', '295231', '99703', '7902', '7066990', '5786093', '487402', '11563']","['Stevan Raičković', 'Alexander Blok', 'Anna Akhmatova', 'Boris Pasternak', 'Osip Mandeljštam', 'Marina Tsvetaeva', 'Nikolay Alekseyevich Zabolotsky', 'Joseph Brodsky']","['4.36', '4.18', '4.31', '4.03', '4.50', '4.28', '3.70', '4.25']",[],[],[],
25816550,7902,Высокая болезнь,,9785389044098,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435584492l/25816550._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435584492l/25816550._SY75_.jpg,2012,,,rus,Азбука,false,79483962,2,4,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
20691119,7902,Kai nusigiedrija,590002552,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391292217l/20691119._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391292217l/20691119._SY75_.jpg,1989,,,lit,"""Vyturys""",false,40009058,1,8,8,3,0,5:1|4:0|3:0|2:1|1:1|total:3,1989,1,1,2.67,3,0,"['7902', '6407823']","['Boris Pasternak', 'Vytautas Rudokas']","['4.03', '2.83']",[],[],[],"Rusų poetas B. Pasternakas (1890 - 1960) teigė meno, nepaklūstančio jokiems išankstiniams užsakymams koncepciją. Jo eilėraščiuose itin ryškus pasaulio visumos pojūtis, suliejantis namų ir gamtos erdves, stichiška kūrybos jėga, ištirpdanti būties ir buities skyrą. B. Pasternako eilėraščių vertimai į lietuvių kalbą atskira knyga skelbiami pirmą kartą. Pagreičiui pateikiami tekstai originalo kalba."
22138274,7902,Lejdebrev,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400350881l/22138274.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400350881l/22138274._SX50_.jpg,1959,,,swe,FIB:s LYRIKKLUBB,false,41484557,1,5,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,1932,,,4.00,2,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
43814316,7902,Карусель,,9785389067035,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549122828l/43814316._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549122828l/43814316._SX50_.jpg,2016,,,rus,Machaon,false,68178453,1,2,8,2,1,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,1,['7902'],['Boris Pasternak'],['4.03'],[],[],[],"В богатом наследии Бориса Пастернака есть два стихотворения, которые стоят особняком, - ""Карусель"" и ""Зверинец"". <br />Их сложно назвать ""детскими"", и всё же они были написаны поэтом для маленького сына.<br />Отдельными книжками стихи вышли в свет лишь однажды, в 1920-е годы, и с тех пор ни разу не переиздавались и даже в сборниках публиковались крайне редко.<br />И вот новое ""прочтение"" этих стихов Пастернака представляет молодая талантливая художница Нана Тотибадзе, выпускница Высшей академической школы графического дизайна.<br />Для младшего школьного возраста.<br /><br />In the rich heritage of Boris Pasternak there are two poems that stand apart - "" Carousel "" and ""Menagerie"". <br />They can hardly be called ""childish"", and yet they were written by the poet for his little son. <br />With separate books, poems were published only once, in the 1920s, and since then they have never been reprinted and were published extremely rarely even in collections. <br />And the new “reading” of these verses by Pasternak is represented by a young talented artist Nana Totibadze, a graduate of the Higher Academic School of Graphic Design. <br />For primary school age."
2033835,7902,Апеллесова черта,5352012743,9785352012741,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402581757l/2033835._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402581757l/2033835._SY75_.jpg,,,,rus,Азбука-классика,false,2038571,1,7,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,2005,1,1,4.00,2,0,"['7902', '6623291']","['Boris Pasternak', 'Борис Пастернак']","['4.03', '4.14']",[],[],[],"Головокружительная метафоричность, яркость образов, захватывающая одухотворенность - вот отличительные черты поэзии и прозы гениального Бориса Пастернака. Прозу он начал писать одновременно со стихами, но занятия музыкой и философией опережали стихи и прозу, наполнив и то и другое особым светом и содержанием.<br /><br />В настоящее издание вошли повести Б.Пастернака: ""Апеллесова черта"" (1918), ""Детство Люверс"" (1922), ""Воздушные пути"" (1924), ""Охранная грамота"" (1931), ""Люди и положения"" (1956)."
29132513,7902,ده گفت‌و‌گو,,9789643620882,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455610031l/29132513._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455610031l/29132513._SX50_.jpg,2010,,,per,چشمه,false,49383087,1,9,8,3,0,5:0|4:0|3:2|2:1|1:0|total:3,1990,,,2.67,3,0,"['3535', '1455', '44202', '8120', '7902', '209681', '457554', '1197', '1155349']","['William Faulkner', 'Ernest Hemingway', 'Mikhail Sholokhov', 'Arthur  Miller', 'Boris Pasternak', 'Chingiz Aitmatov', 'Arnold Wesker', 'Harold Pinter', 'Vasily Shukshin']","['3.85', '3.83', '4.08', '3.58', '4.03', '4.14', '3.51', '3.79', '4.13']",['230135'],['احمد پوری'],['3.53'],
32503824,7902,El Año 1905,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530794001l/32503824._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530794001l/32503824._SY75_.jpg,1969,,,spa,Barral Editores,false,53098628,3,5,8,2,1,5:1|4:0|3:1|2:0|1:0|total:2,,,,4.00,1,1,['7902'],['Boris Pasternak'],['4.03'],[],[],[],D.L: B. 43291 - 1969<br />Edición bilingüe Ruso - Castellano
12945211,7902,Selected Poems,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319390217l/12945211._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319390217l/12945211._SX50_.jpg,1958,,,eng,Ernest Benn Limited,false,79484071,1,3,8,3,2,5:0|4:1|3:0|2:2|1:0|total:3,,,,2.67,3,2,"['7902', '5292446']","['Boris Pasternak', 'Donia Nachshen']","['4.03', '3.53']",['592001'],['J.M. Cohen'],['4.02'],
10432431,7902,Opere narrative,8804352604,9788804352600,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369598941l/10432431._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369598941l/10432431._SY75_.jpg,1994,11,29,ita,,false,15336904,1,7,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],"Il volume raccoglie l'intera produzione narrativa di Pasternak, completa delle prime prove e dei testi autobiografici. La traduzione del <i>Dottor Zivago</i> è quella classica di Pietro A. Zveteremich, che l'ha interamente riveduta in occasione dell'uscita del Meridiano."
53079317,7902,მარიოტა,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73340229,1,2,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,1986,,,3.50,2,0,"['19553277', '19553278', '15572324', '19553279', '7902', '19553280', '19553281']","['Jordano Bruno', 'Horacius', 'Walt Witman', 'Robinson Frost', 'Boris Pasternak', 'Li Syian Uni', 'Doo Foo']","['3.50', '3.50', '3.67', '3.50', '4.03', '3.50', '3.50']",['19553282'],['Tamaz Ckhenkeli'],['3.50'],"მარიოტა საბას განმარტებით, ცის იმ ""გრკალს"" ეწოდება, რომელზეც ბუნიობისას, ე.ი. დღეღამსწორობისას ""ვალსმზე"". ეს სიტყვა მზისა და მთვარის პირისპირ დგომის, დღისა და ღამის სწორობის აღმნიშვნელია, ხოლო დღე და ღმე პირობითად ორად გაყოფილ ""გლობუსს"" გულისხმობს: აღმოსავლეთსა და დასავლეთს. წიგნს ეს სახელი იმიტომ კი არ დავარქვით, რომ ოდნავი პრეტენზია მაინც გვქონდეს ""აღმოსავლური"" და ""დასავლური"" პოეზიის წარმოჩენისა, არამედ იმიტომ, რომ ერთბაშად, ერთი მოხილვით გვეჩვენებინა, დროსა და სივრცეში განფენილი, ურთიერთისგან დიდად განსხვავებული ცივილიზაციებისა და კულტურების წიაღში აღმოცენებულ პოეტურ სამყაროთ სუბსტანციური ერთიანობა: ყველა დროისა და ქვეყნის პოეზია ცის ერთსა და იმავე ""რკალზე ვალს"" და მაშასადამე, პოეზიის მზე აკავშირებს მრავალგვარობის ნიშნით განცალკევებულ, მაგრამ თავისი არსებით ერთიან ადამიანურ გონს..."
22725025,7902,Nobelpristagare: Dikter,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405374054l/22725025.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405374054l/22725025._SX50_.jpg,1966,,,swe,Svalans lyrikklubb/Bonniers,false,41915312,2,10,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,1964,1,1,3.50,1,0,"['8307097', '4420496', '3119996', '648081', '966415', '570804', '6989', '142051', '36913', '599498', '337113', '18317', '29963', '1545124', '140617', '1113469', '18540', '89330', '36635', '7902', '599188', '275175', '16853363']","['Sven Lindner', 'Anders Österling', 'Sully Prudhomme', 'Bjørnstjerne Bjørnson', 'Frédéric Mistral', 'Giosuè Carducci', 'Rudyard Kipling', 'Maurice Maeterlinck', 'Rabindranath Tagore', 'Verner von Heidenstam', 'Carl Spitteler', 'Knut Hamsun', 'W.B. Yeats', 'Johannes V. Jensen', 'Gabriela Mistral', 'Hermann Hesse', 'T.S. Eliot', 'Pär Lagerkvist', 'Juan Ramón Jiménez', 'Boris Pasternak', 'Salvatore Quasimodo', 'Saint-John Perse', 'George Seferis']","['3.67', '3.27', '3.32', '3.38', '3.54', '3.54', '3.93', '3.79', '4.13', '3.16', '3.42', '4.00', '4.16', '3.74', '4.00', '4.05', '4.16', '3.80', '3.82', '4.03', '4.09', '3.87', '4.27']","['5396262', '6578711', '1041592', '37086', '621106', '1073815', '5554612', '8386595', '1276808', '6361322', '8307135', '3068025', '6221898', '1701137', '4138077', '6452831', '4588769', '446692', '8386596', '4732315', '2984275', '7204991', '97178', '6362619', '4577631', '3153474', '8386597']","['Sten Selander', 'Emil Zilliacus', 'Karl Asplund', 'Karin Boye', 'Bo Bergman', 'Gunnar Ekelöf', 'Andrea Butenschön', 'Nils Svanberg', 'Erik Blomberg', 'Johannes Edfelt', 'Petter Bergman', 'Hjalmar Gullberg', 'Bertil Malmberg', 'Erik Mesterton', 'Arne Häggqvist', 'Ebbe Linde', 'Björn Julén', 'Tomas Tranströmer', 'Magda Lagerman', 'Nils Åke Nilsson', 'Ralf Parland', 'Leo Lindeberg', 'Östen Sjöstrand', 'Sture Axelson', 'Göran O. Eriksson', 'Erik Lindegren', 'Börje Knös']","['3.20', '3.48', '4.33', '3.79', '3.37', '3.94', '4.00', '4.00', '3.41', '3.52', '3.00', '3.56', '3.42', '4.05', '3.54', '3.57', '3.07', '4.08', '2.75', '3.71', '3.26', '3.62', '3.57', '3.64', '3.41', '3.65', '3.00']",
2419625,7902,Selected writings and letters,5010019752,9785010019754,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336164869l/2419625._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336164869l/2419625._SX50_.jpg,1990,,,,Progress Publishers,false,2426805,1,12,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,1990,,,3.50,2,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
8232160,7902,Leĭtenant Shmidt = Lieutenant Schmidt,0951384325,9780951384329,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336164745l/8232160._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336164745l/8232160._SY75_.jpg,,,,,,false,13079496,1,11,7,2,1,5:0|4:1|3:1|2:0|1:0|total:2,,,,3.50,2,1,['7902'],['Boris Pasternak'],['4.03'],['2490261'],['Richard Chappell'],['4.00'],
32736201,7902,an essay in autobiography,9780002622,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1959,,,eng,,false,53326297,3,8,6,2,0,5:0|4:1|3:0|2:1|1:0|total:2,,,,3.00,1,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
34865717,7902,Gedichten,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1958,,,nl,van Oorschot,false,56111471,1,2,6,2,1,5:0|4:0|3:2|2:0|1:0|total:2,,,,3.00,2,1,['7902'],['Boris Pasternak'],['4.03'],['4259069'],['Charles B. Timmer'],['3.97'],
35681163,7902,Verhalen,,9789028270152,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500124733l/35681163._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500124733l/35681163._SY75_.jpg,2017,7,,nl,Van Oorschot,false,57157077,1,10,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['7902'],['Boris Pasternak'],['4.03'],['3342948'],['Froukje Slofstra'],['4.28'],
6574513,7902,S Prazdnikom Rozhdestva - Merry Christmas! (in Russian language),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336165673l/6574513._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336165673l/6574513._SX50_.jpg,,,,,,false,6767646,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['5481957', '7902', '295231', '1518552', '2971415', '14167341']","['Various', 'Boris Pasternak', 'Alexander Blok', 'Afanasy Fet', 'A. Pleshcheev', 'Ivan Alekseyevich Bunin']","['3.98', '4.03', '4.18', '4.01', '5.00', '4.05']",[],[],[],
8329816,7902,Rusland Lethe Lorelei,9080882526,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,,,nl,Azazello,false,13179712,1,3,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,2005,,,5.00,1,0,"['7902', '4047032', '713855', '1304160', '879986', '99703', '61636', '16070', '182751']","['Boris Pasternak', 'Alexander Galitsj', 'Bella Akhmadulina', 'Fyodor Tyutchev', 'Nikolay Gumilyov', 'Anna Akhmatova', 'Osip Mandelstam', 'Alexander Pushkin', 'Bulat Okudzhava']","['4.03', '5.00', '4.27', '4.25', '4.38', '4.31', '4.12', '4.08', '4.03']",['4047017'],['Nina Tagran Mouravi'],['4.67'],
39850342,7902,Hvězdný déšť,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523740118l/39850342._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523740118l/39850342._SY75_.jpg,1989,,,cze,Československý spisovatel,false,61624335,1,4,5,1,1,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,1,"['7902', '17073194', '17942981']","['Boris Pasternak', 'Viktor Pivovarov', 'Ivan Matějka']","['4.03', '4.50', '5.00']","['2909791', '16012168', '1937488', '7151503', '17171656', '2785977', '7373219', '6553404', '3351774', '4783763', '3212485']","['Zdenka Bergrová', 'Václav Daněk', 'Milan Dvořák', 'Ladislav Fikar', 'Helena Franková', 'Josef Hora', 'Jaroslav Kabíček', 'Luděk Kubišta', 'Karel Šiktanc', 'Jiří Šotola', 'Jan Zábrana']","['4.00', '4.42', '3.89', '3.88', '5.00', '3.53', '4.33', '4.36', '3.86', '3.80', '4.04']",
31551030,7902,Близнец в тучах,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471504488l/31551030._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471504488l/31551030._SX50_.jpg,1913,,,rus,"Лирика, типография П.П. Рябушинского",false,52231214,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1913,,,5.00,1,0,"['7902', '6623291']","['Boris Pasternak', 'Борис Пастернак']","['4.03', '4.14']",[],[],[],"В декабре 1913 (с датой ""1914"" на титульном листе) вышел «Близнец в тучах» – первая книга стихов Бориса Пастернака. Его появлению предшествовало несколько лет нерегулярных поэтических и прозаических опытов, от которых сохранилось определенное количество набросков и несколько стихотворений. Остальное, видимо, было уничтожено автором. Стихи «Близнеца в тучах» писались подряд как связная книга, которая должна была стать программной. Рядом писали и издавали такие же дебютные книги два товарища Пастернака, Сергей Бобров и Николай Асеев, с которыми он вскоре составит футуристическую группу «Центрифуга». Книга действительно стала этапом в писательском самоопределении автора – только после нее он начинает говорить о своих литературных занятиях как о профессии.<br />Пастернак отказался от рисованной обложки в своем литературном дебюте, настояв на аскетичном оформлении. Друзья по «Лирике» хотели создать книге своего рода отрицательную рекламу, поднять шум, предлагали снабдить ее резким предисловием Сергея Боброва, – Пастернак категорически отказался от публичного шума. Книга вышла с предисловием Николая Асеева, объявившего лирику Пастернака «оппозиционной». Над книгой и ее предисловием иронизировали в литературных кругах: ведь и сам автор, и его критик никому не известны! Маяковский и его компания вели себя вызывающе обидно: о «Близнеце в тучах», например, «Первый журнал русских футуристов» отозвался совсем уж безобразно. Как, впрочем, и обо всех «лириках», обо всей «продукции» бобровско-асеевско-пастернаковского издательства: «И вот они уже собирают разбросанные их предшественниками окурки, скучно сосут выжатый и спитый лимон и грызут крошечные кусочки сахара…».<br /><br />Интересно, что в «Близнеце в тучах», как и в двух последующих книгах стихов Пастернака, отсутствуют датировки стихотворений, что для поэзии 1900–1910-х было скорее исключением. Впервые стихотворения с датировками появляются у Пастернака в книге «Темы и вариации», вышедшей в 1923."
